run_id,window_index,n_samples,rtt_samples,throughput_mean,throughput_std,throughput_min,throughput_max,jitter_mean,jitter_p95,reorder_rate,reorder_count,rtt_mean,rtt_p95,rtt_std,total_bytes,total_packets,active_flows,rq_akhir_durasi,rq_akhir_laju_efektif,rq_akhir_slack,rq_akhir_ukuran,rq_akhir_unduh,rq_n_chunk_100s,rq_n_chunk_10s,rq_n_chunk_110s,rq_n_chunk_120s,rq_n_chunk_130s,rq_n_chunk_140s,rq_n_chunk_150s,rq_n_chunk_160s,rq_n_chunk_170s,rq_n_chunk_180s,rq_n_chunk_190s,rq_n_chunk_200s,rq_n_chunk_20s,rq_n_chunk_30s,rq_n_chunk_40s,rq_n_chunk_50s,rq_n_chunk_60s,rq_n_chunk_70s,rq_n_chunk_80s,rq_n_chunk_90s,rq_ukuran_rata_100s,rq_ukuran_rata_10s,rq_ukuran_rata_110s,rq_ukuran_rata_120s,rq_ukuran_rata_130s,rq_ukuran_rata_140s,rq_ukuran_rata_150s,rq_ukuran_rata_160s,rq_ukuran_rata_170s,rq_ukuran_rata_180s,rq_ukuran_rata_190s,rq_ukuran_rata_200s,rq_ukuran_rata_20s,rq_ukuran_rata_30s,rq_ukuran_rata_40s,rq_ukuran_rata_50s,rq_ukuran_rata_60s,rq_ukuran_rata_70s,rq_ukuran_rata_80s,rq_ukuran_rata_90s,rq_unduh_rata_100s,rq_unduh_rata_10s,rq_unduh_rata_110s,rq_unduh_rata_120s,rq_unduh_rata_130s,rq_unduh_rata_140s,rq_unduh_rata_150s,rq_unduh_rata_160s,rq_unduh_rata_170s,rq_unduh_rata_180s,rq_unduh_rata_190s,rq_unduh_rata_200s,rq_unduh_rata_20s,rq_unduh_rata_30s,rq_unduh_rata_40s,rq_unduh_rata_50s,rq_unduh_rata_60s,rq_unduh_rata_70s,rq_unduh_rata_80s,rq_unduh_rata_90s,label
CONT_s14_bola_OfForestAndMen,8,,,0.116477,,,,,,,,,,,,,,0.619,0.200336,0.619,15501.0,0.0,31,6,35,43,51,51,51,51,51,51,51,51,9,13,13,16,22,22,24,28,35755.032,26143.5,35659.914,32180.581,29916.235,29916.235,29916.235,29916.235,29916.235,29916.235,29916.235,29916.235,26190.667,43234.538,43234.538,44591.312,44672.545,44672.545,42056.625,37752.143,1.628387,1.119667,1.483171,1.337814,1.235804,1.235804,1.235804,1.235804,1.235804,1.235804,1.235804,1.235804,1.056222,2.190154,2.190154,2.112937,2.150773,2.150773,2.005583,1.7555,Critical
CONT_s14_bola_OfForestAndMen,9,,,0.050989,,,,,,,,,,,,,,3.724,0.02334,3.62,10865.0,0.104,33,5,36,40,48,56,56,56,56,56,56,56,11,14,18,18,21,27,27,29,33963.182,12745.0,32559.194,32795.55,30156.042,28383.089,28383.089,28383.089,28383.089,28383.089,28383.089,28383.089,20053.273,21388.643,34765.222,34765.222,37008.857,38760.037,38760.037,37002.897,1.502061,0.0828,1.413722,1.308125,1.207083,1.132857,1.132857,1.132857,1.132857,1.132857,1.132857,1.132857,0.648364,0.708571,1.604778,1.604778,1.629571,1.767815,1.767815,1.674069,Critical
CONT_s14_bola_OfForestAndMen,10,,,0.074499,,,,,,,,,,,,,,0.517,0.264077,0.414,17066.0,0.103,35,6,39,42,46,54,62,62,62,62,62,62,11,17,20,24,24,27,33,33,33051.914,13955.5,30885.077,29901.524,30338.152,28355.981,26986.871,26986.871,26986.871,26986.871,26986.871,26986.871,13405.273,17901.118,19158.7,29562.792,29562.792,31885.889,34250.121,34250.121,1.395914,0.0515,1.278897,1.219119,1.144217,1.078685,1.02821,1.02821,1.02821,1.02821,1.02821,1.02821,0.065727,0.437706,0.51145,1.216458,1.216458,1.278889,1.455758,1.455758,Critical
CONT_s14_bola_OfForestAndMen,11,,,0.120523,,,,,,,,,,,,,,0.933,0.130812,0.518,15256.0,0.415,36,3,38,42,45,49,57,65,65,65,65,65,9,14,20,23,27,27,30,36,32732.722,16041.333,31708.974,29824.81,28977.511,29462.837,27707.842,26481.692,26481.692,26481.692,26481.692,26481.692,14650.778,13970.143,17622.15,18752.087,28060.407,28060.407,30301.433,32732.722,1.380528,0.553,1.329368,1.227048,1.174711,1.10802,1.051018,1.006277,1.006277,1.006277,1.006277,1.006277,0.218667,0.170143,0.455,0.51687,1.142741,1.142741,1.2063,1.380528,Critical
CONT_s14_bola_OfForestAndMen,12,,,0.20171,,,,,,,,,,,,,,1.46,0.133216,0.417,24312.0,1.043,40,4,40,42,46,49,53,61,69,69,69,69,7,13,18,24,27,31,31,34,35142.3,56828.5,35142.3,34101.31,32172.957,31251.061,31528.17,29617.393,28240.928,28240.928,28240.928,28240.928,39348.286,27628.538,23494.222,24156.542,24393.037,31772.419,31772.419,33422.265,1.393125,1.5065,1.393125,1.346238,1.251348,1.201796,1.138094,1.080885,1.035275,1.035275,1.035275,1.035275,1.097857,0.614923,0.467111,0.63025,0.663481,1.189677,1.189677,1.241618,Critical
CONT_s14_bola_OfForestAndMen,13,,,0.12103,,,,,,,,,,,,,,1.46,0.133216,0.417,24312.0,1.043,33,0,40,40,41,46,49,53,61,69,69,69,4,7,13,17,24,27,31,31,33960.606,0.0,35142.3,35142.3,34651.927,32172.957,31251.061,31528.17,29617.393,28240.928,28240.928,28240.928,56828.5,39348.286,27628.538,24277.471,24156.542,24393.037,31772.419,31772.419,1.260606,0.0,1.393125,1.393125,1.37161,1.251348,1.201796,1.138094,1.080885,1.035275,1.035275,1.035275,1.5065,1.097857,0.614923,0.488529,0.63025,0.663481,1.189677,1.189677,Degraded
CONT_s14_bola_OfForestAndMen,14,,,0.120698,,,,,,,,,,,,,,1.46,0.133216,0.417,24312.0,1.043,31,0,33,40,40,41,46,49,53,61,69,69,0,4,7,13,17,24,27,31,31772.419,0.0,33960.606,35142.3,35142.3,34651.927,32172.957,31251.061,31528.17,29617.393,28240.928,28240.928,0.0,56828.5,39348.286,27628.538,24277.471,24156.542,24393.037,31772.419,1.189677,0.0,1.260606,1.393125,1.393125,1.37161,1.251348,1.201796,1.138094,1.080885,1.035275,1.035275,0.0,1.5065,1.097857,0.614923,0.488529,0.63025,0.663481,1.189677,Critical
CONT_s14_bola_OfForestAndMen,15,,,0.078984,,,,,,,,,,,,,,1.882,0.044854,1.882,10552.0,0.0,36,5,36,38,45,45,46,51,54,58,66,74,5,5,9,12,18,22,29,32,40129.167,91941.0,40129.167,41589.605,41453.267,41453.267,40879.0,38032.569,36870.5,36736.172,34338.879,32544.986,91941.0,91941.0,76335.444,61261.917,45493.111,39655.545,35843.517,34947.406,1.76425,5.3266,1.76425,1.795605,1.830178,1.830178,1.8015,1.650882,1.583722,1.499172,1.40253,1.32523,5.3266,5.3266,3.628778,2.859833,1.923722,1.588091,1.439965,1.392094,Critical
CONT_s14_bola_OfForestAndMen,16,,,0.201049,,,,,,,,,,,,,,1.676,0.125103,0.419,26209.0,1.257,38,6,42,42,44,51,51,52,57,60,64,72,11,11,11,15,18,24,28,35,34725.289,33540.667,39187.952,39187.952,40492.023,40522.373,40522.373,40032.269,37559.737,36537.517,36436.594,34272.361,60086.273,60086.273,60086.273,59217.533,52021.5,42505.0,38345.214,35448.743,1.27421,0.6455,1.604429,1.604429,1.638773,1.690804,1.690804,1.668115,1.545053,1.4899,1.419141,1.339444,2.773273,2.773273,2.773273,2.435467,2.121722,1.604167,1.386107,1.303771,Critical
CONT_s14_bola_OfForestAndMen,17,,,0.1213,,,,,,,,,,,,,,1.676,0.125103,0.419,26209.0,1.257,35,0,38,42,42,44,51,51,52,57,60,64,6,11,11,11,15,18,24,28,35448.743,0.0,34725.289,39187.952,39187.952,40492.023,40522.373,40522.373,40032.269,37559.737,36537.517,36436.594,33540.667,60086.273,60086.273,60086.273,59217.533,52021.5,42505.0,38345.214,1.303771,0.0,1.27421,1.604429,1.604429,1.638773,1.690804,1.690804,1.668115,1.545053,1.4899,1.419141,0.6455,2.773273,2.773273,2.773273,2.435467,2.121722,1.604167,1.386107,Critical
CONT_s14_bola_OfForestAndMen,18,,,0.09172,,,,,,,,,,,,,,3.039,0.028499,3.039,10826.0,0.0,33,5,40,43,47,47,49,56,56,57,62,65,5,11,16,16,16,20,23,29,42043.091,62751.2,38861.55,37984.116,41694.681,41694.681,42763.367,42507.089,42507.089,42025.158,39591.306,38553.954,62751.2,46818.182,60919.062,60919.062,60919.062,60100.95,54354.043,45995.724,1.681273,3.3342,1.557575,1.513744,1.788447,1.788447,1.811775,1.837536,1.837536,1.814263,1.689339,1.631769,3.3342,1.867636,2.948562,2.948562,2.948562,2.66015,2.385304,1.902448,Critical
CONT_s14_bola_OfForestAndMen,19,,,0.042481,,,,,,,,,,,,,,3.565,0.024213,3.565,10790.0,0.0,33,4,37,44,47,51,51,53,60,60,61,66,9,9,15,20,20,20,24,27,42027.667,13259.25,38931.324,36534.068,35879.872,39464.451,39464.451,40536.642,40557.233,40557.233,40138.869,37995.424,40754.778,40754.778,37869.133,51387.1,51387.1,51387.1,52294.0,48265.926,1.671848,0.0,1.499513,1.415977,1.384915,1.648176,1.648176,1.675038,1.715033,1.715033,1.695295,1.586955,1.852333,1.852333,1.3696,2.35885,2.35885,2.35885,2.216792,2.031926,Critical
CONT_s14_bola_OfForestAndMen,20,,,0.166097,,,,,,,,,,,,,,0.733,0.169844,0.419,15562.0,0.314,28,1,34,38,45,48,52,52,54,61,61,62,5,10,10,16,21,21,21,25,47097.929,15562.0,41249.265,38316.342,36068.022,35456.583,39004.788,39004.788,40074.148,40147.475,40147.475,39742.468,13719.8,38235.5,38235.5,36474.938,49681.143,49681.143,49681.143,50824.72,1.970571,0.314,1.631912,1.468316,1.391489,1.362604,1.622519,1.622519,1.649833,1.692066,1.692066,1.673016,0.0628,1.6985,1.6985,1.303625,2.261476,2.261476,2.261476,2.14068,Critical
CONT_s14_bola_OfForestAndMen,21,,,0.175447,,,,,,,,,,,,,,0.945,0.246392,0.42,29105.0,0.525,27,2,30,36,40,47,50,54,54,56,63,63,3,7,12,12,18,23,23,23,60768.222,185062.0,56295.533,49238.861,45653.625,42408.191,41440.8,44414.315,44414.315,45252.286,44747.937,44747.937,128562.0,62674.714,62706.583,62706.583,52984.611,61453.391,61453.391,61453.391,2.542444,7.5645,2.3435,1.9615,1.773125,1.65417,1.61068,1.842593,1.842593,1.861071,1.878492,1.878492,5.147667,2.206143,2.676167,2.676167,1.999278,2.722609,2.722609,2.722609,Critical
CONT_s14_bola_OfForestAndMen,22,,,0.177609,,,,,,,,,,,,,,0.945,0.246392,0.42,29105.0,0.525,23,0,27,30,36,40,47,50,54,54,56,63,2,3,7,12,12,18,23,23,61453.391,0.0,60768.222,56295.533,49238.861,45653.625,42408.191,41440.8,44414.315,44414.315,45252.286,44747.937,185062.0,128562.0,62674.714,62706.583,62706.583,52984.611,61453.391,61453.391,2.722609,0.0,2.542444,2.3435,1.9615,1.773125,1.65417,1.61068,1.842593,1.842593,1.861071,1.878492,7.5645,5.147667,2.206143,2.676167,2.676167,1.999278,2.722609,2.722609,Critical
CONT_s14_bola_OfForestAndMen,23,,,0.1785,,,,,,,,,,,,,,0.841,0.184152,0.421,19359.0,0.42,26,3,26,30,32,39,43,50,53,57,57,59,3,5,6,10,15,15,20,26,67799.115,116449.667,67799.115,66336.367,63111.156,54408.923,50592.884,46850.68,45686.585,48205.649,48205.649,48872.492,116449.667,143894.6,122505.833,78807.2,73455.2,73455.2,64242.8,67799.115,2.959038,4.771667,2.959038,2.765367,2.618437,2.177667,1.982326,1.84122,1.789604,1.996754,1.996754,2.009068,4.771667,5.8888,4.959667,2.9758,3.095267,3.095267,2.48375,2.959038,Degraded
CONT_s14_bola_OfForestAndMen,24,,,0.505137,,,,,,,,,,,,,,13.281,0.347165,0.844,576338.0,12.437,27,1,27,27,31,33,40,44,51,54,58,58,4,4,6,7,11,16,16,21,86633.889,576338.0,86633.889,86633.889,82788.032,78663.485,67457.15,62541.636,57232.784,55513.463,57311.379,57311.379,231421.75,231421.75,215968.5,187339.0,124037.273,104885.375,104885.375,88628.286,3.310074,12.437,3.310074,3.310074,3.077355,2.91597,2.43415,2.219932,2.04898,1.986778,2.176759,2.176759,6.688,6.688,6.980167,6.027857,3.835909,3.679125,3.679125,2.957714,Critical
CONT_s14_bola_OfForestAndMen,25,,,0.503576,,,,,,,,,,,,,,13.281,0.347165,0.844,576338.0,12.437,21,0,27,27,27,31,33,40,44,51,54,58,1,4,4,6,7,11,16,16,88628.286,0.0,86633.889,86633.889,86633.889,82788.032,78663.485,67457.15,62541.636,57232.784,55513.463,57311.379,576338.0,231421.75,231421.75,215968.5,187339.0,124037.273,104885.375,104885.375,2.957714,0.0,3.310074,3.310074,3.310074,3.077355,2.91597,2.43415,2.219932,2.04898,1.986778,2.176759,12.437,6.688,6.688,6.980167,6.027857,3.835909,3.679125,3.679125,Critical
CONT_s14_bola_OfForestAndMen,26,,,0.505968,,,,,,,,,,,,,,13.281,0.347165,0.844,576338.0,12.437,16,0,21,27,27,27,31,33,40,44,51,54,0,1,4,4,6,7,11,16,104885.375,0.0,88628.286,86633.889,86633.889,86633.889,82788.032,78663.485,67457.15,62541.636,57232.784,55513.463,0.0,576338.0,231421.75,231421.75,215968.5,187339.0,124037.273,104885.375,3.679125,0.0,2.957714,3.310074,3.310074,3.310074,3.077355,2.91597,2.43415,2.219932,2.04898,1.986778,0.0,12.437,6.688,6.688,6.980167,6.027857,3.835909,3.679125,Critical
CONT_s14_bola_OfForestAndMen,27,,,0.071166,,,,,,,,,,,,,,24.333,0.509448,0.0,1549549.0,24.333,17,1,17,22,28,28,28,32,34,41,45,52,1,1,2,5,5,7,8,12,189865.588,1549549.0,189865.588,155033.773,138880.857,138880.857,138880.857,128624.312,121924.824,103605.732,95586.244,85931.173,1549549.0,1549549.0,1062943.5,495047.2,495047.2,406480.0,357615.25,242829.917,4.894059,24.333,4.894059,3.929318,4.060893,4.060893,4.060893,3.741594,3.545882,2.968268,2.711333,2.477519,24.333,24.333,18.385,10.217,10.217,9.459143,8.316,5.544,Critical
CONT_s14_bola_RedBullPlayStreets,1,,,0.123857,,,,,,,,,,,,,,1.021,0.120415,0.409,15368.0,0.612,3,0,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,18586.667,0.0,18586.667,18586.667,18586.667,18586.667,18586.667,18586.667,18586.667,18586.667,18586.667,18586.667,16794.0,18586.667,18586.667,18586.667,18586.667,18586.667,18586.667,18586.667,0.544667,0.0,0.544667,0.544667,0.544667,0.544667,0.544667,0.544667,0.544667,0.544667,0.544667,0.544667,0.664,0.544667,0.544667,0.544667,0.544667,0.544667,0.544667,0.544667,Critical
CONT_s14_bola_RedBullPlayStreets,2,,,0.177951,,,,,,,,,,,,,,1.126,0.123282,1.024,17352.0,0.102,5,2,5,5,5,5,5,5,5,5,5,5,2,4,5,5,5,5,5,5,112007.8,252139.5,112007.8,112007.8,112007.8,112007.8,112007.8,112007.8,112007.8,112007.8,112007.8,112007.8,252139.5,134466.75,112007.8,112007.8,112007.8,112007.8,112007.8,112007.8,5.3666,12.5995,5.3666,5.3666,5.3666,5.3666,5.3666,5.3666,5.3666,5.3666,5.3666,5.3666,12.5995,6.63175,5.3666,5.3666,5.3666,5.3666,5.3666,5.3666,Critical
CONT_s14_bola_RedBullPlayStreets,3,,,0.122791,,,,,,,,,,,,,,1.126,0.123282,1.024,17352.0,0.102,5,0,5,5,5,5,5,5,5,5,5,5,2,2,2,5,5,5,5,5,112007.8,0.0,112007.8,112007.8,112007.8,112007.8,112007.8,112007.8,112007.8,112007.8,112007.8,112007.8,252139.5,252139.5,252139.5,112007.8,112007.8,112007.8,112007.8,112007.8,5.3666,0.0,5.3666,5.3666,5.3666,5.3666,5.3666,5.3666,5.3666,5.3666,5.3666,5.3666,12.5995,12.5995,12.5995,5.3666,5.3666,5.3666,5.3666,5.3666,Critical
CONT_s14_bola_RedBullPlayStreets,4,,,0.120063,,,,,,,,,,,,,,1.126,0.123282,1.024,17352.0,0.102,5,0,5,5,5,5,5,5,5,5,5,5,0,2,2,2,5,5,5,5,112007.8,0.0,112007.8,112007.8,112007.8,112007.8,112007.8,112007.8,112007.8,112007.8,112007.8,112007.8,0.0,252139.5,252139.5,252139.5,112007.8,112007.8,112007.8,112007.8,5.3666,0.0,5.3666,5.3666,5.3666,5.3666,5.3666,5.3666,5.3666,5.3666,5.3666,5.3666,0.0,12.5995,12.5995,12.5995,5.3666,5.3666,5.3666,5.3666,Critical
CONT_s14_bola_RedBullPlayStreets,5,,,0.122891,,,,,,,,,,,,,,1.126,0.123282,1.024,17352.0,0.102,5,0,5,5,5,5,5,5,5,5,5,5,0,0,2,2,2,5,5,5,112007.8,0.0,112007.8,112007.8,112007.8,112007.8,112007.8,112007.8,112007.8,112007.8,112007.8,112007.8,0.0,0.0,252139.5,252139.5,252139.5,112007.8,112007.8,112007.8,5.3666,0.0,5.3666,5.3666,5.3666,5.3666,5.3666,5.3666,5.3666,5.3666,5.3666,5.3666,0.0,0.0,12.5995,12.5995,12.5995,5.3666,5.3666,5.3666,Critical
CONT_s14_bola_RedBullPlayStreets,6,,,0.121524,,,,,,,,,,,,,,39.971,0.120541,0.823,602268.0,39.148,6,1,6,6,6,6,6,6,6,6,6,6,1,1,1,3,3,3,6,6,193717.833,602268.0,193717.833,193717.833,193717.833,193717.833,193717.833,193717.833,193717.833,193717.833,193717.833,193717.833,602268.0,602268.0,602268.0,368849.0,368849.0,368849.0,193717.833,193717.833,10.996833,39.148,10.996833,10.996833,10.996833,10.996833,10.996833,10.996833,10.996833,10.996833,10.996833,10.996833,39.148,39.148,39.148,21.449,21.449,21.449,10.996833,10.996833,Critical
CONT_s14_bola_RedBullPlayStreets,7,,,1.062337,,,,,,,,,,,,,,13.986,0.799028,0.823,1396900.0,13.163,7,1,7,7,7,7,7,7,7,7,7,7,2,2,2,2,4,4,4,7,365601.0,1396900.0,365601.0,365601.0,365601.0,365601.0,365601.0,365601.0,365601.0,365601.0,365601.0,365601.0,999584.0,999584.0,999584.0,999584.0,625861.75,625861.75,625861.75,365601.0,11.306286,13.163,11.306286,11.306286,11.306286,11.306286,11.306286,11.306286,11.306286,11.306286,11.306286,11.306286,26.1555,26.1555,26.1555,26.1555,19.3775,19.3775,19.3775,11.306286,Critical
CONT_s14_bola_RedBullPlayStreets,8,,,0.120941,,,,,,,,,,,,,,0.928,0.131966,0.412,15308.0,0.516,12,3,12,12,12,12,12,12,12,12,12,12,6,7,7,7,7,9,9,9,218711.0,13288.0,218711.0,218711.0,218711.0,218711.0,218711.0,218711.0,218711.0,218711.0,218711.0,218711.0,243704.167,294927.571,294927.571,294927.571,294927.571,285419.111,285419.111,285419.111,6.767167,0.412333,6.767167,6.767167,6.767167,6.767167,6.767167,6.767167,6.767167,6.767167,6.767167,6.767167,2.5375,7.767571,7.767571,7.767571,7.767571,8.841333,8.841333,8.841333,Critical
CONT_s14_bola_RedBullPlayStreets,9,,,0.121149,,,,,,,,,,,,,,0.928,0.131966,0.412,15308.0,0.516,9,0,12,12,12,12,12,12,12,12,12,12,1,6,7,7,7,7,8,9,285419.111,0.0,218711.0,218711.0,218711.0,218711.0,218711.0,218711.0,218711.0,218711.0,218711.0,218711.0,15308.0,243704.167,294927.571,294927.571,294927.571,294927.571,260230.625,285419.111,8.841333,0.0,6.767167,6.767167,6.767167,6.767167,6.767167,6.767167,6.767167,6.767167,6.767167,6.767167,0.516,2.5375,7.767571,7.767571,7.767571,7.767571,6.809375,8.841333,Critical
CONT_s14_bola_RedBullPlayStreets,10,,,0.201529,,,,,,,,,,,,,,2.994,0.123923,0.413,46378.0,2.581,12,3,12,15,15,15,15,15,15,15,15,15,3,4,9,10,10,10,10,11,258835.5,179084.667,258835.5,210785.733,210785.733,210785.733,210785.733,210785.733,210785.733,210785.733,210785.733,210785.733,179084.667,138140.5,222164.333,260174.7,260174.7,260174.7,260174.7,238099.909,8.788083,8.628333,8.788083,7.1394,7.1394,7.1394,7.1394,7.1394,7.1394,7.1394,7.1394,7.1394,8.628333,6.60025,4.567778,8.0258,8.0258,8.0258,8.0258,7.305455,Critical
CONT_s14_bola_RedBullPlayStreets,11,,,0.118897,,,,,,,,,,,,,,1.551,0.053029,1.241,10281.0,0.31,15,4,16,16,19,19,19,19,19,19,19,19,7,7,8,13,14,14,14,14,182296.867,28838.5,201336.25,201336.25,172481.053,172481.053,172481.053,172481.053,172481.053,172481.053,172481.053,172481.053,93229.714,93229.714,83489.5,162679.462,194078.643,194078.643,194078.643,194078.643,5.743133,1.44675,6.95275,6.95275,5.940947,5.940947,5.940947,5.940947,5.940947,5.940947,5.940947,5.940947,4.524571,4.524571,4.0235,3.607462,6.146071,6.146071,6.146071,6.146071,Critical
CONT_s14_bola_RedBullPlayStreets,12,,,0.121881,,,,,,,,,,,,,,3.615,0.02701,3.305,12205.0,0.31,18,4,19,20,20,23,23,23,23,23,23,23,8,11,11,12,17,18,18,18,153623.5,12030.5,146451.316,163475.1,163475.1,144576.609,144576.609,144576.609,144576.609,144576.609,144576.609,144576.609,20434.5,63702.727,63702.727,59669.833,127232.647,153623.5,153623.5,153623.5,4.849111,0.30975,4.599263,5.62415,5.62415,4.961609,4.961609,4.961609,4.961609,4.961609,4.961609,4.961609,0.87825,2.991909,2.991909,2.785583,2.831529,4.849111,4.849111,4.849111,Critical
CONT_s14_bola_RedBullPlayStreets,13,,,0.119122,,,,,,,,,,,,,,1.755,0.0481,1.755,10552.0,0.0,23,5,23,24,25,25,28,28,28,28,28,28,9,13,16,16,17,22,23,23,122767.043,11683.8,122767.043,118374.75,133116.84,133116.84,120845.75,120845.75,120845.75,120845.75,120845.75,120845.75,11837.889,17068.846,47446.812,47446.812,45556.294,100971.545,122767.043,122767.043,3.83087,0.1652,3.83087,3.6755,4.53236,4.53236,4.105107,4.105107,4.105107,4.105107,4.105107,4.105107,0.229444,0.604,2.108562,2.108562,2.014882,2.225545,3.83087,3.83087,Critical
CONT_s14_bola_RedBullPlayStreets,14,,,0.118948,,,,,,,,,,,,,,0.93,0.104568,0.516,12156.0,0.414,29,6,29,29,30,31,31,34,34,34,34,34,11,15,19,22,22,23,28,29,100401.828,14668.5,100401.828,100401.828,97633.5,110191.355,110191.355,102108.588,102108.588,102108.588,102108.588,102108.588,13311.818,12970.133,16310.842,38507.273,38507.273,37498.609,82478.036,100401.828,3.12031,0.3965,3.12031,3.12031,3.0197,3.731871,3.731871,3.450647,3.450647,3.450647,3.450647,3.450647,0.291364,0.296267,0.538474,1.641636,1.641636,1.592696,1.833607,3.12031,Critical
CONT_s14_bola_RedBullPlayStreets,15,,,1.554958,,,,,,,,,,,,,,7.769,1.967613,0.415,1910798.0,7.354,30,1,30,30,30,31,32,32,35,35,35,35,7,12,16,20,23,23,24,29,160748.367,1910798.0,160748.367,160748.367,160748.367,156122.677,166460.312,166460.312,153785.429,153785.429,153785.429,153785.429,285544.143,171435.667,131584.375,111035.2,119911.217,119911.217,115552.75,145523.552,3.261433,7.354,3.261433,3.261433,3.261433,3.159516,3.845063,3.845063,3.562171,3.562171,3.562171,3.562171,1.390429,0.879917,0.737375,0.87925,1.89,1.89,1.83275,2.023966,Critical
CONT_s14_bola_RedBullPlayStreets,16,,,0.122195,,,,,,,,,,,,,,7.769,1.967613,0.415,1910798.0,7.354,29,0,30,30,30,30,31,32,32,35,35,35,1,7,12,16,20,23,23,24,145523.552,0.0,160748.367,160748.367,160748.367,160748.367,156122.677,166460.312,166460.312,153785.429,153785.429,153785.429,1910798.0,285544.143,171435.667,131584.375,111035.2,119911.217,119911.217,115552.75,2.023966,0.0,3.261433,3.261433,3.261433,3.261433,3.159516,3.845063,3.845063,3.562171,3.562171,3.562171,7.354,1.390429,0.879917,0.737375,0.87925,1.89,1.89,1.83275,Critical
CONT_s14_bola_RedBullPlayStreets,17,,,0.121363,,,,,,,,,,,,,,7.769,1.967613,0.415,1910798.0,7.354,23,0,29,29,30,30,30,30,32,32,34,35,0,1,6,12,15,19,23,23,119911.217,0.0,145523.552,145523.552,160748.367,160748.367,160748.367,160748.367,166460.312,166460.312,157656.412,153785.429,0.0,1910798.0,331138.333,171435.667,139549.733,116234.632,119911.217,119911.217,1.89,0.0,2.023966,2.023966,3.261433,3.261433,3.261433,3.261433,3.845063,3.845063,3.657941,3.562171,0.0,7.354,1.5705,0.879917,0.765867,0.903789,1.89,1.89,Critical
CONT_s14_bola_RedBullPlayStreets,18,,,0.121983,,,,,,,,,,,,,,7.769,1.967613,0.415,1910798.0,7.354,23,0,23,29,29,30,30,30,30,32,32,33,0,0,1,5,12,15,19,23,119911.217,0.0,119911.217,145523.552,145523.552,160748.367,160748.367,160748.367,160748.367,166460.312,166460.312,161881.758,0.0,0.0,1910798.0,394166.4,171435.667,139549.733,116234.632,119911.217,1.89,0.0,1.89,2.023966,2.023966,3.261433,3.261433,3.261433,3.261433,3.845063,3.845063,3.747091,0.0,0.0,7.354,1.8846,0.879917,0.765867,0.903789,1.89,Critical
CONT_s14_bola_RedBullPlayStreets,19,,,1.761407,,,,,,,,,,,,,,41.23,0.517597,1.044,2667563.0,40.186,24,1,24,24,30,30,31,31,31,31,33,33,1,1,1,2,6,13,16,20,226063.375,2667563.0,226063.375,226063.375,229591.533,229591.533,241613.355,241613.355,241613.355,241613.355,242251.303,242251.303,2667563.0,2667563.0,2667563.0,2289180.5,773065.833,363445.462,297550.562,243801.05,3.485667,40.186,3.485667,3.485667,3.296033,3.296033,4.452548,4.452548,4.452548,4.452548,4.946303,4.946303,40.186,40.186,40.186,23.77,8.268167,3.903462,3.229625,2.8679,Critical
CONT_s14_bola_RedBullPlayStreets,20,,,0.120685,,,,,,,,,,,,,,41.23,0.517597,1.044,2667563.0,40.186,19,0,22,24,24,28,30,31,31,31,31,33,0,1,1,1,1,2,10,14,252384.105,0.0,224302.045,226063.375,226063.375,195527.464,229591.533,241613.355,241613.355,241613.355,241613.355,242251.303,0.0,2667563.0,2667563.0,2667563.0,2667563.0,2289180.5,469092.5,338356.857,2.768632,0.0,2.743273,3.485667,3.485667,3.03925,3.296033,4.452548,4.452548,4.452548,4.452548,4.946303,0.0,40.186,40.186,40.186,40.186,23.77,4.9919,3.646786,Critical
CONT_s14_bola_RedBullPlayStreets,21,,,0.205381,,,,,,,,,,,,,,2.715,0.068473,2.088,23238.0,0.627,17,3,22,25,27,27,31,33,34,34,34,34,3,3,4,4,4,4,5,13,313859.588,199539.0,245177.955,221330.48,223116.222,223116.222,195915.677,226859.485,237900.912,237900.912,237900.912,237900.912,199539.0,199539.0,816545.0,816545.0,816545.0,816545.0,1035395.6,406887.846,4.779706,10.066667,3.763818,3.62208,4.216889,4.216889,3.719323,3.911545,4.947912,4.947912,4.947912,4.947912,10.066667,10.066667,17.5965,17.5965,17.5965,17.5965,15.548,6.163,Critical
CONT_s14_bola_RedBullPlayStreets,22,,,0.14836,,,,,,,,,,,,,,4.397,0.189662,0.419,104243.0,3.978,16,3,20,25,28,30,30,34,36,37,37,37,6,6,6,7,7,7,7,8,341300.438,57088.333,275343.9,222607.2,203733.107,206513.433,206513.433,183666.206,212711.889,223240.432,223240.432,223240.432,128313.667,128313.667,128313.667,491063.571,491063.571,491063.571,491063.571,668530.375,5.354188,1.849333,4.34015,3.53408,3.432143,3.980133,3.980133,3.554324,3.739694,4.696676,4.696676,4.696676,5.958,5.958,5.958,10.847714,10.847714,10.847714,10.847714,10.411,Critical
