run_id,window_index,o22_degraded,stall_degraded,label_degraded
CONT_s10_bola_BigBuckBunny,0,4.2573,0,Excellent
CONT_s10_bola_BigBuckBunny,1,4.2942,0,Excellent
CONT_s10_bola_BigBuckBunny,2,4.2532,0,Excellent
CONT_s10_bola_BigBuckBunny,3,4.2942,0,Excellent
CONT_s10_bola_BigBuckBunny,4,4.241,0,Excellent
CONT_s10_bola_BigBuckBunny,5,3.6762,0,Good
CONT_s10_bola_BigBuckBunny,6,3.0335,0,Good
CONT_s10_bola_BigBuckBunny,7,4.2532,0,Excellent
CONT_s10_bola_BigBuckBunny,8,4.2532,0,Excellent
CONT_s10_bola_BigBuckBunny,9,3.7878,0,Good
CONT_s10_bola_BigBuckBunny,10,2.9383,0,Degraded
CONT_s10_bola_BigBuckBunny,11,3.7627,0,Good
CONT_s10_bola_BigBuckBunny,12,3.7627,0,Good
CONT_s10_bola_BigBuckBunny,13,4.4053,0,Excellent
CONT_s10_bola_BigBuckBunny,14,2.8392,0,Degraded
CONT_s10_bola_BigBuckBunny,15,2.8392,0,Degraded
CONT_s10_bola_BigBuckBunny,16,2.8392,0,Degraded
CONT_s10_bola_BigBuckBunny,17,2.934,0,Degraded
CONT_s10_bola_BigBuckBunny,18,3.5765,0,Good
CONT_s10_bola_BigBuckBunny,19,1.7826,0,Critical
CONT_s10_bola_BigBuckBunny,20,2.6394,0,Degraded
CONT_s10_bola_BigBuckBunny,21,1.6755,0,Critical
CONT_s10_bola_BigBuckBunny,22,1.6755,0,Critical
CONT_s10_bola_BigBuckBunny,23,1.6755,0,Critical
CONT_s10_bola_BigBuckBunny,24,1.6755,0,Critical
CONT_s10_bola_BigBuckBunny,25,1.6755,0,Critical
CONT_s10_bola_BigBuckBunny,26,1.6755,0,Critical
CONT_s10_bola_BigBuckBunny,27,1.6526,0,Critical
CONT_s10_bola_BigBuckBunny,28,1.4467,0,Critical
CONT_s10_bola_BigBuckBunny,29,1.4467,0,Critical
CONT_s10_bola_ElephantsDream,0,4.2619,0,Excellent
CONT_s10_bola_ElephantsDream,1,4.3225,0,Excellent
CONT_s10_bola_ElephantsDream,2,3.7895,0,Good
CONT_s10_bola_ElephantsDream,3,4.2913,0,Excellent
CONT_s10_bola_ElephantsDream,4,4.2086,0,Excellent
CONT_s10_bola_ElephantsDream,5,3.8461,0,Good
CONT_s10_bola_ElephantsDream,6,4.3452,0,Excellent
CONT_s10_bola_ElephantsDream,7,4.2552,0,Excellent
CONT_s10_bola_ElephantsDream,8,3.7656,0,Good
CONT_s10_bola_ElephantsDream,9,1.6772,0,Critical
CONT_s10_bola_ElephantsDream,10,2.8983,0,Degraded
CONT_s10_bola_ElephantsDream,11,3.7656,0,Good
CONT_s10_bola_ElephantsDream,12,3.7656,0,Good
CONT_s10_bola_ElephantsDream,13,4.2954,0,Excellent
CONT_s10_bola_ElephantsDream,14,2.7489,0,Degraded
CONT_s10_bola_ElephantsDream,15,1.4492,0,Critical
CONT_s10_bola_ElephantsDream,16,1.5886,0,Critical
CONT_s10_bola_ElephantsDream,17,2.9347,0,Degraded
CONT_s10_bola_ElephantsDream,18,3.6639,0,Good
CONT_s10_bola_ElephantsDream,19,2.7489,0,Degraded
CONT_s10_bola_ElephantsDream,20,2.7489,0,Degraded
CONT_s10_bola_ElephantsDream,21,2.6417,0,Degraded
CONT_s10_bola_ElephantsDream,22,1.6772,0,Critical
CONT_s10_bola_ElephantsDream,23,1.6772,0,Critical
CONT_s10_bola_ElephantsDream,24,1.6689,0,Critical
CONT_s10_bola_ElephantsDream,25,1.6027,0,Critical
CONT_s10_bola_ElephantsDream,26,1.6772,0,Critical
CONT_s10_bola_ElephantsDream,27,1.6544,0,Critical
CONT_s10_bola_ElephantsDream,28,1.4492,0,Critical
CONT_s10_bola_ElephantsDream,29,1.4492,0,Critical
CONT_s10_bola_OfForestAndMen,0,4.0675,0,Excellent
CONT_s10_bola_OfForestAndMen,1,4.0712,0,Excellent
CONT_s10_bola_OfForestAndMen,2,4.1042,0,Excellent
CONT_s10_bola_OfForestAndMen,3,4.1042,0,Excellent
CONT_s10_bola_OfForestAndMen,4,4.0745,0,Excellent
CONT_s10_bola_OfForestAndMen,5,3.8078,0,Good
CONT_s10_bola_OfForestAndMen,6,3.8078,0,Good
CONT_s10_bola_OfForestAndMen,7,3.8078,0,Good
CONT_s10_bola_OfForestAndMen,8,3.8078,0,Good
CONT_s10_bola_OfForestAndMen,9,3.8078,0,Good
CONT_s10_bola_OfForestAndMen,10,2.9278,0,Degraded
CONT_s10_bola_OfForestAndMen,11,2.8574,0,Degraded
CONT_s10_bola_OfForestAndMen,12,3.7423,0,Good
CONT_s10_bola_OfForestAndMen,13,4.2471,0,Excellent
CONT_s10_bola_OfForestAndMen,14,2.8128,0,Degraded
CONT_s10_bola_OfForestAndMen,15,2.9278,0,Degraded
CONT_s10_bola_OfForestAndMen,16,2.9278,0,Degraded
CONT_s10_bola_OfForestAndMen,17,1.9272,0,Critical
CONT_s10_bola_OfForestAndMen,18,3.8297,0,Good
CONT_s10_bola_OfForestAndMen,19,1.7961,0,Critical
CONT_s10_bola_OfForestAndMen,20,2.7567,0,Degraded
CONT_s10_bola_OfForestAndMen,21,2.7567,0,Degraded
CONT_s10_bola_OfForestAndMen,22,2.6409,0,Degraded
CONT_s10_bola_OfForestAndMen,23,1.6076,0,Critical
