run_id,t_epoch,dt,delta_bytes,delta_packets,delta_reorder,jitter_ns,active_flows
S5F_ElephantsDream_rep1,1787085924.259,1.0001,0,0,0,0,0
S5F_ElephantsDream_rep1,1787085925.276,1.0164,0,0,0,0,0
S5F_ElephantsDream_rep1,1787085926.291,1.015,0,0,0,0,0
S5F_ElephantsDream_rep1,1787085927.306,1.015,5110,6,3,5513491.0,1
S5F_ElephantsDream_rep1,1787085928.321,1.0152,102022,71,39,9601051.0,1
S5F_ElephantsDream_rep1,1787085929.344,1.0236,190500,127,63,15766451.0,1
S5F_ElephantsDream_rep1,1787085930.366,1.0219,74703,50,11,28812522.0,1
S5F_ElephantsDream_rep1,1787085931.39,1.0234,130540,88,30,20148038.3,2
S5F_ElephantsDream_rep1,1787085932.412,1.0221,103500,69,15,20709994.0,1
S5F_ElephantsDream_rep1,1787085933.435,1.0235,63000,42,8,42035780.0,1
S5F_ElephantsDream_rep1,1787085934.459,1.0237,66000,44,9,36519883.0,1
S5F_ElephantsDream_rep1,1787085935.483,1.0239,73500,49,13,27523478.0,1
S5F_ElephantsDream_rep1,1787085936.506,1.0231,58500,39,9,42323605.0,1
S5F_ElephantsDream_rep1,1787085937.529,1.023,52500,35,5,40760495.0,1
S5F_ElephantsDream_rep1,1787085938.553,1.0239,51684,35,15,49031341.0,1
S5F_ElephantsDream_rep1,1787085939.577,1.0241,30000,20,11,59340110.0,1
S5F_ElephantsDream_rep1,1787085940.603,1.0262,40500,27,7,51512225.0,1
S5F_ElephantsDream_rep1,1787085941.627,1.0233,63000,42,8,37524035.0,1
S5F_ElephantsDream_rep1,1787085942.65,1.0233,61674,42,5,33438394.0,1
S5F_ElephantsDream_rep1,1787085943.673,1.0232,67500,45,13,27356217.0,1
S5F_ElephantsDream_rep1,1787085944.697,1.0236,70500,47,11,22636932.0,1
S5F_ElephantsDream_rep1,1787085945.721,1.0246,65337,44,14,25153558.0,1
S5F_ElephantsDream_rep1,1787085946.744,1.0224,37500,25,5,26941260.0,1
S5F_ElephantsDream_rep1,1787085947.766,1.0224,39000,26,5,53950281.0,1
S5F_ElephantsDream_rep1,1787085948.79,1.0236,48330,33,7,49104984.0,1
S5F_ElephantsDream_rep1,1787085949.812,1.0223,58500,39,11,33510491.0,1
S5F_ElephantsDream_rep1,1787085950.834,1.0222,114229,77,26,13879779.0,1
S5F_ElephantsDream_rep1,1787085951.856,1.0223,99000,66,22,24470849.0,1
S5F_ElephantsDream_rep1,1787085952.878,1.0221,75000,50,18,30981697.0,1
S5F_ElephantsDream_rep1,1787085953.901,1.0222,79150,53,16,25982164.0,1
S5F_ElephantsDream_rep1,1787085954.925,1.0242,90000,60,18,29181915.0,1
S5F_ElephantsDream_rep1,1787085955.949,1.0241,86696,58,26,23828909.0,1
S5F_ElephantsDream_rep1,1787085956.973,1.0242,94500,63,19,25199266.0,1
S5F_ElephantsDream_rep1,1787085957.997,1.0242,104572,70,14,26891746.0,1
S5F_ElephantsDream_rep1,1787085959.022,1.0243,61332,41,13,33041420.0,1
S5F_ElephantsDream_rep1,1787085960.046,1.0243,63000,42,4,42216078.0,1
S5F_ElephantsDream_rep1,1787085961.07,1.0243,61500,41,13,29973524.0,1
S5F_ElephantsDream_rep1,1787085962.1,1.0297,88812,60,25,21874965.0,1
S5F_ElephantsDream_rep1,1787085963.124,1.0236,81000,54,18,30026856.0,1
S5F_ElephantsDream_rep1,1787085964.147,1.0236,88500,59,13,26314367.0,1
S5F_ElephantsDream_rep1,1787085965.169,1.0222,133333,89,33,9973630.0,1
S5F_ElephantsDream_rep1,1787085966.193,1.024,109500,73,16,22352957.0,1
S5F_ElephantsDream_rep1,1787085967.218,1.0248,50807,34,15,32738005.0,1
S5F_ElephantsDream_rep1,1787085968.241,1.0223,31500,21,5,34321438.0,1
S5F_ElephantsDream_rep1,1787085969.263,1.0224,39000,26,9,43417365.0,1
S5F_ElephantsDream_rep1,1787085970.285,1.0226,67500,45,12,32706336.0,1
S5F_ElephantsDream_rep1,1787085971.308,1.0229,54000,36,12,36448741.0,1
S5F_ElephantsDream_rep1,1787085972.331,1.0224,50903,34,11,45179400.0,1
S5F_ElephantsDream_rep1,1787085973.353,1.0222,100500,67,13,21312987.0,1
S5F_ElephantsDream_rep1,1787085974.375,1.0222,75000,50,6,38003034.0,1
