run_id,t_epoch,dt,delta_bytes,delta_packets,delta_reorder,jitter_ns,active_flows
S3A_RedBullPlayStreets_rep1,1787075591.258,1.0001,0,0,0,0,0
S3A_RedBullPlayStreets_rep1,1787075592.266,1.0079,0,0,0,0,0
S3A_RedBullPlayStreets_rep1,1787075593.274,1.0078,0,0,0,0,0
S3A_RedBullPlayStreets_rep1,1787075594.283,1.009,4728,6,0,13082786.0,1
S3A_RedBullPlayStreets_rep1,1787075595.291,1.008,52,1,0,0.0,1
S3A_RedBullPlayStreets_rep1,1787075596.303,1.0123,10675,11,2,35091523.6,2
S3A_RedBullPlayStreets_rep1,1787075597.315,1.0116,35848,24,11,47557843.0,1
S3A_RedBullPlayStreets_rep1,1787075598.327,1.0122,42000,28,9,60197961.0,1
S3A_RedBullPlayStreets_rep1,1787075599.339,1.0116,33040,23,4,76480879.0,2
S3A_RedBullPlayStreets_rep1,1787075600.351,1.0122,15000,10,1,78031389.0,1
S3A_RedBullPlayStreets_rep1,1787075601.363,1.0124,24000,16,5,87143881.0,1
S3A_RedBullPlayStreets_rep1,1787075602.375,1.0116,21000,14,5,87296904.0,1
S3A_RedBullPlayStreets_rep1,1787075603.387,1.0123,13500,9,1,74712370.0,1
S3A_RedBullPlayStreets_rep1,1787075604.399,1.0116,16500,11,3,99753223.0,1
S3A_RedBullPlayStreets_rep1,1787075605.411,1.0117,15456,11,6,86524717.0,1
S3A_RedBullPlayStreets_rep1,1787075606.423,1.0121,12000,8,1,80359174.0,1
S3A_RedBullPlayStreets_rep1,1787075607.435,1.0125,15000,10,2,73688910.0,1
S3A_RedBullPlayStreets_rep1,1787075608.447,1.0124,16500,11,2,92675113.0,1
S3A_RedBullPlayStreets_rep1,1787075609.46,1.0124,12149,9,2,90253987.0,1
S3A_RedBullPlayStreets_rep1,1787075610.472,1.0125,16500,11,0,82696087.0,1
S3A_RedBullPlayStreets_rep1,1787075611.485,1.0126,21000,14,5,89015642.0,1
S3A_RedBullPlayStreets_rep1,1787075612.497,1.0124,12052,9,3,91999317.0,1
S3A_RedBullPlayStreets_rep1,1787075613.51,1.0124,18000,12,3,92802197.0,1
S3A_RedBullPlayStreets_rep1,1787075614.522,1.0124,22500,15,3,85900247.0,1
S3A_RedBullPlayStreets_rep1,1787075615.534,1.0124,33364,23,7,62442974.0,1
S3A_RedBullPlayStreets_rep1,1787075616.547,1.0127,23513,16,1,65636228.0,1
S3A_RedBullPlayStreets_rep1,1787075617.56,1.0131,40500,27,15,56931412.0,1
S3A_RedBullPlayStreets_rep1,1787075618.573,1.0132,30000,20,8,60164335.0,1
S3A_RedBullPlayStreets_rep1,1787075619.588,1.0145,42183,29,14,45847455.0,1
S3A_RedBullPlayStreets_rep1,1787075620.602,1.0144,35993,24,9,59220751.0,1
S3A_RedBullPlayStreets_rep1,1787075621.615,1.0128,40500,27,7,53887006.0,1
S3A_RedBullPlayStreets_rep1,1787075622.628,1.0126,42665,29,7,56570243.0,1
S3A_RedBullPlayStreets_rep1,1787075623.64,1.012,41516,28,13,37835641.0,1
S3A_RedBullPlayStreets_rep1,1787075624.653,1.0129,52500,35,16,28593758.0,1
S3A_RedBullPlayStreets_rep1,1787075625.665,1.012,19604,14,8,82989877.0,1
S3A_RedBullPlayStreets_rep1,1787075626.677,1.0124,33237,23,14,49667249.0,1
S3A_RedBullPlayStreets_rep1,1787075627.69,1.0128,0,0,0,0,0
S3A_RedBullPlayStreets_rep1,1787075628.703,1.0127,0,0,0,0,0
S3A_RedBullPlayStreets_rep1,1787075629.716,1.0137,18000,12,5,242998985.0,1
S3A_RedBullPlayStreets_rep1,1787075630.728,1.0122,40406,27,13,79668661.0,1
S3A_RedBullPlayStreets_rep1,1787075631.741,1.0121,0,0,0,0,0
S3A_RedBullPlayStreets_rep1,1787075632.753,1.0119,0,0,0,0,0
S3A_RedBullPlayStreets_rep1,1787075633.764,1.0119,16500,11,9,249719379.0,1
S3A_RedBullPlayStreets_rep1,1787075634.777,1.0125,31500,21,5,108188974.0,1
S3A_RedBullPlayStreets_rep1,1787075635.789,1.0124,2440,2,0,120451418.0,1
S3A_RedBullPlayStreets_rep1,1787075636.801,1.0122,0,0,0,0,0
S3A_RedBullPlayStreets_rep1,1787075637.813,1.0117,16500,11,4,264674499.0,1
S3A_RedBullPlayStreets_rep1,1787075638.825,1.0122,35709,24,4,97834521.0,1
S3A_RedBullPlayStreets_rep1,1787075639.838,1.0129,0,0,0,0,0
S3A_RedBullPlayStreets_rep1,1787075640.85,1.0122,52,1,0,0.0,1
S3A_RedBullPlayStreets_rep1,1787075641.863,1.0128,28500,19,9,161332960.0,1
S3A_RedBullPlayStreets_rep1,1787075642.875,1.0118,23077,16,5,80441592.0,1
S3A_RedBullPlayStreets_rep1,1787075643.887,1.0122,0,0,0,0,0
S3A_RedBullPlayStreets_rep1,1787075644.9,1.0127,0,0,0,0,0
S3A_RedBullPlayStreets_rep1,1787075645.913,1.0127,18000,12,5,263025056.0,1
S3A_RedBullPlayStreets_rep1,1787075646.925,1.0125,31896,22,11,110725980.0,1
S3A_RedBullPlayStreets_rep1,1787075647.938,1.0124,3000,2,2,107841958.0,1
S3A_RedBullPlayStreets_rep1,1787075648.95,1.0125,0,0,0,0,0
S3A_RedBullPlayStreets_rep1,1787075649.963,1.0125,7500,5,2,359090408.0,1
S3A_RedBullPlayStreets_rep1,1787075650.975,1.0129,33000,22,9,147799769.0,1
S3A_RedBullPlayStreets_rep1,1787075651.988,1.0129,13268,9,5,109320206.0,1
S3A_RedBullPlayStreets_rep1,1787075653.001,1.0129,0,0,0,0,0
S3A_RedBullPlayStreets_rep1,1787075654.014,1.0127,13337,9,4,247727943.0,1
S3A_RedBullPlayStreets_rep1,1787075655.027,1.0127,54000,36,10,58073917.0,1
S3A_RedBullPlayStreets_rep1,1787075656.038,1.012,46540,32,12,100336522.3,2
