run_id,window_index,t_media_start,t_wall_start,t_wall_end,throughput_mean,throughput_std,throughput_min,throughput_max,jitter_mean,jitter_p95,reorder_rate,reorder_count,total_bytes,total_packets,active_flows,n_samples
S5F_TheSwissAccount_rep1,0,0.0,1787087493.157,1787087503.157,0.412305,0.13679,0.116076,0.632627,38.167393,55.168199,28.826531,113,581142,392,2,11
S5F_TheSwissAccount_rep1,1,10.0,1787087503.157,1787087513.157,0.34002,0.402214,0.0,1.142073,77.561177,568.507461,38.580247,125,480080,324,1,11
S5F_TheSwissAccount_rep1,2,20.0,1787087513.157,1787087523.157,0.544907,0.181804,0.245614,0.792926,32.421539,46.554897,31.769723,149,699461,469,1,10
S5F_TheSwissAccount_rep1,3,30.0,1787087523.157,1787087533.157,0.428786,0.193105,0.186825,0.877022,40.095074,76.769214,24.752475,100,605096,404,1,11
S5F_TheSwissAccount_rep1,4,40.0,1787087533.157,1787087543.157,0.529601,0.172132,0.250045,0.771061,32.592382,55.030717,29.141717,146,747223,501,2,11
S5F_TheSwissAccount_rep1,5,50.0,1787087543.157,1787087553.157,0.436155,0.153127,0.208701,0.701413,41.033789,64.943022,22.133333,83,559916,375,1,10
S5F_TheSwissAccount_rep1,6,60.0,1787087553.157,1787087563.157,0.600978,0.219739,0.195436,0.865547,36.669974,89.263827,36.062718,207,847826,574,2,11
S5F_TheSwissAccount_rep1,7,70.0,1787087563.157,1787087573.157,0.147144,0.198485,0.0,0.586324,43.835501,166.840302,30.28169,43,207730,142,1,11
S5F_TheSwissAccount_rep1,8,80.0,1787087573.157,1787087583.157,0.530754,0.686223,0.0,2.201139,23.35046,166.840302,51.581028,261,749360,506,1,11
S5F_TheSwissAccount_rep1,9,90.0,1787087583.157,1787087593.157,0.520827,0.300875,0.0,0.829246,19.7956,36.593696,30.133929,135,668352,448,1,10
S5F_TheSwissAccount_rep1,10,100.0,1787087593.157,1787087603.157,0.758753,0.788073,0.011682,2.600898,29.647873,65.769657,53.055556,382,1070389,720,2,11
S5F_TheSwissAccount_rep1,11,110.0,1787087603.157,1787087613.157,0.588128,0.399013,0.0,1.117579,15.295598,36.119153,34.414414,191,831353,555,1,11
S5F_TheSwissAccount_rep1,12,120.0,1787087613.157,1787087623.578,0.610388,0.154505,0.433044,0.865075,28.186413,39.151296,31.770833,183,861390,576,1,11
S5F_TheSwissAccount_rep1,13,130.0,1787087623.578,1787087634.283,0.492274,0.182473,0.233236,0.806153,37.022449,51.909791,30.314961,154,758370,508,1,12
S5F_TheSwissAccount_rep1,14,140.0,1787087634.283,1787087644.283,0.450706,0.126985,0.281445,0.688716,36.771035,49.930874,26.356589,102,578185,387,1,10
S5F_TheSwissAccount_rep1,15,150.0,1787087644.283,1787087654.283,0.503301,0.171669,0.291544,0.756174,35.671353,50.668241,28.210526,134,710601,475,1,11
S5F_TheSwissAccount_rep1,16,160.0,1787087654.283,1787087664.283,0.368384,0.213843,0.0,0.664316,28.416188,48.478914,27.586207,96,520056,348,1,11
S5F_TheSwissAccount_rep1,17,170.0,1787087664.283,1787087674.283,0.238047,0.150714,0.0,0.464656,56.954666,140.612206,32.195122,66,305182,205,1,10
S5F_TheSwissAccount_rep1,18,180.0,1787087674.283,1787087684.283,0.429345,0.181206,0.163679,0.689588,41.919085,102.407759,27.160494,110,605971,405,1,11
S5F_TheSwissAccount_rep1,19,190.0,1787087684.283,1787087694.283,0.556783,0.272306,0.149708,1.054352,36.84594,84.834881,31.558935,166,786052,526,1,11
S5F_TheSwissAccount_rep1,20,200.0,1787087694.283,1787087704.283,0.431921,0.269862,0.0,0.888283,30.663536,108.868546,27.205882,111,609811,408,1,11
S5F_TheSwissAccount_rep1,21,210.0,1787087704.283,1787087714.283,0.35173,0.192173,0.0,0.547626,31.549991,56.054831,29.470199,89,451659,302,1,10
S5F_TheSwissAccount_rep1,22,220.0,1787087714.283,1787087724.283,0.516558,0.163431,0.282715,0.786199,33.647722,48.171613,29.652352,145,729464,489,1,11
S5F_TheSwissAccount_rep1,23,230.0,1787087724.283,1787087734.283,0.571684,0.26289,0.219122,1.098666,31.138864,56.368205,28.888889,156,806466,540,1,11
S5F_TheSwissAccount_rep1,24,240.0,1787087734.283,1787087744.283,0.389417,0.242506,0.0,0.830005,47.611877,204.910703,28.532609,105,549833,368,1,11
S5F_TheSwissAccount_rep1,25,250.0,1787087744.283,1787087754.283,0.53226,0.282562,0.0,0.995122,29.173259,47.54729,27.850877,127,682594,456,1,10
S5F_TheSwissAccount_rep1,26,260.0,1787087754.283,1787087764.283,0.436355,0.15399,0.081927,0.619521,43.037939,101.086411,22.330097,92,615932,412,1,11
S5F_TheSwissAccount_rep1,27,270.0,1787087764.283,1787087774.283,0.479031,0.342316,0.0,1.147317,20.059231,41.658848,36.644592,166,675854,453,1,11
S5F_TheSwissAccount_rep1,28,280.0,1787087774.283,1787087784.283,0.366678,0.260364,0.0,0.943984,48.312509,130.969739,26.011561,90,517712,346,1,11
S5F_TheSwissAccount_rep1,29,290.0,1787087784.283,1787087794.283,0.305903,0.271287,0.0,0.702508,47.325826,95.584441,29.811321,79,392325,265,1,10
