run_id,t_epoch,dt,delta_bytes,delta_packets,delta_reorder,jitter_ns,active_flows
S2B_Valkaama_rep1,1787069646.887,1.0001,0,0,0,0,0
S2B_Valkaama_rep1,1787069647.894,1.0066,0,0,0,0,0
S2B_Valkaama_rep1,1787069648.9,1.0065,0,0,0,0,0
S2B_Valkaama_rep1,1787069649.906,1.0062,9892,11,0,155176.2,2
S2B_Valkaama_rep1,1787069650.913,1.0068,89536,61,0,29490993.0,1
S2B_Valkaama_rep1,1787069651.92,1.0068,88500,59,0,31574587.0,1
S2B_Valkaama_rep1,1787069652.927,1.0069,91500,61,0,32569228.0,1
S2B_Valkaama_rep1,1787069653.933,1.0067,88540,60,0,36156020.6,2
S2B_Valkaama_rep1,1787069654.94,1.0067,83737,56,0,30784402.0,1
S2B_Valkaama_rep1,1787069655.947,1.0067,85500,57,0,32337040.0,1
S2B_Valkaama_rep1,1787069656.954,1.0069,93685,63,0,30895611.0,1
S2B_Valkaama_rep1,1787069657.96,1.0067,82500,55,0,31650205.0,1
S2B_Valkaama_rep1,1787069658.967,1.0067,87000,58,0,32399634.0,1
S2B_Valkaama_rep1,1787069659.974,1.0067,87979,59,0,31814989.0,1
S2B_Valkaama_rep1,1787069660.981,1.0067,89639,60,0,31897148.0,1
S2B_Valkaama_rep1,1787069661.987,1.0067,84000,56,0,32668444.0,1
S2B_Valkaama_rep1,1787069662.994,1.0068,84382,57,0,30496494.0,1
S2B_Valkaama_rep1,1787069664.001,1.0069,94860,64,0,32116096.0,1
S2B_Valkaama_rep1,1787069665.008,1.0067,79500,53,0,30441329.0,1
S2B_Valkaama_rep1,1787069666.015,1.0068,95368,64,0,32189491.0,1
S2B_Valkaama_rep1,1787069667.021,1.0069,82283,55,0,30156127.0,1
S2B_Valkaama_rep1,1787069668.028,1.0069,88500,59,0,31938314.0,1
S2B_Valkaama_rep1,1787069669.035,1.0067,88161,59,0,30283089.0,1
S2B_Valkaama_rep1,1787069670.042,1.0067,88500,59,0,32028276.0,1
S2B_Valkaama_rep1,1787069671.048,1.0065,84000,56,0,32001481.0,1
S2B_Valkaama_rep1,1787069672.055,1.0066,92135,62,0,30953743.0,1
S2B_Valkaama_rep1,1787069673.061,1.0066,87000,58,0,32045428.0,1
S2B_Valkaama_rep1,1787069674.068,1.0066,81201,55,0,31266081.0,1
S2B_Valkaama_rep1,1787069675.075,1.0067,87000,58,0,32797607.0,1
S2B_Valkaama_rep1,1787069676.082,1.0069,92180,62,0,30700144.0,1
S2B_Valkaama_rep1,1787069677.092,1.0106,63992,43,0,31800062.0,1
S2B_Valkaama_rep1,1787069678.099,1.0067,0,0,0,0,0
S2B_Valkaama_rep1,1787069679.106,1.0066,0,0,0,0,0
S2B_Valkaama_rep1,1787069680.112,1.0065,81000,54,0,42375699.0,1
S2B_Valkaama_rep1,1787069681.119,1.0065,84000,56,0,32098332.0,1
S2B_Valkaama_rep1,1787069682.125,1.0066,60898,41,0,31446891.0,1
S2B_Valkaama_rep1,1787069683.132,1.0066,0,0,0,0,0
S2B_Valkaama_rep1,1787069684.138,1.0066,82500,55,0,37769170.0,1
S2B_Valkaama_rep1,1787069685.145,1.0065,90000,60,0,32064823.0,1
S2B_Valkaama_rep1,1787069686.152,1.0066,77354,52,0,30834843.0,1
S2B_Valkaama_rep1,1787069687.158,1.0068,15000,10,0,90090527.0,1
S2B_Valkaama_rep1,1787069688.165,1.0066,96000,64,0,32846894.0,1
S2B_Valkaama_rep1,1787069689.171,1.0063,84000,56,0,32735963.0,1
S2B_Valkaama_rep1,1787069690.177,1.0063,71565,48,0,31891893.0,1
S2B_Valkaama_rep1,1787069691.184,1.0066,30725,21,0,58947760.0,1
S2B_Valkaama_rep1,1787069692.19,1.0064,0,0,0,0,0
S2B_Valkaama_rep1,1787069693.197,1.0064,0,0,0,0,0
S2B_Valkaama_rep1,1787069694.207,1.0099,0,0,0,0,0
S2B_Valkaama_rep1,1787069695.214,1.0075,0,0,0,0,0
S2B_Valkaama_rep1,1787069696.221,1.0064,96000,64,0,40683795.0,1
S2B_Valkaama_rep1,1787069697.228,1.0077,81548,55,0,31452423.0,1
S2B_Valkaama_rep1,1787069698.235,1.0064,0,0,0,0,0
S2B_Valkaama_rep1,1787069699.241,1.0064,15000,10,0,164663036.0,1
S2B_Valkaama_rep1,1787069700.248,1.0064,91500,61,0,33168307.0,1
S2B_Valkaama_rep1,1787069701.254,1.0064,84000,56,0,32351261.0,1
S2B_Valkaama_rep1,1787069702.26,1.0064,7805,6,0,30396092.0,1
S2B_Valkaama_rep1,1787069703.267,1.0065,0,0,0,0,0
S2B_Valkaama_rep1,1787069704.273,1.0062,91500,61,0,36691584.0,1
S2B_Valkaama_rep1,1787069705.28,1.0064,87000,58,0,32167184.0,1
S2B_Valkaama_rep1,1787069706.286,1.0064,90505,61,0,30593174.0,1
S2B_Valkaama_rep1,1787069707.292,1.0064,88500,59,0,32031307.0,1
S2B_Valkaama_rep1,1787069708.299,1.0065,84000,56,0,31999126.0,1
S2B_Valkaama_rep1,1787069709.305,1.0064,91500,61,0,30854799.0,1
S2B_Valkaama_rep1,1787069710.312,1.0064,79979,54,0,30935182.0,1
S2B_Valkaama_rep1,1787069711.318,1.0067,94500,63,0,32592921.0,1
S2B_Valkaama_rep1,1787069712.325,1.0064,80244,54,0,30132859.0,1
S2B_Valkaama_rep1,1787069713.332,1.0068,93000,62,0,32789883.0,1
S2B_Valkaama_rep1,1787069714.338,1.0064,87000,58,0,32506007.0,1
S2B_Valkaama_rep1,1787069715.345,1.0068,80689,54,0,30702216.0,1
S2B_Valkaama_rep1,1787069716.351,1.0064,93000,62,0,32511445.0,1
S2B_Valkaama_rep1,1787069717.358,1.0066,86970,58,0,31665995.0,1
S2B_Valkaama_rep1,1787069718.364,1.006,88500,59,0,31317656.0,1
S2B_Valkaama_rep1,1787069719.37,1.0064,88500,59,0,31762300.0,1
S2B_Valkaama_rep1,1787069720.376,1.0062,84580,57,0,32080541.0,1
S2B_Valkaama_rep1,1787069721.383,1.0066,88500,59,0,30372551.0,1
S2B_Valkaama_rep1,1787069722.39,1.0067,85054,57,0,30940561.0,1
S2B_Valkaama_rep1,1787069723.396,1.0064,90000,60,0,30955175.0,1
S2B_Valkaama_rep1,1787069724.403,1.0064,84000,56,0,32294488.0,1
S2B_Valkaama_rep1,1787069725.409,1.0063,85113,57,0,30584259.0,1
S2B_Valkaama_rep1,1787069726.415,1.0064,93000,62,0,32772321.0,1
S2B_Valkaama_rep1,1787069727.422,1.0069,86112,61,0,26999867.6,2
S2B_Valkaama_rep1,1787069728.429,1.0068,85500,57,0,31634071.0,1
S2B_Valkaama_rep1,1787069729.436,1.0066,90000,60,0,31744276.0,1
S2B_Valkaama_rep1,1787069730.442,1.0068,67805,46,0,29640476.0,1
S2B_Valkaama_rep1,1787069731.449,1.0068,33000,22,0,57306427.0,1
S2B_Valkaama_rep1,1787069732.456,1.0069,82500,55,0,32948418.0,1
S2B_Valkaama_rep1,1787069733.463,1.0069,90000,60,0,32794536.0,1
