run_id,window_index,t_start,mean_o22,stall_s,label
S5A_OfForestAndMen_rep1,0,0.0,4.1318,1.24,Critical
S5A_OfForestAndMen_rep1,1,10.0,2.6608,1.184,Critical
S5A_OfForestAndMen_rep1,2,20.0,3.0906,0,Good
S5A_OfForestAndMen_rep1,3,30.0,3.4164,0,Good
S5A_OfForestAndMen_rep1,4,40.0,2.9276,0,Degraded
S5A_OfForestAndMen_rep1,5,50.0,2.9276,0,Degraded
S5A_OfForestAndMen_rep1,6,60.0,3.4558,0,Good
S5A_OfForestAndMen_rep1,7,70.0,3.1007,1.442,Critical
S5A_OfForestAndMen_rep1,8,80.0,3.7776,0,Good
S5A_OfForestAndMen_rep1,9,90.0,3.7776,0,Good
S5A_OfForestAndMen_rep1,10,100.0,2.5589,0.282,Degraded
S5A_OfForestAndMen_rep1,11,110.0,3.235,0,Good
S5A_OfForestAndMen_rep1,12,120.0,2.8572,0,Degraded
S5A_OfForestAndMen_rep1,13,130.0,2.8125,0,Degraded
S5A_OfForestAndMen_rep1,14,140.0,2.8127,0,Degraded
S5A_OfForestAndMen_rep1,15,150.0,2.8127,0,Degraded
S5A_OfForestAndMen_rep1,16,160.0,3.5093,0,Good
S5A_OfForestAndMen_rep1,17,170.0,3.7806,0,Good
S5A_OfForestAndMen_rep1,18,180.0,3.7529,0,Good
S5A_OfForestAndMen_rep1,19,190.0,3.7423,0,Good
S5A_OfForestAndMen_rep1,20,200.0,3.7423,0,Good
S5A_OfForestAndMen_rep1,21,210.0,3.7423,0,Good
S5A_OfForestAndMen_rep1,22,220.0,3.7423,0,Good
S5A_OfForestAndMen_rep1,23,230.0,3.682,0,Good
S5A_OfForestAndMen_rep1,24,240.0,3.172,0,Good
S5A_OfForestAndMen_rep1,25,250.0,2.9276,0,Degraded
S5A_OfForestAndMen_rep1,26,260.0,3.1917,0,Good
S5A_OfForestAndMen_rep1,27,270.0,3.6836,0,Good
S5A_OfForestAndMen_rep1,28,280.0,3.4466,0,Good
S5A_OfForestAndMen_rep1,29,290.0,3.7423,0,Good
