run_id,t_epoch,dt,delta_bytes,delta_packets,delta_reorder,jitter_ns,active_flows
S4B_ElephantsDream_rep1,1787081538.072,1.0001,0,0,0,0,0
S4B_ElephantsDream_rep1,1787081539.095,1.0229,0,0,0,0,0
S4B_ElephantsDream_rep1,1787081540.112,1.0174,0,0,0,0,0
S4B_ElephantsDream_rep1,1787081541.128,1.0164,5110,6,0,7967334.0,1
S4B_ElephantsDream_rep1,1787081542.146,1.0175,51442,37,0,10159054.0,1
S4B_ElephantsDream_rep1,1787081543.163,1.0175,1181176,788,0,27590.0,1
S4B_ElephantsDream_rep1,1787081544.181,1.0176,6385021,4259,0,22646.0,1
S4B_ElephantsDream_rep1,1787081545.201,1.0198,9862421,6579,0,66956.1,2
S4B_ElephantsDream_rep1,1787081546.219,1.0179,14580323,9721,0,23645.0,1
S4B_ElephantsDream_rep1,1787081547.235,1.0166,9278770,6187,0,22137.0,1
S4B_ElephantsDream_rep1,1787081548.253,1.0179,0,0,0,0,0
S4B_ElephantsDream_rep1,1787081549.271,1.0178,0,0,0,0,0
S4B_ElephantsDream_rep1,1787081550.288,1.0171,0,0,0,0,0
S4B_ElephantsDream_rep1,1787081551.305,1.0166,15000,10,0,306596823.0,1
S4B_ElephantsDream_rep1,1787081552.323,1.0179,1732885,1156,0,19862.0,1
S4B_ElephantsDream_rep1,1787081553.339,1.0169,0,0,0,0,0
S4B_ElephantsDream_rep1,1787081554.358,1.0184,0,0,0,0,0
S4B_ElephantsDream_rep1,1787081555.375,1.0173,15000,10,0,234255612.0,1
S4B_ElephantsDream_rep1,1787081556.392,1.0168,1212765,809,0,20733.0,1
S4B_ElephantsDream_rep1,1787081557.41,1.0178,0,0,0,0,0
S4B_ElephantsDream_rep1,1787081558.428,1.0183,0,0,0,0,0
S4B_ElephantsDream_rep1,1787081559.446,1.0182,15000,10,0,232450740.0,1
S4B_ElephantsDream_rep1,1787081560.465,1.0189,1421326,948,0,20618.0,1
S4B_ElephantsDream_rep1,1787081561.483,1.0184,0,0,0,0,0
S4B_ElephantsDream_rep1,1787081562.501,1.0177,0,0,0,0,0
S4B_ElephantsDream_rep1,1787081563.519,1.0176,105000,70,0,6120335.0,1
S4B_ElephantsDream_rep1,1787081564.537,1.018,2251368,1501,0,21043.0,1
S4B_ElephantsDream_rep1,1787081565.554,1.0177,0,0,0,0,0
S4B_ElephantsDream_rep1,1787081566.572,1.0177,0,0,0,0,0
S4B_ElephantsDream_rep1,1787081567.59,1.0178,45000,30,0,70098042.0,1
S4B_ElephantsDream_rep1,1787081568.609,1.0188,2509085,1673,0,20878.0,1
S4B_ElephantsDream_rep1,1787081569.627,1.0181,0,0,0,0,0
S4B_ElephantsDream_rep1,1787081570.644,1.0175,0,0,0,0,0
S4B_ElephantsDream_rep1,1787081571.661,1.0167,292500,195,0,66379.0,1
S4B_ElephantsDream_rep1,1787081572.678,1.0174,1969491,1313,0,20502.0,1
S4B_ElephantsDream_rep1,1787081573.7,1.021,0,0,0,0,0
S4B_ElephantsDream_rep1,1787081574.717,1.0178,0,0,0,0,0
S4B_ElephantsDream_rep1,1787081575.734,1.017,105000,70,0,6870011.0,1
S4B_ElephantsDream_rep1,1787081576.752,1.0178,2365118,1577,0,20697.0,1
