run_id,window_index,t_media_start,t_wall_start,t_wall_end,throughput_mean,throughput_std,throughput_min,throughput_max,jitter_mean,jitter_p95,reorder_rate,reorder_count,total_bytes,total_packets,active_flows,n_samples
S3A_Valkaama_rep1,0,0.0,1787076222.571,1787076234.846,0.242986,0.206856,0.071537,0.781759,70.226538,124.082259,39.259259,106,400065,270,2,13
S3A_Valkaama_rep1,1,10.0,1787076234.846,1787076244.846,0.160423,0.055896,0.106572,0.307814,98.593219,124.082259,17.218543,26,223669,151,1,11
S3A_Valkaama_rep1,2,20.0,1787076244.846,1787076254.846,0.122277,0.021653,0.094777,0.183607,101.555017,122.036894,20.869565,24,170328,115,1,11
S3A_Valkaama_rep1,3,30.0,1787076254.846,1787076264.846,0.175518,0.036699,0.118495,0.260535,92.510957,111.561637,24.848485,41,244455,165,1,11
S3A_Valkaama_rep1,4,40.0,1787076264.846,1787076274.846,0.087724,0.097427,0.0,0.260535,77.379937,296.48177,49.39759,41,122280,83,1,11
S3A_Valkaama_rep1,5,50.0,1787076274.846,1787076284.846,0.080032,0.095268,0.0,0.268643,98.331052,391.778527,49.333333,37,111653,75,1,11
S3A_Valkaama_rep1,6,60.0,1787076284.846,1787076294.846,0.120519,0.155913,0.0,0.508307,70.557927,244.605808,53.398058,55,152587,103,1,10
S3A_Valkaama_rep1,7,70.0,1787076294.846,1787076304.846,0.993166,0.291967,0.508307,1.435457,18.348083,64.206216,67.602592,626,1384094,926,1,11
S3A_Valkaama_rep1,8,80.0,1787076304.846,1787076314.846,0.518322,0.608976,0.0,1.813236,44.875043,98.208119,68.583162,334,722508,487,1,11
S3A_Valkaama_rep1,9,90.0,1787076314.846,1787076324.846,0.159871,0.151367,0.0,0.547582,63.437004,118.618407,40.0,62,222724,155,3,11
S3A_Valkaama_rep1,10,100.0,1787076324.846,1787076334.846,0.15569,0.193849,0.0,0.520967,42.096637,169.982714,51.034483,74,216915,145,1,11
S3A_Valkaama_rep1,11,110.0,1787076334.846,1787076344.846,0.434267,0.101425,0.248521,0.556487,36.824916,67.099743,46.419753,188,605268,405,1,11
S3A_Valkaama_rep1,12,120.0,1787076344.846,1787076354.846,0.386755,0.192838,0.153831,0.686391,55.385173,116.232428,44.32133,160,539252,361,1,11
S3A_Valkaama_rep1,13,130.0,1787076354.846,1787076364.846,0.260658,0.05184,0.201402,0.355205,64.497866,88.228979,40.408163,99,363183,245,2,11
S3A_Valkaama_rep1,14,140.0,1787076364.846,1787076374.846,0.346069,0.060274,0.216471,0.426036,44.293722,67.396284,43.728814,129,438399,295,2,10
S3A_Valkaama_rep1,15,150.0,1787076374.846,1787076384.846,0.26682,0.05549,0.213081,0.3669,75.483621,187.773272,36.111111,91,371904,252,2,11
S3A_Valkaama_rep1,16,160.0,1787076384.846,1787076394.846,0.279035,0.063693,0.212829,0.438086,65.257865,187.773272,35.741445,94,389028,263,2,11
S3A_Valkaama_rep1,17,170.0,1787076394.846,1787076404.846,0.351456,0.23902,0.0,0.750052,30.912637,70.040593,51.06383,168,489651,329,1,11
S3A_Valkaama_rep1,18,180.0,1787076404.846,1787076414.846,0.224245,0.268836,0.0,0.732746,46.651915,351.854131,58.373206,122,312626,209,1,11
S3A_Valkaama_rep1,19,190.0,1787076414.846,1787076424.846,0.507257,0.313532,0.0,0.77607,19.715147,38.602059,59.408034,281,707289,473,1,11
S3A_Valkaama_rep1,20,200.0,1787076424.846,1787076434.846,0.676383,0.33295,0.0,0.994377,15.320704,25.127428,61.428571,387,942385,630,1,11
S3A_Valkaama_rep1,21,210.0,1787076434.846,1787076444.846,0.529091,0.465867,0.0,1.113634,46.938261,255.648051,60.850112,272,669869,447,1,10
S3A_Valkaama_rep1,22,220.0,1787076444.846,1787076454.846,0.414869,0.467512,0.0,1.218935,53.311866,295.814293,69.509044,269,578457,387,1,11
S3A_Valkaama_rep1,23,230.0,1787076454.846,1787076464.846,1.786173,0.425073,1.088972,2.413011,10.648917,17.936041,79.615153,1324,2490417,1663,1,11
S3A_Valkaama_rep1,24,240.0,1787076464.846,1787076474.846,0.956789,0.870353,0.0,2.274657,10.818215,40.817508,74.382022,662,1333324,890,1,11
S3A_Valkaama_rep1,25,250.0,1787076474.846,1787076484.846,0.801612,0.824887,0.0,2.274657,9.062658,30.197415,70.911528,529,1116616,746,1,11
S3A_Valkaama_rep1,26,260.0,1787076484.846,1787076494.846,0.967801,0.665113,0.0,1.728663,22.389543,123.77383,73.029967,658,1349104,901,1,11
S3A_Valkaama_rep1,27,270.0,1787076494.846,1787076504.846,1.288766,0.602136,0.0,1.846336,9.85558,14.07307,75.416667,905,1796774,1200,1,11
S3A_Valkaama_rep1,28,280.0,1787076504.846,1787076514.846,0.694587,0.808958,0.0,2.094773,51.534061,216.640237,74.497682,482,967489,647,1,11
S3A_Valkaama_rep1,29,290.0,1787076514.846,1787076524.846,0.000979,0.00143,0.0,0.00316,104.247998,424.17321,0.0,0,1240,4,1,10
