run_id,window_index,t_media_start,t_wall_start,t_wall_end,throughput_mean,throughput_std,throughput_min,throughput_max,jitter_mean,jitter_p95,reorder_rate,reorder_count,total_bytes,total_packets,active_flows,n_samples
S4B_ElephantsDream_rep1,0,0.0,1787081542.547,1787081552.547,30.745262,39.129188,0.0,114.591398,27.88906,306.596823,0.0,0,43035596,28700,2,11
S4B_ElephantsDream_rep1,1,10.0,1787081552.547,1787081562.547,1.978436,3.968488,0.0,11.15969,42.988003,234.255612,0.0,0,2769091,1847,1,11
S4B_ElephantsDream_rep1,2,20.0,1787081562.547,1787081572.547,5.636196,7.933919,0.0,19.702277,7.634718,70.098042,0.0,0,7172444,4782,1,10
S4B_ElephantsDream_rep1,3,30.0,1787081572.547,1787081582.547,5.91374,8.965479,0.0,25.758434,0.632634,6.870011,0.0,0,8271828,5515,1,11
S4B_ElephantsDream_rep1,4,40.0,1787081582.547,1787081592.547,6.304959,8.519578,0.0,23.397218,0.026704,0.179303,0.0,0,8825397,5885,1,11
S4B_ElephantsDream_rep1,5,50.0,1787081592.547,1787081602.547,7.967351,11.991107,0.0,33.335906,22.10753,233.674342,0.0,0,11159217,7440,1,11
S4B_ElephantsDream_rep1,6,60.0,1787081602.547,1787081612.547,8.65891,12.112095,0.0,31.44709,22.447555,233.674342,0.0,0,12119121,8081,1,11
S4B_ElephantsDream_rep1,7,70.0,1787081612.547,1787081622.547,5.749712,11.192123,0.0,32.442492,19.846648,123.789428,0.0,0,7315884,4879,1,10
S4B_ElephantsDream_rep1,8,80.0,1787081622.547,1787081632.547,7.390687,12.057269,0.0,32.457754,11.966241,123.789428,0.0,0,10348845,6904,1,11
S4B_ElephantsDream_rep1,9,90.0,1787081632.547,1787081642.547,2.999804,4.265406,0.0,11.070593,0.054064,0.189366,0.0,0,4196004,2799,1,11
S4B_ElephantsDream_rep1,10,100.0,1787081642.547,1787081652.547,2.976294,3.709762,0.0,10.896679,0.635551,6.888868,0.0,0,4166604,2780,1,11
S4B_ElephantsDream_rep1,11,110.0,1787081652.547,1787081662.547,2.841075,5.819616,0.0,19.870906,5.913499,60.377323,0.0,0,3976614,2653,1,11
S4B_ElephantsDream_rep1,12,120.0,1787081662.547,1787081672.547,4.189276,5.499409,0.0,14.976415,2.113366,16.238502,0.0,0,5861191,3909,1,11
S4B_ElephantsDream_rep1,13,130.0,1787081672.547,1787081682.547,1.407773,2.533729,0.0,6.540695,7.681509,69.91999,0.0,0,1794186,1197,1,10
S4B_ElephantsDream_rep1,14,140.0,1787081682.547,1787081692.547,2.501817,3.463495,0.0,9.238365,1.277168,6.894906,0.0,0,3500165,2335,1,11
S4B_ElephantsDream_rep1,15,150.0,1787081692.547,1787081702.547,2.139881,3.532215,0.0,9.238365,0.005922,0.022343,0.0,0,2994273,1997,1,11
S4B_ElephantsDream_rep1,16,160.0,1787081702.547,1787081712.547,2.338669,3.889038,0.0,10.836017,22.489563,232.660412,0.0,0,3275764,2185,1,11
S4B_ElephantsDream_rep1,17,170.0,1787081712.547,1787081722.547,2.043976,3.975803,0.0,11.270642,1.18389,6.895997,0.0,0,2859331,1907,1,11
S4B_ElephantsDream_rep1,18,180.0,1787081722.547,1787081732.547,2.633745,4.070633,0.0,10.754865,13.445292,70.089193,0.0,0,3687555,2460,1,11
S4B_ElephantsDream_rep1,19,190.0,1787081732.547,1787081742.547,1.892538,2.684933,0.0,7.05945,0.050643,0.272492,0.0,0,2409329,1607,1,10
S4B_ElephantsDream_rep1,20,200.0,1787081742.547,1787081752.547,2.160817,2.992809,0.0,9.060823,18.331271,198.095999,0.0,0,3023740,2018,1,11
S4B_ElephantsDream_rep1,21,210.0,1787081752.547,1787081762.547,1.645691,3.115555,0.0,8.297138,0.034951,0.182681,0.0,0,2303845,1537,1,11
S4B_ElephantsDream_rep1,22,220.0,1787081762.547,1787081772.547,3.127743,3.402659,0.0,7.434359,5.437118,59.699265,0.0,0,4378324,2920,1,11
S4B_ElephantsDream_rep1,23,230.0,1787081772.547,1787081782.547,1.824489,3.699819,0.0,12.059204,19.571572,201.506087,0.0,0,2552853,1703,1,11
S4B_ElephantsDream_rep1,24,240.0,1787081782.547,1787081792.547,0.001256,0.001538,0.0,0.003144,109.658103,317.630282,0.0,0,1600,4,1,10
S4B_ElephantsDream_rep1,25,250.0,1787081792.547,1787081802.547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,11
S4B_ElephantsDream_rep1,26,260.0,1787081802.547,1787081812.547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,11
S4B_ElephantsDream_rep1,27,270.0,1787081812.547,1787081822.547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,11
S4B_ElephantsDream_rep1,28,280.0,1787081822.547,1787081832.547,3.7e-05,0.000118,0.0,0.000409,273.827715,3012.104869,0.0,0,52,1,1,11
S4B_ElephantsDream_rep1,29,290.0,1787081832.547,1787081842.547,2.9e-05,9e-05,0.0,0.000314,450.358097,4953.939068,0.0,0,40,1,1,11
