run_id,t_epoch,dt,delta_bytes,delta_packets,delta_reorder,jitter_ns,active_flows
S3B_TearsOfSteel_rep1,1787078095.851,1.0001,0,0,0,0,0
S3B_TearsOfSteel_rep1,1787078096.866,1.0148,0,0,0,0,0
S3B_TearsOfSteel_rep1,1787078097.88,1.014,0,0,0,0,0
S3B_TearsOfSteel_rep1,1787078098.896,1.0164,4582,5,0,5504721.0,1
S3B_TearsOfSteel_rep1,1787078099.911,1.0149,74504,55,30,13307189.4,2
S3B_TearsOfSteel_rep1,1787078100.926,1.0152,357133,239,154,9480632.2,2
S3B_TearsOfSteel_rep1,1787078101.941,1.0142,116018,78,28,21620721.0,1
S3B_TearsOfSteel_rep1,1787078102.956,1.015,186875,126,51,17454147.5,3
S3B_TearsOfSteel_rep1,1787078103.971,1.0152,117000,78,42,12278291.0,1
S3B_TearsOfSteel_rep1,1787078104.986,1.0151,163500,109,50,11329296.0,1
S3B_TearsOfSteel_rep1,1787078106.001,1.0153,246000,164,98,10215960.0,1
S3B_TearsOfSteel_rep1,1787078107.016,1.0152,392517,262,146,8735065.7,2
S3B_TearsOfSteel_rep1,1787078108.032,1.0154,419713,280,189,4043269.2,2
S3B_TearsOfSteel_rep1,1787078109.047,1.0151,378010,253,165,6277113.0,1
S3B_TearsOfSteel_rep1,1787078110.062,1.0151,667214,445,297,4591510.4,2
S3B_TearsOfSteel_rep1,1787078111.078,1.0158,562500,375,264,3870367.0,1
S3B_TearsOfSteel_rep1,1787078112.095,1.0169,429702,287,191,4111559.0,1
S3B_TearsOfSteel_rep1,1787078113.109,1.0143,467746,312,219,4177441.0,1
S3B_TearsOfSteel_rep1,1787078114.124,1.0153,657953,439,299,4928456.7,2
S3B_TearsOfSteel_rep1,1787078115.139,1.0151,666000,444,306,3756286.0,1
S3B_TearsOfSteel_rep1,1787078116.154,1.0151,687265,460,322,7135349.4,2
S3B_TearsOfSteel_rep1,1787078117.169,1.0147,868934,580,399,4783812.1,2
S3B_TearsOfSteel_rep1,1787078118.184,1.0146,413932,278,209,4255526.2,2
S3B_TearsOfSteel_rep1,1787078119.198,1.0145,0,0,0,0,0
S3B_TearsOfSteel_rep1,1787078120.215,1.017,0,0,0,0,0
S3B_TearsOfSteel_rep1,1787078121.23,1.0143,315000,210,140,2574839.0,1
S3B_TearsOfSteel_rep1,1787078122.244,1.0143,160364,108,72,6034574.0,1
S3B_TearsOfSteel_rep1,1787078123.258,1.0143,0,0,0,0,0
S3B_TearsOfSteel_rep1,1787078124.273,1.0145,0,0,0,0,0
S3B_TearsOfSteel_rep1,1787078125.287,1.0143,380257,254,190,4304693.0,1
S3B_TearsOfSteel_rep1,1787078126.301,1.0144,98682,66,54,5356891.0,1
S3B_TearsOfSteel_rep1,1787078127.316,1.0143,0,0,0,0,0
S3B_TearsOfSteel_rep1,1787078128.33,1.0142,18000,12,2,180638754.0,1
S3B_TearsOfSteel_rep1,1787078129.344,1.0143,758327,506,383,2464995.0,1
S3B_TearsOfSteel_rep1,1787078130.359,1.0151,0,0,0,0,0
S3B_TearsOfSteel_rep1,1787078131.375,1.0157,0,0,0,0,0
