run_id,window_index,t_media_start,t_wall_start,t_wall_end,throughput_mean,throughput_std,throughput_min,throughput_max,total_bytes,total_packets,active_flows,n_samples,tp_slot_akhir,tp_pendek_mean,tp_pendek_std,tp_pendek_max,tp_delta_prev,tp_rasio_prev,pkt_delta_prev,tp_kumulatif,tp_rasio_kumulatif,bytes_kumulatif,rasio_diam
CONT_s8_TearsOfSteel,0,0.0,1789006060.339,1789006075.495,0.142658,0.016761,0.118697,0.188311,270316,353,6,38,0.132444,0.141102,0.011483,0.15498,0.142658,0.0,353,0.142636,1.000154,270316,0.0
CONT_s8_TearsOfSteel,1,10.0,1789006075.495,1789006110.513,0.14406,0.039239,0.0,0.307762,644011,746,4,89,0.135385,0.146634,0.047638,0.24092,0.001402,1.009828,393,0.143678,1.002659,914327,0.011236
CONT_s8_TearsOfSteel,2,20.0,1789006110.513,1789006129.381,0.147946,0.037469,0.064049,0.242556,351201,337,5,47,0.083553,0.140819,0.053823,0.22461,0.003886,1.026975,-409,0.144726,1.022249,1265528,0.0
CONT_s8_TearsOfSteel,3,30.0,1789006129.381,1789006154.403,0.811877,5.361947,0.0,43.369929,2648157,2204,8,64,0.092591,0.117141,0.066778,0.239683,0.663931,5.487658,1867,0.327669,2.477735,3913685,0.015625
CONT_s8_TearsOfSteel,4,40.0,1789006154.403,1789006172.105,0.121722,0.040165,0.060878,0.200653,275007,261,4,45,0.104079,0.129254,0.03955,0.181626,-0.690155,0.149927,-1943,0.294858,0.412816,4188692,0.0
CONT_s8_TearsOfSteel,5,50.0,1789006172.105,1789006196.81,0.198024,0.641818,0.0,5.219764,618589,549,4,63,0.033926,0.155466,0.065956,0.263755,0.076302,1.626855,288,0.276891,0.71517,4807281,0.095238
CONT_s8_TearsOfSteel,6,60.0,1789006196.81,1789006206.81,0.167283,0.052589,0.033926,0.293068,209665,207,5,25,0.238612,0.166067,0.038595,0.238612,-0.030741,0.844761,-342,0.269549,0.620603,5016946,0.0
CONT_s8_TearsOfSteel,7,70.0,1789006206.81,1789006223.882,0.167609,0.033965,0.118066,0.238612,369547,361,4,44,0.221058,0.166815,0.034955,0.221058,0.000326,1.001949,154,0.258776,0.647699,5386493,0.0
CONT_s8_TearsOfSteel,8,80.0,1789006223.882,1789006241.869,0.36891,1.227342,0.061829,8.58808,863786,764,6,46,0.061829,1.316986,2.750965,8.58808,0.201301,2.201015,403,0.270193,1.365357,6250279,0.0
CONT_s8_TearsOfSteel,9,90.0,1789006241.869,1789006251.869,0.351825,0.071351,0.061829,0.459919,459889,430,4,26,0.411826,0.373785,0.054466,0.459919,-0.017085,0.953688,-334,0.274557,1.281428,6710168,0.0
CONT_s8_TearsOfSteel,10,100.0,1789006251.869,1789006261.869,0.360772,0.031437,0.307465,0.411826,453702,436,6,25,0.375595,0.363748,0.031196,0.403496,0.008947,1.02543,6,0.278773,1.294143,7163870,0.0
CONT_s8_TearsOfSteel,11,110.0,1789006261.869,1789006271.869,1.507727,5.92862,0.126704,31.147745,1983706,1669,6,26,0.181993,4.085849,10.228847,31.147745,1.146955,4.179169,1233,0.338776,4.450513,9147576,0.0
CONT_s8_TearsOfSteel,12,120.0,1789006271.869,1789006289.83,0.15696,0.028066,0.09043,0.216916,362900,414,6,46,0.153966,0.163265,0.020283,0.188063,-1.350767,0.104104,-1255,0.324434,0.483796,9510476,0.0
CONT_s8_TearsOfSteel,13,130.0,1789006289.83,1789006304.08,1.595242,8.513068,0.094128,51.958949,2919716,2405,6,36,51.958949,6.636286,17.130372,51.958949,1.438282,10.163366,1991,0.39929,3.995196,12430192,0.0
CONT_s8_TearsOfSteel,14,140.0,1789006304.08,1789006314.08,2.232422,9.945629,0.000756,51.958949,2953462,2373,6,26,0.149769,0.231732,0.053249,0.306762,0.63718,1.399425,-32,0.473956,4.710188,15383654,0.038462
CONT_s8_TearsOfSteel,15,150.0,1789006314.08,1789006328.573,0.241607,0.046367,0.145721,0.348307,451549,430,6,36,0.214192,0.244098,0.02484,0.279302,-1.990815,0.108226,-1943,0.461335,0.523713,15835203,0.0
CONT_s8_TearsOfSteel,16,160.0,1789006328.573,1789006348.087,0.464946,1.617739,0.033352,11.666657,1135843,1091,8,49,0.250371,0.220124,0.038998,0.279617,0.223339,1.92439,661,0.461359,1.007775,16971046,0.0
CONT_s8_TearsOfSteel,17,170.0,1789006348.087,1789006358.087,0.21151,0.065243,0.060949,0.382587,280093,299,5,26,0.211762,0.201376,0.047936,0.27841,-0.253436,0.454913,-792,0.452674,0.467246,17251139,0.0
CONT_s8_TearsOfSteel,18,180.0,1789006358.087,1789006368.087,0.223396,0.041155,0.13032,0.340219,285724,337,5,25,0.275068,0.220627,0.028451,0.275068,0.011886,1.056196,38,0.445233,0.501751,17536863,0.0
