run_id,window_index,t_media_start,t_wall_start,t_wall_end,throughput_mean,throughput_std,throughput_min,throughput_max,total_bytes,total_packets,active_flows,n_samples,tp_slot_akhir,tp_pendek_mean,tp_pendek_std,tp_pendek_max,tp_delta_prev,tp_rasio_prev,pkt_delta_prev,tp_kumulatif,tp_rasio_kumulatif,bytes_kumulatif,rasio_diam
CONT_s4_TearsOfSteel,0,0.0,1789004524.318,1789004534.318,0.249859,0.045046,0.160676,0.352769,315957,306,6,26,0.216036,0.243796,0.022197,0.289963,0.249859,0.0,306,0.250023,0.999344,315957,0.0
CONT_s4_TearsOfSteel,1,10.0,1789004534.318,1789004555.486,0.248556,0.031467,0.151739,0.322545,673379,659,4,56,0.27104,0.24765,0.042175,0.307035,-0.001303,0.994785,353,0.249024,0.998121,989336,0.0
CONT_s4_TearsOfSteel,2,20.0,1789004555.486,1789004565.486,0.673147,1.978398,0.0,10.740973,874693,745,4,27,0.409927,0.353944,0.20951,0.551907,0.424591,2.708231,86,0.352428,1.910027,1864029,0.074074
CONT_s4_TearsOfSteel,3,30.0,1789004565.486,1789004575.486,0.462228,0.053774,0.376296,0.581598,584686,507,4,26,0.400706,0.45959,0.063225,0.546657,-0.210919,0.686667,-238,0.373679,1.236965,2448715,0.0
CONT_s4_TearsOfSteel,4,40.0,1789004575.486,1789004585.486,0.464514,0.046864,0.375727,0.579076,604794,559,4,27,0.397479,0.46188,0.029267,0.505548,0.002286,1.004946,52,0.388691,1.195073,3053509,0.0
CONT_s4_TearsOfSteel,5,50.0,1789004585.486,1789004595.486,0.467546,0.052107,0.38212,0.570784,613350,568,4,27,0.47779,0.468297,0.052597,0.557388,0.003032,1.006527,9,0.399948,1.169017,3666859,0.0
CONT_s4_TearsOfSteel,6,60.0,1789004595.486,1789004605.486,0.557072,0.462163,0.113053,2.848215,728728,639,4,27,0.576102,0.788081,0.788069,2.848215,0.089526,1.191481,71,0.419519,1.327883,4395587,0.0
CONT_s4_TearsOfSteel,7,70.0,1789004605.486,1789004615.486,0.579102,0.116186,0.258362,0.749347,758745,657,4,27,0.654388,0.607186,0.026269,0.654388,0.02203,1.039546,18,0.437252,1.324412,5154332,0.0
CONT_s4_TearsOfSteel,8,80.0,1789004615.486,1789004625.486,0.60799,0.060514,0.480462,0.737861,765420,745,8,26,0.568549,0.596679,0.052662,0.692919,0.028888,1.049884,88,0.45372,1.340011,5919752,0.0
CONT_s4_TearsOfSteel,9,90.0,1789004625.486,1789004635.486,0.606735,0.051905,0.481809,0.671916,796308,754,6,27,0.66182,0.615963,0.055712,0.671916,-0.001255,0.997936,9,0.467728,1.297196,6716060,0.0
