run_id,window_index,t_media_start,t_wall_start,t_wall_end,throughput_mean,throughput_std,throughput_min,throughput_max,total_bytes,total_packets,active_flows,n_samples,tp_slot_akhir,tp_pendek_mean,tp_pendek_std,tp_pendek_max,tp_delta_prev,tp_rasio_prev,pkt_delta_prev,tp_kumulatif,tp_rasio_kumulatif,bytes_kumulatif,rasio_diam
CONT_s7_TheSwissAccount,0,0.0,1789011065.907,1789011075.907,0.784505,2.207994,0.0,10.745614,1006043,817,4,24,2.798884,0.399841,0.979405,2.798884,0.784505,0.0,817,0.775714,1.011333,1006043,0.625
CONT_s7_TheSwissAccount,1,10.0,1789011075.907,1789011085.907,0.18566,0.595838,0.0,2.798884,241768,184,2,24,0.0,0.156329,0.382926,1.094301,-0.598845,0.236659,-633,0.479395,0.38728,1247811,0.875
CONT_s7_TheSwissAccount,2,20.0,1789011085.907,1789011095.907,2.29754,3.037149,0.0,12.467972,3072665,2358,4,24,5.841751,2.858275,2.403678,6.712655,2.11188,12.374987,2174,1.102194,2.084515,4320476,0.291667
CONT_s7_TheSwissAccount,3,30.0,1789011095.907,1789011105.907,2.438511,2.324484,0.002932,8.603498,3227372,2478,4,24,6.561407,2.978131,3.113442,8.603498,0.140971,1.061357,120,1.441381,1.691788,7547848,0.041667
CONT_s7_TheSwissAccount,4,40.0,1789011105.907,1789011115.907,1.293661,1.191849,0.002866,6.561407,1712937,1707,6,24,1.214067,1.112535,0.127377,1.214067,-1.14485,0.530513,-771,1.414727,0.914424,9260785,0.083333
CONT_s7_TheSwissAccount,5,50.0,1789011115.907,1789011125.907,0.941462,0.319656,0.233123,1.288272,1234183,1257,4,24,0.696362,0.56871,0.298369,1.191232,-0.352199,0.72775,-450,1.336319,0.704519,10494968,0.0
CONT_s7_TheSwissAccount,6,60.0,1789011125.907,1789011135.907,0.656115,0.374171,0.0,1.154733,856605,777,2,24,0.625585,0.210269,0.283451,0.673279,-0.285347,0.696911,-480,1.239617,0.529288,11351573,0.166667
CONT_s7_TheSwissAccount,7,70.0,1789011135.907,1789011145.907,0.223559,0.339807,0.0,0.997599,297030,272,2,24,0.0,0.260408,0.396452,0.997599,-0.432556,0.340731,-505,1.112433,0.200964,11648603,0.625
CONT_s7_TheSwissAccount,8,80.0,1789011145.907,1789011155.907,0.89576,0.491258,0.0,1.336417,1160516,1250,4,24,1.182111,1.179064,0.023615,1.229228,0.672201,4.006817,978,1.088709,0.822773,12809119,0.166667
CONT_s7_TheSwissAccount,9,90.0,1789011155.907,1789011165.907,0.390858,0.545181,0.0,1.435856,507891,572,4,24,0.0,0.353746,0.568966,1.435856,-0.504902,0.436342,-678,1.019253,0.383475,13317010,0.583333
CONT_s7_TheSwissAccount,10,100.0,1789011165.907,1789011175.907,0.932054,0.595773,0.0,1.909858,1234071,1468,2,24,0.653523,0.742565,0.256476,1.168899,0.541196,2.384636,896,1.01134,0.921603,14551081,0.166667
CONT_s7_TheSwissAccount,11,110.0,1789011175.907,1789011185.907,1.486362,0.737202,0.049984,3.203193,1899917,2312,4,23,0.786272,1.39311,0.895258,2.583868,0.554308,1.594717,844,1.050407,1.415034,16450998,0.0
CONT_s7_TheSwissAccount,12,120.0,1789011185.907,1789011195.907,2.418715,0.984753,0.492498,3.453424,3154239,2845,6,24,2.146868,1.845779,0.818085,3.19551,0.932353,1.627272,533,1.155313,2.093558,19605237,0.0
CONT_s7_TheSwissAccount,13,130.0,1789011195.907,1789011205.907,2.872854,0.793828,0.832028,3.652681,3851907,3247,4,24,3.431188,3.292725,0.07951,3.431188,0.454139,1.18776,402,1.281208,2.242301,23457144,0.0
CONT_s7_TheSwissAccount,14,140.0,1789011205.907,1789011215.907,1.854031,1.559189,0.0,3.431188,2403018,1928,6,23,1.030905,0.147272,0.360742,1.030905,-1.018823,0.645362,-1319,1.319368,1.405242,25860162,0.391304
CONT_s7_TheSwissAccount,15,150.0,1789011215.907,1789011225.907,0.794909,1.188241,0.0,3.116324,1003844,844,2,23,0.0,0.922037,1.134094,2.79161,-1.059122,0.428746,-1084,1.287151,0.617572,26864006,0.608696
CONT_s7_TheSwissAccount,16,160.0,1789011225.907,1789011235.907,0.679962,1.079279,0.0,2.849012,930211,760,2,24,2.849012,0.449509,0.983694,2.849012,-0.114947,0.855396,-84,1.251899,0.543144,27794217,0.625
CONT_s7_TheSwissAccount,17,170.0,1789011235.907,1789011245.907,2.653995,0.107401,2.40667,2.85984,3438084,2690,4,23,2.681865,2.630553,0.076627,2.740591,1.974033,3.903152,1930,1.329226,1.996647,31232301,0.0
CONT_s7_TheSwissAccount,18,180.0,1789011245.907,1789011255.907,3.732504,6.388581,0.003722,34.194887,4888807,3959,6,24,2.014213,1.818362,1.029581,2.916448,1.078509,1.406372,1269,1.455555,2.564317,36121108,0.041667
CONT_s7_TheSwissAccount,19,190.0,1789011255.907,1789011265.907,2.661777,0.172242,2.014213,2.841354,3498461,2838,4,24,2.658343,2.70461,0.099954,2.841354,-1.070727,0.713134,-1121,1.51623,1.755523,39619569,0.0
CONT_s7_TheSwissAccount,20,200.0,1789011265.907,1789011277.404,2.675409,0.055609,2.533676,2.755621,3999073,3052,2,27,2.533676,2.657284,0.064519,2.752946,0.013632,1.005121,214,1.57895,1.694423,43618642,0.0
CONT_s7_TheSwissAccount,21,210.0,1789011277.404,1789011287.404,3.129701,4.982351,0.630832,26.820435,4104557,3622,4,24,2.238582,2.158235,0.044466,2.238582,0.454292,1.169803,570,1.649226,1.897679,47723199,0.0
CONT_s7_TheSwissAccount,22,220.0,1789011287.404,1789011297.404,2.150212,0.038328,2.051946,2.238582,2709591,2985,5,23,2.051946,2.140897,0.037815,2.170137,-0.979489,0.687034,-637,1.670135,1.287448,50432790,0.0
CONT_s7_TheSwissAccount,23,230.0,1789011297.404,1789011307.404,0.526915,0.823922,0.0,2.299355,694946,792,2,24,0.0,0.317636,0.506246,1.230836,-1.623297,0.245053,-2193,1.621442,0.324967,51127736,0.666667
CONT_s7_TheSwissAccount,24,240.0,1789011307.404,1789011317.404,1.733848,0.839992,0.0,2.324399,2223094,2565,4,23,2.175411,2.163268,0.057457,2.219812,1.206933,3.290565,1773,1.626044,1.066298,53350830,0.173913
CONT_s7_TheSwissAccount,25,250.0,1789011317.404,1789011327.404,1.928835,0.459852,0.423459,2.234505,2551140,2822,4,24,1.536535,1.684038,0.618476,2.17932,0.194987,1.112459,257,1.637785,1.17771,55901970,0.0
CONT_s7_TheSwissAccount,26,260.0,1789011327.404,1789011337.404,1.289912,1.427104,0.0,3.323228,1711973,1577,2,24,3.323228,0.64009,1.14762,3.323228,-0.638923,0.668752,-1245,1.624526,0.794024,57613943,0.416667
CONT_s7_TheSwissAccount,27,270.0,1789011337.404,1789011347.404,1.152944,1.437725,0.0,3.478025,1494017,1355,2,23,0.0,1.215136,1.430937,3.478025,-0.136968,0.893816,-222,1.607931,0.717036,59107960,0.521739
CONT_s7_TheSwissAccount,28,280.0,1789011347.404,1789011357.404,0.864768,1.297228,0.0,3.49981,1144211,1031,2,23,3.118486,1.193268,1.411229,3.118486,-0.288176,0.750052,-324,1.58267,0.546398,60252171,0.608696
CONT_s7_TheSwissAccount,29,290.0,1789011357.404,1789011367.404,2.356387,1.234103,0.0,3.466485,3079786,2849,2,23,0.0,0.97798,1.3108,3.466485,1.491619,2.724878,1818,1.60875,1.464732,63331957,0.130435
