run_id,window_index,t_media_start,t_wall_start,t_wall_end,throughput_mean,throughput_std,throughput_min,throughput_max,total_bytes,total_packets,active_flows,n_samples,tp_slot_akhir,tp_pendek_mean,tp_pendek_std,tp_pendek_max,tp_delta_prev,tp_rasio_prev,pkt_delta_prev,tp_kumulatif,tp_rasio_kumulatif,bytes_kumulatif,rasio_diam
CONT_s13_TheSwissAccount,0,0.0,1789013374.36,1789013384.36,0.34617,0.132811,0.011476,0.659206,457724,558,2,24,0.36723,0.288145,0.099497,0.402082,0.34617,0.0,558,0.346472,0.999128,457724,0.0
CONT_s13_TheSwissAccount,1,10.0,1789013384.36,1789013394.36,0.331122,0.088762,0.144086,0.455339,421101,508,2,23,0.285994,0.286974,0.084884,0.411545,-0.015048,0.95653,-50,0.338777,0.977404,878825,0.0
CONT_s13_TheSwissAccount,2,20.0,1789013394.36,1789013404.36,0.246205,0.187038,0.0,0.583723,327002,389,2,24,0.583723,0.213847,0.223809,0.583723,-0.084917,0.743548,-119,0.308029,0.799292,1205827,0.291667
CONT_s13_TheSwissAccount,3,30.0,1789013404.36,1789013414.36,0.275426,0.151531,0.0,0.583723,352158,407,4,23,0.141985,0.181123,0.026184,0.220567,0.029221,1.118686,18,0.300189,0.917509,1557985,0.086957
CONT_s13_TheSwissAccount,4,40.0,1789013414.36,1789013427.207,0.190823,0.028033,0.141985,0.251758,321945,333,6,30,0.213988,0.188516,0.02091,0.215484,-0.084603,0.692829,-74,0.273442,0.697855,1879930,0.0
CONT_s13_TheSwissAccount,5,50.0,1789013427.207,1789013437.645,1.915975,8.381773,0.0,42.108017,2535831,1996,4,24,0.0,0.114605,0.245849,0.712313,1.725152,10.040587,1663,0.536514,3.571156,4415761,0.208333
CONT_s13_TheSwissAccount,6,60.0,1789013437.645,1789013447.645,0.373719,0.181941,0.0,0.548772,488272,395,2,23,0.403221,0.433798,0.058756,0.53742,-1.542256,0.195054,-1601,0.514314,0.726636,4904033,0.173913
CONT_s13_TheSwissAccount,7,70.0,1789013447.645,1789013457.645,0.444617,0.045988,0.36087,0.552378,574808,487,4,23,0.36087,0.442578,0.045628,0.507021,0.070898,1.189709,92,0.506005,0.878681,5478841,0.0
CONT_s13_TheSwissAccount,8,80.0,1789013457.645,1789013467.645,0.309975,0.196651,0.0,0.542017,414572,345,2,24,0.469017,0.187743,0.217426,0.469017,-0.134642,0.697173,-142,0.484414,0.639897,5893413,0.25
CONT_s13_TheSwissAccount,9,90.0,1789013467.645,1789013477.645,1.81602,6.350314,0.0,31.571986,2415110,1904,4,23,0.980907,5.191148,10.772408,31.571986,1.506045,5.858602,1559,0.617327,2.941747,8308523,0.130435
CONT_s13_TheSwissAccount,10,100.0,1789013477.645,1789013487.645,0.960281,0.072187,0.780333,1.109604,1248676,1109,6,23,0.975003,0.950467,0.039221,0.997576,-0.855739,0.528783,-795,0.647562,1.482917,9557199,0.0
CONT_s13_TheSwissAccount,11,110.0,1789013487.645,1789013497.645,0.961772,0.037617,0.882754,1.040229,1250485,1174,4,23,0.917905,0.95616,0.030161,1.005811,0.001491,1.001553,65,0.673027,1.429024,10807684,0.0
CONT_s13_TheSwissAccount,12,120.0,1789013497.645,1789013507.645,0.662895,0.414884,0.0,1.023048,890683,790,4,24,0.97268,0.378538,0.432296,1.023048,-0.298877,0.689243,-384,0.672351,0.985936,11698367,0.208333
CONT_s13_TheSwissAccount,13,130.0,1789013507.645,1789013517.645,2.403941,7.157826,0.0,35.956813,3231266,2646,4,23,0.0,5.698391,12.358739,35.956813,1.741046,3.626428,1856,0.798207,3.011676,14929633,0.043478
CONT_s13_TheSwissAccount,14,140.0,1789013517.645,1789013527.645,0.744262,0.621265,0.0,1.39752,969604,771,2,23,1.237186,1.261312,0.061297,1.39752,-1.659679,0.309601,-1875,0.794845,0.936361,15899237,0.391304
CONT_s13_TheSwissAccount,15,150.0,1789013527.645,1789013537.645,1.265545,0.05606,1.165974,1.362238,1625081,1298,2,23,1.240858,1.263645,0.06741,1.362238,0.521283,1.700403,527,0.823236,1.537281,17524318,0.0
CONT_s13_TheSwissAccount,16,160.0,1789013537.645,1789013547.645,1.265157,0.06552,1.151628,1.401455,1626753,1388,4,23,1.189795,1.263885,0.056878,1.334771,-0.000388,0.999693,90,0.848402,1.491224,19151071,0.0
