run_id,window_index,t_start,mean_o22,stall_s,label
CONT_s11_TheSwissAccount,0,0.0,3.2382,1.394,Critical
CONT_s11_TheSwissAccount,1,10.0,3.2222,0,Good
CONT_s11_TheSwissAccount,2,20.0,2.8969,0,Degraded
CONT_s11_TheSwissAccount,3,30.0,2.8969,0,Degraded
CONT_s11_TheSwissAccount,4,40.0,3.0843,0,Good
CONT_s11_TheSwissAccount,5,50.0,3.7904,0,Good
CONT_s11_TheSwissAccount,6,60.0,3.4133,0,Good
CONT_s11_TheSwissAccount,7,70.0,3.7256,0,Good
CONT_s11_TheSwissAccount,8,80.0,3.7256,0,Good
CONT_s11_TheSwissAccount,9,90.0,3.7707,0,Good
CONT_s11_TheSwissAccount,10,100.0,3.3298,0,Good
CONT_s11_TheSwissAccount,11,110.0,3.7256,0,Good
CONT_s11_TheSwissAccount,12,120.0,3.7256,0,Good
CONT_s11_TheSwissAccount,13,130.0,2.8717,1.719,Critical
CONT_s11_TheSwissAccount,14,140.0,1.9831,0,Critical
CONT_s11_TheSwissAccount,15,150.0,1.8311,3.549,Critical
CONT_s11_TheSwissAccount,16,160.0,1.6153,0,Critical
CONT_s11_TheSwissAccount,17,170.0,2.6852,0,Degraded
CONT_s11_TheSwissAccount,18,180.0,2.8535,0,Degraded
CONT_s11_TheSwissAccount,19,190.0,2.8348,0,Degraded
CONT_s11_TheSwissAccount,20,200.0,2.8348,0,Degraded
CONT_s11_TheSwissAccount,21,210.0,2.8845,0,Degraded
CONT_s11_TheSwissAccount,22,220.0,2.8969,0,Degraded
CONT_s11_TheSwissAccount,23,230.0,2.8969,0,Degraded
CONT_s11_TheSwissAccount,24,240.0,2.8969,0,Degraded
CONT_s11_TheSwissAccount,25,250.0,2.8969,0,Degraded
CONT_s11_TheSwissAccount,26,260.0,3.4413,0,Good
CONT_s11_TheSwissAccount,27,270.0,3.7663,0,Good
CONT_s11_TheSwissAccount,28,280.0,3.7256,0,Good
CONT_s11_TheSwissAccount,29,290.0,3.7256,0,Good
