run_id,window_index,t_media_start,t_wall_start,t_wall_end,throughput_mean,throughput_std,throughput_min,throughput_max,total_bytes,total_packets,active_flows,n_samples,tp_slot_akhir,tp_pendek_mean,tp_pendek_std,tp_pendek_max,tp_delta_prev,tp_rasio_prev,pkt_delta_prev,tp_kumulatif,tp_rasio_kumulatif,bytes_kumulatif,rasio_diam
CONT_s1_BigBuckBunny,0,0.0,1788967399.45,1788967409.45,21.91558,77.627256,0.0,387.894268,28837674,21334,6,46,0.0,6.259794,22.570008,87.637115,21.91558,0.0,21334,22.993571,0.953118,28837674,0.543478
CONT_s1_BigBuckBunny,1,10.0,1788967409.45,1788967419.45,5.745142,22.949267,0.0,123.931396,7429401,5552,2,47,0.0,8.852243,31.917215,123.931396,-16.170438,0.262149,-15782,14.28407,0.402206,36267075,0.93617
CONT_s1_BigBuckBunny,2,20.0,1788967419.45,1788967429.45,2.953694,16.593425,0.0,112.511157,3735942,2797,2,47,0.0,1.879461,6.776492,26.312451,-2.791448,0.51412,-2755,10.468671,0.282146,40003017,0.957447
CONT_s1_BigBuckBunny,3,30.0,1788967429.45,1788967439.45,2.398689,11.479668,0.0,65.415362,3082156,2305,2,47,0.58216,0.041583,0.149929,0.58216,-0.555005,0.812098,-492,8.44015,0.2842,43085173,0.93617
CONT_s1_BigBuckBunny,4,40.0,1788967439.45,1788967449.45,0.244386,0.122523,0.0,0.628798,305904,250,2,46,0.225716,0.240552,0.082597,0.392741,-2.154303,0.101883,-2055,6.821987,0.035823,43391077,0.086957
CONT_s1_BigBuckBunny,5,50.0,1788967449.45,1788967459.45,0.234503,0.098338,0.0,0.346139,301117,261,5,47,0.224206,0.23639,0.103718,0.346139,-0.009883,0.95956,11,5.715937,0.041026,43692194,0.12766
CONT_s1_BigBuckBunny,6,60.0,1788967459.45,1788967469.45,0.339433,0.604176,0.0,4.354864,439881,476,5,47,0.339425,0.288408,0.035206,0.34593,0.10493,1.447457,215,4.939927,0.068712,44132075,0.085106
CONT_s1_BigBuckBunny,7,70.0,1788967469.45,1788967479.45,0.291064,0.0486,0.178377,0.395129,368759,413,4,46,0.291328,0.289139,0.046454,0.358884,-0.048369,0.857501,-63,4.362362,0.066722,44500834,0.0
CONT_s1_BigBuckBunny,8,80.0,1788967479.45,1788967489.45,0.17906,0.175183,0.0,0.670519,231005,260,4,47,0.670519,0.053718,0.172346,0.670519,-0.112004,0.615191,-153,3.893987,0.045984,44731839,0.404255
CONT_s1_BigBuckBunny,9,90.0,1788967489.45,1788967499.45,0.297923,0.070254,0.207463,0.670519,378166,400,2,46,0.230261,0.287353,0.041939,0.337654,0.118863,1.663817,140,3.536081,0.084252,45110005,0.0
CONT_s1_BigBuckBunny,10,100.0,1788967499.45,1788967509.45,0.27533,0.047586,0.175541,0.374059,356807,399,4,47,0.228992,0.272182,0.04295,0.344842,-0.022593,0.924165,-1,3.235398,0.085099,45466812,0.0
CONT_s1_BigBuckBunny,11,110.0,1788967509.45,1788967519.45,0.449657,0.255138,0.0,0.981228,569159,587,5,46,0.722566,0.811056,0.075661,0.981228,0.174327,1.633157,188,3.004844,0.149644,46035971,0.021739
CONT_s1_BigBuckBunny,12,120.0,1788967519.45,1788967529.45,0.206713,0.348685,0.0,0.906434,263912,221,4,46,0.0,0.0,0.0,0.0,-0.242944,0.459713,-366,2.792278,0.07403,46299883,0.717391
CONT_s1_BigBuckBunny,13,130.0,1788967529.45,1788967539.45,0.208677,0.366193,0.0,1.245513,269083,219,2,47,0.0,0.211204,0.340163,0.885119,0.001964,1.009501,-2,2.605064,0.080104,46568966,0.723404
CONT_s1_BigBuckBunny,14,140.0,1788967539.45,1788967549.45,0.670581,0.649911,0.0,1.543529,854910,710,4,46,1.443226,1.380543,0.07325,1.496444,0.461904,3.213488,491,2.476968,0.270727,47423876,0.456522
CONT_s1_BigBuckBunny,15,150.0,1788967549.45,1788967559.45,1.368218,0.083835,1.19034,1.548029,1738376,1549,6,46,1.463796,1.358782,0.102455,1.548029,0.697637,2.040347,839,2.408011,0.568194,49162252,0.0
CONT_s1_BigBuckBunny,16,160.0,1788967559.45,1788967569.45,0.881588,0.643708,0.0,1.62094,1143571,986,4,47,1.356949,1.380314,0.092178,1.571937,-0.48663,0.644333,-563,2.317276,0.380442,50305823,0.319149
CONT_s1_BigBuckBunny,17,170.0,1788967569.45,1788967579.45,1.19191,0.462911,0.0,1.570491,1517462,1319,4,46,0.0,0.793619,0.671041,1.513517,0.310322,1.352003,333,2.254924,0.528581,51823285,0.108696
CONT_s1_BigBuckBunny,18,180.0,1788967579.45,1788967589.45,1.114018,0.541209,0.0,1.697278,1421298,1139,2,46,1.278529,1.358851,0.167946,1.60853,-0.077892,0.934649,-180,2.195045,0.507515,53244583,0.173913
CONT_s1_BigBuckBunny,19,190.0,1788967589.45,1788967599.45,1.352088,3.475229,0.0,24.594228,1741101,1385,2,47,0.726562,0.63971,0.345413,0.915911,0.23807,1.213704,246,2.152515,0.628143,54985684,0.276596
CONT_s1_BigBuckBunny,20,200.0,1788967599.45,1788967609.45,0.818903,0.116069,0.611229,1.036383,1039866,857,2,46,0.785009,0.8101,0.108782,0.945408,-0.533185,0.605658,-528,2.089395,0.391933,56025550,0.0
CONT_s1_BigBuckBunny,21,210.0,1788967609.45,1788967619.45,0.795398,0.168264,0.0,1.113659,1007190,838,4,46,0.935923,0.725757,0.236135,1.004912,-0.023505,0.971297,-19,2.030994,0.39163,57032740,0.021739
CONT_s1_BigBuckBunny,22,220.0,1788967619.45,1788967629.45,0.827918,0.069351,0.646086,0.963441,1072986,975,4,47,0.83399,0.822215,0.056399,0.904045,0.03252,1.040885,137,1.977923,0.418579,58105726,0.0
CONT_s1_BigBuckBunny,23,230.0,1788967629.45,1788967639.45,0.825085,0.082226,0.680391,0.958573,1046008,969,6,46,0.831795,0.819128,0.063585,0.899351,-0.002833,0.996578,-6,1.93027,0.427445,59151734,0.0
