run_id,window_index,n_samples,rtt_samples,throughput_mean,throughput_std,throughput_min,throughput_max,jitter_mean,jitter_p95,reorder_rate,reorder_count,rtt_mean,rtt_p95,rtt_std,total_bytes,total_packets,active_flows,label
CONT_s10_BigBuckBunny,1,40,40,1.011673,0.103694,0.81775,1.263574,28.516923,50.562315,0.0,0,139.416267,166.383101,20.543318,1277247,1077,4,Good
CONT_s10_BigBuckBunny,2,41,31,1.220448,2.895062,0.0,19.260659,21.551916,54.073569,0.713719,9,105.369431,156.735343,44.512732,1563841,1261,4,Good
CONT_s10_BigBuckBunny,3,41,41,1.078988,0.088346,0.869734,1.309552,48.192897,57.414388,0.0,0,166.618719,183.663822,19.477563,1390329,1226,6,Good
CONT_s10_BigBuckBunny,4,40,38,1.010569,0.264658,0.0,1.31532,43.15574,54.324549,0.0,0,141.202066,183.177265,47.964044,1288269,1127,6,Good
CONT_s10_BigBuckBunny,5,41,27,0.666068,0.502283,0.0,1.203287,26.66775,82.935022,0.0,0,124.539443,156.636339,31.136249,854906,683,2,Good
CONT_s10_BigBuckBunny,6,41,41,0.881436,0.137428,0.603598,1.227469,22.448149,24.44417,0.857449,8,136.753409,170.026788,18.281006,1145306,933,2,Excellent
CONT_s10_BigBuckBunny,7,40,40,0.843088,0.123436,0.576887,1.101384,37.501334,56.014258,0.0,0,161.813688,181.217502,18.74675,1069309,907,5,Good
CONT_s10_BigBuckBunny,8,41,36,0.734477,0.301777,0.0,1.017541,44.86328,61.899006,0.0,0,144.898256,174.369474,38.810081,942241,892,4,Good
CONT_s10_BigBuckBunny,9,41,30,0.586317,0.378567,0.0,1.025734,33.644401,71.401323,0.0,0,137.483021,173.906401,40.719053,754818,624,2,Good
CONT_s10_BigBuckBunny,10,41,36,0.536412,0.22846,0.0,0.971096,36.251591,52.433665,2.207131,13,185.783556,251.633997,52.10599,690188,589,2,Good
CONT_s10_BigBuckBunny,11,41,41,0.571259,0.082571,0.295704,0.835576,36.380677,38.841711,0.0,0,199.13741,251.589299,39.476062,733440,610,2,Good
CONT_s10_BigBuckBunny,12,41,41,0.573811,0.075413,0.392604,0.728196,49.797078,84.400891,0.0,0,210.736139,273.694549,38.431614,733787,645,4,Good
CONT_s10_BigBuckBunny,13,41,41,2.436283,12.086039,0.345838,78.87346,74.758872,117.002685,3.831705,102,248.527982,314.374227,66.949142,3144247,2662,6,Good
CONT_s10_BigBuckBunny,14,41,34,0.377426,0.195946,0.0,0.819303,58.637252,121.236234,5.870445,29,195.299064,310.026168,74.026953,482411,494,6,Good
CONT_s10_BigBuckBunny,15,40,31,0.34801,0.21318,0.0,0.717303,60.890181,130.270772,0.0,0,240.169073,319.044797,75.01414,444737,368,2,Degraded
CONT_s10_BigBuckBunny,16,40,40,0.451829,0.090063,0.284722,0.589164,46.390572,48.497551,0.0,0,249.434353,319.198543,57.843447,580290,483,2,Degraded
CONT_s10_BigBuckBunny,17,40,34,0.390425,0.182765,0.0,0.579054,43.386872,61.688907,0.0,0,236.927873,319.067342,76.788465,494508,409,2,Degraded
CONT_s10_BigBuckBunny,18,41,26,0.281442,0.255676,0.0,0.881891,59.723929,169.488732,0.983607,3,210.303125,318.479588,97.213809,362835,305,2,Degraded
CONT_s10_BigBuckBunny,19,44,43,0.209511,0.073391,0.099011,0.582273,50.969904,80.243325,10.601719,37,370.524329,541.757764,126.238371,290788,349,2,Degraded
CONT_s10_BigBuckBunny,20,40,35,0.183365,0.099227,0.0,0.535716,50.008467,83.232731,9.964413,28,182.285161,357.753744,97.950758,231485,281,4,Critical
CONT_s10_BigBuckBunny,21,41,23,0.120663,0.127383,0.0,0.635048,68.766347,173.976281,12.435233,24,317.58221,588.955779,209.654971,156432,193,4,Critical
CONT_s10_BigBuckBunny,22,41,7,0.050935,0.149714,0.0,0.67508,77.938589,494.36022,9.859155,7,62.497944,241.24118,75.759046,65535,71,2,Critical
CONT_s10_BigBuckBunny,23,40,7,0.048237,0.1243,0.0,0.548452,84.896342,494.36022,1.818182,1,205.29693,444.591433,177.318405,60941,55,2,Critical
CONT_s10_BigBuckBunny,24,41,28,0.126692,0.117072,0.0,0.449046,248.135187,596.299197,0.729927,1,462.669197,856.79495,322.370198,163117,137,2,Critical
CONT_s10_BigBuckBunny,25,40,28,0.125265,0.098003,0.0,0.290012,117.458073,182.534162,0.0,0,389.966511,680.733734,264.688364,158532,141,2,Degraded
CONT_s10_BigBuckBunny,26,41,26,0.126772,0.120457,0.0,0.441926,50575.135005,370420.694207,0.70922,1,463.993048,856.819667,339.003572,164304,141,4,Critical
CONT_s10_BigBuckBunny,27,44,44,0.143362,0.057098,0.001667,0.284766,309425.298175,1261351.347522,0.492611,1,701.304071,1181.610924,328.947375,199194,203,4,Degraded
CONT_s10_BigBuckBunny,28,40,26,0.103958,0.095207,0.0,0.343419,486.41569,371.952939,0.0,0,471.762282,856.430405,292.132827,132213,126,4,Critical
CONT_s10_BigBuckBunny,29,41,15,0.065148,0.10933,0.0,0.427845,123.505823,399.261497,1.190476,1,374.288,1002.519972,408.637914,84551,84,2,Critical
CONT_s10_ElephantsDream,1,35,35,1.015537,0.105473,0.800557,1.269367,28.811296,50.234379,0.0,0,137.242219,185.123606,27.616657,1289377,1094,4,Good
CONT_s10_ElephantsDream,2,36,30,1.166067,2.065075,0.0,13.12806,26.09587,99.990258,0.981194,12,107.96426,156.800589,43.956656,1528712,1223,4,Good
CONT_s10_ElephantsDream,3,35,35,1.082061,0.072327,0.922308,1.202208,49.132241,63.272746,0.0,0,134.884672,153.161276,7.777665,1381788,1259,6,Good
CONT_s10_ElephantsDream,4,35,35,1.075741,0.070865,0.941381,1.198392,42.909454,48.567003,0.0,0,123.80548,135.991817,21.858894,1367355,1259,5,Good
CONT_s10_ElephantsDream,5,36,30,0.866226,0.405499,0.0,1.166816,19.010853,50.123924,0.0,0,97.756261,111.656206,19.928783,1135827,928,2,Good
CONT_s10_ElephantsDream,6,41,41,1.425953,2.52278,0.001405,15.1328,20.560213,24.57117,0.59453,10,121.78133,142.336348,36.993406,2109185,1682,2,Critical
CONT_s10_ElephantsDream,7,35,35,0.814791,0.172362,0.001405,0.998201,50.624994,105.464009,0.102775,1,143.716202,171.624782,40.772232,1050652,973,6,Degraded
CONT_s10_ElephantsDream,8,35,35,0.849134,0.050611,0.747209,0.933055,38.745105,57.212375,0.0,0,124.233693,171.779728,41.072313,1089391,1076,4,Degraded
CONT_s10_ElephantsDream,9,35,33,0.78895,0.211199,0.0,0.912903,18.15881,19.970768,0.0,0,82.610522,84.329834,3.47693,1011073,1001,2,Degraded
CONT_s10_ElephantsDream,10,35,23,0.37359,0.280355,0.0,0.844979,45.118511,148.561876,0.0,0,177.689696,250.79253,68.897978,475636,392,2,Degraded
CONT_s10_ElephantsDream,11,36,32,0.50116,0.219566,0.0,0.912899,45.839563,89.609916,0.0,0,193.416216,251.622147,56.049667,655118,542,2,Good
