run_id,window_index,t_media_start,t_wall_start,t_wall_end,throughput_mean,throughput_std,throughput_min,throughput_max,total_bytes,total_packets,active_flows,n_samples,tp_slot_akhir,tp_pendek_mean,tp_pendek_std,tp_pendek_max,tp_delta_prev,tp_rasio_prev,pkt_delta_prev,tp_kumulatif,tp_rasio_kumulatif,bytes_kumulatif,rasio_diam
CONT_s8_Valkaama,0,0.0,1789015301.194,1789015312.109,0.150544,0.053491,0.068257,0.334168,213726,263,4,25,0.139458,0.146865,0.024648,0.192833,0.150544,0.0,263,0.150732,0.998753,213726,0.0
CONT_s8_Valkaama,1,10.0,1789015312.109,1789015322.109,0.123974,0.084287,0.0,0.344614,163147,187,2,23,0.138008,0.169856,0.07404,0.344614,-0.02657,0.823507,-76,0.137986,0.898453,376873,0.173913
CONT_s8_Valkaama,2,20.0,1789015322.109,1789015332.109,0.138739,0.067768,0.0,0.383009,183279,208,2,23,0.383009,0.12969,0.118646,0.383009,0.014765,1.119098,21,0.138131,1.004402,560152,0.086957
CONT_s8_Valkaama,3,30.0,1789015332.109,1789015342.109,0.11391,0.10698,0.0,0.383009,146921,156,2,23,0.085073,0.133432,0.074513,0.25109,-0.024829,0.821038,-52,0.132305,0.860965,707073,0.304348
CONT_s8_Valkaama,4,40.0,1789015342.109,1789015352.109,0.057312,0.096952,0.0,0.349344,74793,70,2,23,0.349344,0.049906,0.122245,0.349344,-0.056598,0.503134,-86,0.117599,0.487351,781866,0.652174
CONT_s8_Valkaama,5,50.0,1789015352.109,1789015362.109,0.130127,0.093093,0.0,0.349344,171158,145,2,23,0.182356,0.145254,0.088371,0.324444,0.072815,2.270502,75,0.119619,1.087846,953024,0.217391
CONT_s8_Valkaama,6,60.0,1789015362.109,1789015372.109,0.150584,0.034727,0.103365,0.225986,196935,189,4,23,0.138039,0.149049,0.015251,0.168846,0.020457,1.157208,44,0.123981,1.214573,1149959,0.0
CONT_s8_Valkaama,7,70.0,1789015372.109,1789015382.225,0.150059,0.031188,0.090908,0.219008,192619,204,7,23,0.16708,0.151114,0.024234,0.173891,-0.000525,0.996514,15,0.127156,1.180117,1342578,0.0
CONT_s8_Valkaama,8,80.0,1789015382.225,1789015392.225,1.347293,5.730868,0.02777,28.227052,1778450,1422,4,23,0.102334,0.11594,0.045826,0.185998,1.197234,8.978422,1218,0.263144,5.119984,3121028,0.0
CONT_s8_Valkaama,9,90.0,1789015392.225,1789015402.225,0.056673,0.101088,0.0,0.34904,74294,69,2,23,0.0,0.060911,0.119948,0.348897,-1.29062,0.042064,-1353,0.242538,0.233666,3195322,0.652174
CONT_s8_Valkaama,10,100.0,1789015402.225,1789015412.225,0.101656,0.073724,0.0,0.290313,133686,118,2,23,0.081758,0.111146,0.034333,0.162623,0.044983,1.793729,49,0.229874,0.442225,3329008,0.217391
CONT_s8_Valkaama,11,110.0,1789015412.225,1789015424.345,0.121824,0.037146,0.000913,0.206185,192987,168,2,28,0.133222,0.134247,0.001382,0.136564,0.020168,1.198395,50,0.219205,0.555754,3521995,0.035714
CONT_s8_Valkaama,12,120.0,1789015424.345,1789015434.345,0.154097,0.198795,0.0,1.027976,202665,178,3,23,0.135038,0.242019,0.331919,1.027976,0.032273,1.264915,10,0.214172,0.719501,3724660,0.217391
