run_id,window_index,t_media_start,t_wall_start,t_wall_end,throughput_mean,throughput_std,throughput_min,throughput_max,total_bytes,total_packets,active_flows,n_samples,tp_slot_akhir,tp_pendek_mean,tp_pendek_std,tp_pendek_max,tp_delta_prev,tp_rasio_prev,pkt_delta_prev,tp_kumulatif,tp_rasio_kumulatif,bytes_kumulatif,rasio_diam
CONT_s11_OfForestAndMen,0,0.0,1788996466.18,1788996476.18,0.364558,0.318125,0.0,0.75765,485225,451,6,32,0.575525,0.188828,0.275517,0.705588,0.364558,0.0,451,0.36467,0.999693,485225,0.40625
CONT_s11_OfForestAndMen,1,10.0,1788996476.18,1788996486.18,0.658256,0.066715,0.511673,0.820133,849538,703,2,31,0.675545,0.662985,0.025517,0.702534,0.293698,1.805628,252,0.508971,1.293307,1334763,0.0
CONT_s11_OfForestAndMen,2,20.0,1788996486.18,1788996496.18,0.783211,1.226122,0.0,7.344264,1009416,827,2,31,0.869601,1.060767,2.129759,7.344264,0.124955,1.189827,124,0.599734,1.305931,2344179,0.16129
CONT_s11_OfForestAndMen,3,30.0,1788996496.18,1788996506.18,0.526729,0.394852,0.0,0.937681,682910,546,2,31,0.0,0.625229,0.370462,0.937116,-0.256482,0.672525,-281,0.581146,0.906363,3027089,0.322581
CONT_s11_OfForestAndMen,4,40.0,1788996506.18,1788996516.18,0.603961,0.38334,0.0,1.050953,766778,621,2,30,0.738582,0.852973,0.068509,0.924075,0.077232,1.146626,75,0.585395,1.031715,3793867,0.266667
CONT_s11_OfForestAndMen,5,50.0,1788996516.18,1788996526.18,0.852609,0.07868,0.722247,0.931771,1097646,884,4,31,0.918603,0.860866,0.070534,0.918735,0.248648,1.411695,263,0.629715,1.35396,4891513,0.0
CONT_s11_OfForestAndMen,6,60.0,1788996526.18,1788996536.18,2.582547,9.924789,0.0,56.915593,3361623,2687,4,31,0.943582,0.498759,0.465395,1.117444,1.729938,3.028993,1803,0.910602,2.836088,8253136,0.129032
CONT_s11_OfForestAndMen,7,70.0,1788996536.18,1788996546.18,0.649088,0.42925,0.0,1.215412,851730,683,2,31,0.903713,0.795082,0.305469,1.081159,-1.933459,0.251336,-2004,0.877255,0.739908,9104866,0.225806
CONT_s11_OfForestAndMen,8,80.0,1788996546.18,1788996556.18,0.814503,0.331234,0.0,1.124376,1020371,877,4,30,0.931273,0.964605,0.070846,1.101846,0.165415,1.254842,194,0.870622,0.935541,10125237,0.133333
CONT_s11_OfForestAndMen,9,90.0,1788996556.18,1788996566.18,2.340865,8.027283,0.008968,47.023675,3101370,2570,6,32,0.935232,0.891421,0.052538,0.974303,1.526362,2.87398,1693,1.020624,2.293563,13226607,0.03125
CONT_s11_OfForestAndMen,10,100.0,1788996566.18,1788996576.18,0.888494,0.070119,0.72835,1.043135,1141833,1007,4,31,0.73063,0.88043,0.094528,1.043135,-1.452371,0.379558,-1563,1.00873,0.880805,14368440,0.0
CONT_s11_OfForestAndMen,11,110.0,1788996576.18,1788996586.18,0.683711,0.360751,0.0,1.059569,867716,711,2,31,0.0,0.50131,0.417864,1.050357,-0.204783,0.769517,-296,0.981991,0.69625,15236156,0.16129
CONT_s11_OfForestAndMen,12,120.0,1788996586.18,1788996596.18,0.33143,0.252546,0.0,0.96235,435106,396,2,31,0.39341,0.404856,0.041024,0.50142,-0.352281,0.484752,-315,0.931486,0.355808,15671262,0.258065
CONT_s11_OfForestAndMen,13,130.0,1788996596.18,1788996606.18,0.405215,0.061671,0.259478,0.572388,527832,538,4,31,0.413654,0.407195,0.071776,0.572388,0.073785,1.222626,142,0.893665,0.453431,16199094,0.0
CONT_s11_OfForestAndMen,14,140.0,1788996606.18,1788996616.369,0.407521,0.04133,0.319166,0.551683,523784,558,4,31,0.391612,0.415217,0.061187,0.551683,0.002306,1.005691,20,0.861437,0.473071,16722878,0.0
CONT_s11_OfForestAndMen,15,150.0,1788996616.369,1788996626.369,0.410145,0.045363,0.33345,0.518429,542999,596,5,32,0.510882,0.414924,0.05832,0.518429,0.002624,1.006439,38,0.832658,0.492573,17265877,0.0
CONT_s11_OfForestAndMen,16,160.0,1788996626.369,1788996636.369,0.427117,0.038675,0.35752,0.510882,536083,519,6,30,0.443877,0.423248,0.03331,0.450763,0.016972,1.04138,-77,0.809502,0.527629,17801960,0.0
CONT_s11_OfForestAndMen,17,170.0,1788996636.369,1788996646.369,0.115213,0.209225,0.0,0.658879,148017,139,4,31,0.0,0.068639,0.194139,0.617747,-0.311904,0.269746,-380,0.771023,0.149429,17949977,0.741935
CONT_s11_OfForestAndMen,18,180.0,1788996646.369,1788996656.369,0.057748,0.138373,0.0,0.571259,77268,69,2,31,0.173836,0.059753,0.120433,0.363937,-0.057465,0.501228,-70,0.733661,0.078712,18027245,0.806452
CONT_s11_OfForestAndMen,19,190.0,1788996656.369,1788996666.369,0.394699,0.137953,0.0,0.694218,516257,459,4,31,0.378868,0.415819,0.054746,0.510268,0.336951,6.834851,390,0.716583,0.550807,18543502,0.064516
CONT_s11_OfForestAndMen,20,200.0,1788996666.369,1788996676.369,0.560304,1.521496,0.0,7.791871,726500,579,2,31,3.098933,0.344326,0.973901,3.098933,0.165605,1.419573,120,0.708846,0.790445,19270002,0.645161
CONT_s11_OfForestAndMen,21,210.0,1788996676.369,1788996686.369,0.299677,0.91555,0.0,3.119928,382002,289,2,31,0.0,0.307113,0.921338,3.071128,-0.260627,0.534847,-290,0.690251,0.434157,19652004,0.903226
CONT_s11_OfForestAndMen,22,220.0,1788996686.369,1788996696.369,0.911513,3.915922,0.0,21.944835,1186359,887,2,31,0.059909,2.444972,6.894268,21.944835,0.611836,3.041652,598,0.699957,1.302241,20838363,0.870968
CONT_s11_OfForestAndMen,23,230.0,1788996696.369,1788996706.369,1.308231,2.759979,0.0,10.692396,1646925,1303,4,30,0.003606,2.277679,3.326948,10.692396,0.396718,1.43523,416,0.724346,1.806086,22485288,0.666667
CONT_s11_OfForestAndMen,24,240.0,1788996706.369,1788996716.369,2.386979,2.922289,0.00225,10.522641,3044315,2343,4,31,0.002573,2.083978,2.388295,7.518603,1.078748,1.824585,1040,0.78981,3.022219,25529603,0.193548
CONT_s11_OfForestAndMen,25,250.0,1788996716.369,1788996726.369,0.974495,2.020913,0.0,7.529405,1299540,993,3,32,0.0,0.836601,2.366264,7.529405,-1.412484,0.408255,-1350,0.797193,1.222408,26829143,0.71875
CONT_s11_OfForestAndMen,26,260.0,1788996726.369,1788996736.369,0.568277,0.530055,0.0,1.264958,730148,576,2,31,1.11375,0.458637,0.499286,1.11375,-0.406218,0.58315,-417,0.788777,0.720453,27559291,0.419355
CONT_s11_OfForestAndMen,27,270.0,1788996736.369,1788996746.369,1.094178,0.050053,0.91972,1.195593,1395046,1137,4,31,1.195593,1.101142,0.050861,1.195593,0.525901,1.925431,561,0.799521,1.368542,28954337,0.0
CONT_s11_OfForestAndMen,28,280.0,1788996746.369,1788996756.369,1.060644,0.521029,0.0,3.287659,1367285,1109,4,31,0.0,0.983053,0.907568,3.287659,-0.033534,0.969352,-28,0.808492,1.311879,30321622,0.064516
CONT_s11_OfForestAndMen,29,290.0,1788996756.369,1788996766.369,0.577397,0.237732,0.0,0.776497,750785,790,4,31,0.0,0.487327,0.28803,0.714262,-0.483247,0.544383,-319,0.800761,0.72106,31072407,0.129032
