run_id,window_index,t_start,mean_o22,stall_s,label
CONT_s4_RedBullPlayStreets,0,0.0,3.8807,28.986,Critical
CONT_s4_RedBullPlayStreets,1,10.0,2.8766,0.678,Degraded
CONT_s4_RedBullPlayStreets,2,20.0,1.9097,0,Critical
CONT_s4_RedBullPlayStreets,3,30.0,2.7836,0,Degraded
CONT_s4_RedBullPlayStreets,4,40.0,2.8465,0,Degraded
CONT_s4_RedBullPlayStreets,5,50.0,2.8021,0,Degraded
CONT_s4_RedBullPlayStreets,6,60.0,2.7752,0,Degraded
CONT_s4_RedBullPlayStreets,7,70.0,2.7752,0,Degraded
CONT_s4_RedBullPlayStreets,8,80.0,2.8045,0,Degraded
CONT_s4_RedBullPlayStreets,9,90.0,2.8933,0,Degraded
CONT_s4_RedBullPlayStreets,10,100.0,2.8728,0,Degraded
CONT_s4_RedBullPlayStreets,11,110.0,2.9609,0,Degraded
CONT_s4_RedBullPlayStreets,12,120.0,3.7542,0,Good
CONT_s4_RedBullPlayStreets,13,130.0,3.7542,0,Good
CONT_s4_RedBullPlayStreets,14,140.0,3.7542,0,Good
CONT_s4_RedBullPlayStreets,15,150.0,3.7542,0,Good
CONT_s4_RedBullPlayStreets,16,160.0,3.2166,0,Good
CONT_s4_RedBullPlayStreets,17,170.0,2.2591,0,Degraded
CONT_s4_RedBullPlayStreets,18,180.0,2.3639,0,Degraded
CONT_s4_RedBullPlayStreets,19,190.0,2.1341,0,Degraded
CONT_s4_RedBullPlayStreets,20,200.0,1.7066,0,Critical
CONT_s4_RedBullPlayStreets,21,210.0,1.7066,0,Critical
CONT_s4_RedBullPlayStreets,22,220.0,3.3402,0,Good
CONT_s4_RedBullPlayStreets,23,230.0,3.971,0,Good
CONT_s4_RedBullPlayStreets,24,240.0,4.0403,0,Excellent
CONT_s4_RedBullPlayStreets,25,250.0,4.0403,0,Excellent
CONT_s4_RedBullPlayStreets,26,260.0,3.9192,0,Good
