run_id,window_index,n_samples,rtt_samples,throughput_mean,throughput_std,throughput_min,throughput_max,jitter_mean,jitter_p95,reorder_rate,reorder_count,rtt_mean,rtt_p95,rtt_std,total_bytes,total_packets,active_flows,bytes_kumulatif,pkt_delta_prev,rasio_diam,tp_delta_prev,tp_kumulatif,tp_pendek_max,tp_pendek_mean,tp_pendek_std,tp_rasio_kumulatif,tp_rasio_prev,tp_slot_akhir,label
CONT_s10_BigBuckBunny,1,40,,1.011673,0.103694,0.81775,1.263574,,,,,,,,1277247,1077,4,2574603,-13,0.0,-0.003047,1.013259,1.263574,1.021502,0.140554,0.998435,0.996997,0.864252,Good
CONT_s10_BigBuckBunny,2,41,,1.220448,2.895062,0.0,19.260659,,,,,,,,1563841,1261,4,4138444,184,0.243902,0.208775,1.080421,1.287054,1.076802,0.081067,1.129604,1.206366,1.187396,Good
CONT_s10_BigBuckBunny,3,41,,1.078988,0.088346,0.869734,1.309552,,,,,,,,1390329,1226,6,5528773,-35,0.0,-0.14146,1.079947,1.309552,1.080699,0.122997,0.999112,0.884092,1.094631,Good
CONT_s10_BigBuckBunny,4,40,,1.010569,0.264658,0.0,1.31532,,,,,,,,1288269,1127,6,6817042,-99,0.05,-0.068419,1.066244,1.31532,0.859235,0.42758,0.947784,0.93659,1.022015,Good
CONT_s10_BigBuckBunny,5,41,,0.666068,0.502283,0.0,1.203287,,,,,,,,854906,683,2,7671948,-444,0.341463,-0.344501,0.999137,1.171306,0.994525,0.304904,0.666643,0.659102,1.004752,Good
CONT_s10_BigBuckBunny,6,41,,0.881436,0.137428,0.603598,1.227469,,,,,,,,1145306,933,2,8817254,250,0.0,0.215368,0.982265,0.96153,0.842786,0.108814,0.897351,1.323342,0.729662,Excellent
CONT_s10_BigBuckBunny,7,40,,0.843088,0.123436,0.576887,1.101384,,,,,,,,1069309,907,5,9886563,-26,0.0,-0.038348,0.965114,0.953582,0.84591,0.07566,0.873563,0.956494,0.818157,Good
CONT_s10_BigBuckBunny,8,41,,0.734477,0.301777,0.0,1.017541,,,,,,,,942241,892,4,10828804,-15,0.121951,-0.108611,0.939415,1.017541,0.480154,0.432218,0.781845,0.871175,1.017541,Good
CONT_s10_BigBuckBunny,9,41,,0.586317,0.378567,0.0,1.025734,,,,,,,,754818,624,2,11583622,-268,0.268293,-0.14816,0.903923,0.96327,0.63449,0.327367,0.648636,0.798278,0.0,Good
CONT_s10_BigBuckBunny,10,41,,0.536412,0.22846,0.0,0.971096,,,,,,,,690188,589,2,12273810,-35,0.121951,-0.049905,0.870623,0.730454,0.579877,0.068834,0.616124,0.914884,0.575415,Good
CONT_s10_BigBuckBunny,11,41,,0.571259,0.082571,0.295704,0.835576,,,,,,,,733440,610,2,13007250,21,0.0,0.034847,0.845702,0.835576,0.573067,0.129547,0.675485,1.064963,0.489693,Good
CONT_s10_BigBuckBunny,12,41,,0.573811,0.075413,0.392604,0.728196,,,,,,,,733787,645,4,13741037,35,0.0,0.002552,0.824829,0.69279,0.580724,0.056415,0.695673,1.004467,0.589972,Good
CONT_s10_BigBuckBunny,13,41,,2.436283,12.086039,0.345838,78.87346,,,,,,,,3144247,2662,6,16885284,2017,0.0,1.862472,0.940915,0.575568,0.458484,0.051821,2.58927,4.245793,0.486156,Good
CONT_s10_BigBuckBunny,14,41,,0.377426,0.195946,0.0,0.819303,,,,,,,,482411,494,6,17367695,-2168,0.170732,-2.058857,0.903315,0.819303,0.178692,0.268075,0.417823,0.154919,0.390925,Good
CONT_s10_BigBuckBunny,15,40,,0.34801,0.21318,0.0,0.717303,,,,,,,,444737,368,2,17812432,-126,0.225,-0.029416,0.868912,0.608348,0.449722,0.101474,0.400512,0.922062,0.385262,Degraded
CONT_s10_BigBuckBunny,16,40,,0.451829,0.090063,0.284722,0.589164,,,,,,,,580290,483,2,18392722,115,0.0,0.103819,0.844383,0.581969,0.444534,0.108956,0.5351,1.298322,0.579054,Degraded
CONT_s10_BigBuckBunny,17,40,,0.390425,0.182765,0.0,0.579054,,,,,,,,494508,409,2,18887230,-74,0.15,-0.061404,0.819413,0.541067,0.283513,0.245383,0.476469,0.864099,0.0,Degraded
CONT_s10_BigBuckBunny,18,41,,0.281442,0.255676,0.0,0.881891,,,,,,,,362835,305,2,19250065,-104,0.365854,-0.108983,0.79082,0.689081,0.13027,0.211338,0.355886,0.720861,0.209739,Degraded
CONT_s10_BigBuckBunny,19,44,,0.209511,0.073391,0.099011,0.582273,,,,,,,,290788,349,2,19540853,44,0.0,-0.071931,0.759518,0.226683,0.20082,0.019104,0.275847,0.74442,0.146134,Degraded
CONT_s10_BigBuckBunny,20,40,,0.183365,0.099227,0.0,0.535716,,,,,,,,231485,281,4,19772338,-68,0.125,-0.026146,0.732609,0.293291,0.204078,0.056235,0.25029,0.875205,0.204831,Critical
CONT_s10_BigBuckBunny,21,41,,0.120663,0.127383,0.0,0.635048,,,,,,,,156432,193,4,19928770,-88,0.414634,-0.062702,0.704537,0.635048,0.061547,0.174645,0.171266,0.658048,0.0,Critical
CONT_s10_BigBuckBunny,22,41,,0.050935,0.149714,0.0,0.67508,,,,,,,,65535,71,2,19994305,-122,0.853659,-0.069728,0.676026,0.499799,0.052388,0.139484,0.075345,0.422126,0.128861,Critical
CONT_s10_BigBuckBunny,23,40,,0.048237,0.1243,0.0,0.548452,,,,,,,,60941,55,2,20055246,-16,0.825,-0.002698,0.65021,0.548452,0.066873,0.161158,0.074187,0.947031,0.0,Critical
CONT_s10_BigBuckBunny,24,41,,0.126692,0.117072,0.0,0.449046,,,,,,,,163117,137,2,20218363,82,0.390244,0.078455,0.628993,0.242148,0.128375,0.098299,0.20142,2.626449,0.001598,Critical
CONT_s10_BigBuckBunny,25,40,,0.125265,0.098003,0.0,0.290012,,,,,,,,158532,141,2,20376895,4,0.35,-0.001427,0.609979,0.216079,0.084054,0.099712,0.20536,0.988736,0.0,Degraded
CONT_s10_BigBuckBunny,26,41,,0.126772,0.120457,0.0,0.441926,,,,,,,,164304,141,4,20541199,0,0.414634,0.001507,0.591785,0.25456,0.153703,0.0973,0.21422,1.01203,0.144165,Critical
CONT_s10_BigBuckBunny,27,44,,0.143362,0.057098,0.001667,0.284766,,,,,,,,199194,203,4,20740393,62,0.022727,0.01659,0.574524,0.238046,0.141793,0.051011,0.249532,1.130865,0.145606,Degraded
CONT_s10_BigBuckBunny,28,40,,0.103958,0.095207,0.0,0.343419,,,,,,,,132213,126,4,20872606,-77,0.375,-0.039404,0.558577,0.343419,0.048887,0.111211,0.186112,0.725143,0.243221,Critical
CONT_s10_BigBuckBunny,29,41,,0.065148,0.10933,0.0,0.427845,,,,,,,,84551,84,2,20957157,-42,0.634146,-0.03881,0.542066,0.028184,0.002769,0.007788,0.120185,0.626676,0.0,Critical
CONT_s10_ElephantsDream,1,35,,1.015537,0.105473,0.800557,1.269367,,,,,,,,1289377,1094,4,2580436,13,0.0,-0.00183,1.016205,1.269367,1.002027,0.126414,0.999343,0.998201,1.06443,Good
CONT_s10_ElephantsDream,2,36,,1.166067,2.065075,0.0,13.12806,,,,,,,,1528712,1223,4,4109148,129,0.166667,0.15053,1.06737,1.22132,1.001056,0.215795,1.092467,1.148227,1.110018,Good
CONT_s10_ElephantsDream,3,35,,1.082061,0.072327,0.922308,1.202208,,,,,,,,1381788,1259,6,5490936,36,0.0,-0.084006,1.070833,1.202208,1.089869,0.090723,1.010485,0.927958,1.130806,Good
CONT_s10_ElephantsDream,4,35,,1.075741,0.070865,0.941381,1.198392,,,,,,,,1367355,1259,5,6858291,0,0.0,-0.00632,1.071803,1.198392,1.073381,0.081325,1.003674,0.994159,0.987218,Good
CONT_s10_ElephantsDream,5,36,,0.866226,0.405499,0.0,1.166816,,,,,,,,1135827,928,2,7994118,-331,0.166667,-0.209515,1.037399,1.166816,1.057326,0.039232,0.834998,0.805237,1.008951,Good
CONT_s10_ElephantsDream,6,41,,1.425953,2.52278,0.001405,15.1328,,,,,,,,2109185,1682,2,10103303,754,0.02439,0.559727,1.099575,1.012635,0.778722,0.253959,1.296822,1.646167,0.001405,Critical
CONT_s10_ElephantsDream,7,35,,0.814791,0.172362,0.001405,0.998201,,,,,,,,1050652,973,6,11153955,-709,0.028571,-0.611162,1.064479,0.937295,0.849545,0.065313,0.765436,0.571401,0.747209,Degraded
CONT_s10_ElephantsDream,8,35,,0.849134,0.050611,0.747209,0.933055,,,,,,,,1089391,1076,4,12243346,103,0.0,0.034343,1.040988,0.916473,0.854232,0.024813,0.8157,1.042149,0.856401,Degraded
