run_id,window_index,t_start,mean_o22,stall_s,label
CONT_s10_Valkaama,0,0.0,4.302,0.727,Degraded
CONT_s10_Valkaama,1,10.0,3.8539,0,Good
CONT_s10_Valkaama,2,20.0,3.7806,0,Good
CONT_s10_Valkaama,3,30.0,3.7806,0,Good
CONT_s10_Valkaama,4,40.0,3.7806,0,Good
CONT_s10_Valkaama,5,50.0,3.7806,0,Good
CONT_s10_Valkaama,6,60.0,4.0649,0,Excellent
CONT_s10_Valkaama,7,70.0,3.8657,0,Good
CONT_s10_Valkaama,8,80.0,3.7602,0,Good
CONT_s10_Valkaama,9,90.0,3.7476,0,Good
CONT_s10_Valkaama,10,100.0,3.7269,0,Good
CONT_s10_Valkaama,11,110.0,3.3853,0,Good
CONT_s10_Valkaama,12,120.0,2.8728,0,Degraded
CONT_s10_Valkaama,13,130.0,2.8728,0,Degraded
CONT_s10_Valkaama,14,140.0,2.486,0,Degraded
CONT_s10_Valkaama,15,150.0,2.6569,0,Degraded
CONT_s10_Valkaama,16,160.0,2.7861,0,Degraded
CONT_s10_Valkaama,17,170.0,2.7861,0,Degraded
CONT_s10_Valkaama,18,180.0,2.9742,0,Degraded
CONT_s10_Valkaama,19,190.0,3.7269,0,Good
CONT_s10_Valkaama,20,200.0,3.7269,0,Good
CONT_s10_Valkaama,21,210.0,2.4397,2.635,Critical
CONT_s10_Valkaama,22,220.0,1.6267,0,Critical
CONT_s10_Valkaama,23,230.0,1.6556,0,Critical
CONT_s10_Valkaama,24,240.0,1.6556,0,Critical
CONT_s10_Valkaama,25,250.0,2.4129,0,Degraded
CONT_s10_Valkaama,26,260.0,1.6556,0,Critical
CONT_s10_Valkaama,27,270.0,1.6556,0,Critical
CONT_s10_Valkaama,28,280.0,1.6123,0,Critical
CONT_s10_Valkaama,29,290.0,1.5834,0,Critical
