run_id,window_index,t_media_start,t_wall_start,t_wall_end,throughput_mean,throughput_std,throughput_min,throughput_max,total_bytes,total_packets,active_flows,n_samples,tp_slot_akhir,tp_pendek_mean,tp_pendek_std,tp_pendek_max,tp_delta_prev,tp_rasio_prev,pkt_delta_prev,tp_kumulatif,tp_rasio_kumulatif,bytes_kumulatif,rasio_diam
CONT_s7_ElephantsDream,0,0.0,1788989558.26,1788989568.26,2.779625,11.178297,0.0,65.54037,3515207,2667,4,37,0.0,1.367597,4.32472,15.043562,2.779625,0.0,2667,2.708146,1.026394,3515207,0.810811
CONT_s7_ElephantsDream,1,10.0,1788989568.26,1788989578.26,1.257154,4.440824,0.0,20.444402,1600835,1204,2,35,6.771399,2.474164,6.003704,20.444402,-1.522471,0.452275,-1463,1.999762,0.628652,5116042,0.914286
CONT_s7_ElephantsDream,2,20.0,1788989578.26,1788989588.26,3.703576,5.919937,0.002825,25.747974,4811731,3663,4,37,3.892476,4.324324,6.240195,21.402182,2.446422,2.946,2459,2.568136,1.442126,9927773,0.324324
CONT_s7_ElephantsDream,3,30.0,1788989588.26,1788989598.26,2.833687,5.203728,0.0,23.05889,3592824,2754,4,36,0.649491,3.82327,6.850504,23.05889,-0.869889,0.765122,-909,2.634291,1.075692,13520597,0.361111
CONT_s7_ElephantsDream,4,40.0,1788989598.26,1788989608.26,1.108591,0.184826,0.649491,1.31745,1444324,1597,6,37,1.31745,1.017959,0.229525,1.31745,-1.725096,0.391219,-1157,2.325108,0.476791,14964921,0.0
CONT_s7_ElephantsDream,5,50.0,1788989608.26,1788989618.26,0.98986,0.253797,0.386858,1.31745,1254438,1294,5,36,1.093785,0.800217,0.229133,1.233711,-0.118731,0.892899,-303,2.105774,0.470069,16219359,0.0
CONT_s7_ElephantsDream,6,60.0,1788989618.26,1788989628.26,0.926522,0.288491,0.049638,1.348645,1215227,1129,2,37,1.086982,0.991334,0.171076,1.320051,-0.063338,0.936013,-165,1.934557,0.478932,17434586,0.0
CONT_s7_ElephantsDream,7,70.0,1788989628.26,1788989638.26,0.44107,0.49834,0.0,1.236575,561950,517,2,36,0.0,0.451295,0.462475,1.159382,-0.485452,0.476049,-612,1.749821,0.252066,17996536,0.472222
CONT_s7_ElephantsDream,8,80.0,1788989638.26,1788989648.26,0.97347,0.445788,0.0,1.417253,1240861,1359,7,36,0.942326,1.164192,0.079064,1.254649,0.5324,2.207065,842,1.664138,0.58497,19237397,0.166667
CONT_s7_ElephantsDream,9,90.0,1788989648.26,1788989658.26,1.291052,0.614452,0.174369,2.669986,1672992,1974,3,37,2.669986,1.672083,0.584731,2.669986,0.317582,1.326237,615,1.626268,0.793874,20910389,0.0
CONT_s7_ElephantsDream,10,100.0,1788989658.26,1788989668.26,0.963981,0.641657,0.0,2.669986,1229679,1467,2,36,1.113069,0.443657,0.445014,1.119653,-0.327071,0.746663,-507,1.566821,0.615246,22140068,0.138889
CONT_s7_ElephantsDream,11,110.0,1788989668.26,1788989678.26,1.213693,1.147441,0.0,3.688294,1582494,1799,4,37,3.329095,2.4461,1.018728,3.688294,0.249712,1.259042,332,1.53668,0.789815,23722562,0.324324
CONT_s7_ElephantsDream,12,120.0,1788989678.26,1788989688.26,3.24968,0.369973,1.130728,3.48047,4112948,3942,6,36,3.2791,3.32987,0.043009,3.397432,2.035987,2.677514,2143,1.666526,1.949973,27835510,0.0
CONT_s7_ElephantsDream,13,130.0,1788989688.26,1788989698.26,3.332217,0.084569,3.179409,3.498774,4350250,4293,6,37,3.252997,3.341851,0.099418,3.498774,0.082537,1.025399,351,1.787279,1.864408,32185760,0.0
CONT_s7_ElephantsDream,14,140.0,1788989698.26,1788989708.26,1.550741,1.619075,0.0,3.555492,1958554,1823,4,36,3.41927,0.928685,1.513845,3.41927,-1.781476,0.465378,-2470,1.771096,0.875583,34144314,0.444444
CONT_s7_ElephantsDream,15,150.0,1788989708.26,1788989718.26,0.712714,1.132138,0.0,3.41927,923284,703,2,36,0.0,1.076578,1.244638,2.752552,-0.838027,0.459596,-1120,1.704023,0.418254,35067598,0.666667
CONT_s7_ElephantsDream,16,160.0,1788989718.26,1788989728.26,2.216806,0.964954,0.0,3.049372,2799664,2179,2,35,2.344784,2.624245,0.190112,2.875367,1.504092,3.110372,1476,1.733607,1.278725,37867262,0.142857
CONT_s7_ElephantsDream,17,170.0,1788989728.26,1788989738.26,2.645314,0.110398,2.338886,2.794525,3475355,2601,4,37,2.794525,2.67166,0.087376,2.794525,0.428508,1.1933,422,1.785323,1.481701,41342617,0.0
CONT_s7_ElephantsDream,18,180.0,1788989738.26,1788989748.26,3.218042,4.29425,0.002978,28.353974,4090376,3341,6,36,2.798033,2.480832,0.648235,2.798033,0.572728,1.216507,740,1.859873,1.730248,45432993,0.027778
