run_id,window_index,t_media_start,t_wall_start,t_wall_end,throughput_mean,throughput_std,throughput_min,throughput_max,total_bytes,total_packets,active_flows,n_samples,tp_slot_akhir,tp_pendek_mean,tp_pendek_std,tp_pendek_max,tp_delta_prev,tp_rasio_prev,pkt_delta_prev,tp_kumulatif,tp_rasio_kumulatif,bytes_kumulatif,rasio_diam
CONT_s1_OfForestAndMen,0,0.0,1788992623.053,1788992633.053,7.658168,26.820246,0.0,153.814021,10835783,8102,4,33,0.0,1.963423,5.890269,19.634229,7.658168,0.0,8102,8.542286,0.896501,10835783,0.454545
CONT_s1_OfForestAndMen,1,10.0,1788992633.053,1788992643.053,3.07913,9.851424,0.0,45.767298,4040247,3011,2,34,45.767298,4.581902,13.728474,45.767298,-4.579038,0.402071,-5091,5.804147,0.530505,14876030,0.852941
CONT_s1_OfForestAndMen,2,20.0,1788992643.053,1788992653.053,3.762578,10.588975,0.0,45.767298,4864460,3599,2,33,0.0,3.000802,9.002406,30.00802,0.683448,1.221961,588,5.13522,0.7327,19740490,0.878788
CONT_s1_OfForestAndMen,3,30.0,1788992653.053,1788992663.053,2.697789,11.119008,0.0,58.763348,3436324,2565,2,33,0.420259,0.082594,0.162068,0.420259,-1.064789,0.717005,-1034,4.510995,0.598047,23176814,0.848485
CONT_s1_OfForestAndMen,4,40.0,1788992663.053,1788992673.053,0.239003,0.072729,0.124181,0.420259,310060,254,2,34,0.200186,0.240873,0.06764,0.391215,-2.458786,0.088592,-2311,3.650169,0.065477,23486874,0.0
CONT_s1_OfForestAndMen,5,50.0,1788992673.053,1788992683.053,0.234325,0.092364,0.042238,0.412308,298182,260,7,33,0.242795,0.253942,0.106431,0.412308,-0.004678,0.980427,6,3.085917,0.075934,23785056,0.0
CONT_s1_OfForestAndMen,6,60.0,1788992683.053,1788992693.053,0.56618,1.615871,0.164683,9.843288,774269,758,6,34,0.318741,0.294506,0.042935,0.340055,0.331855,2.416217,498,2.724001,0.207849,24559325,0.0
CONT_s1_OfForestAndMen,7,70.0,1788992693.053,1788992703.895,0.281923,0.057751,0.0,0.331185,389273,448,5,36,0.0,0.254861,0.092133,0.329317,-0.284257,0.497939,-310,2.399792,0.117478,24948598,0.027778
CONT_s1_OfForestAndMen,8,80.0,1788992703.895,1788992713.895,0.151631,0.183366,0.0,0.641316,198423,220,2,34,0.366769,0.307315,0.047742,0.399029,-0.130292,0.537845,-228,2.148235,0.070584,25147021,0.5
CONT_s1_OfForestAndMen,9,90.0,1788992713.895,1788992723.895,0.291205,0.027718,0.241997,0.366769,364454,391,2,33,0.288625,0.288554,0.011796,0.314639,0.139574,1.920485,171,1.968727,0.147915,25511475,0.0
CONT_s1_OfForestAndMen,10,100.0,1788992723.895,1788992733.895,0.291998,0.032152,0.222863,0.344211,386382,417,4,35,0.315045,0.300965,0.033681,0.343893,0.000793,1.002723,26,1.813177,0.161042,25897857,0.0
CONT_s1_OfForestAndMen,11,110.0,1788992733.895,1788992743.895,0.466552,0.287308,0.0,0.992331,582822,594,5,33,0.0,0.745094,0.254005,0.900324,0.174554,1.597792,177,1.704692,0.273687,26480679,0.060606
CONT_s1_OfForestAndMen,12,120.0,1788992743.895,1788992753.895,0.174101,0.331746,0.0,0.973723,219341,194,2,33,0.837709,0.175581,0.351622,0.918103,-0.292451,0.373165,-400,1.590502,0.109463,26700020,0.757576
CONT_s1_OfForestAndMen,13,130.0,1788992753.895,1788992763.895,0.81596,0.076888,0.647831,0.997293,1056162,882,2,34,0.720158,0.811639,0.10913,0.997293,0.641859,4.686705,688,1.535097,0.531536,27756182,0.0
CONT_s1_OfForestAndMen,14,140.0,1788992763.895,1788992773.895,1.242345,2.232313,0.0,13.638306,1616377,1395,4,34,1.407424,1.396479,0.046587,1.518682,0.426385,1.522556,513,1.515905,0.81954,29372559,0.264706
CONT_s1_OfForestAndMen,15,150.0,1788992773.895,1788992783.895,1.319615,0.251486,0.0,1.559867,1721131,1560,4,34,0.0,1.189395,0.413899,1.431059,0.07727,1.062197,165,1.503437,0.877732,31093690,0.029412
CONT_s1_OfForestAndMen,16,160.0,1788992783.895,1788992793.895,1.052735,0.54697,0.0,1.536578,1360471,1141,6,34,1.482794,1.377674,0.099233,1.50719,-0.26688,0.797759,-419,1.476573,0.712958,32454161,0.176471
CONT_s1_OfForestAndMen,17,170.0,1788992793.895,1788992803.895,1.034724,0.574868,0.0,1.482794,1319946,1190,4,33,0.0,0.383019,0.536984,1.441652,-0.018011,0.982891,49,1.452371,0.712438,33774107,0.212121
CONT_s1_OfForestAndMen,18,180.0,1788992803.895,1788992813.895,1.135291,0.497772,0.0,1.539677,1467459,1176,2,33,1.141548,1.347966,0.107137,1.503353,0.100567,1.097192,-14,1.435612,0.790806,35241566,0.151515
CONT_s1_OfForestAndMen,19,190.0,1788992813.895,1788992823.895,1.57436,4.731763,0.0,28.141952,2000095,1562,2,33,0.901394,0.756121,0.259857,1.000158,0.439069,1.386746,386,1.442383,1.091499,37241661,0.333333
CONT_s1_OfForestAndMen,20,200.0,1788992823.895,1788992833.895,0.819969,0.071955,0.680606,0.961732,1077047,895,2,34,0.79716,0.816073,0.08454,0.961732,-0.754391,0.520827,-667,1.412276,0.580601,38318708,0.0
CONT_s1_OfForestAndMen,21,210.0,1788992833.895,1788992843.895,0.825242,0.064829,0.719841,0.965646,1040657,889,4,33,0.885779,0.823851,0.039371,0.885779,0.005273,1.006431,-6,1.386174,0.595338,39359365,0.0
CONT_s1_OfForestAndMen,22,220.0,1788992843.895,1788992853.895,0.83117,0.049548,0.761224,0.928926,1076993,996,6,34,0.922179,0.829396,0.049186,0.922179,0.005928,1.007183,107,1.361938,0.610285,40436358,0.0
CONT_s1_OfForestAndMen,23,230.0,1788992853.895,1788992863.895,0.829731,0.05161,0.730437,0.951579,1053122,967,6,33,0.838261,0.825724,0.040017,0.894742,-0.001439,0.998269,-29,1.340116,0.619149,41489480,0.0
CONT_s1_OfForestAndMen,24,240.0,1788992863.895,1788992873.895,0.82347,0.037907,0.72272,0.899821,1077442,951,2,34,0.804139,0.820996,0.041815,0.860344,-0.006261,0.992454,-16,1.319139,0.624248,42566922,0.0
CONT_s1_OfForestAndMen,25,250.0,1788992873.895,1788992883.895,0.782327,1.53695,0.0,8.964166,1016729,833,2,34,0.0,0.683385,0.841843,1.873333,-0.041143,0.950037,-118,1.298496,0.602487,43583651,0.470588
CONT_s1_OfForestAndMen,26,260.0,1788992883.895,1788992893.895,1.516279,0.672364,0.0,1.980393,1949856,1602,4,33,1.712621,1.820791,0.082614,1.935448,0.733952,1.938165,769,1.306696,1.160392,45533507,0.151515
