run_id,window_index,t_media_start,t_wall_start,t_wall_end,throughput_mean,throughput_std,throughput_min,throughput_max,total_bytes,total_packets,active_flows,n_samples,tp_slot_akhir,tp_pendek_mean,tp_pendek_std,tp_pendek_max,tp_delta_prev,tp_rasio_prev,pkt_delta_prev,tp_kumulatif,tp_rasio_kumulatif,bytes_kumulatif,rasio_diam
CONT_s9_Valkaama,0,0.0,1789015689.087,1789015699.087,1.061033,0.030622,1.009804,1.156003,1391918,1380,6,23,1.03349,1.061259,0.024194,1.086888,1.061033,0.0,1380,1.061014,1.000018,1391918,0.0
CONT_s9_Valkaama,1,10.0,1789015699.087,1789015709.087,2.336975,8.418117,0.0,41.750926,3070351,2486,4,23,0.0,0.387125,0.547525,1.33977,1.275942,2.202547,1106,1.698109,1.376222,4462269,0.391304
CONT_s9_Valkaama,2,20.0,1789015709.087,1789015719.087,0.184616,0.376267,0.0,1.318462,235366,186,2,22,0.428799,0.061257,0.150048,0.428799,-2.152359,0.078998,-2300,1.204506,0.153271,4697635,0.772727
CONT_s9_Valkaama,3,30.0,1789015719.087,1789015729.087,0.552628,0.553364,0.0,1.337229,725398,579,2,23,1.086339,0.844036,0.538668,1.337229,0.368012,2.993392,393,1.039567,0.531594,5423033,0.434783
CONT_s9_Valkaama,4,40.0,1789015729.087,1789015739.087,1.210987,0.040031,1.086339,1.308033,1568511,1264,4,23,1.26507,1.21601,0.021064,1.26507,0.658359,2.191324,685,1.073679,1.127886,6991544,0.0
CONT_s9_Valkaama,5,50.0,1789015739.087,1789015749.087,1.159589,0.255245,0.0086,1.361078,1514733,1256,4,23,1.170298,1.030781,0.423584,1.361078,-0.051398,0.957557,-8,1.087944,1.065854,8506277,0.043478
CONT_s9_Valkaama,6,60.0,1789015749.087,1789015759.087,0.819132,1.077234,0.0,4.893851,1069606,851,2,23,1.922628,0.274661,0.67278,1.922628,-0.340457,0.706399,-405,1.049413,0.780562,9575883,0.478261
CONT_s9_Valkaama,7,70.0,1789015759.087,1789015769.087,2.798876,0.20124,1.922628,2.956343,3655008,2787,2,23,2.92639,2.830894,0.075059,2.956343,1.979744,3.41688,1936,1.268417,2.20659,13230891,0.0
CONT_s9_Valkaama,8,80.0,1789015769.087,1789015779.087,2.851089,0.097048,2.64933,3.032174,3717241,3124,5,23,3.032174,2.857528,0.121626,3.032174,0.052213,1.018655,337,1.444261,1.974082,16948132,0.0
CONT_s9_Valkaama,9,90.0,1789015779.087,1789015789.087,1.991447,0.701063,1.338504,3.032174,2590905,2086,2,23,1.413504,1.40617,0.055762,1.527698,-0.859642,0.698486,-1038,1.498839,1.32866,19539037,0.0
