run_id,window_index,t_media_start,t_wall_start,t_wall_end,throughput_mean,throughput_std,throughput_min,throughput_max,total_bytes,total_packets,active_flows,n_samples,tp_slot_akhir,tp_pendek_mean,tp_pendek_std,tp_pendek_max,tp_delta_prev,tp_rasio_prev,pkt_delta_prev,tp_kumulatif,tp_rasio_kumulatif,bytes_kumulatif,rasio_diam
CONT_s7_TearsOfSteel,0,0.0,1789005674.351,1789005684.351,1.94261,5.934585,0.0,30.679989,2450413,1943,6,26,5.551965,0.693996,1.83614,5.551965,1.94261,0.0,1943,1.925025,1.009135,2450413,0.5
CONT_s7_TearsOfSteel,1,10.0,1789005684.351,1789005694.351,0.799739,2.294218,0.0,8.335039,1064869,805,2,27,0.0,1.044164,2.755698,8.335039,-1.142871,0.411683,-1138,1.346722,0.593841,3515282,0.851852
CONT_s7_TearsOfSteel,2,20.0,1789005694.351,1789005704.351,2.690879,3.835787,0.0,14.524039,3331150,2552,4,25,10.934778,3.343659,3.737369,10.934778,1.89114,3.364696,1747,1.769818,1.520427,6846432,0.28
CONT_s7_TearsOfSteel,3,30.0,1789005704.351,1789005714.351,2.746682,3.193027,0.001997,10.934778,3655405,2817,4,27,0.01488,3.218905,3.364469,9.798598,0.055803,1.020738,265,2.015954,1.362473,10501837,0.111111
CONT_s7_TearsOfSteel,4,40.0,1789005714.351,1789005724.351,1.09867,0.453964,0.01488,2.616548,1435314,1522,6,26,1.189698,1.18091,0.057636,1.299096,-1.648012,0.399999,-1295,1.83347,0.59923,11937151,0.0
CONT_s7_TearsOfSteel,5,50.0,1789005724.351,1789005734.351,1.022271,0.297365,0.295499,1.31501,1321595,1365,7,26,0.66595,0.635473,0.248507,1.131053,-0.076399,0.930462,-157,1.699055,0.60167,13258746,0.0
CONT_s7_TearsOfSteel,6,60.0,1789005734.351,1789005744.351,0.602075,0.329875,0.008642,1.182941,774151,658,4,26,0.610503,0.538753,0.450651,1.136549,-0.420196,0.588958,-707,1.543001,0.390197,14032897,0.076923
CONT_s7_TearsOfSteel,7,70.0,1789005744.351,1789005754.351,0.484395,0.355072,0.0,1.143532,626830,555,2,26,0.413245,0.510943,0.268281,0.944646,-0.11768,0.804543,-103,1.410944,0.343313,14659727,0.230769
CONT_s7_TearsOfSteel,8,80.0,1789005754.351,1789005764.351,1.005812,0.320976,0.008555,1.273515,1303777,1352,6,26,1.202515,1.184674,0.037719,1.240078,0.521417,2.076429,797,1.365629,0.736519,15963504,0.038462
CONT_s7_TearsOfSteel,9,90.0,1789005764.351,1789005774.351,0.970926,0.481292,0.256165,2.104838,1265310,1400,5,26,0.369922,1.377212,0.558501,2.104838,-0.034886,0.965316,48,1.325859,0.7323,17228814,0.0
CONT_s7_TearsOfSteel,10,100.0,1789005774.351,1789005784.351,0.562711,0.610393,0.0,2.3719,736108,862,2,26,2.3719,0.60189,0.788551,2.3719,-0.408215,0.579561,-538,1.256978,0.44767,17964922,0.423077
CONT_s7_TearsOfSteel,11,110.0,1789005784.351,1789005794.351,0.759704,0.833341,0.0,3.017531,981090,1210,4,26,1.060661,1.15327,0.909527,3.017531,0.196993,1.350078,348,1.216052,0.62473,18946012,0.384615
CONT_s7_TearsOfSteel,12,120.0,1789005794.351,1789005804.351,2.804847,1.031015,0.357008,3.938692,3642104,3304,6,26,3.071289,3.298174,0.452975,3.868883,2.045143,3.692026,2094,1.338232,2.095935,22588116,0.0
CONT_s7_TearsOfSteel,13,130.0,1789005804.351,1789005814.351,2.969998,0.751869,0.167893,3.902568,3864539,3472,6,26,3.423215,2.770964,1.014974,3.423215,0.165151,1.058881,168,1.45503,2.041194,26452655,0.0
CONT_s7_TearsOfSteel,14,140.0,1789005814.351,1789005824.351,2.909924,1.008034,0.0,3.45476,3773793,3071,4,26,3.322247,2.001954,1.447905,3.32489,-0.060074,0.979773,-401,1.552149,1.874771,30226448,0.076923
CONT_s7_TearsOfSteel,15,150.0,1789005824.351,1789005834.351,1.494823,1.321689,0.0,3.501471,1926994,1550,2,26,0.641153,1.525503,1.101753,2.773852,-1.415101,0.513698,-1521,1.547937,0.965687,32153442,0.307692
CONT_s7_TearsOfSteel,16,160.0,1789005834.351,1789005844.351,0.769623,1.049534,0.0,2.753415,1010674,769,2,26,2.514669,0.550013,0.916392,2.514669,-0.7252,0.514859,-781,1.502001,0.512398,33164116,0.576923
CONT_s7_TearsOfSteel,17,170.0,1789005844.351,1789005854.351,2.096841,1.014103,0.0,2.828475,2723185,2160,4,26,2.726932,2.652728,0.095044,2.806002,1.327218,2.724504,1391,1.534796,1.366202,35887301,0.153846
CONT_s7_TearsOfSteel,18,180.0,1789005854.351,1789005864.351,3.381461,3.513984,2.369462,20.938782,4435836,3676,6,26,2.89327,2.727599,0.111678,2.89327,1.28462,1.612645,1516,1.633507,2.070062,40323137,0.0
CONT_s7_TearsOfSteel,19,190.0,1789005864.351,1789005874.351,2.403882,0.757079,0.0,3.009111,3143253,2571,6,26,2.702036,2.121403,1.031465,2.896008,-0.977579,0.7109,-1105,1.67223,1.437531,43466390,0.038462
CONT_s7_TearsOfSteel,20,200.0,1789005874.351,1789005884.351,1.646097,1.166026,0.0,3.161818,2155197,1653,2,26,2.608641,2.09366,0.863326,2.682179,-0.757785,0.684766,-918,1.67101,0.985091,45621587,0.269231
CONT_s7_TearsOfSteel,21,210.0,1789005884.351,1789005894.351,1.151931,1.140065,0.0,2.937756,1474607,1357,4,25,2.127692,1.344406,1.042411,2.239063,-0.494166,0.699795,-296,1.648384,0.698824,47096194,0.44
CONT_s7_TearsOfSteel,22,220.0,1789005894.351,1789005904.351,2.159875,0.033005,2.107023,2.238553,2844193,3217,6,26,2.145062,2.149183,0.024936,2.183928,1.007944,1.875004,1860,1.670925,1.292622,49940387,0.0
CONT_s7_TearsOfSteel,23,230.0,1789005904.351,1789005914.351,1.153166,0.991733,0.0,2.3183,1489212,1702,4,26,0.0,1.030989,0.944954,2.189828,-1.006709,0.533904,-1515,1.649301,0.699185,51429599,0.346154
CONT_s7_TearsOfSteel,24,240.0,1789005914.351,1789005924.351,1.38981,0.96943,0.0,2.206387,1833715,2135,4,26,2.147697,2.134894,0.090219,2.206387,0.236644,1.205212,433,1.639238,0.847839,53263314,0.307692
CONT_s7_TearsOfSteel,25,250.0,1789005924.351,1789005934.351,1.724395,0.785336,0.0,2.360222,2237007,2543,6,26,0.0,1.131001,0.929066,2.319715,0.334585,1.240742,408,1.642473,1.049877,55500321,0.153846
CONT_s7_TearsOfSteel,26,260.0,1789005934.351,1789005944.351,1.603412,1.43045,0.0,3.39055,2084492,2046,2,26,3.355519,2.777945,0.70836,3.378661,-0.120983,0.92984,-497,1.640684,0.977283,57584813,0.384615
