run_id,window_index,t_media_start,t_wall_start,t_wall_end,throughput_mean,throughput_std,throughput_min,throughput_max,total_bytes,total_packets,active_flows,n_samples
CONT_s13_OfForestAndMen,0,0.0,1788997235.083,1788997245.083,0.458781,1.396254,0.0,7.871646,575616,532,3,30
CONT_s13_OfForestAndMen,1,10.0,1788997245.083,1788997255.083,0.2257,0.086936,0.074976,0.439868,294108,342,2,31
CONT_s13_OfForestAndMen,2,20.0,1788997255.083,1788997265.083,0.225727,0.094184,0.076545,0.455043,293865,338,2,31
CONT_s13_OfForestAndMen,3,30.0,1788997265.083,1788997275.083,0.308361,0.345928,0.10434,2.106368,403152,460,4,31
CONT_s13_OfForestAndMen,4,40.0,1788997275.083,1788997285.083,0.190771,0.04444,0.10434,0.265492,247919,251,5,31
CONT_s13_OfForestAndMen,5,50.0,1788997285.083,1788997295.083,0.188843,0.035028,0.140709,0.257791,238940,242,5,30
CONT_s13_OfForestAndMen,6,60.0,1788997295.083,1788997305.083,1.745304,9.06173,0.0,51.373665,2360678,1800,4,31
CONT_s13_OfForestAndMen,7,70.0,1788997305.083,1788997315.083,0.140408,0.208649,0.0,0.604595,181802,153,2,30
CONT_s13_OfForestAndMen,8,80.0,1788997315.083,1788997325.083,0.442543,0.062858,0.332616,0.578274,560331,478,4,30
CONT_s13_OfForestAndMen,9,90.0,1788997325.083,1788997335.083,0.446828,0.066613,0.290553,0.544125,573138,482,2,30
CONT_s13_OfForestAndMen,10,100.0,1788997335.083,1788997345.083,1.064892,1.626052,0.347518,9.867415,1406865,1212,4,31
CONT_s13_OfForestAndMen,11,110.0,1788997345.083,1788997355.083,0.962228,0.055136,0.762701,1.098687,1228132,1152,6,30
CONT_s13_OfForestAndMen,12,120.0,1788997355.083,1788997365.083,0.961161,0.086428,0.751391,1.127788,1262572,1136,4,31
CONT_s13_OfForestAndMen,13,130.0,1788997365.083,1788997375.083,0.957092,0.092533,0.767942,1.097529,1217505,1044,4,30
CONT_s13_OfForestAndMen,14,140.0,1788997375.083,1788997385.083,2.535061,10.143155,0.0,58.031612,3245058,2590,4,31
CONT_s13_OfForestAndMen,15,150.0,1788997385.083,1788997395.083,0.607882,0.624743,0.0,1.451895,790171,621,2,31
CONT_s13_OfForestAndMen,16,160.0,1788997395.083,1788997405.083,1.264946,0.034555,1.192473,1.354627,1596960,1274,2,30
CONT_s13_OfForestAndMen,17,170.0,1788997405.083,1788997415.083,1.265184,0.109628,1.018138,1.525548,1644571,1394,4,31
CONT_s13_OfForestAndMen,18,180.0,1788997415.083,1788997425.083,1.260272,0.105842,1.018138,1.496349,1643901,1409,6,31
CONT_s13_OfForestAndMen,19,190.0,1788997425.083,1788997435.083,2.758025,8.663942,0.0,50.023405,3536156,2827,6,31
CONT_s13_OfForestAndMen,20,200.0,1788997435.083,1788997445.083,2.563495,1.261386,0.0,3.389666,3338239,2490,2,31
CONT_s13_OfForestAndMen,21,210.0,1788997445.083,1788997455.083,3.1972,0.137663,2.874441,3.498204,4151724,3187,4,31
CONT_s13_OfForestAndMen,22,220.0,1788997455.083,1788997465.083,3.197574,0.13644,2.815963,3.479068,4121053,3118,4,30
CONT_s13_OfForestAndMen,23,230.0,1788997465.083,1788997475.083,3.184259,0.127097,2.959065,3.441762,4127783,3243,6,30
CONT_s13_OfForestAndMen,24,240.0,1788997475.083,1788997485.083,2.245822,2.04899,0.0,10.366805,2852336,2156,4,30
CONT_s13_OfForestAndMen,25,250.0,1788997485.083,1788997495.083,2.316484,1.100059,0.0,3.207455,3074716,2512,6,31
CONT_s13_OfForestAndMen,26,260.0,1788997495.083,1788997505.083,2.918547,0.209005,2.468644,3.59582,3683617,3123,6,29
CONT_s13_OfForestAndMen,27,270.0,1788997505.083,1788997515.083,2.921627,0.120784,2.71128,3.116339,3833494,3135,4,31
CONT_s13_OfForestAndMen,28,280.0,1788997515.083,1788997525.083,2.371024,1.108173,0.0,2.9972,3060170,2315,2,31
CONT_s13_OfForestAndMen,29,290.0,1788997525.083,1788997535.083,0.002227,0.006438,0.0,0.022143,2907,12,2,31
