run_id,window_index,t_start,mean_o22,stall_s,label
S2D_TearsOfSteel_rep1,0,0.0,3.14,10.053,Critical
S2D_TearsOfSteel_rep1,1,10.0,2.4969,29.207,Critical
S2D_TearsOfSteel_rep1,2,20.0,2.4969,8.382,Critical
S2D_TearsOfSteel_rep1,3,30.0,2.4969,15.244,Critical
S2D_TearsOfSteel_rep1,4,40.0,2.4969,16.809,Critical
S2D_TearsOfSteel_rep1,5,50.0,2.4969,15.741,Critical
S2D_TearsOfSteel_rep1,6,60.0,2.4969,0.369,Degraded
S2D_TearsOfSteel_rep1,7,70.0,2.4969,14.934,Critical
S2D_TearsOfSteel_rep1,8,80.0,2.4969,9.262,Critical
S2D_TearsOfSteel_rep1,9,90.0,2.4969,13.125,Critical
S2D_TearsOfSteel_rep1,10,100.0,2.4969,9.325,Critical
S2D_TearsOfSteel_rep1,11,110.0,2.4969,14.089,Critical
S2D_TearsOfSteel_rep1,12,120.0,2.4969,14.393,Critical
