run_id,window_index,o22_degraded,stall_degraded,label_degraded
S1_BigBuckBunny_rep1,0,4.4785,0,Excellent
S1_BigBuckBunny_rep1,1,4.4785,0,Excellent
S1_BigBuckBunny_rep1,2,4.4053,0,Excellent
S1_BigBuckBunny_rep1,3,4.44,0,Excellent
S1_BigBuckBunny_rep1,4,4.4712,0,Excellent
S1_BigBuckBunny_rep1,5,4.3942,0,Excellent
S1_BigBuckBunny_rep1,6,4.3031,0,Excellent
S1_BigBuckBunny_rep1,7,4.3835,0,Excellent
S1_BigBuckBunny_rep1,8,4.4546,0,Excellent
S1_BigBuckBunny_rep1,9,4.4661,0,Excellent
S1_BigBuckBunny_rep1,10,4.4053,0,Excellent
S1_BigBuckBunny_rep1,11,4.4661,0,Excellent
S1_BigBuckBunny_rep1,12,4.4357,0,Excellent
S1_BigBuckBunny_rep1,13,4.4357,0,Excellent
S1_BigBuckBunny_rep1,14,4.4357,0,Excellent
S1_BigBuckBunny_rep1,15,4.4712,0,Excellent
S1_BigBuckBunny_rep1,16,4.4102,0,Excellent
S1_BigBuckBunny_rep1,17,4.4496,0,Excellent
S1_BigBuckBunny_rep1,18,4.4102,0,Excellent
S1_BigBuckBunny_rep1,19,4.4546,0,Excellent
S1_BigBuckBunny_rep1,20,4.457,0,Excellent
S1_BigBuckBunny_rep1,21,4.4772,0,Excellent
S1_BigBuckBunny_rep1,22,4.4674,0,Excellent
S1_BigBuckBunny_rep1,23,4.4785,0,Excellent
S1_BigBuckBunny_rep1,24,4.4761,0,Excellent
S1_BigBuckBunny_rep1,25,4.4496,0,Excellent
S1_BigBuckBunny_rep1,26,4.1095,0,Excellent
S1_BigBuckBunny_rep1,27,1.4467,0,Critical
S1_BigBuckBunny_rep1,28,1.4467,0,Critical
S1_BigBuckBunny_rep1,29,1.4467,0,Critical
S1_ElephantsDream_rep1,0,4.4703,0,Excellent
S1_ElephantsDream_rep1,1,4.3552,0,Excellent
S1_ElephantsDream_rep1,2,4.4831,0,Excellent
S1_ElephantsDream_rep1,3,4.4831,0,Excellent
S1_ElephantsDream_rep1,4,4.4831,0,Excellent
S1_ElephantsDream_rep1,5,4.4831,0,Excellent
S1_ElephantsDream_rep1,6,4.4831,0,Excellent
S1_ElephantsDream_rep1,7,4.4831,0,Excellent
S1_ElephantsDream_rep1,8,4.4831,0,Excellent
S1_ElephantsDream_rep1,9,4.3835,0,Excellent
S1_ElephantsDream_rep1,10,4.4338,0,Excellent
S1_ElephantsDream_rep1,11,4.4545,0,Excellent
S1_ElephantsDream_rep1,12,4.4831,0,Excellent
S1_ElephantsDream_rep1,13,4.3225,0,Excellent
S1_ElephantsDream_rep1,14,4.4043,0,Excellent
S1_ElephantsDream_rep1,15,4.3601,0,Excellent
S1_ElephantsDream_rep1,16,4.4043,0,Excellent
S1_ElephantsDream_rep1,17,4.4043,0,Excellent
S1_ElephantsDream_rep1,18,4.4043,0,Excellent
S1_ElephantsDream_rep1,19,4.4043,0,Excellent
S1_ElephantsDream_rep1,20,4.3994,0,Excellent
S1_ElephantsDream_rep1,21,4.3631,0,Excellent
S1_ElephantsDream_rep1,22,4.426,0,Excellent
S1_ElephantsDream_rep1,23,4.0646,0,Excellent
S1_ElephantsDream_rep1,24,1.4492,0,Critical
S1_ElephantsDream_rep1,25,1.4492,0,Critical
S1_ElephantsDream_rep1,26,1.4492,0,Critical
S1_ElephantsDream_rep1,27,1.4492,9.422,Critical
S1_ElephantsDream_rep1,28,1.4492,9.983,Critical
S1_ElephantsDream_rep1,29,1.4492,9.975,Critical
S1_OfForestAndMen_rep1,0,4.3327,0,Excellent
S1_OfForestAndMen_rep1,1,4.2721,0,Excellent
S1_OfForestAndMen_rep1,2,4.2563,0,Excellent
S1_OfForestAndMen_rep1,3,4.3391,0,Excellent
S1_OfForestAndMen_rep1,4,4.3391,0,Excellent
S1_OfForestAndMen_rep1,5,4.3391,0,Excellent
S1_OfForestAndMen_rep1,6,4.3391,0,Excellent
S1_OfForestAndMen_rep1,7,4.3391,0,Excellent
S1_OfForestAndMen_rep1,8,4.3391,0,Excellent
S1_OfForestAndMen_rep1,9,4.3391,0,Excellent
S1_OfForestAndMen_rep1,10,4.3391,0,Excellent
S1_OfForestAndMen_rep1,11,4.3391,0,Excellent
S1_OfForestAndMen_rep1,12,4.3391,0,Excellent
S1_OfForestAndMen_rep1,13,4.3391,0,Excellent
S1_OfForestAndMen_rep1,14,4.3391,0,Excellent
S1_OfForestAndMen_rep1,15,4.3391,0,Excellent
S1_OfForestAndMen_rep1,16,4.3391,0,Excellent
S1_OfForestAndMen_rep1,17,4.3366,0,Excellent
S1_OfForestAndMen_rep1,18,4.3164,0,Excellent
S1_OfForestAndMen_rep1,19,4.3327,0,Excellent
S1_OfForestAndMen_rep1,20,4.2813,0,Excellent
S1_OfForestAndMen_rep1,21,4.3391,0,Excellent
S1_OfForestAndMen_rep1,22,4.3391,0,Excellent
S1_OfForestAndMen_rep1,23,4.3391,0,Excellent
S1_OfForestAndMen_rep1,24,4.3391,0,Excellent
S1_OfForestAndMen_rep1,25,4.3366,0,Excellent
S1_OfForestAndMen_rep1,26,4.0277,0,Excellent
S1_OfForestAndMen_rep1,27,1.4524,0,Critical
S1_OfForestAndMen_rep1,28,1.4524,0,Critical
S1_OfForestAndMen_rep1,29,1.4524,0,Critical
S1_RedBullPlayStreets_rep1,0,4.5193,0,Excellent
S1_RedBullPlayStreets_rep1,1,4.4767,0,Excellent
S1_RedBullPlayStreets_rep1,2,4.5223,0,Excellent
S1_RedBullPlayStreets_rep1,3,4.5042,0,Excellent
S1_RedBullPlayStreets_rep1,4,4.5193,0,Excellent
S1_RedBullPlayStreets_rep1,5,4.4767,0,Excellent
S1_RedBullPlayStreets_rep1,6,4.5246,0,Excellent
S1_RedBullPlayStreets_rep1,7,4.5246,0,Excellent
S1_RedBullPlayStreets_rep1,8,4.5246,0,Excellent
S1_RedBullPlayStreets_rep1,9,4.5223,0,Excellent
S1_RedBullPlayStreets_rep1,10,4.5042,0,Excellent
S1_RedBullPlayStreets_rep1,11,4.5246,0,Excellent
S1_RedBullPlayStreets_rep1,12,4.5246,0,Excellent
S1_RedBullPlayStreets_rep1,13,4.5246,0,Excellent
S1_RedBullPlayStreets_rep1,14,4.5193,0,Excellent
S1_RedBullPlayStreets_rep1,15,4.4767,0,Excellent
S1_RedBullPlayStreets_rep1,16,4.5246,0,Excellent
S1_RedBullPlayStreets_rep1,17,4.5223,0,Excellent
S1_RedBullPlayStreets_rep1,18,4.4947,0,Excellent
S1_RedBullPlayStreets_rep1,19,4.4369,0,Excellent
S1_RedBullPlayStreets_rep1,20,4.4988,0,Excellent
S1_RedBullPlayStreets_rep1,21,4.4767,0,Excellent
S1_RedBullPlayStreets_rep1,22,4.5193,0,Excellent
S1_RedBullPlayStreets_rep1,23,4.1861,0,Excellent
S1_RedBullPlayStreets_rep1,24,1.6183,0,Critical
S1_RedBullPlayStreets_rep1,25,1.6183,0,Critical
S1_RedBullPlayStreets_rep1,26,1.6183,0,Critical
S1_RedBullPlayStreets_rep1,27,1.6183,9.737,Critical
S1_RedBullPlayStreets_rep1,28,1.6183,9.992,Critical
S1_RedBullPlayStreets_rep1,29,1.6183,10.0,Critical
S1_RedBullPlayStreets_rep1,30,1.6183,9.969,Critical
S1_TearsOfSteel_rep1,0,4.5889,0,Excellent
S1_TearsOfSteel_rep1,1,4.5889,0,Excellent
S1_TearsOfSteel_rep1,2,4.5889,0,Excellent
S1_TearsOfSteel_rep1,3,4.5404,0,Excellent
S1_TearsOfSteel_rep1,4,4.5835,0,Excellent
S1_TearsOfSteel_rep1,5,4.5404,0,Excellent
S1_TearsOfSteel_rep1,6,4.5835,0,Excellent
S1_TearsOfSteel_rep1,7,4.535,0,Excellent
S1_TearsOfSteel_rep1,8,4.5889,0,Excellent
S1_TearsOfSteel_rep1,9,4.535,0,Excellent
S1_TearsOfSteel_rep1,10,4.535,0,Excellent
S1_TearsOfSteel_rep1,11,4.5889,0,Excellent
S1_TearsOfSteel_rep1,12,4.5889,0,Excellent
S1_TearsOfSteel_rep1,13,4.535,0,Excellent
S1_TearsOfSteel_rep1,14,4.5889,0,Excellent
S1_TearsOfSteel_rep1,15,4.5889,0,Excellent
S1_TearsOfSteel_rep1,16,4.5835,0,Excellent
S1_TearsOfSteel_rep1,17,4.5404,0,Excellent
S1_TearsOfSteel_rep1,18,4.5835,0,Excellent
S1_TearsOfSteel_rep1,19,4.5404,0,Excellent
S1_TearsOfSteel_rep1,20,4.5781,0,Excellent
S1_TearsOfSteel_rep1,21,4.4866,0,Excellent
S1_TearsOfSteel_rep1,22,4.535,0,Excellent
S1_TearsOfSteel_rep1,23,4.3312,0,Excellent
S1_TearsOfSteel_rep1,24,2.4972,0,Degraded
S1_TearsOfSteel_rep1,25,2.4972,0,Degraded
S1_TearsOfSteel_rep1,26,2.4972,0,Degraded
S1_TearsOfSteel_rep1,27,2.4972,9.974,Critical
S1_TearsOfSteel_rep1,28,2.4972,9.997,Critical
S1_TearsOfSteel_rep1,29,2.4972,10.0,Critical
S1_TheSwissAccount_rep1,0,4.4577,0,Excellent
S1_TheSwissAccount_rep1,1,4.3382,0,Excellent
S1_TheSwissAccount_rep1,2,4.3981,0,Excellent
S1_TheSwissAccount_rep1,3,4.4055,0,Excellent
S1_TheSwissAccount_rep1,4,4.4644,0,Excellent
S1_TheSwissAccount_rep1,5,4.4055,0,Excellent
S1_TheSwissAccount_rep1,6,4.4661,0,Excellent
S1_TheSwissAccount_rep1,7,4.4148,0,Excellent
S1_TheSwissAccount_rep1,8,4.4131,0,Excellent
S1_TheSwissAccount_rep1,9,4.4048,0,Excellent
S1_TheSwissAccount_rep1,10,4.4583,0,Excellent
S1_TheSwissAccount_rep1,11,4.4032,0,Excellent
S1_TheSwissAccount_rep1,12,4.446,0,Excellent
S1_TheSwissAccount_rep1,13,4.4205,0,Excellent
S1_TheSwissAccount_rep1,14,4.4661,0,Excellent
S1_TheSwissAccount_rep1,15,4.4183,0,Excellent
S1_TheSwissAccount_rep1,16,4.4444,0,Excellent
S1_TheSwissAccount_rep1,17,4.4032,0,Excellent
S1_TheSwissAccount_rep1,18,4.4444,0,Excellent
S1_TheSwissAccount_rep1,19,4.4032,0,Excellent
S1_TheSwissAccount_rep1,20,4.4444,0,Excellent
S1_TheSwissAccount_rep1,21,4.4055,0,Excellent
S1_TheSwissAccount_rep1,22,4.4661,0,Excellent
S1_TheSwissAccount_rep1,23,4.1323,0,Excellent
S1_TheSwissAccount_rep1,24,1.5903,0,Critical
S1_TheSwissAccount_rep1,25,1.5903,0,Critical
S1_TheSwissAccount_rep1,26,1.5903,0,Critical
S1_TheSwissAccount_rep1,27,1.5903,9.701,Critical
S1_TheSwissAccount_rep1,28,1.5903,9.991,Critical
S1_TheSwissAccount_rep1,29,1.5903,10.0,Critical
S1_Valkaama_rep1,0,4.5004,0,Excellent
S1_Valkaama_rep1,1,4.4891,0,Excellent
S1_Valkaama_rep1,2,4.5004,0,Excellent
S1_Valkaama_rep1,3,4.4891,0,Excellent
S1_Valkaama_rep1,4,4.5004,0,Excellent
S1_Valkaama_rep1,5,4.4891,0,Excellent
S1_Valkaama_rep1,6,4.5004,0,Excellent
S1_Valkaama_rep1,7,4.4891,0,Excellent
S1_Valkaama_rep1,8,4.5004,0,Excellent
S1_Valkaama_rep1,9,4.4891,0,Excellent
S1_Valkaama_rep1,10,4.4918,0,Excellent
S1_Valkaama_rep1,11,4.4044,0,Excellent
S1_Valkaama_rep1,12,4.4283,0,Excellent
S1_Valkaama_rep1,13,4.4319,0,Excellent
S1_Valkaama_rep1,14,4.4651,0,Excellent
S1_Valkaama_rep1,15,4.4651,0,Excellent
S1_Valkaama_rep1,16,4.4554,0,Excellent
S1_Valkaama_rep1,17,4.3743,0,Excellent
S1_Valkaama_rep1,18,4.4223,0,Excellent
