run_id,window_index,t_start,mean_o22,stall_s,label
S3A_TheSwissAccount_rep1,0,0.0,3.6329,1.373,Critical
S3A_TheSwissAccount_rep1,1,10.0,1.9046,1.044,Critical
S3A_TheSwissAccount_rep1,2,20.0,1.672,0,Critical
S3A_TheSwissAccount_rep1,3,30.0,1.672,0,Critical
S3A_TheSwissAccount_rep1,4,40.0,3.0625,0,Good
S3A_TheSwissAccount_rep1,5,50.0,3.8051,0,Good
S3A_TheSwissAccount_rep1,6,60.0,3.7894,0,Good
S3A_TheSwissAccount_rep1,7,70.0,3.7894,0,Good
S3A_TheSwissAccount_rep1,8,80.0,3.5899,0,Good
S3A_TheSwissAccount_rep1,9,90.0,2.8215,0,Degraded
S3A_TheSwissAccount_rep1,10,100.0,1.9798,0.126,Degraded
S3A_TheSwissAccount_rep1,11,110.0,2.6799,0,Degraded
S3A_TheSwissAccount_rep1,12,120.0,2.7528,0,Degraded
S3A_TheSwissAccount_rep1,13,130.0,2.736,0,Degraded
S3A_TheSwissAccount_rep1,14,140.0,2.736,0,Degraded
S3A_TheSwissAccount_rep1,15,150.0,3.4448,0,Good
S3A_TheSwissAccount_rep1,16,160.0,2.8969,0,Degraded
S3A_TheSwissAccount_rep1,17,170.0,2.8969,0,Degraded
S3A_TheSwissAccount_rep1,18,180.0,2.9798,0,Degraded
S3A_TheSwissAccount_rep1,19,190.0,2.9798,0,Degraded
S3A_TheSwissAccount_rep1,20,200.0,2.8969,0,Degraded
S3A_TheSwissAccount_rep1,21,210.0,2.8969,0,Degraded
S3A_TheSwissAccount_rep1,22,220.0,3.477,0,Good
S3A_TheSwissAccount_rep1,23,230.0,2.8969,0,Degraded
S3A_TheSwissAccount_rep1,24,240.0,2.8969,0,Degraded
S3A_TheSwissAccount_rep1,25,250.0,3.3862,0,Good
S3A_TheSwissAccount_rep1,26,260.0,4.1947,0,Excellent
S3A_TheSwissAccount_rep1,27,270.0,4.3316,0,Excellent
S3A_TheSwissAccount_rep1,28,280.0,4.0123,0,Excellent
S3A_TheSwissAccount_rep1,29,290.0,3.8755,0,Good
