run_id,window_index,t_start,mean_o22,stall_s,label
S5F_OfForestAndMen_rep1,0,0.0,4.0156,2.444,Critical
S5F_OfForestAndMen_rep1,1,10.0,3.4296,0,Good
S5F_OfForestAndMen_rep1,2,20.0,2.8713,0,Degraded
S5F_OfForestAndMen_rep1,3,30.0,2.8357,0,Degraded
S5F_OfForestAndMen_rep1,4,40.0,2.8305,0,Degraded
S5F_OfForestAndMen_rep1,5,50.0,2.8127,0,Degraded
S5F_OfForestAndMen_rep1,6,60.0,2.8127,0,Degraded
S5F_OfForestAndMen_rep1,7,70.0,2.9161,0,Degraded
S5F_OfForestAndMen_rep1,8,80.0,3.2535,0.569,Degraded
S5F_OfForestAndMen_rep1,9,90.0,2.8746,0,Degraded
S5F_OfForestAndMen_rep1,10,100.0,2.9276,0,Degraded
S5F_OfForestAndMen_rep1,11,110.0,3.0091,0,Good
S5F_OfForestAndMen_rep1,12,120.0,2.9276,0,Degraded
S5F_OfForestAndMen_rep1,13,130.0,2.8643,0,Degraded
S5F_OfForestAndMen_rep1,14,140.0,2.8394,0,Degraded
S5F_OfForestAndMen_rep1,15,150.0,2.8528,0,Degraded
S5F_OfForestAndMen_rep1,16,160.0,2.8127,0,Degraded
S5F_OfForestAndMen_rep1,17,170.0,2.8127,0,Degraded
S5F_OfForestAndMen_rep1,18,180.0,3.0057,0,Good
S5F_OfForestAndMen_rep1,19,190.0,3.6714,0,Good
S5F_OfForestAndMen_rep1,20,200.0,2.8311,0.564,Degraded
S5F_OfForestAndMen_rep1,21,210.0,2.8171,0,Degraded
S5F_OfForestAndMen_rep1,22,220.0,2.7959,0,Degraded
S5F_OfForestAndMen_rep1,23,230.0,2.7566,0,Degraded
S5F_OfForestAndMen_rep1,24,240.0,2.7566,0,Degraded
S5F_OfForestAndMen_rep1,25,250.0,3.1509,0,Good
S5F_OfForestAndMen_rep1,26,260.0,3.1036,0,Good
S5F_OfForestAndMen_rep1,27,270.0,2.9276,0,Degraded
S5F_OfForestAndMen_rep1,28,280.0,2.9276,0,Degraded
S5F_OfForestAndMen_rep1,29,290.0,3.335,0,Good
