run_id,window_index,t_media_start,t_wall_start,t_wall_end,throughput_mean,throughput_std,throughput_min,throughput_max,jitter_mean,jitter_p95,reorder_rate,reorder_count,total_bytes,total_packets,active_flows,n_samples
S4A_TheSwissAccount_rep1,0,0.0,1787080915.452,1787080925.452,20.792333,39.22171,0.0,137.039497,23.466339,258.026066,0.0,0,29042491,19377,1,11
S4A_TheSwissAccount_rep1,1,10.0,1787080925.452,1787080935.452,1.82677,5.022351,0.0,16.839579,0.04984,0.477174,0.0,0,2323002,1550,1,10
S4A_TheSwissAccount_rep1,2,20.0,1787080935.452,1787080945.452,2.480499,4.103431,0.0,10.305944,0.005631,0.021626,0.0,0,3469805,2315,1,11
S4A_TheSwissAccount_rep1,3,30.0,1787080945.452,1787080955.452,2.233672,5.08017,0.0,16.581676,0.030337,0.312489,0.0,0,3127657,2087,1,11
S4A_TheSwissAccount_rep1,4,40.0,1787080955.452,1787080965.452,4.338036,6.766139,0.0,16.820167,0.013893,0.091892,0.0,0,6069635,4048,1,11
S4A_TheSwissAccount_rep1,5,50.0,1787080965.452,1787080975.452,2.239353,5.834211,0.0,20.291015,27.370595,300.750976,0.0,0,3134101,2091,1,11
S4A_TheSwissAccount_rep1,6,60.0,1787080975.452,1787080985.452,4.546684,7.19666,0.0,18.083168,34.847613,300.750976,0.0,0,6363649,4244,1,11
S4A_TheSwissAccount_rep1,7,70.0,1787080985.452,1787080995.452,3.436943,4.7441,0.0,12.976294,0.008566,0.022131,0.0,0,4372467,2916,1,10
S4A_TheSwissAccount_rep1,8,80.0,1787080995.452,1787081005.452,3.302072,5.779184,0.0,15.675895,0.0512,0.378896,0.0,0,4618910,3083,2,11
S4A_TheSwissAccount_rep1,9,90.0,1787081005.452,1787081015.452,2.421264,5.141939,0.0,13.882685,0.00373,0.021563,0.0,0,3386544,2259,1,11
S4A_TheSwissAccount_rep1,10,100.0,1787081015.452,1787081025.452,3.768404,6.162666,0.0,14.710721,0.005651,0.02203,0.0,0,5271056,3516,1,11
S4A_TheSwissAccount_rep1,11,110.0,1787081025.452,1787081035.452,2.612629,5.521978,0.0,14.983724,24.019534,261.529872,0.0,0,3655597,2438,1,11
S4A_TheSwissAccount_rep1,12,120.0,1787081035.452,1787081045.452,3.431738,4.464277,0.0,12.085594,23.792066,261.529872,0.0,0,4798586,3201,1,11
S4A_TheSwissAccount_rep1,13,130.0,1787081045.452,1787081055.452,3.186055,6.417564,0.0,17.635177,0.004337,0.022147,0.0,0,4071848,2715,1,10
S4A_TheSwissAccount_rep1,14,140.0,1787081055.452,1787081065.452,4.040153,6.628916,0.0,16.504003,0.005682,0.022547,0.0,0,5657289,3773,1,11
S4A_TheSwissAccount_rep1,15,150.0,1787081065.452,1787081075.452,3.348537,7.132253,0.0,20.461831,20.512221,225.587935,0.0,0,4685082,3124,1,11
S4A_TheSwissAccount_rep1,16,160.0,1787081075.452,1787081085.452,3.703958,5.928066,0.0,16.703382,0.014199,0.090844,0.0,0,5187561,3460,1,11
S4A_TheSwissAccount_rep1,17,170.0,1787081085.452,1787081095.452,2.314633,4.753675,0.0,13.618898,0.562359,6.144343,0.0,0,3235111,2158,1,11
S4A_TheSwissAccount_rep1,18,180.0,1787081095.452,1787081105.452,4.101044,5.132166,0.0,14.181436,1.152047,6.144343,0.0,0,5217609,3480,1,10
S4A_TheSwissAccount_rep1,19,190.0,1787081105.452,1787081115.452,2.814781,5.081798,0.0,14.351704,7.668978,84.294716,0.0,0,3946221,2632,1,11
S4A_TheSwissAccount_rep1,20,200.0,1787081115.452,1787081125.452,3.672536,5.204913,0.0,14.844067,0.016889,0.097496,0.0,0,5137587,3427,1,11
S4A_TheSwissAccount_rep1,21,210.0,1787081125.452,1787081135.452,2.533581,5.387573,0.0,14.813133,0.003762,0.02143,0.0,0,3545510,2365,1,11
S4A_TheSwissAccount_rep1,22,220.0,1787081135.452,1787081145.452,4.355172,7.160015,0.0,17.501896,0.005698,0.022407,0.0,0,6100355,4069,1,11
S4A_TheSwissAccount_rep1,23,230.0,1787081145.452,1787081155.452,2.970782,6.273786,0.0,16.418853,44.638942,264.150173,0.0,0,4152433,2770,1,11
S4A_TheSwissAccount_rep1,24,240.0,1787081155.452,1787081165.452,0.001258,0.00154,0.0,0.003148,127.88909,373.315708,0.0,0,1600,4,1,10
S4A_TheSwissAccount_rep1,25,250.0,1787081165.452,1787081175.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,11
S4A_TheSwissAccount_rep1,26,260.0,1787081175.452,1787081185.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,11
S4A_TheSwissAccount_rep1,27,270.0,1787081185.452,1787081195.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,11
S4A_TheSwissAccount_rep1,28,280.0,1787081195.452,1787081205.452,3.7e-05,0.000117,0.0,0.000407,277.976165,3057.737818,0.0,0,52,1,1,11
S4A_TheSwissAccount_rep1,29,290.0,1787081205.452,1787081215.452,2.9e-05,9e-05,0.0,0.000315,449.064954,4939.714497,0.0,0,40,1,1,11
S4A_TheSwissAccount_rep1,30,300.0,1787081215.452,1787081225.452,0.000105,0.000148,0.0,0.000315,1646.571499,4939.714497,0.0,0,40,1,1,3
