run_id,t_epoch,dt,delta_bytes,delta_packets,delta_reorder,jitter_ns,active_flows
S4C_BigBuckBunny_rep1,1787083417.121,1.0001,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083418.143,1.022,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083419.164,1.0204,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083420.183,1.0191,5108,6,0,15678728.0,1
S4C_BigBuckBunny_rep1,1787083421.204,1.0206,52,1,0,0.0,1
S4C_BigBuckBunny_rep1,1787083422.225,1.0211,51439,37,0,19211411.7,2
S4C_BigBuckBunny_rep1,1787083423.244,1.0195,302300,202,0,228562.0,1
S4C_BigBuckBunny_rep1,1787083424.265,1.0209,902725,602,0,24301.0,1
S4C_BigBuckBunny_rep1,1787083425.285,1.0195,3258999,2175,0,153992.4,2
S4C_BigBuckBunny_rep1,1787083426.304,1.0197,4818298,3213,0,22399.0,1
S4C_BigBuckBunny_rep1,1787083427.324,1.0201,4940693,3295,0,20248.0,1
S4C_BigBuckBunny_rep1,1787083428.345,1.0208,11569353,7714,0,25492.0,1
S4C_BigBuckBunny_rep1,1787083429.364,1.0188,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083430.385,1.0212,2293907,1530,0,26720.0,1
S4C_BigBuckBunny_rep1,1787083431.405,1.0195,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083432.425,1.0202,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083433.446,1.0208,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083434.468,1.0219,231000,154,0,197307.0,1
S4C_BigBuckBunny_rep1,1787083435.489,1.0213,1604346,1070,0,20129.0,1
S4C_BigBuckBunny_rep1,1787083436.511,1.0216,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083437.54,1.0296,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083438.561,1.0211,171000,114,0,579989.0,1
S4C_BigBuckBunny_rep1,1787083439.582,1.0212,1596000,1064,0,20745.0,1
S4C_BigBuckBunny_rep1,1787083440.605,1.0229,500853,334,0,20545.0,1
S4C_BigBuckBunny_rep1,1787083441.626,1.021,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083442.647,1.021,1008000,672,0,20889.0,1
S4C_BigBuckBunny_rep1,1787083443.667,1.0195,2223950,1483,0,20336.0,1
S4C_BigBuckBunny_rep1,1787083444.686,1.0195,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083445.716,1.0295,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083446.737,1.0207,735000,490,0,31918.0,1
S4C_BigBuckBunny_rep1,1787083447.756,1.0197,2216880,1478,0,20639.0,1
S4C_BigBuckBunny_rep1,1787083448.776,1.0197,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083449.796,1.0196,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083450.815,1.0196,661500,441,0,21954.0,1
S4C_BigBuckBunny_rep1,1787083451.835,1.0197,74686,50,0,1649773.0,1
S4C_BigBuckBunny_rep1,1787083452.854,1.0195,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083453.874,1.0196,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083454.894,1.0199,382500,255,0,27096.0,1
S4C_BigBuckBunny_rep1,1787083455.915,1.0206,883500,589,0,21959.0,1
S4C_BigBuckBunny_rep1,1787083456.935,1.0208,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083457.956,1.0208,79500,53,0,10603865.0,1
S4C_BigBuckBunny_rep1,1787083458.977,1.0208,1113000,742,0,19251.0,1
S4C_BigBuckBunny_rep1,1787083459.998,1.0208,568888,380,0,21017.0,1
S4C_BigBuckBunny_rep1,1787083461.019,1.0209,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083462.04,1.0208,57000,38,0,33921387.0,1
S4C_BigBuckBunny_rep1,1787083463.06,1.0207,1279500,853,0,19990.0,1
S4C_BigBuckBunny_rep1,1787083464.081,1.0208,71514,48,0,20146.0,1
S4C_BigBuckBunny_rep1,1787083465.103,1.022,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083466.124,1.0208,45000,30,0,56685851.0,1
S4C_BigBuckBunny_rep1,1787083467.144,1.0205,1350052,901,0,21320.3,2
S4C_BigBuckBunny_rep1,1787083468.164,1.0196,585121,391,0,21108.0,1
S4C_BigBuckBunny_rep1,1787083469.183,1.0194,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083470.206,1.0227,378000,252,0,22080.0,1
S4C_BigBuckBunny_rep1,1787083471.226,1.0203,3528000,2352,0,21360.0,1
S4C_BigBuckBunny_rep1,1787083472.246,1.0195,347023,232,0,21023.0,1
S4C_BigBuckBunny_rep1,1787083473.266,1.02,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083474.29,1.0246,1664499,1110,0,20723.0,1
S4C_BigBuckBunny_rep1,1787083475.31,1.0195,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083476.33,1.0199,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083477.35,1.0198,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083478.369,1.0198,210000,140,0,333251.0,1
S4C_BigBuckBunny_rep1,1787083479.389,1.0198,459163,307,0,24247.0,1
S4C_BigBuckBunny_rep1,1787083480.409,1.0199,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083481.43,1.0207,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083482.451,1.0209,147080,100,0,56055289.1,2
S4C_BigBuckBunny_rep1,1787083483.472,1.0209,1045913,698,0,22081.0,1
S4C_BigBuckBunny_rep1,1787083484.494,1.022,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083485.515,1.0212,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083486.536,1.0213,588647,393,0,2582481.0,1
S4C_BigBuckBunny_rep1,1787083487.557,1.021,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083488.578,1.0211,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083489.603,1.0252,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083490.625,1.0212,105000,70,0,9131456.0,1
S4C_BigBuckBunny_rep1,1787083491.645,1.021,789606,527,0,18504.0,1
S4C_BigBuckBunny_rep1,1787083492.668,1.0229,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083493.689,1.021,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083494.715,1.0253,832500,555,0,20717.0,1
S4C_BigBuckBunny_rep1,1787083495.735,1.0203,464952,310,0,21009.0,1
S4C_BigBuckBunny_rep1,1787083496.755,1.0201,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083497.775,1.0199,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083498.795,1.0201,630000,420,0,29198.0,1
S4C_BigBuckBunny_rep1,1787083499.815,1.0204,360137,241,0,22491.0,1
S4C_BigBuckBunny_rep1,1787083500.836,1.0208,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083501.858,1.0215,92,2,0,79213887.0,2
S4C_BigBuckBunny_rep1,1787083502.878,1.02,105092,72,0,4175951.8,2
S4C_BigBuckBunny_rep1,1787083503.906,1.028,792294,529,0,19865.0,1
S4C_BigBuckBunny_rep1,1787083504.925,1.0198,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083505.946,1.0209,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083506.967,1.0212,1675610,1118,0,20682.0,1
S4C_BigBuckBunny_rep1,1787083507.988,1.021,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083509.009,1.0209,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083510.03,1.0209,55500,37,0,36291032.0,1
S4C_BigBuckBunny_rep1,1787083511.051,1.0212,1665000,1110,0,21960.0,1
S4C_BigBuckBunny_rep1,1787083512.072,1.021,1209058,807,0,20360.0,1
S4C_BigBuckBunny_rep1,1787083513.097,1.0243,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083514.118,1.0213,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083515.139,1.0209,1395000,930,0,21232.0,1
S4C_BigBuckBunny_rep1,1787083516.16,1.0209,624382,417,0,19938.0,1
S4C_BigBuckBunny_rep1,1787083517.18,1.0197,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083518.201,1.0218,396000,264,0,23507.0,1
S4C_BigBuckBunny_rep1,1787083519.223,1.0219,1121861,748,0,19554.0,1
S4C_BigBuckBunny_rep1,1787083520.252,1.0284,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083521.272,1.0203,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083522.292,1.02,76500,51,0,21932098.0,1
S4C_BigBuckBunny_rep1,1787083523.312,1.0201,714000,476,0,23031.0,1
S4C_BigBuckBunny_rep1,1787083524.333,1.0211,656024,438,0,21946.0,1
S4C_BigBuckBunny_rep1,1787083525.362,1.0292,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083526.382,1.0198,274500,183,0,55121.0,1
S4C_BigBuckBunny_rep1,1787083527.402,1.0199,1451921,968,0,21596.0,1
S4C_BigBuckBunny_rep1,1787083528.424,1.0215,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083529.445,1.0212,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083530.466,1.0211,166500,111,0,677471.0,1
S4C_BigBuckBunny_rep1,1787083531.487,1.0211,1608472,1073,0,3734216.0,1
S4C_BigBuckBunny_rep1,1787083532.507,1.0204,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083533.529,1.0214,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083534.551,1.022,798000,532,0,23258.0,1
S4C_BigBuckBunny_rep1,1787083535.572,1.0216,1130873,754,0,24193.0,1
S4C_BigBuckBunny_rep1,1787083536.595,1.0224,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083537.616,1.0211,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083538.637,1.0209,441000,294,0,21238.0,1
S4C_BigBuckBunny_rep1,1787083539.658,1.0209,1187762,792,0,19739.0,1
S4C_BigBuckBunny_rep1,1787083540.686,1.0279,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083541.719,1.0334,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083542.739,1.0197,367500,245,0,26298.0,1
S4C_BigBuckBunny_rep1,1787083543.759,1.0199,1151108,768,0,20312.0,1
S4C_BigBuckBunny_rep1,1787083544.779,1.0204,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083545.799,1.0202,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083546.819,1.0198,336000,224,0,31666.0,1
S4C_BigBuckBunny_rep1,1787083547.839,1.02,1372205,916,0,25171.5,2
S4C_BigBuckBunny_rep1,1787083548.86,1.0208,0,0,0,0,0
S4C_BigBuckBunny_rep1,1787083549.88,1.0201,109500,73,0,2946949.0,1
S4C_BigBuckBunny_rep1,1787083550.9,1.0205,683341,456,0,12843684.0,1
S4C_BigBuckBunny_rep1,1787083551.921,1.0208,0,0,0,0,0
