run_id,window_index,t_media_start,t_wall_start,t_wall_end,throughput_mean,throughput_std,throughput_min,throughput_max,jitter_mean,jitter_p95,reorder_rate,reorder_count,total_bytes,total_packets,active_flows,n_samples
S4C_RedBullPlayStreets_rep1,0,0.0,1787084361.991,1787084371.991,10.252969,11.431724,0.0,29.541023,13.235182,55.886221,0.0,0,14409830,9618,2,11
S4C_RedBullPlayStreets_rep1,1,10.0,1787084371.991,1787084381.991,1.427752,1.799301,0.0,4.641943,1.734237,17.834964,0.0,0,2005536,1340,2,11
S4C_RedBullPlayStreets_rep1,2,20.0,1787084381.991,1787084391.991,7.488105,9.882148,0.0,25.859703,7.415254,60.907291,0.0,0,9567407,6382,1,10
S4C_RedBullPlayStreets_rep1,3,30.0,1787084391.991,1787084401.991,16.788184,27.007736,0.0,72.742514,0.358647,3.214382,0.0,0,23608268,15743,1,11
S4C_RedBullPlayStreets_rep1,4,40.0,1787084401.991,1787084411.991,29.452386,31.629894,0.0,74.837426,0.036669,0.256903,0.0,0,41343005,27568,1,11
S4C_RedBullPlayStreets_rep1,5,50.0,1787084411.991,1787084421.991,6.061629,6.199559,0.0,16.51665,2.173801,18.631035,0.0,0,8535068,5691,1,11
S4C_RedBullPlayStreets_rep1,6,60.0,1787084421.991,1787084431.991,6.935442,9.966732,0.0,23.462704,0.491043,5.265258,0.0,0,9746905,6499,1,11
S4C_RedBullPlayStreets_rep1,7,70.0,1787084431.991,1787084441.991,4.720053,5.503802,0.0,12.328767,8.52687,85.134457,0.0,0,6030443,4022,1,10
S4C_RedBullPlayStreets_rep1,8,80.0,1787084441.991,1787084451.991,5.722172,8.619818,0.0,25.203333,8.749218,85.134457,0.0,0,8042758,5367,2,11
S4C_RedBullPlayStreets_rep1,9,90.0,1787084451.991,1787084461.991,6.543511,7.848079,0.0,21.082485,0.222746,2.327963,0.0,0,9194477,6131,1,11
S4C_RedBullPlayStreets_rep1,10,100.0,1787084461.991,1787084471.991,5.090158,5.461111,0.0,14.877766,0.255687,2.681296,0.0,0,7148405,4767,1,11
S4C_RedBullPlayStreets_rep1,11,110.0,1787084471.991,1787084481.991,5.135755,7.015968,0.0,19.642915,0.490606,5.251604,0.0,0,7216024,4813,1,11
S4C_RedBullPlayStreets_rep1,12,120.0,1787084481.991,1787084491.991,7.143614,7.265355,0.0,19.477124,0.018525,0.079554,0.0,0,9127026,6087,2,10
S4C_RedBullPlayStreets_rep1,13,130.0,1787084491.991,1787084501.991,6.281674,7.671806,0.0,20.076403,0.463125,4.927806,0.0,0,8818278,5880,1,11
S4C_RedBullPlayStreets_rep1,14,140.0,1787084501.991,1787084511.991,6.678486,7.19483,0.0,17.985343,0.636327,4.880808,0.0,0,9392398,6266,2,11
S4C_RedBullPlayStreets_rep1,15,150.0,1787084511.991,1787084521.991,5.735908,7.817092,0.0,21.80376,0.011836,0.041421,0.0,0,8065394,5379,1,11
S4C_RedBullPlayStreets_rep1,16,160.0,1787084521.991,1787084531.991,6.279002,8.216066,0.0,25.0,0.012144,0.037016,0.0,0,8026126,5352,1,10
S4C_RedBullPlayStreets_rep1,17,170.0,1787084531.991,1787084541.991,6.251157,6.805914,0.0,18.483523,0.018432,0.075754,0.0,0,8787523,5859,1,11
S4C_RedBullPlayStreets_rep1,18,180.0,1787084541.991,1787084551.991,5.364103,6.677213,0.0,18.668487,7.224525,75.571549,0.0,0,7538157,5027,1,11
S4C_RedBullPlayStreets_rep1,19,190.0,1787084551.991,1787084561.991,4.826569,6.702206,0.0,16.685802,0.080077,0.518167,0.0,0,6787123,4526,1,11
S4C_RedBullPlayStreets_rep1,20,200.0,1787084561.991,1787084571.991,5.726303,6.467849,0.0,20.315671,1.208903,9.392036,0.0,0,8052884,5370,1,11
S4C_RedBullPlayStreets_rep1,21,210.0,1787084571.991,1787084581.991,6.194746,6.433394,0.0,17.758623,1.066127,10.552311,0.0,0,7920962,5282,1,10
S4C_RedBullPlayStreets_rep1,22,220.0,1787084581.991,1787084591.991,5.030363,7.86346,0.0,21.649128,0.010587,0.031185,0.0,0,7063845,4710,1,11
S4C_RedBullPlayStreets_rep1,23,230.0,1787084591.991,1787084601.991,6.722788,6.803941,0.0,19.163833,4.310511,45.718513,0.0,0,9454988,6305,1,11
S4C_RedBullPlayStreets_rep1,24,240.0,1787084601.991,1787084611.991,0.001138,0.001505,0.0,0.003131,65.832316,204.103069,0.0,0,1600,4,1,11
S4C_RedBullPlayStreets_rep1,25,250.0,1787084611.991,1787084621.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,10
S4C_RedBullPlayStreets_rep1,26,260.0,1787084621.991,1787084631.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,11
S4C_RedBullPlayStreets_rep1,27,270.0,1787084631.991,1787084641.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,11
S4C_RedBullPlayStreets_rep1,28,280.0,1787084641.991,1787084651.991,3.7e-05,0.000117,0.0,0.000407,265.369936,2919.069292,0.0,0,52,1,1,11
S4C_RedBullPlayStreets_rep1,29,290.0,1787084651.991,1787084661.991,6.5e-05,0.00014,0.0,0.000407,715.109565,4947.135924,0.0,0,92,2,1,11
