run_id,t_epoch,dt,delta_bytes,delta_packets,delta_reorder,jitter_ns,active_flows
S5B_ElephantsDream_rep1,1787090304.737,1.0001,0,0,0,0,0
S5B_ElephantsDream_rep1,1787090305.757,1.0199,0,0,0,0,0
S5B_ElephantsDream_rep1,1787090306.776,1.0184,0,0,0,0,0
S5B_ElephantsDream_rep1,1787090307.794,1.0185,11552,13,5,916369659311.7,2
S5B_ElephantsDream_rep1,1787090308.813,1.0187,366784,245,245,6697756.0,1
S5B_ElephantsDream_rep1,1787090309.843,1.03,504000,336,336,6390931.0,1
S5B_ElephantsDream_rep1,1787090310.872,1.029,343500,229,229,4237506.0,1
S5B_ElephantsDream_rep1,1787090311.9,1.0277,304540,204,203,5786097.1,2
S5B_ElephantsDream_rep1,1787090312.929,1.0294,405734,271,271,3664181.0,1
S5B_ElephantsDream_rep1,1787090313.958,1.0294,405000,270,270,5372886.0,1
S5B_ElephantsDream_rep1,1787090314.986,1.0276,183000,122,122,5141429.0,1
S5B_ElephantsDream_rep1,1787090316.015,1.0292,242046,162,162,16170309.0,1
S5B_ElephantsDream_rep1,1787090317.045,1.0299,300000,200,200,4478746.0,1
S5B_ElephantsDream_rep1,1787090318.074,1.0292,461360,308,308,3653949.0,1
S5B_ElephantsDream_rep1,1787090319.107,1.0326,399459,267,267,5638987.0,1
S5B_ElephantsDream_rep1,1787090320.136,1.0289,393000,262,262,3834893.0,1
S5B_ElephantsDream_rep1,1787090321.165,1.0289,403500,269,269,3813554.0,1
S5B_ElephantsDream_rep1,1787090322.194,1.0288,296799,198,198,6472387.0,1
S5B_ElephantsDream_rep1,1787090323.223,1.029,300000,200,200,6043809.0,1
S5B_ElephantsDream_rep1,1787090324.25,1.0274,431563,288,288,1257711.0,1
S5B_ElephantsDream_rep1,1787090325.277,1.0275,393183,263,263,6456681.0,1
S5B_ElephantsDream_rep1,1787090326.305,1.0275,402000,268,268,2945615.0,1
S5B_ElephantsDream_rep1,1787090327.333,1.0279,349658,234,234,4409250.0,1
S5B_ElephantsDream_rep1,1787090328.36,1.0273,265500,177,177,11356123.0,1
S5B_ElephantsDream_rep1,1787090329.388,1.0274,292500,195,195,9741035.0,1
S5B_ElephantsDream_rep1,1787090330.417,1.0292,369630,247,247,2145755.0,1
S5B_ElephantsDream_rep1,1787090331.446,1.0293,346500,231,231,3409220.0,1
S5B_ElephantsDream_rep1,1787090332.475,1.0294,241439,161,161,3628799.0,1
S5B_ElephantsDream_rep1,1787090333.504,1.0288,105000,70,70,6118266.0,1
S5B_ElephantsDream_rep1,1787090334.533,1.0292,361500,241,241,9717399.0,1
S5B_ElephantsDream_rep1,1787090335.562,1.0291,288825,193,193,5605619.0,1
S5B_ElephantsDream_rep1,1787090336.596,1.0332,0,0,0,0,0
S5B_ElephantsDream_rep1,1787090337.624,1.0287,135000,90,90,6519114.0,1
S5B_ElephantsDream_rep1,1787090338.653,1.0289,492000,328,328,4459775.0,1
S5B_ElephantsDream_rep1,1787090339.681,1.0275,149887,100,100,9154674.0,1
S5B_ElephantsDream_rep1,1787090340.712,1.0316,0,0,0,0,0
S5B_ElephantsDream_rep1,1787090341.74,1.0275,177000,118,118,2327566.0,1
S5B_ElephantsDream_rep1,1787090342.767,1.0274,313500,209,209,3577113.0,1
S5B_ElephantsDream_rep1,1787090343.796,1.029,290291,194,194,4917418.0,1
S5B_ElephantsDream_rep1,1787090344.824,1.0274,0,0,0,0,0
S5B_ElephantsDream_rep1,1787090345.851,1.0273,126000,84,84,4115434.0,1
S5B_ElephantsDream_rep1,1787090346.88,1.0289,291000,194,194,3554983.0,1
S5B_ElephantsDream_rep1,1787090347.907,1.0272,344232,230,230,4226030.0,1
S5B_ElephantsDream_rep1,1787090348.936,1.0289,0,0,0,0,0
S5B_ElephantsDream_rep1,1787090349.966,1.0299,249000,166,166,5693008.0,1
S5B_ElephantsDream_rep1,1787090350.995,1.0292,409868,274,274,4208199.0,1
S5B_ElephantsDream_rep1,1787090352.025,1.0295,0,0,0,0,0
S5B_ElephantsDream_rep1,1787090353.054,1.0296,0,0,0,0,0
S5B_ElephantsDream_rep1,1787090354.084,1.0301,270000,180,180,5382851.0,1
S5B_ElephantsDream_rep1,1787090355.115,1.0303,489000,326,326,4674236.0,1
S5B_ElephantsDream_rep1,1787090356.145,1.0306,34997,24,24,4012433.0,1
S5B_ElephantsDream_rep1,1787090357.175,1.0293,0,0,0,0,0
S5B_ElephantsDream_rep1,1787090358.205,1.0308,316500,211,211,7562252.0,1
S5B_ElephantsDream_rep1,1787090359.234,1.0287,258000,172,172,14292871.0,1
S5B_ElephantsDream_rep1,1787090360.267,1.0331,221951,148,148,2999392.0,1
S5B_ElephantsDream_rep1,1787090361.295,1.0276,0,0,0,0,0
S5B_ElephantsDream_rep1,1787090362.323,1.0279,349500,233,233,6639147.0,1
S5B_ElephantsDream_rep1,1787090363.352,1.0293,340500,227,227,4696122.0,1
S5B_ElephantsDream_rep1,1787090364.379,1.0273,316500,211,211,3069580.0,1
S5B_ElephantsDream_rep1,1787090365.411,1.0314,313500,209,209,2817188.0,1
S5B_ElephantsDream_rep1,1787090366.441,1.0304,331995,222,222,11103661.0,1
S5B_ElephantsDream_rep1,1787090367.471,1.0302,546092,366,150,3976351.3,2
S5B_ElephantsDream_rep1,1787090368.502,1.0311,534889,357,115,4894897.0,1
S5B_ElephantsDream_rep1,1787090369.532,1.0294,205500,137,42,5288453.0,1
S5B_ElephantsDream_rep1,1787090370.562,1.0297,565195,377,108,5035030.0,1
S5B_ElephantsDream_rep1,1787090371.594,1.0329,330968,221,64,3278869.0,1
S5B_ElephantsDream_rep1,1787090372.622,1.0276,0,0,0,0,0
S5B_ElephantsDream_rep1,1787090373.65,1.028,127500,85,26,4047294.0,1
S5B_ElephantsDream_rep1,1787090374.678,1.0277,520500,347,93,3903036.0,1
S5B_ElephantsDream_rep1,1787090375.709,1.0309,67071,45,12,4421452.0,1
S5B_ElephantsDream_rep1,1787090376.738,1.0289,0,0,0,0,0
S5B_ElephantsDream_rep1,1787090377.766,1.028,162000,108,24,3569209.0,1
S5B_ElephantsDream_rep1,1787090378.794,1.0287,432000,288,92,1582553.0,1
S5B_ElephantsDream_rep1,1787090379.823,1.0284,490500,327,91,2918685.0,1
S5B_ElephantsDream_rep1,1787090380.853,1.0301,378811,253,79,5609642.0,1
S5B_ElephantsDream_rep1,1787090381.881,1.028,417000,278,70,3300025.0,1
S5B_ElephantsDream_rep1,1787090382.909,1.0283,393000,262,72,2797734.0,1
S5B_ElephantsDream_rep1,1787090383.939,1.0302,342057,229,64,5579695.0,1
S5B_ElephantsDream_rep1,1787090384.969,1.0295,520015,349,124,5792046.3,2
S5B_ElephantsDream_rep1,1787090385.999,1.0297,379500,253,69,2855031.0,1
S5B_ElephantsDream_rep1,1787090387.036,1.0377,352371,235,75,3632428.0,1
S5B_ElephantsDream_rep1,1787090388.066,1.0293,78359,53,8,7014792.0,1
S5B_ElephantsDream_rep1,1787090389.097,1.0311,40,1,0,62733375.0,1
S5B_ElephantsDream_rep1,1787090390.126,1.0294,458079,308,111,5488317.0,1
S5B_ElephantsDream_rep1,1787090391.156,1.0294,0,0,0,0,0
S5B_ElephantsDream_rep1,1787090392.183,1.0276,0,0,0,0,0
S5B_ElephantsDream_rep1,1787090393.213,1.0295,0,0,0,0,0
S5B_ElephantsDream_rep1,1787090394.241,1.0281,267000,178,42,4108990.0,1
S5B_ElephantsDream_rep1,1787090395.268,1.0276,217193,145,39,5665778.0,1
S5B_ElephantsDream_rep1,1787090396.296,1.0278,0,0,0,0,0
S5B_ElephantsDream_rep1,1787090397.324,1.0277,3000,2,0,317690671.0,1
S5B_ElephantsDream_rep1,1787090398.354,1.0296,457500,305,90,4227706.0,1
S5B_ElephantsDream_rep1,1787090399.383,1.0296,531000,354,117,3698694.0,1
S5B_ElephantsDream_rep1,1787090400.411,1.0282,450000,300,82,4151828.0,1
S5B_ElephantsDream_rep1,1787090401.441,1.0296,505827,338,80,4927482.0,1
S5B_ElephantsDream_rep1,1787090402.471,1.0298,454500,303,72,3752329.0,1
S5B_ElephantsDream_rep1,1787090403.5,1.0296,447831,299,86,4392721.0,1
S5B_ElephantsDream_rep1,1787090404.53,1.0292,306000,204,59,3374533.0,1
S5B_ElephantsDream_rep1,1787090405.56,1.0303,493284,329,85,3320161.0,1
S5B_ElephantsDream_rep1,1787090406.591,1.0316,265500,177,47,11560321.0,1
S5B_ElephantsDream_rep1,1787090407.622,1.0309,358500,239,61,6102729.0,1
S5B_ElephantsDream_rep1,1787090408.651,1.0282,321080,215,56,3538811.0,1
S5B_ElephantsDream_rep1,1787090409.679,1.0281,298500,199,60,14422923.0,1
S5B_ElephantsDream_rep1,1787090410.711,1.0326,576000,384,121,4154679.0,1
S5B_ElephantsDream_rep1,1787090411.74,1.0286,392318,262,89,4734325.0,1
S5B_ElephantsDream_rep1,1787090412.769,1.0287,678000,452,152,4557107.0,1
