run_id,window_index,t_media_start,t_wall_start,t_wall_end,throughput_mean,throughput_std,throughput_min,throughput_max,jitter_mean,jitter_p95,reorder_rate,reorder_count,total_bytes,total_packets,active_flows,n_samples
S2C_ElephantsDream_rep1,0,0.0,1787070594.783,1787070604.934,0.395758,0.011783,0.381369,0.428993,55.326675,57.413697,0.0,0,548308,369,1,11
S2C_ElephantsDream_rep1,1,10.0,1787070604.934,1787070614.934,0.395553,0.021517,0.356589,0.43037,56.603821,57.456324,0.0,0,548026,367,1,11
S2C_ElephantsDream_rep1,2,20.0,1787070614.934,1787070624.934,0.395169,0.019299,0.364801,0.428869,56.454734,57.45395,0.0,0,547457,366,1,11
S2C_ElephantsDream_rep1,3,30.0,1787070624.934,1787070634.934,0.256039,0.16539,0.0,0.416956,55.574263,103.586926,0.0,0,354631,238,1,11
S2C_ElephantsDream_rep1,4,40.0,1787070634.934,1787070644.934,0.261349,0.178002,0.0,0.488337,64.244249,175.695001,0.0,0,362036,242,1,11
S2C_ElephantsDream_rep1,5,50.0,1787070644.934,1787070654.934,0.28788,0.144693,0.0,0.416832,68.691834,165.740465,0.0,0,398798,267,1,11
S2C_ElephantsDream_rep1,6,60.0,1787070654.934,1787070664.934,0.398189,0.021901,0.355323,0.424445,56.312909,57.439632,0.0,0,552074,370,1,11
S2C_ElephantsDream_rep1,7,70.0,1787070664.934,1787070674.934,0.392094,0.02778,0.357356,0.439754,54.805339,57.963897,0.273224,1,543223,366,2,11
S2C_ElephantsDream_rep1,8,80.0,1787070674.934,1787070684.934,0.342642,0.119165,0.0,0.440826,54.106996,87.229804,0.0,0,474535,319,1,11
S2C_ElephantsDream_rep1,9,90.0,1787070684.934,1787070694.934,0.353052,0.114655,0.0,0.440695,53.667698,79.43998,0.0,0,488959,328,1,11
S2C_ElephantsDream_rep1,10,100.0,1787070694.934,1787070704.934,0.39693,0.029336,0.353347,0.440739,56.329653,58.266916,0.0,0,499798,335,1,10
S2C_ElephantsDream_rep1,11,110.0,1787070704.934,1787070714.934,0.355903,0.115199,0.0,0.428784,50.344555,56.790784,0.0,0,493081,331,1,11
S2C_ElephantsDream_rep1,12,120.0,1787070714.934,1787070724.934,0.250176,0.167208,0.0,0.416832,48.49926,86.926371,0.0,0,346626,232,1,11
S2C_ElephantsDream_rep1,13,130.0,1787070724.934,1787070734.934,0.351211,0.12079,0.0,0.430233,52.946657,71.488231,0.0,0,486462,326,1,11
S2C_ElephantsDream_rep1,14,140.0,1787070734.934,1787070744.934,0.395199,0.01542,0.364311,0.417039,55.123158,56.870505,0.0,0,547682,367,1,11
S2C_ElephantsDream_rep1,15,150.0,1787070744.934,1787070754.934,0.351747,0.095426,0.119142,0.428912,63.065655,138.648271,0.0,0,487196,326,1,11
S2C_ElephantsDream_rep1,16,160.0,1787070754.934,1787070764.934,0.284755,0.139902,0.0,0.428742,74.835302,187.439958,0.0,0,394512,264,1,11
S2C_ElephantsDream_rep1,17,170.0,1787070764.934,1787070774.934,0.328672,0.108652,0.119095,0.428742,66.745447,139.167884,0.0,0,455406,305,1,11
S2C_ElephantsDream_rep1,18,180.0,1787070774.934,1787070784.934,0.399135,0.021736,0.354331,0.428742,55.831507,57.132464,0.0,0,553411,371,1,11
S2C_ElephantsDream_rep1,19,190.0,1787070784.934,1787070794.934,0.334952,0.116101,0.0,0.428827,51.538579,60.969441,0.0,0,464103,312,1,11
S2C_ElephantsDream_rep1,20,200.0,1787070794.934,1787070804.934,0.259301,0.170702,0.0,0.47638,64.261463,175.593475,0.0,0,359314,240,1,11
S2C_ElephantsDream_rep1,21,210.0,1787070804.934,1787070814.934,0.332996,0.135959,0.0,0.440607,64.260873,188.580343,0.0,0,461281,309,1,11
S2C_ElephantsDream_rep1,22,220.0,1787070814.934,1787070824.934,0.397428,0.018745,0.369194,0.428827,56.623169,57.451132,0.0,0,550459,368,1,11
S2C_ElephantsDream_rep1,23,230.0,1787070824.934,1787070834.934,0.39585,0.020207,0.351908,0.416956,56.388823,58.066091,0.0,0,498461,334,1,10
S2C_ElephantsDream_rep1,24,240.0,1787070834.934,1787070844.934,0.397378,0.022028,0.362454,0.428742,56.137575,57.925276,0.0,0,550576,369,1,11
S2C_ElephantsDream_rep1,25,250.0,1787070844.934,1787070854.934,0.337956,0.109499,0.107164,0.428827,61.115601,108.284955,0.0,0,468232,313,1,11
S2C_ElephantsDream_rep1,26,260.0,1787070854.934,1787070864.934,0.319507,0.139385,0.0,0.452875,53.569516,70.646687,0.0,0,442888,297,1,11
S2C_ElephantsDream_rep1,27,270.0,1787070864.934,1787070874.934,0.396707,0.015068,0.369341,0.41708,56.640105,58.351397,0.0,0,549462,367,1,11
S2C_ElephantsDream_rep1,28,280.0,1787070874.934,1787070884.934,0.396535,0.019542,0.380886,0.443113,56.654286,57.451028,0.0,0,549084,368,1,11
S2C_ElephantsDream_rep1,29,290.0,1787070884.934,1787070894.934,0.091308,0.149317,0.0,0.405164,79.149546,125.888694,0.0,0,80454,58,1,7
