run_id,window_index,t_start,mean_o22,stall_s,label
S5F_OfForestAndMen_rep1,0,0.0,4.2076,0.694,Degraded
S5F_OfForestAndMen_rep1,1,10.0,3.9975,2.746,Critical
S5F_OfForestAndMen_rep1,2,20.0,3.7423,0,Good
S5F_OfForestAndMen_rep1,3,30.0,3.6493,0,Good
S5F_OfForestAndMen_rep1,4,40.0,2.8127,0,Degraded
S5F_OfForestAndMen_rep1,5,50.0,3.2446,0,Good
S5F_OfForestAndMen_rep1,6,60.0,3.0091,0,Good
S5F_OfForestAndMen_rep1,7,70.0,2.9276,0,Degraded
S5F_OfForestAndMen_rep1,8,80.0,2.9276,0,Degraded
S5F_OfForestAndMen_rep1,9,90.0,2.9276,0,Degraded
S5F_OfForestAndMen_rep1,10,100.0,3.2535,0.605,Degraded
S5F_OfForestAndMen_rep1,11,110.0,2.3087,0,Degraded
S5F_OfForestAndMen_rep1,12,120.0,2.0098,0,Degraded
S5F_OfForestAndMen_rep1,13,130.0,2.779,0,Degraded
S5F_OfForestAndMen_rep1,14,140.0,2.7566,0,Degraded
S5F_OfForestAndMen_rep1,15,150.0,2.7566,0,Degraded
S5F_OfForestAndMen_rep1,16,160.0,2.6337,0,Degraded
S5F_OfForestAndMen_rep1,17,170.0,1.6898,0,Critical
S5F_OfForestAndMen_rep1,18,180.0,2.507,0,Degraded
S5F_OfForestAndMen_rep1,19,190.0,2.2962,2.492,Critical
S5F_OfForestAndMen_rep1,20,200.0,2.826,0,Degraded
S5F_OfForestAndMen_rep1,21,210.0,2.8071,0,Degraded
S5F_OfForestAndMen_rep1,22,220.0,2.7566,0,Degraded
S5F_OfForestAndMen_rep1,23,230.0,2.7566,0,Degraded
S5F_OfForestAndMen_rep1,24,240.0,2.7566,0,Degraded
S5F_OfForestAndMen_rep1,25,250.0,2.4542,0,Degraded
S5F_OfForestAndMen_rep1,26,260.0,2.8127,0,Degraded
S5F_OfForestAndMen_rep1,27,270.0,2.8127,0,Degraded
S5F_OfForestAndMen_rep1,28,280.0,3.5751,0,Good
S5F_OfForestAndMen_rep1,29,290.0,4.0676,0.716,Degraded
