run_id,t_epoch,dt,delta_bytes,delta_packets,delta_reorder,jitter_ns,active_flows
S5C_RedBullPlayStreets_rep1,1787093119.142,1.0001,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093120.162,1.0201,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093121.182,1.0199,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093122.205,1.0231,6228,7,3,13000346.0,1
S5C_RedBullPlayStreets_rep1,1787093123.226,1.0211,130675,91,53,7040704.0,1
S5C_RedBullPlayStreets_rep1,1787093124.258,1.032,477872,319,208,3172786.0,1
S5C_RedBullPlayStreets_rep1,1787093125.289,1.0315,672000,448,284,3027549.0,1
S5C_RedBullPlayStreets_rep1,1787093126.319,1.03,608312,407,281,3175058.2,2
S5C_RedBullPlayStreets_rep1,1787093127.35,1.0305,732000,488,318,2735492.0,1
S5C_RedBullPlayStreets_rep1,1787093128.38,1.0299,652281,435,320,5657541.0,1
S5C_RedBullPlayStreets_rep1,1787093129.41,1.0301,910500,607,416,1960369.0,1
S5C_RedBullPlayStreets_rep1,1787093130.444,1.0338,950278,634,432,3107572.0,1
S5C_RedBullPlayStreets_rep1,1787093131.476,1.0323,991500,661,486,1681182.0,1
S5C_RedBullPlayStreets_rep1,1787093132.509,1.0333,1049144,700,527,1170328.0,1
S5C_RedBullPlayStreets_rep1,1787093133.542,1.0329,1705500,1137,842,1430202.0,1
S5C_RedBullPlayStreets_rep1,1787093134.576,1.0334,2029862,1354,1128,667065.0,1
S5C_RedBullPlayStreets_rep1,1787093135.612,1.0362,2459557,1641,1348,1014886.0,1
S5C_RedBullPlayStreets_rep1,1787093136.644,1.0319,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093137.676,1.0319,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093138.709,1.0337,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093139.74,1.0309,684000,456,352,580024.0,1
S5C_RedBullPlayStreets_rep1,1787093140.772,1.0318,469009,313,253,1867076.0,1
S5C_RedBullPlayStreets_rep1,1787093141.802,1.0303,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093142.832,1.0299,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093143.862,1.0301,1302073,869,680,1283289.0,1
S5C_RedBullPlayStreets_rep1,1787093144.892,1.0302,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093145.924,1.0315,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093146.956,1.0318,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093147.988,1.0321,861000,574,418,702353.0,1
S5C_RedBullPlayStreets_rep1,1787093149.02,1.0325,408881,273,234,843134.0,1
S5C_RedBullPlayStreets_rep1,1787093150.052,1.0319,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093151.084,1.0317,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093152.117,1.0334,1301758,868,668,508697.0,1
S5C_RedBullPlayStreets_rep1,1787093153.149,1.0317,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093154.179,1.03,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093155.212,1.033,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093156.248,1.0358,1331133,888,697,632508.0,1
S5C_RedBullPlayStreets_rep1,1787093157.278,1.03,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093158.308,1.0301,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093159.338,1.0301,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093160.371,1.0325,1270634,848,674,836036.0,1
S5C_RedBullPlayStreets_rep1,1787093161.4,1.0299,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093162.43,1.0299,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093163.463,1.0322,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093164.494,1.0319,1243690,830,661,630627.0,1
S5C_RedBullPlayStreets_rep1,1787093165.526,1.032,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093166.558,1.0318,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093167.591,1.033,45000,30,13,69657016.0,1
S5C_RedBullPlayStreets_rep1,1787093168.625,1.0332,1094590,730,567,1564958.0,1
S5C_RedBullPlayStreets_rep1,1787093169.655,1.03,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093170.687,1.032,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093171.723,1.0369,325340,217,156,917998.0,1
S5C_RedBullPlayStreets_rep1,1787093172.756,1.0321,8631004,5755,4961,89976.0,1
S5C_RedBullPlayStreets_rep1,1787093173.784,1.0286,12796255,8533,7692,36825.0,1
S5C_RedBullPlayStreets_rep1,1787093174.821,1.0371,14246185,9499,8561,2022080.0,1
S5C_RedBullPlayStreets_rep1,1787093175.851,1.0295,12293988,8198,7529,104958.0,1
S5C_RedBullPlayStreets_rep1,1787093176.881,1.0305,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093177.914,1.0328,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093178.945,1.0304,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093179.977,1.0322,852000,568,426,426862.0,1
S5C_RedBullPlayStreets_rep1,1787093181.008,1.0311,1930002,1287,1059,305197.0,1
S5C_RedBullPlayStreets_rep1,1787093182.04,1.0324,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093183.072,1.032,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093184.106,1.034,3471124,2315,1902,369024.0,1
S5C_RedBullPlayStreets_rep1,1787093185.135,1.0287,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093186.168,1.0325,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093187.2,1.0319,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093188.232,1.0323,2993841,1996,1618,534540.0,1
S5C_RedBullPlayStreets_rep1,1787093189.262,1.0306,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093190.292,1.03,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093191.323,1.0308,45000,30,15,69204071.0,1
S5C_RedBullPlayStreets_rep1,1787093192.354,1.0307,3236940,2158,1726,1059118.0,1
S5C_RedBullPlayStreets_rep1,1787093193.387,1.0331,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093194.418,1.0305,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093195.45,1.0327,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093196.483,1.0323,3002792,2002,1564,231577.0,1
S5C_RedBullPlayStreets_rep1,1787093197.516,1.0329,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093198.548,1.032,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093199.579,1.0318,33000,22,15,110927093.0,1
S5C_RedBullPlayStreets_rep1,1787093200.612,1.0326,2804171,1870,1485,398162.0,1
S5C_RedBullPlayStreets_rep1,1787093201.647,1.035,0,0,0,0,0
S5C_RedBullPlayStreets_rep1,1787093202.677,1.0299,0,0,0,0,0
