run_id,t_epoch,dt,delta_bytes,delta_packets,delta_reorder,jitter_ns,active_flows
S5A_RedBullPlayStreets_rep1,1787088740.436,1.0001,0,0,0,0,0
S5A_RedBullPlayStreets_rep1,1787088741.454,1.0182,0,0,0,0,0
S5A_RedBullPlayStreets_rep1,1787088742.471,1.0172,0,0,0,0,0
S5A_RedBullPlayStreets_rep1,1787088743.488,1.0173,4728,6,0,5398711.0,1
S5A_RedBullPlayStreets_rep1,1787088744.506,1.0173,111012,78,0,2249909.0,1
S5A_RedBullPlayStreets_rep1,1787088745.532,1.0268,358051,240,19,4111778.0,1
S5A_RedBullPlayStreets_rep1,1787088746.559,1.0269,118504,80,4,15281089.0,1
S5A_RedBullPlayStreets_rep1,1787088747.588,1.0285,132040,89,6,18699574.3,2
S5A_RedBullPlayStreets_rep1,1787088748.616,1.028,160500,107,3,18484961.0,1
S5A_RedBullPlayStreets_rep1,1787088749.641,1.0255,57170,41,1,39156381.0,1
S5A_RedBullPlayStreets_rep1,1787088750.667,1.0256,64500,43,4,45103690.0,1
S5A_RedBullPlayStreets_rep1,1787088751.695,1.0277,73500,49,1,34605028.0,1
S5A_RedBullPlayStreets_rep1,1787088752.723,1.0283,60000,40,3,41492526.0,1
S5A_RedBullPlayStreets_rep1,1787088753.75,1.0272,60000,40,4,39084105.0,1
S5A_RedBullPlayStreets_rep1,1787088754.776,1.0256,93824,63,2,30598996.0,1
S5A_RedBullPlayStreets_rep1,1787088755.802,1.026,78000,52,2,34603334.0,1
S5A_RedBullPlayStreets_rep1,1787088756.827,1.0254,118712,80,0,15000131.0,1
S5A_RedBullPlayStreets_rep1,1787088757.854,1.0269,139500,93,4,22680814.0,1
S5A_RedBullPlayStreets_rep1,1787088758.881,1.027,73500,49,6,33713172.0,1
S5A_RedBullPlayStreets_rep1,1787088759.909,1.0278,84000,56,0,26542924.0,1
S5A_RedBullPlayStreets_rep1,1787088760.936,1.0273,93397,63,2,32952094.0,1
S5A_RedBullPlayStreets_rep1,1787088761.964,1.0276,34500,23,5,51231473.0,1
S5A_RedBullPlayStreets_rep1,1787088762.991,1.027,58500,39,3,44293425.0,1
S5A_RedBullPlayStreets_rep1,1787088764.018,1.0271,81000,54,0,26993737.0,1
S5A_RedBullPlayStreets_rep1,1787088765.045,1.0269,81000,54,3,25470241.0,1
S5A_RedBullPlayStreets_rep1,1787088766.073,1.0279,47706,32,2,44432592.0,1
S5A_RedBullPlayStreets_rep1,1787088767.103,1.0302,87000,58,1,33596801.0,1
S5A_RedBullPlayStreets_rep1,1787088768.13,1.027,72000,48,5,45532975.0,1
S5A_RedBullPlayStreets_rep1,1787088769.155,1.0253,46500,31,1,46186744.0,1
S5A_RedBullPlayStreets_rep1,1787088770.182,1.0264,69755,47,4,38576568.0,1
S5A_RedBullPlayStreets_rep1,1787088771.211,1.0291,72000,48,3,35892848.0,1
S5A_RedBullPlayStreets_rep1,1787088772.237,1.0261,52500,35,2,54932942.0,1
S5A_RedBullPlayStreets_rep1,1787088773.262,1.0255,76500,51,2,27775868.0,1
S5A_RedBullPlayStreets_rep1,1787088774.288,1.0255,97391,66,2,26911776.0,1
S5A_RedBullPlayStreets_rep1,1787088775.313,1.0255,147712,99,1,15808501.0,1
S5A_RedBullPlayStreets_rep1,1787088776.339,1.0254,96000,64,5,31438004.0,1
S5A_RedBullPlayStreets_rep1,1787088777.364,1.0255,46500,31,3,47666131.0,1
S5A_RedBullPlayStreets_rep1,1787088778.39,1.0256,88809,60,0,23312325.0,1
S5A_RedBullPlayStreets_rep1,1787088779.425,1.0357,69000,46,8,52850232.0,1
S5A_RedBullPlayStreets_rep1,1787088780.453,1.0276,37040,25,2,51066290.0,1
S5A_RedBullPlayStreets_rep1,1787088781.481,1.0278,85500,57,2,31007519.0,1
S5A_RedBullPlayStreets_rep1,1787088782.508,1.0274,43500,29,3,56907318.0,1
S5A_RedBullPlayStreets_rep1,1787088783.536,1.0276,60000,40,1,37177715.0,1
S5A_RedBullPlayStreets_rep1,1787088784.563,1.0275,34312,23,2,65552308.0,1
S5A_RedBullPlayStreets_rep1,1787088785.593,1.0293,46500,31,2,48697932.0,1
S5A_RedBullPlayStreets_rep1,1787088786.619,1.0263,39000,26,4,59013676.0,1
S5A_RedBullPlayStreets_rep1,1787088787.646,1.0268,81000,54,0,31098552.0,1
S5A_RedBullPlayStreets_rep1,1787088788.673,1.0273,85283,57,4,22779230.0,1
S5A_RedBullPlayStreets_rep1,1787088789.703,1.0296,137386,92,4,19977629.0,1
S5A_RedBullPlayStreets_rep1,1787088790.73,1.027,63000,42,3,35758280.0,1
S5A_RedBullPlayStreets_rep1,1787088791.755,1.0258,93480,63,2,32095885.0,1
S5A_RedBullPlayStreets_rep1,1787088792.781,1.0256,109500,73,1,24064111.0,1
S5A_RedBullPlayStreets_rep1,1787088793.807,1.0259,104351,70,3,25766990.0,1
S5A_RedBullPlayStreets_rep1,1787088794.833,1.0259,81000,54,4,42253844.0,1
