run_id,t_epoch,dt,delta_bytes,delta_packets,delta_reorder,jitter_ns,active_flows
S2A_Valkaama_rep1,1787067454.986,1.0001,0,0,0,0,0
S2A_Valkaama_rep1,1787067455.991,1.0048,0,0,0,0,0
S2A_Valkaama_rep1,1787067456.996,1.0048,0,0,0,0,0
S2A_Valkaama_rep1,1787067458.0,1.0048,10600,12,0,136873.0,2
S2A_Valkaama_rep1,1787067459.005,1.005,361670,242,0,5736640.0,1
S2A_Valkaama_rep1,1787067460.01,1.0051,373500,249,0,6270904.0,1
S2A_Valkaama_rep1,1787067461.015,1.0049,372000,248,0,6046815.0,1
S2A_Valkaama_rep1,1787067462.02,1.0049,378040,253,0,6719887.7,2
S2A_Valkaama_rep1,1787067463.025,1.005,361500,241,0,5950627.0,1
S2A_Valkaama_rep1,1787067464.03,1.0049,380398,254,0,6044153.0,1
S2A_Valkaama_rep1,1787067465.035,1.0051,367667,246,0,5645268.0,1
S2A_Valkaama_rep1,1787067466.04,1.0045,378000,252,0,5973997.0,1
S2A_Valkaama_rep1,1787067467.045,1.0049,376207,251,0,4901325.0,1
S2A_Valkaama_rep1,1787067468.05,1.0049,369000,246,0,6359531.0,1
S2A_Valkaama_rep1,1787067469.054,1.0047,364842,244,0,6080854.0,1
S2A_Valkaama_rep1,1787067470.059,1.0049,388078,259,0,5661065.0,1
S2A_Valkaama_rep1,1787067471.064,1.005,372000,248,0,5965998.0,1
S2A_Valkaama_rep1,1787067472.069,1.005,368127,246,0,6369582.0,1
S2A_Valkaama_rep1,1787067473.074,1.005,370772,248,0,6088456.0,1
S2A_Valkaama_rep1,1787067474.079,1.005,376500,251,0,5710029.0,1
S2A_Valkaama_rep1,1787067475.084,1.0051,369327,247,0,5981867.0,1
S2A_Valkaama_rep1,1787067476.091,1.0067,384000,256,0,5717953.0,1
S2A_Valkaama_rep1,1787067477.096,1.005,359882,240,0,5935296.0,1
S2A_Valkaama_rep1,1787067478.101,1.005,382500,255,0,5515429.0,1
S2A_Valkaama_rep1,1787067479.106,1.0049,61086,41,0,6241086.0,1
