run_id,window_index,t_start,mean_o22,stall_s,label
MC_s9_dynamic_RedBullPlayStreets,0,0.0,2.9807,0.253,Degraded
MC_s9_dynamic_RedBullPlayStreets,1,10.0,2.5439,0,Degraded
MC_s9_dynamic_RedBullPlayStreets,2,20.0,1.7066,0,Critical
MC_s9_dynamic_RedBullPlayStreets,3,30.0,1.7066,0,Critical
MC_s9_dynamic_RedBullPlayStreets,4,40.0,1.7066,0,Critical
MC_s9_dynamic_RedBullPlayStreets,5,50.0,1.6365,0,Critical
MC_s9_dynamic_RedBullPlayStreets,6,60.0,2.9276,0,Degraded
MC_s9_dynamic_RedBullPlayStreets,7,70.0,2.8728,0,Degraded
MC_s9_dynamic_RedBullPlayStreets,8,80.0,2.8728,0,Degraded
MC_s9_dynamic_RedBullPlayStreets,9,90.0,3.2928,0,Good
MC_s9_dynamic_RedBullPlayStreets,10,100.0,4.2548,1.853,Critical
MC_s9_dynamic_RedBullPlayStreets,11,110.0,3.9364,1.125,Critical
MC_s9_dynamic_RedBullPlayStreets,12,120.0,3.2459,0,Good
MC_s9_dynamic_RedBullPlayStreets,13,130.0,3.6661,0,Good
MC_s9_dynamic_RedBullPlayStreets,14,140.0,3.2664,0,Good
MC_s9_dynamic_RedBullPlayStreets,15,150.0,2.8964,0,Degraded
MC_s9_dynamic_RedBullPlayStreets,16,160.0,2.9413,0,Degraded
MC_s9_dynamic_RedBullPlayStreets,17,170.0,2.8865,0,Degraded
MC_s9_dynamic_RedBullPlayStreets,18,180.0,2.8728,0,Degraded
MC_s9_dynamic_RedBullPlayStreets,19,190.0,2.9778,0,Degraded
MC_s9_dynamic_RedBullPlayStreets,20,200.0,4.0776,0.726,Degraded
MC_s9_dynamic_RedBullPlayStreets,21,210.0,3.8671,0.29,Degraded
MC_s9_dynamic_RedBullPlayStreets,22,220.0,3.9358,0,Good
MC_s9_dynamic_RedBullPlayStreets,23,230.0,3.6007,0,Good
MC_s9_dynamic_RedBullPlayStreets,24,240.0,3.9545,0,Good
MC_s9_dynamic_RedBullPlayStreets,25,250.0,3.7542,0,Good
MC_s9_dynamic_RedBullPlayStreets,26,260.0,3.7542,0,Good
MC_s9_dynamic_RedBullPlayStreets,27,270.0,4.053,0,Excellent
MC_s9_dynamic_RedBullPlayStreets,28,280.0,4.0292,0,Excellent
MC_s9_dynamic_RedBullPlayStreets,29,290.0,3.9228,0,Good
