run_id,window_index,t_start,mean_o22,stall_s,label
MC_s13_dynamic_BigBuckBunny,0,0.0,1.6764,2.038,Critical
MC_s13_dynamic_BigBuckBunny,1,10.0,2.0131,0,Degraded
MC_s13_dynamic_BigBuckBunny,2,20.0,1.9711,0,Critical
MC_s13_dynamic_BigBuckBunny,3,30.0,1.6764,1.966,Critical
MC_s13_dynamic_BigBuckBunny,4,40.0,1.5149,2.976,Critical
MC_s13_dynamic_BigBuckBunny,5,50.0,1.4457,0,Critical
MC_s13_dynamic_BigBuckBunny,6,60.0,1.8357,0,Critical
MC_s13_dynamic_BigBuckBunny,7,70.0,2.8097,0,Degraded
MC_s13_dynamic_BigBuckBunny,8,80.0,2.7617,0,Degraded
MC_s13_dynamic_BigBuckBunny,9,90.0,2.7458,0,Degraded
MC_s13_dynamic_BigBuckBunny,10,100.0,2.7458,0,Degraded
MC_s13_dynamic_BigBuckBunny,11,110.0,2.6398,0,Degraded
MC_s13_dynamic_BigBuckBunny,12,120.0,2.4369,0,Degraded
MC_s13_dynamic_BigBuckBunny,13,130.0,2.7988,0,Degraded
MC_s13_dynamic_BigBuckBunny,14,140.0,3.0106,0,Good
MC_s13_dynamic_BigBuckBunny,15,150.0,3.7752,0,Good
MC_s13_dynamic_BigBuckBunny,16,160.0,3.7626,0,Good
MC_s13_dynamic_BigBuckBunny,17,170.0,3.3068,0,Good
MC_s13_dynamic_BigBuckBunny,18,180.0,2.91,0,Degraded
MC_s13_dynamic_BigBuckBunny,19,190.0,2.8492,0,Degraded
MC_s13_dynamic_BigBuckBunny,20,200.0,2.8393,0,Degraded
MC_s13_dynamic_BigBuckBunny,21,210.0,3.5232,0,Good
MC_s13_dynamic_BigBuckBunny,22,220.0,3.7878,0,Good
MC_s13_dynamic_BigBuckBunny,23,230.0,3.7878,0,Good
MC_s13_dynamic_BigBuckBunny,24,240.0,3.8344,0,Good
MC_s13_dynamic_BigBuckBunny,25,250.0,2.8485,0.501,Degraded
MC_s13_dynamic_BigBuckBunny,26,260.0,3.3933,0,Good
MC_s13_dynamic_BigBuckBunny,27,270.0,2.981,0,Degraded
MC_s13_dynamic_BigBuckBunny,28,280.0,2.8963,0,Degraded
