run_id,window_index,n_samples,rtt_samples,throughput_mean,throughput_std,throughput_min,throughput_max,jitter_mean,jitter_p95,reorder_rate,reorder_count,rtt_mean,rtt_p95,rtt_std,total_bytes,total_packets,active_flows,bytes_kumulatif,pkt_delta_prev,rasio_diam,tp_delta_prev,tp_kumulatif,tp_pendek_max,tp_pendek_mean,tp_pendek_std,tp_rasio_kumulatif,tp_rasio_prev,tp_slot_akhir,label
CONT_s10_bola_BigBuckBunny,13,97,95,1.134392,5.965745,0.0,59.545251,62.311666,129.91393,2.873105,36,221.439119,315.239618,78.99199,1426137,1253,5,16077152,646,0.030928,0.557719,0.909231,0.816477,0.457283,0.147419,1.247639,1.967132,0.470443,Good
CONT_s10_bola_BigBuckBunny,14,97,97,0.452991,0.159806,0.229665,0.822064,74.872805,125.435322,0.0,0,208.476917,318.82998,88.309139,570168,516,4,16647320,-737,0.0,-0.681401,0.8789,0.738746,0.44872,0.159373,0.515407,0.399325,0.351167,Good
CONT_s10_bola_BigBuckBunny,15,98,98,0.454589,0.160094,0.345503,0.820849,39.484006,40.287199,0.0,0,152.704459,158.445112,22.06605,578235,513,2,17225555,-3,0.0,0.001598,0.852202,0.703012,0.453111,0.156446,0.533429,1.003528,0.350491,Good
CONT_s10_bola_BigBuckBunny,16,97,51,0.323539,0.334482,0.0,1.372575,36.603,107.29986,0.0,0,213.728995,265.604888,93.975686,407236,327,2,17632791,-186,0.474227,-0.13105,0.821197,1.213127,0.415448,0.304764,0.393985,0.711718,0.0,Degraded
CONT_s10_bola_BigBuckBunny,17,97,76,0.449422,0.239758,0.0,0.583166,34.394494,50.517667,0.0,0,251.707094,265.606871,49.56686,566252,453,2,18199043,126,0.216495,0.125883,0.800604,0.583166,0.443771,0.237676,0.561354,1.389081,0.449759,Degraded
CONT_s10_bola_BigBuckBunny,18,98,57,0.453042,1.034891,0.0,10.151753,33.204118,92.761004,2.141328,10,226.165252,265.613071,83.907109,576139,467,2,18775182,14,0.418367,0.00362,0.782184,10.151753,0.653224,1.824836,0.579201,1.008055,0.0,Degraded
CONT_s10_bola_BigBuckBunny,19,97,53,0.149401,0.180995,0.0,1.128624,60.82913,177.774324,10.313901,23,307.733699,493.714482,171.601818,188246,223,5,18963428,-244,0.443299,-0.303641,0.750635,0.789066,0.215164,0.162075,0.199033,0.329773,0.238082,Degraded
CONT_s10_bola_BigBuckBunny,20,128,118,0.203961,0.093172,0.0,0.420903,53.602806,84.818339,9.68523,40,265.787172,529.449852,151.193409,340104,413,4,19303532,190,0.078125,0.05456,0.716783,0.362339,0.210638,0.080953,0.284551,1.365192,0.362339,Critical
CONT_s10_bola_BigBuckBunny,21,97,86,0.194913,0.120149,0.0,0.599808,87.733551,207.276844,7.368421,21,286.318788,616.884196,191.679106,246616,285,3,19550148,-128,0.14433,-0.009048,0.693349,0.599808,0.169019,0.172754,0.281118,0.955639,0.234319,Critical
CONT_s10_bola_BigBuckBunny,22,97,13,0.061553,0.210487,0.0,1.307613,38.020982,345.711826,9.638554,8,150.127122,322.295993,136.259708,77858,83,2,19628006,-202,0.85567,-0.13336,0.666201,1.207739,0.0689,0.231965,0.092394,0.315797,0.120077,Critical
CONT_s10_bola_BigBuckBunny,23,96,9,0.042111,0.193479,0.0,1.32395,71.980096,479.535466,4.081633,2,5139.980027,45002.323312,14094.516289,52816,49,2,19680822,-34,0.927083,-0.019442,0.640746,1.32395,0.067065,0.25324,0.065722,0.684142,0.0,Critical
CONT_s10_bola_BigBuckBunny,24,96,8,0.05978,0.220437,0.0,1.241839,44.967977,499.950777,0.0,0,111.419363,397.519923,148.27174,74881,61,2,19755703,12,0.916667,0.017669,0.617985,1.241839,0.062796,0.246586,0.096734,1.419582,0.0,Critical
CONT_s10_bola_BigBuckBunny,25,107,34,0.141575,0.223435,0.0,0.695639,142.907404,400.424929,1.142857,2,503.736156,852.585453,326.909056,198106,175,4,19953809,114,0.672897,0.081795,0.598037,0.695639,0.150934,0.211546,0.236733,2.368267,0.0,Critical
CONT_s10_bola_BigBuckBunny,26,97,39,0.147191,0.213757,0.0,0.631486,58.897156,165.748582,1.666667,3,421.234924,856.225896,269.138463,186427,180,4,20140236,5,0.597938,0.005616,0.581563,0.578697,0.144204,0.140994,0.253096,1.039668,0.578697,Critical
CONT_s10_bola_BigBuckBunny,27,96,57,0.147589,0.13865,0.0,0.578697,156.55883,425.852949,0.0,0,682.745884,1340.487699,395.449065,185194,187,3,20325430,7,0.416667,0.000398,0.566383,0.348478,0.145675,0.137251,0.260582,1.002704,0.233423,Critical
CONT_s10_bola_BigBuckBunny,28,97,15,0.072048,0.201919,0.0,1.123668,55.20282,429.310516,0.0,0,259.168666,514.449944,265.224965,91433,78,2,20416863,-109,0.845361,-0.075541,0.549484,1.123668,0.070639,0.230861,0.131119,0.488166,0.0,Critical
CONT_s10_bola_BigBuckBunny,29,96,21,0.079745,0.170556,0.0,0.627316,66.456881,362.054421,1.123596,1,678.269869,1008.22037,291.508409,100212,89,2,20517075,11,0.802083,0.007697,0.534111,0.0,0.0,0.0,0.149304,1.106832,0.0,Critical
CONT_s10_bola_ElephantsDream,1,99,99,1.011319,0.246826,0.356321,1.53863,27.897755,51.754454,0.0,0,131.810324,166.298221,29.596215,1279816,1080,4,2562819,-1,0.0,-0.004606,1.013553,1.524941,1.001176,0.285857,0.997796,0.995466,0.822768,Good
CONT_s10_bola_ElephantsDream,2,98,79,1.268212,4.042535,0.0,40.825675,22.370653,81.968704,0.896861,12,96.473692,156.656447,38.485752,1589127,1338,4,4151946,258,0.193878,0.256893,1.097807,1.653595,1.082088,0.241429,1.155223,1.254018,1.184063,Good
CONT_s10_bola_ElephantsDream,3,99,99,1.078803,0.188213,0.59871,1.720898,45.113818,59.972405,0.0,0,133.417288,155.985745,19.571089,1368676,1250,5,5520622,-88,0.0,-0.189409,1.093022,1.192187,1.077469,0.143225,0.986991,0.850649,0.944155,Good
CONT_s10_bola_ElephantsDream,4,98,94,1.034185,0.286765,0.0,2.049698,41.103661,50.429411,0.0,0,121.482488,142.54637,25.635375,1301471,1198,5,6822093,-52,0.040816,-0.044618,1.081299,2.049698,0.931104,0.454333,0.956428,0.958641,1.176553,Good
CONT_s10_bola_ElephantsDream,5,99,85,0.92098,0.472922,0.0,1.763113,20.942727,35.840921,0.0,0,121.604374,156.753452,33.121627,1171153,939,2,7993246,-259,0.141414,-0.113205,1.054361,1.763113,1.061951,0.332385,0.873496,0.890537,0.705122,Good
CONT_s10_bola_ElephantsDream,6,101,99,1.55123,4.733968,0.0,35.227108,19.858739,24.863648,0.839832,14,117.608097,184.386034,47.915614,2013802,1667,4,10007048,728,0.029703,0.63025,1.126893,1.527308,0.783601,0.366833,1.376555,1.684325,0.0,Degraded
CONT_s10_bola_ElephantsDream,7,98,84,0.729512,0.36896,0.0,1.45176,50.51637,196.31566,0.373599,3,138.291818,184.336195,44.819462,924077,803,4,10931125,-864,0.142857,-0.821718,1.077326,1.45176,0.856951,0.200376,0.677151,0.47028,0.703691,Critical
CONT_s10_bola_ElephantsDream,8,97,68,0.593688,0.442343,0.0,1.972766,46.135476,144.05841,0.151976,1,140.949509,178.383289,32.698022,744632,658,4,11675757,-145,0.298969,-0.135824,1.024116,1.972766,0.129757,0.402685,0.579708,0.813815,0.261354,Critical
CONT_s10_bola_ElephantsDream,9,98,9,0.078607,0.28776,0.0,1.960696,20.957213,194.355586,0.0,0,93.485333,161.683323,64.278942,99661,86,2,11775418,-572,0.908163,-0.515081,0.929543,1.960696,0.129495,0.391754,0.084565,0.132405,0.0,Critical
CONT_s10_bola_ElephantsDream,10,98,16,0.121225,0.306353,0.0,1.377735,47.963963,309.525034,0.0,0,91.671914,209.152925,84.746725,153633,124,2,11929051,38,0.836735,0.042618,0.856039,1.215319,0.125325,0.283638,0.141612,1.542165,0.0,Critical
CONT_s10_bola_ElephantsDream,11,97,59,0.368262,0.336033,0.0,1.534932,55.713745,192.914755,0.0,0,193.291003,251.476804,73.459969,461977,382,2,12391028,258,0.391753,0.247037,0.815759,1.167459,0.578476,0.220443,0.451435,3.037839,0.584294,Degraded
CONT_s10_bola_ElephantsDream,12,105,102,0.577697,0.186195,0.0,1.051517,57.296846,111.950805,0.0,0,224.527281,314.796219,68.921752,785561,698,4,13176589,316,0.028571,0.209435,0.796183,0.938687,0.58435,0.124946,0.725583,1.568712,0.703012,Degraded
CONT_s10_bola_ElephantsDream,13,98,94,0.515752,0.228133,0.0,1.316757,84.509823,174.654286,1.505017,9,217.796826,317.275179,81.208242,655754,598,4,13832343,-100,0.040816,-0.061945,0.776171,0.702334,0.451344,0.153588,0.664482,0.892773,0.351167,Critical
CONT_s10_bola_ElephantsDream,14,97,92,0.458027,0.179381,0.0,0.822141,60.212576,116.382854,0.0,0,200.363363,318.150732,97.165673,576385,511,4,14408728,-87,0.061856,-0.057725,0.755173,0.814041,0.457374,0.156911,0.606519,0.888076,0.466435,Degraded
CONT_s10_bola_ElephantsDream,15,97,85,0.445825,0.212135,0.0,0.817264,42.071453,49.988254,0.0,0,224.297841,344.315956,93.776183,561268,473,2,14969996,-38,0.103093,-0.012202,0.736025,0.712671,0.419221,0.198052,0.60572,0.97336,0.0,Degraded
CONT_s10_bola_ElephantsDream,16,98,41,0.244136,0.338095,0.0,1.372498,39.206085,143.552109,0.0,0,176.796317,289.213817,97.892145,310547,257,2,15280543,-216,0.581633,-0.201689,0.707087,1.372498,0.188779,0.318025,0.34527,0.547605,0.582604,Degraded
CONT_s10_bola_ElephantsDream,17,97,65,0.360746,0.295418,0.0,1.250145,51.329563,116.819671,0.0,0,232.600872,319.187678,91.714494,454560,378,2,15735103,121,0.329897,0.11661,0.688023,1.250145,0.469348,0.272974,0.524323,1.477644,0.0,Degraded
CONT_s10_bola_ElephantsDream,18,97,83,0.694049,1.955873,0.0,17.944318,39.123111,50.786337,2.550336,19,206.134559,319.116855,107.532488,878197,745,2,16613300,367,0.14433,0.333303,0.688516,17.944318,1.254187,3.497296,1.008036,1.923927,0.119615,Degraded
CONT_s10_bola_ElephantsDream,19,97,83,0.19934,0.15649,0.0,0.724633,47.446048,75.742174,6.859206,19,339.40527,537.705999,160.419667,251087,277,2,16864387,-468,0.226804,-0.494709,0.664258,0.467336,0.195845,0.140472,0.300094,0.287213,0.235448,Degraded
CONT_s10_bola_ElephantsDream,20,98,81,0.204603,0.158356,0.0,0.843776,39.345567,77.11868,8.125,26,393.00735,562.688081,150.928694,260192,320,4,17124579,43,0.163265,0.005263,0.642331,0.604479,0.211361,0.100277,0.318532,1.026402,0.234995,Degraded
CONT_s10_bola_ElephantsDream,21,97,83,0.204866,0.133465,0.0,0.71908,56.097681,171.375386,9.477124,29,291.161897,591.04659,226.891464,258500,306,4,17383079,-14,0.134021,0.000263,0.622554,0.323077,0.207631,0.056999,0.329073,1.001285,0.238769,Degraded
CONT_s10_bola_ElephantsDream,22,97,86,0.203774,0.146783,0.0,1.19024,44.119844,71.626692,9.539474,29,235.528488,418.285122,111.882918,257013,304,2,17640092,-2,0.113402,-0.001092,0.60445,1.19024,0.205686,0.235989,0.337123,0.99467,0.234995,Degraded
CONT_s10_bola_ElephantsDream,23,97,41,0.127635,0.161958,0.0,0.447615,48.262176,134.46889,0.0,0,365.226354,508.961272,177.859783,161096,152,2,17801188,-152,0.597938,-0.076139,0.584684,0.350491,0.083475,0.142769,0.218297,0.626356,0.0,Degraded
CONT_s10_bola_ElephantsDream,24,97,23,0.136598,0.263298,0.0,1.04447,49.206405,214.780479,0.699301,1,435.100055,853.407296,382.221298,172343,143,2,17973531,-9,0.752577,0.008963,0.566858,0.582042,0.153885,0.240583,0.240974,1.070224,0.582042,Critical
CONT_s10_bola_ElephantsDream,25,97,27,0.14306,0.242486,0.0,0.582042,40.749461,151.873265,0.0,0,577.537922,852.555247,343.247323,180251,149,2,18153782,6,0.721649,0.006462,0.550646,0.581482,0.126868,0.234657,0.259804,1.047307,0.0,Critical
CONT_s10_bola_ElephantsDream,26,97,27,0.146341,0.249574,0.0,0.674341,37.63585,146.768272,0.0,0,591.606864,852.587804,319.628763,184520,160,4,18338302,11,0.731959,0.003281,0.53575,0.631486,0.156445,0.250207,0.273152,1.022934,0.003992,Critical
CONT_s10_bola_ElephantsDream,27,97,48,0.140114,0.149712,0.0,0.350491,131.81033,378.228045,0.0,0,909.907364,1519.352813,410.582169,177012,168,3,18515314,8,0.515464,-0.006227,0.521653,0.350491,0.1402,0.150279,0.268596,0.957449,0.0,Critical
CONT_s10_bola_ElephantsDream,28,97,40,0.125212,0.168794,0.0,0.637865,88.349262,271.939255,3.225806,5,538.16901,1229.229943,393.239293,158582,155,4,18673896,-13,0.618557,-0.014902,0.508012,0.637865,0.085222,0.167503,0.246474,0.893644,0.0,Critical
CONT_s10_bola_ElephantsDream,29,97,6,0.002832,0.01473,0.0,0.08751,26.177126,249.736124,0.0,0,19.827454,44.815668,19.782594,3582,12,2,18677478,-143,0.958763,-0.12238,0.491199,0.011954,0.000412,0.002181,0.005765,0.022618,0.0,Critical
CONT_s10_bola_OfForestAndMen,1,98,98,1.008743,0.247558,0.473275,1.650362,26.848417,49.688447,0.0,0,138.144384,177.486327,34.862933,1263212,1059,4,2541232,-4,0.0,-0.002764,1.010109,1.650362,0.998951,0.282628,0.998648,0.997267,0.889794,Excellent
CONT_s10_bola_OfForestAndMen,2,99,95,1.352414,3.212152,0.0,32.982566,21.478753,45.857714,0.725163,10,120.524154,190.415336,38.143324,1712263,1379,4,4253495,320,0.040404,0.343671,1.124527,1.421213,1.081662,0.200416,1.202651,1.340692,1.067918,Excellent
CONT_s10_bola_OfForestAndMen,3,112,112,1.084481,0.193958,0.580365,1.658906,44.381299,92.715251,0.0,0,132.334979,190.557625,52.489178,1556900,1413,5,5810395,34,0.0,-0.267933,1.113489,1.419727,1.086772,0.157868,0.973949,0.801885,1.066875,Critical
CONT_s10_bola_OfForestAndMen,4,99,99,1.077654,0.220079,0.582682,1.647984,40.55873,57.810415,0.0,0,156.449915,190.553766,35.778909,1369797,1163,5,7180192,-250,0.0,-0.006827,1.106454,1.647984,1.092701,0.273495,0.973971,0.993705,1.176553,Degraded
CONT_s10_bola_OfForestAndMen,5,98,53,0.574144,0.588528,0.0,2.091451,16.786979,50.542921,0.0,0,112.384805,134.289907,27.171858,722815,584,2,7903007,-579,0.459184,-0.50351,1.019986,1.414294,0.443089,0.579358,0.562894,0.532772,0.0,Good
CONT_s10_bola_OfForestAndMen,6,98,32,0.425068,1.3545,0.0,12.92965,30.504255,143.044108,2.059497,9,107.844648,170.808018,56.809453,535098,437,2,8438105,-147,0.673469,-0.149076,0.936759,1.484713,0.341534,0.483939,0.453765,0.740351,0.943782,Degraded
CONT_s10_bola_OfForestAndMen,7,98,93,0.809613,0.244209,0.0,1.290884,52.013248,93.218512,0.0,0,154.833302,212.065508,39.89041,1022633,925,5,9460738,488,0.05102,0.384545,0.921158,1.180058,0.851911,0.138247,0.878908,1.904667,0.826047,Degraded
CONT_s10_bola_OfForestAndMen,8,101,101,0.854284,0.110522,0.581568,1.174884,41.355638,65.047909,0.0,0,127.504669,181.484354,46.362972,1113349,1072,6,10574087,147,0.0,0.044671,0.913625,1.099574,0.862906,0.126487,0.935049,1.055176,0.94544,Degraded
CONT_s10_bola_OfForestAndMen,9,98,98,0.856772,0.116655,0.689069,1.077752,19.18539,19.651924,0.0,0,81.239882,84.248063,11.353583,1084798,1073,2,11658885,1,0.0,0.002488,0.908019,1.0653,0.855007,0.120002,0.943562,1.002912,0.94544,Degraded
CONT_s10_bola_OfForestAndMen,10,98,95,1.357628,7.509109,0.0,75.295551,28.837564,34.203463,0.351617,5,178.913537,209.441223,60.445695,1719229,1422,2,13378114,349,0.030612,0.500856,0.948416,0.585994,0.584425,0.003212,1.431469,1.584585,0.585426,Good
CONT_s10_bola_OfForestAndMen,11,98,60,0.386548,0.339954,0.0,1.377364,34.42982,137.604092,0.0,0,159.9645,251.549394,84.992626,489592,400,2,13867706,-1022,0.387755,-0.97108,0.902161,1.377364,0.566706,0.339543,0.428469,0.284723,0.469602,Degraded
CONT_s10_bola_OfForestAndMen,12,98,97,0.576304,0.180566,0.0,0.907468,48.207839,92.355097,0.0,0,202.810286,251.421585,65.782272,729860,612,4,14597566,212,0.020408,0.189756,0.877356,0.82122,0.577615,0.219456,0.656864,1.490899,0.82122,Degraded
CONT_s10_bola_OfForestAndMen,13,120,118,1.208959,7.688836,0.0,85.055651,78.704778,137.894347,0.685358,11,242.852566,318.11814,74.335575,1897088,1605,5,16494654,993,0.016667,0.632655,0.906656,0.819633,0.453452,0.152504,1.333426,2.09778,0.573887,Critical
CONT_s10_bola_OfForestAndMen,14,97,66,0.330225,0.257874,0.0,1.249788,55.684908,169.71222,0.0,0,166.889385,320.823759,101.823306,415442,354,4,16910096,-1251,0.329897,-0.878734,0.86939,0.690351,0.44329,0.17745,0.379835,0.273148,0.0,Critical
CONT_s10_bola_OfForestAndMen,15,98,77,0.451659,0.245439,0.0,0.905097,33.194382,44.123653,0.0,0,234.338697,265.639189,74.498418,574057,464,2,17484153,110,0.214286,0.121434,0.843773,0.905097,0.457934,0.254209,0.535285,1.367731,0.583166,Degraded
CONT_s10_bola_OfForestAndMen,16,97,78,0.45494,0.23957,0.0,0.731208,33.094095,43.038162,0.0,0,232.401339,265.625211,77.699035,571926,462,2,18056079,-2,0.195876,0.003281,0.821522,0.584294,0.450813,0.237897,0.553777,1.007264,0.582604,Degraded
CONT_s10_bola_OfForestAndMen,17,98,68,0.394699,0.285447,0.0,1.213514,33.64588,67.944078,0.0,0,227.241276,265.636306,81.255298,501278,407,2,18557357,-55,0.306122,-0.060241,0.798209,0.931556,0.352892,0.284254,0.494481,0.867585,0.0,Degraded
CONT_s10_bola_OfForestAndMen,18,97,62,0.255208,0.283596,0.0,1.374286,46.468628,120.092404,3.883495,12,258.0256,407.37251,122.128499,320846,309,2,18878203,-98,0.371134,-0.139491,0.770357,0.603861,0.197088,0.16921,0.331285,0.646589,0.004012,Degraded
CONT_s10_bola_OfForestAndMen,19,109,67,0.199779,0.208815,0.0,0.725333,36.30239,92.437016,6.101695,18,398.646074,613.141117,167.612732,282029,295,2,19160232,-14,0.394495,-0.055429,0.739251,0.604444,0.218579,0.24076,0.270245,0.782809,0.361739,Critical
CONT_s10_bola_OfForestAndMen,20,98,79,0.206084,0.147289,0.0,0.601773,69.479092,154.575208,10.355987,32,308.655225,610.065447,189.494745,261991,309,4,19422223,14,0.214286,0.006305,0.714331,0.601773,0.217772,0.14856,0.288499,1.03156,0.241079,Critical
CONT_s10_bola_OfForestAndMen,21,97,68,0.157919,0.136285,0.0,0.710837,57.791249,143.963133,10.833333,26,208.80057,592.186537,132.494538,199414,240,3,19621637,-69,0.309278,-0.048165,0.689676,0.23946,0.079575,0.103774,0.228976,0.766285,0.0,Critical
CONT_s10_bola_OfForestAndMen,22,97,60,0.258694,0.963941,0.0,9.547078,47.203751,140.155868,4.33526,15,240.442451,763.482098,221.962025,325682,346,2,19947319,106,0.391753,0.100775,0.671405,0.582042,0.135336,0.197606,0.385302,1.638144,0.0,Degraded
CONT_s10_bola_OfForestAndMen,23,97,31,0.14415,0.22022,0.0,0.583166,42.910561,139.607243,0.0,0,575.125405,852.490707,274.099447,181409,153,2,20128728,-193,0.680412,-0.114544,0.64997,0.583166,0.14006,0.239135,0.221779,0.557222,0.154363,Degraded
CONT_s10_bola_OfForestAndMen,24,98,26,0.139398,0.243597,0.0,0.633064,38.54815,146.980853,0.684932,1,554.604323,856.998237,349.581268,177227,146,2,20305955,-7,0.734694,-0.004752,0.62983,0.582604,0.135366,0.234199,0.221326,0.967034,0.0,Critical
CONT_s10_bola_OfForestAndMen,25,97,27,0.143122,0.243502,0.0,0.710811,38.05315,141.605149,0.0,0,569.897493,852.603781,334.053573,180247,151,2,20486202,5,0.721649,0.003724,0.611534,0.710811,0.142056,0.246191,0.234038,1.026715,0.0,Critical
CONT_s10_bola_OfForestAndMen,26,97,26,0.145173,0.247359,0.0,0.708373,43.947346,180.851437,0.0,0,556.642269,852.541138,338.929154,182867,160,4,20669069,9,0.731959,0.002051,0.594627,0.708373,0.145398,0.235713,0.244141,1.01433,0.0,Critical
CONT_s10_bola_OfForestAndMen,27,97,48,0.143025,0.150768,0.0,0.3761,141.211406,414.42264,0.0,0,899.883913,1519.310101,407.961768,180588,176,4,20849657,16,0.505155,-0.002148,0.578799,0.3761,0.148629,0.151778,0.247107,0.985204,0.237846,Critical
CONT_s10_bola_OfForestAndMen,28,97,38,0.100961,0.176407,0.0,1.260923,79.39762,270.788789,1.550388,2,445.85322,999.413303,343.973726,127529,129,2,20977186,-47,0.628866,-0.042064,0.562612,0.11927,0.01235,0.031402,0.17945,0.705898,0.0,Critical
CONT_s10_bola_OfForestAndMen,29,97,4,0.001942,0.012293,0.0,0.088223,17.865904,0.0,0.0,0,18.111095,43.504027,18.303831,2452,9,2,20979638,-120,0.969072,-0.099019,0.544239,0.0,0.0,0.0,0.003568,0.019235,0.0,Critical
CONT_s10_bola_RedBullPlayStreets,1,124,124,1.079792,0.138395,0.590577,1.425284,28.890399,50.388624,0.0,0,109.667773,185.721627,48.387025,1713801,1570,5,5824274,-1902,0.0,-0.212351,1.221537,1.321675,1.097687,0.110042,0.883962,0.83566,1.192187,Critical
CONT_s10_bola_RedBullPlayStreets,2,98,98,1.080453,0.240254,0.586563,1.655259,49.80186,74.818126,0.0,0,160.141496,190.468818,36.721468,1358684,1186,6,7182958,-384,0.0,0.000661,1.192123,1.567471,1.077427,0.213752,0.906327,1.000612,1.063759,Degraded
CONT_s10_bola_RedBullPlayStreets,3,99,99,1.071324,0.232249,0.587704,1.646381,26.921899,58.464256,0.0,0,128.116546,190.163784,32.604892,1363418,1108,4,8546376,-78,0.0,-0.009129,1.171099,1.178849,1.067623,0.220793,0.914802,0.991551,1.176553,Good
CONT_s10_bola_RedBullPlayStreets,4,98,98,1.305407,3.139563,0.587133,32.145575,18.058101,21.329493,1.320616,18,96.511511,111.6278,20.849813,1642977,1363,2,10189353,255,0.0,0.234083,1.190781,1.064795,0.847009,0.170127,1.096261,1.218499,0.709172,Good
CONT_s10_bola_RedBullPlayStreets,5,98,98,0.848594,0.153361,0.591751,1.122573,32.122812,63.884142,0.0,0,122.798771,213.426509,52.162592,1069067,963,5,11258420,-400,0.0,-0.456813,1.14687,1.06677,0.854734,0.12157,0.739922,0.650061,0.989932,Excellent
CONT_s10_bola_RedBullPlayStreets,6,98,98,0.851978,0.119332,0.590029,1.083333,53.525806,58.488237,0.0,0,165.339896,181.148281,16.58871,1078071,1052,6,12336491,89,0.0,0.003384,1.113197,0.947274,0.846068,0.112938,0.765343,1.003988,0.709767,Excellent
CONT_s10_bola_RedBullPlayStreets,7,98,98,0.85004,0.119791,0.704986,1.087519,23.389132,54.531071,0.0,0,90.02594,168.125034,24.266406,1075831,1058,4,13412322,6,0.0,-0.001938,1.086229,1.063543,0.846274,0.121486,0.782561,0.997725,0.709767,Good
CONT_s10_bola_RedBullPlayStreets,8,98,66,0.540966,0.43133,0.0,1.575194,27.917577,79.566338,1.92926,12,123.210194,251.034601,67.929871,684518,622,2,14096840,-436,0.326531,-0.309074,1.03556,1.22035,0.431897,0.361275,0.52239,0.636401,0.702386,Good
CONT_s10_bola_RedBullPlayStreets,9,97,85,0.542013,0.284879,0.0,1.378045,36.834473,51.022647,0.0,0,190.518684,251.445885,68.023677,678838,564,2,14775678,-58,0.123711,0.001047,0.993965,1.169719,0.57443,0.242454,0.545304,1.001935,0.938295,Good
CONT_s10_bola_RedBullPlayStreets,10,98,79,0.526325,0.350017,0.0,1.672546,34.418507,55.103308,0.0,0,186.196424,251.928409,80.122454,666176,552,4,15441854,-12,0.214286,-0.015688,0.957281,1.217984,0.530723,0.34715,0.549812,0.971056,0.700348,Good
