run_id,window_index,n_samples,rtt_samples,throughput_mean,throughput_std,throughput_min,throughput_max,jitter_mean,jitter_p95,reorder_rate,reorder_count,rtt_mean,rtt_p95,rtt_std,total_bytes,total_packets,active_flows,label
CONT_s10_bola_BigBuckBunny,1,99,99,1.008956,0.276692,0.473738,1.537126,28.234015,54.020627,0.0,0,134.994442,183.651699,33.640652,1278843,1072,4,Good
CONT_s10_bola_BigBuckBunny,2,98,96,1.056021,0.305625,0.0,2.074364,23.676907,47.761248,0.711744,8,130.672148,167.686214,29.801694,1325850,1124,4,Good
CONT_s10_bola_BigBuckBunny,3,98,98,1.078582,0.153826,0.709864,1.418345,44.412242,52.676538,0.0,0,157.966187,191.464267,22.535376,1357670,1246,5,Good
CONT_s10_bola_BigBuckBunny,4,99,99,1.07867,0.179543,0.586563,1.649661,42.277785,53.832707,0.0,0,151.551089,190.208562,27.622784,1373329,1241,5,Good
CONT_s10_bola_BigBuckBunny,5,98,60,0.662754,0.57398,0.0,1.642335,22.979379,74.712034,0.0,0,127.585968,156.478556,30.400151,836594,678,2,Good
CONT_s10_bola_BigBuckBunny,6,98,68,1.375001,7.07507,0.0,70.876971,25.137088,69.657061,0.55905,8,140.626038,184.619484,42.687178,1734422,1431,2,Excellent
CONT_s10_bola_BigBuckBunny,7,98,98,0.850847,0.211214,0.343547,1.410175,41.008924,57.027394,0.0,0,157.393895,183.793662,23.886329,1075879,991,6,Excellent
CONT_s10_bola_BigBuckBunny,8,97,97,0.850111,0.115781,0.704986,1.123475,45.083057,57.440362,0.0,0,138.100564,178.09728,42.630528,1068261,1052,4,Excellent
CONT_s10_bola_BigBuckBunny,9,98,98,0.852208,0.118186,0.690368,1.075358,19.27456,19.80772,0.0,0,81.512493,84.252523,9.571645,1080282,1067,2,Good
CONT_s10_bola_BigBuckBunny,10,98,68,0.617769,1.36465,0.0,13.550145,33.927133,120.796196,0.573888,4,144.637494,250.971046,79.624769,783187,697,2,Good
CONT_s10_bola_BigBuckBunny,11,97,94,0.573816,0.210933,0.0,1.052534,34.321987,38.004662,0.0,0,185.062694,251.599536,56.691872,720190,596,2,Good
CONT_s10_bola_BigBuckBunny,12,98,96,0.576673,0.187361,0.0,1.053553,41.296267,72.612409,0.0,0,203.087596,251.359285,60.94354,731550,607,4,Good
CONT_s10_bola_BigBuckBunny,13,97,95,1.134392,5.965745,0.0,59.545251,62.311666,131.200071,2.873105,36,221.439119,315.554204,78.99199,1426137,1253,5,Good
CONT_s10_bola_BigBuckBunny,14,97,97,0.452991,0.159806,0.229665,0.822064,74.872805,126.949886,0.0,0,208.476917,336.772458,88.309139,570168,516,4,Good
CONT_s10_bola_BigBuckBunny,15,98,98,0.454589,0.160094,0.345503,0.820849,39.484006,40.29219,0.0,0,152.704459,158.449294,22.06605,578235,513,2,Good
CONT_s10_bola_BigBuckBunny,16,97,51,0.323539,0.334482,0.0,1.372575,36.603,113.858586,0.0,0,213.728995,265.604888,93.975686,407236,327,2,Degraded
CONT_s10_bola_BigBuckBunny,17,97,76,0.449422,0.239758,0.0,0.583166,34.394494,51.32518,0.0,0,251.707094,265.614431,49.56686,566252,453,2,Degraded
CONT_s10_bola_BigBuckBunny,18,98,57,0.453042,1.034891,0.0,10.151753,33.204118,97.608305,2.141328,10,226.165252,265.613515,83.907109,576139,467,2,Degraded
CONT_s10_bola_BigBuckBunny,19,97,53,0.149401,0.180995,0.0,1.128624,60.82913,196.683736,10.313901,23,307.733699,495.381119,171.601818,188246,223,5,Degraded
