run_id,window_index,n_samples,rtt_samples,throughput_mean,throughput_std,throughput_min,throughput_max,jitter_mean,jitter_p95,reorder_rate,reorder_count,rtt_mean,rtt_p95,rtt_std,total_bytes,total_packets,active_flows,vc_indeks_slot,vc_sesi_durasi_burst,vc_sesi_n_byte,vc_sesi_n_paket,vc_sesi_n_slot_aktif,vc_sesi_pkt_cvar,vc_sesi_pkt_kurt,vc_sesi_pkt_maks,vc_sesi_pkt_mean,vc_sesi_pkt_min,vc_sesi_pkt_skew,vc_sesi_pkt_std,vc_sesi_pkt_var,vc_sesi_rasio_aktif,vc_sesi_reg_intercept,vc_sesi_reg_slope,vc_sesi_t_ke_pertama,vc_sesi_t_stlh_terakhir,vc_sesi_tp_burst,vc_sesi_tp_rata,vc_sesi_vol_cvar,vc_sesi_vol_kurt,vc_sesi_vol_maks,vc_sesi_vol_mean,vc_sesi_vol_min,vc_sesi_vol_skew,vc_sesi_vol_std,vc_sesi_vol_var,vc_slot_durasi_burst,vc_slot_n_byte,vc_slot_n_paket,vc_slot_n_slot_aktif,vc_slot_pkt_cvar,vc_slot_pkt_kurt,vc_slot_pkt_maks,vc_slot_pkt_mean,vc_slot_pkt_min,vc_slot_pkt_skew,vc_slot_pkt_std,vc_slot_pkt_var,vc_slot_rasio_aktif,vc_slot_reg_intercept,vc_slot_reg_slope,vc_slot_t_ke_pertama,vc_slot_t_stlh_terakhir,vc_slot_tp_burst,vc_slot_tp_rata,vc_slot_vol_cvar,vc_slot_vol_kurt,vc_slot_vol_maks,vc_slot_vol_mean,vc_slot_vol_min,vc_slot_vol_skew,vc_slot_vol_std,vc_slot_vol_var,vc_trend_durasi_burst,vc_trend_n_byte,vc_trend_n_paket,vc_trend_n_slot_aktif,vc_trend_pkt_cvar,vc_trend_pkt_kurt,vc_trend_pkt_maks,vc_trend_pkt_mean,vc_trend_pkt_min,vc_trend_pkt_skew,vc_trend_pkt_std,vc_trend_pkt_var,vc_trend_rasio_aktif,vc_trend_reg_intercept,vc_trend_reg_slope,vc_trend_t_ke_pertama,vc_trend_t_stlh_terakhir,vc_trend_tp_burst,vc_trend_tp_rata,vc_trend_vol_cvar,vc_trend_vol_kurt,vc_trend_vol_maks,vc_trend_vol_mean,vc_trend_vol_min,vc_trend_vol_skew,vc_trend_vol_std,vc_trend_vol_var,label
CONT_s10_bola_BigBuckBunny,11,,,0.572915,,,,,,,,,,,,,,11,122.693,13976223.0,12323.0,1088.0,2.199011,1035.011227,768.0,10.338087,0.0,31.286732,22.733567,516.815072,0.912752,364142.08907,118385.663916,0.029,0.01,0.911297,0.911008,2.299565,1045.173719,912541.0,11725.019295,0.0,31.506759,26962.449827,726973700.675531,9.935,719049.0,597.0,94.0,0.348905,0.89185,11.0,6.154639,0.0,-0.131889,2.147383,4.611254,0.969072,7238.78413,71590.519108,0.055,0.01,0.579003,0.575239,0.358997,0.730523,13604.0,7412.876289,0.0,-0.155741,2661.204013,7082006.797036,29.905,2458643.0,2207.0,256.0,1.212779,199.339099,151.0,7.610345,0.0,12.946476,9.229667,85.186744,0.882759,183065.957075,78230.018931,0.085,0.01,0.657721,0.655638,1.245081,213.671545,175305.0,8478.07931,0.0,13.627521,10555.896518,111426951.305107,Good
CONT_s10_bola_BigBuckBunny,12,,,0.573001,,,,,,,,,,,,,,12,132.641,14688776.0,12917.0,1183.0,2.184116,1113.362987,768.0,10.028727,0.0,32.40965,21.9039,479.780837,0.918478,516884.946152,114784.937203,0.029,0.062,0.885927,0.885319,2.277345,1125.245473,912541.0,11404.329193,0.0,32.657888,25971.594164,674523703.436226,9.845,712553.0,594.0,95.0,0.340072,0.937704,12.0,6.1875,0.0,-0.323963,2.104194,4.427632,0.989583,8187.205769,71676.851328,0.093,0.062,0.579017,0.570042,0.350128,1.406964,12966.0,7422.427083,0.0,-1.208134,2598.802804,6753776.01568,26.92,1947987.0,1616.0,255.0,0.499943,0.009864,12.0,5.572414,0.0,-0.472615,2.785888,7.761174,0.87931,-161553.183101,69991.426188,3.018,0.062,0.578897,0.519463,0.509799,-0.087852,15710.0,6717.196552,0.0,-0.552038,3424.420228,11726653.89549,Good
CONT_s10_bola_BigBuckBunny,13,,,1.109531,,,,,,,,,,,,,,13,142.607,16069363.0,14144.0,1277.0,2.664261,648.113393,768.0,10.219653,0.0,24.941097,27.227825,741.354465,0.922688,611276.498659,112707.115399,0.029,0.096,0.901463,0.900673,2.787058,651.775816,912541.0,11610.811416,0.0,25.050725,32360.006225,1047170002.909458,9.862,1380587.0,1227.0,94.0,5.121957,90.701026,647.0,12.78125,0.0,9.619924,65.465009,4285.667434,0.979167,84911.728629,157517.738142,0.042,0.096,1.119925,1.10447,5.430122,90.795056,771111.0,14381.114583,0.0,9.627257,78091.204053,6098236150.460419,29.849,2812189.0,2418.0,283.0,4.514006,281.863376,647.0,8.366782,0.0,16.816387,37.767707,1426.399726,0.979239,-205412.479394,97071.924686,0.055,0.096,0.753711,0.749917,4.626742,281.991467,771111.0,9730.757785,0.0,16.821931,45021.702308,2026953678.711961,Good
CONT_s10_bola_BigBuckBunny,14,,,0.45586,,,,,,,,,,,,,,14,152.678,16643259.0,14658.0,1374.0,2.662665,691.530555,768.0,9.897367,0.0,25.739813,26.353373,694.50027,0.927752,718387.120411,110527.139508,0.029,0.025,0.872071,0.871763,2.786848,695.628806,912541.0,11237.852127,0.0,25.858169,31318.189864,980829016.358524,9.967,573896.0,514.0,97.0,0.371652,-0.924488,10.0,5.298969,2.0,0.754609,1.969375,3.878436,1.0,5401.426677,56980.881136,0.008,0.025,0.460637,0.459117,0.366566,-1.150869,10656.0,5916.453608,3000.0,0.712829,2168.768151,4703555.292096,29.882,2667036.0,2335.0,286.0,4.676418,281.898713,647.0,8.079585,0.0,16.818026,37.783519,1427.594339,0.989619,-57834.362889,100458.487993,0.093,0.025,0.714018,0.71121,4.881011,282.168561,771111.0,9228.49827,0.0,16.829881,45044.404357,2028998363.875865,Good
CONT_s10_bola_BigBuckBunny,15,,,0.39224,,,,,,,,,,,,,,15,162.543,17131870.0,15087.0,1453.0,2.673884,732.997264,768.0,9.566899,0.0,26.466035,25.580782,654.376391,0.92137,855835.204589,107905.177404,0.029,0.16,0.843192,0.842213,2.797928,737.714977,912541.0,10863.582752,0.0,26.597744,30395.519076,923887579.922241,9.761,488611.0,429.0,79.0,0.64117,0.8234,15.0,4.46875,0.0,0.394239,2.865229,8.209539,0.822917,24044.40429,50172.273448,0.079,0.16,0.40046,0.390889,0.641264,1.159525,17792.0,5089.697917,0.0,0.435214,3263.842179,10652665.770943,29.798,2443094.0,2170.0,270.0,5.039172,281.293893,647.0,7.508651,0.0,16.791092,37.837382,1431.66746,0.934256,535301.30847,70290.416995,0.042,0.16,0.655908,0.651492,5.335384,281.838749,771111.0,8453.612457,0.0,16.815261,45103.265013,2034304514.814569,Good
CONT_s10_bola_BigBuckBunny,16,,,0.387567,,,,,,,,,,,,,,16,172.614,17614806.0,15471.0,1515.0,2.690512,773.580291,768.0,9.24746,0.0,27.149802,24.880402,619.034421,0.905559,1023623.00166,104892.769604,0.029,0.089,0.816379,0.815821,2.80717,779.128621,912541.0,10528.873879,0.0,27.299688,29556.338416,873577140.567218,9.864,482936.0,384.0,62.0,0.779676,-0.928824,12.0,4.0,0.0,-0.200932,3.118704,9.726316,0.645833,-16093.842931,48544.771297,0.047,0.089,0.391676,0.386349,0.788646,-0.746893,15710.0,5030.583333,0.0,-0.110077,3967.349131,15739859.129825,29.903,1545443.0,1327.0,238.0,0.596403,0.176092,15.0,4.591696,0.0,-0.046192,2.738499,7.499375,0.823529,56005.384284,50100.684279,0.008,0.089,0.413455,0.412118,0.604173,0.321198,17792.0,5347.553633,0.0,0.005562,3230.847995,10438378.768815,Degraded
CONT_s10_bola_BigBuckBunny,17,,,0.391095,,,,,,,,,,,,,,17,182.587,18107644.0,15865.0,1580.0,2.702944,814.689613,768.0,8.963277,0.0,27.826654,24.227238,586.95908,0.892655,1202867.222477,101855.297983,0.029,0.116,0.793382,0.792752,2.812684,821.041903,912541.0,10230.307345,0.0,27.993093,28774.619689,827978738.245791,9.869,492838.0,394.0,65.0,0.728088,-1.05844,12.0,4.061856,0.0,-0.441988,2.957386,8.746134,0.670103,24208.355389,49416.31672,0.015,0.116,0.399504,0.39427,0.738643,-0.949044,15710.0,5080.804124,0.0,-0.354879,3752.899173,14084252.200816,29.805,1464385.0,1207.0,206.0,0.713304,-0.375611,15.0,4.176471,0.0,-0.116264,2.979094,8.875,0.712803,16022.567798,48658.261818,0.079,0.116,0.393058,0.390503,0.722464,-0.36834,17792.0,5067.076125,0.0,-0.07447,3660.778098,13401296.285852,Degraded
CONT_s10_bola_BigBuckBunny,18,,,0.395569,,,,,,,,,,,,,,18,189.853,18600327.0,16266.0,1627.0,2.725825,836.592889,768.0,8.717042,0.0,28.049961,23.761128,564.591205,0.871919,1386351.574189,98911.049305,0.029,2.85,0.783778,0.77207,2.830652,843.596014,912541.0,9968.0209,0.0,28.229673,28215.994274,796142332.848357,7.059,492683.0,401.0,47.0,2.751171,76.432117,111.0,4.177083,0.0,8.483054,11.491869,132.063048,0.489583,14256.95242,54886.358907,0.091,2.85,0.55836,0.394146,2.662996,75.306593,131719.0,5132.114583,0.0,8.390375,13666.802682,186781495.555153,27.103,1468457.0,1179.0,174.0,1.727927,181.490146,111.0,4.079585,0.0,12.098449,7.049224,49.691561,0.602076,-26705.777743,51664.78061,0.047,2.85,0.433445,0.391589,1.664144,172.383852,131719.0,5081.16609,0.0,11.644978,8455.790204,71500387.979263,Degraded
CONT_s10_bola_BigBuckBunny,19,,,0.202887,,,,,,,,,,,,,,19,202.641,18853469.0,16567.0,1708.0,2.748866,875.213581,768.0,8.443935,0.0,28.651992,23.211248,538.762026,0.87054,1587526.106757,95847.123124,0.029,0.062,0.74431,0.743976,2.868679,882.293818,912541.0,9609.311417,0.0,28.829496,27566.026733,759885829.820869,9.256,253142.0,301.0,81.0,0.868983,12.217763,18.0,3.135417,0.0,2.901554,2.724624,7.423575,0.84375,-3834.943462,26123.305671,0.682,0.062,0.218792,0.202514,0.80076,10.991888,14658.0,2636.895833,0.0,2.318683,2111.519914,4458516.34693,29.923,1238663.0,1096.0,193.0,1.848518,187.720986,111.0,3.792388,0.0,12.46736,7.010296,49.144247,0.66782,86909.327762,42204.085669,0.015,0.062,0.33116,0.33031,1.939968,189.31294,131719.0,4286.031142,0.0,12.526386,8314.764559,69135309.67611,Degraded
CONT_s10_bola_BigBuckBunny,20,,,0.203608,,,,,,,,,,,,,,20,215.879,19190421.0,16972.0,1828.0,2.773385,927.440696,768.0,8.124461,0.0,29.457094,22.532263,507.702893,0.87506,1878659.959671,91658.280054,0.029,0.09,0.711155,0.710763,2.91385,933.985585,912541.0,9186.415031,0.0,29.616858,26767.833444,716516907.262053,13.134,336952.0,405.0,120.0,0.465337,0.645028,8.0,3.188976,0.0,0.170293,1.483947,2.2021,0.944882,1284.616247,25633.574499,0.042,0.09,0.20524,0.203197,0.449888,0.003904,5477.0,2653.165354,0.0,-0.333353,1193.626359,1424743.885139,33.085,1082777.0,1107.0,248.0,1.884337,227.831472,111.0,3.470219,0.0,14.057748,6.539062,42.75933,0.777429,150688.336683,29373.937963,0.091,0.09,0.261817,0.260392,2.262968,242.803641,131719.0,3394.285266,0.0,14.717309,7681.159854,59000216.695097,Critical
CONT_s10_bola_BigBuckBunny,21,,,0.16261,,,,,,,,,,,,,,21,224.755,19394075.0,17207.0,1893.0,2.802202,965.217071,768.0,7.875057,0.0,30.011914,22.067505,486.974767,0.866362,2110372.50044,88499.530079,0.029,1.214,0.690319,0.686522,2.953654,971.949652,912541.0,8876.006865,0.0,30.172853,26216.657299,687313119.953707,8.771,203654.0,235.0,65.0,0.948126,2.783801,12.0,2.447917,0.0,1.234625,2.320934,5.386732,0.677083,13009.36194,21208.625935,0.015,1.214,0.185752,0.162923,0.995031,2.007686,10784.0,2121.395833,0.0,1.120173,2110.853609,4455702.957456,31.37,793748.0,941.0,266.0,0.743394,10.519379,18.0,2.949843,0.0,2.056723,2.192897,4.808797,0.833856,4499.200384,25042.139003,0.682,1.214,0.202422,0.190885,0.728491,7.637091,14658.0,2488.238245,0.0,1.478267,1812.659568,3285734.710357,Critical
CONT_s10_bola_BigBuckBunny,22,,,0.038495,,,,,,,,,,,,,,22,233.318,19442271.0,17257.0,1901.0,2.862244,998.99099,768.0,7.565541,0.0,30.46582,21.654428,468.914233,0.833406,2357654.17342,85274.95467,0.029,2.651,0.666636,0.659066,3.017359,1007.018459,912541.0,8523.573433,0.0,30.653226,25718.677826,661450389.140329,4.489,48196.0,50.0,8.0,4.81698,42.268826,20.0,0.520833,0.0,6.325678,2.508844,6.294298,0.083333,-6491.89541,6118.307179,2.86,2.651,0.085892,0.038557,4.864134,35.781461,17048.0,502.041667,0.0,5.960539,2441.997862,5963353.55614,30.573,588802.0,690.0,193.0,1.096109,10.881984,20.0,2.163009,0.0,2.133692,2.370895,5.621143,0.605016,61996.958358,18834.209937,0.042,2.651,0.154071,0.141599,1.149987,13.152082,17048.0,1845.774295,0.0,2.45833,2122.616326,4505500.068394,Critical
CONT_s10_bola_BigBuckBunny,23,,,0.061147,,,,,,,,,,,,,,23,245.534,19518959.0,17325.0,1912.0,2.917022,1033.267852,768.0,7.288599,0.0,30.925213,21.261004,452.030312,0.804375,2617853.08831,82022.528852,0.029,0.435,0.635968,0.634768,3.074512,1042.272735,912541.0,8211.594026,0.0,31.131056,25246.645458,637393106.87594,8.773,76688.0,68.0,11.0,3.451524,16.883691,14.0,0.708333,0.0,4.077632,2.44483,5.977193,0.114583,7296.094892,6266.717622,0.792,0.435,0.069931,0.06135,3.726853,18.464187,17261.0,798.833333,0.0,4.295464,2977.134474,8863329.677193,29.55,328538.0,353.0,84.0,2.096064,15.2627,20.0,1.225694,0.0,3.373395,2.569135,6.600452,0.291667,79017.843249,8872.808429,0.015,0.435,0.088944,0.08761,2.299313,16.970017,17261.0,1140.756944,0.0,3.726796,2622.957318,6879905.090544,Critical
CONT_s10_bola_BigBuckBunny,24,,,0.076113,,,,,,,,,,,,,,24,255.774,19613768.0,17402.0,1924.0,2.967545,1067.506412,768.0,7.039644,0.0,31.380933,20.890458,436.411216,0.778317,2882298.317787,78847.867715,0.029,0.195,0.613472,0.612935,3.125883,1077.533867,912541.0,7934.372168,0.0,31.605593,24801.916057,615135040.085635,7.211,94809.0,77.0,12.0,2.886685,10.507234,13.0,0.810526,0.0,3.180523,2.339734,5.474356,0.126316,-13118.788148,9255.244655,2.594,0.195,0.105183,0.075847,2.921736,11.169488,16206.0,997.989474,0.0,3.271233,2915.861876,8502250.478611,26.945,219693.0,195.0,31.0,3.571913,24.292712,20.0,0.679443,0.0,4.618304,2.42691,5.889891,0.108014,-11449.464497,6726.512888,2.86,0.195,0.065227,0.058585,3.63936,19.356105,17261.0,765.480836,0.0,4.323938,2785.860519,7761018.830925,Critical
CONT_s10_bola_BigBuckBunny,25,,,0.144782,,,,,,,,,,,,,,25,266.732,19813906.0,17585.0,1961.0,3.003941,1107.353446,768.0,6.821179,0.0,31.917706,20.490423,419.857417,0.760667,3174171.933178,75483.892639,0.029,0.257,0.594272,0.593635,3.164747,1118.335171,912541.0,7685.766486,0.0,32.158583,24323.502586,591632778.058759,10.542,200138.0,183.0,37.0,1.528405,-0.006804,10.0,1.726415,0.0,1.173592,2.638661,6.962534,0.349057,1339.368996,18190.051597,0.221,0.257,0.151879,0.145291,1.570491,-0.358354,9052.0,1888.09434,0.0,1.154433,2965.235606,8792622.200539,29.971,371635.0,328.0,60.0,2.280643,6.623476,14.0,1.104377,0.0,2.530251,2.51869,6.343798,0.20202,-34601.488777,11589.689208,0.792,0.257,0.099199,0.095844,2.383608,8.11911,17261.0,1251.296296,0.0,2.738399,2982.599558,8895900.121371,Critical
