run_id,window_index,n_samples,rtt_samples,throughput_mean,throughput_std,throughput_min,throughput_max,jitter_mean,jitter_p95,reorder_rate,reorder_count,rtt_mean,rtt_p95,rtt_std,total_bytes,total_packets,active_flows,vc_indeks_slot,vc_sesi_durasi_burst,vc_sesi_n_byte,vc_sesi_n_paket,vc_sesi_n_slot_aktif,vc_sesi_pkt_cvar,vc_sesi_pkt_kurt,vc_sesi_pkt_maks,vc_sesi_pkt_mean,vc_sesi_pkt_min,vc_sesi_pkt_skew,vc_sesi_pkt_std,vc_sesi_pkt_var,vc_sesi_rasio_aktif,vc_sesi_reg_intercept,vc_sesi_reg_slope,vc_sesi_t_ke_pertama,vc_sesi_t_stlh_terakhir,vc_sesi_tp_burst,vc_sesi_tp_rata,vc_sesi_vol_cvar,vc_sesi_vol_kurt,vc_sesi_vol_maks,vc_sesi_vol_mean,vc_sesi_vol_min,vc_sesi_vol_skew,vc_sesi_vol_std,vc_sesi_vol_var,vc_slot_durasi_burst,vc_slot_n_byte,vc_slot_n_paket,vc_slot_n_slot_aktif,vc_slot_pkt_cvar,vc_slot_pkt_kurt,vc_slot_pkt_maks,vc_slot_pkt_mean,vc_slot_pkt_min,vc_slot_pkt_skew,vc_slot_pkt_std,vc_slot_pkt_var,vc_slot_rasio_aktif,vc_slot_reg_intercept,vc_slot_reg_slope,vc_slot_t_ke_pertama,vc_slot_t_stlh_terakhir,vc_slot_tp_burst,vc_slot_tp_rata,vc_slot_vol_cvar,vc_slot_vol_kurt,vc_slot_vol_maks,vc_slot_vol_mean,vc_slot_vol_min,vc_slot_vol_skew,vc_slot_vol_std,vc_slot_vol_var,vc_trend_durasi_burst,vc_trend_n_byte,vc_trend_n_paket,vc_trend_n_slot_aktif,vc_trend_pkt_cvar,vc_trend_pkt_kurt,vc_trend_pkt_maks,vc_trend_pkt_mean,vc_trend_pkt_min,vc_trend_pkt_skew,vc_trend_pkt_std,vc_trend_pkt_var,vc_trend_rasio_aktif,vc_trend_reg_intercept,vc_trend_reg_slope,vc_trend_t_ke_pertama,vc_trend_t_stlh_terakhir,vc_trend_tp_burst,vc_trend_tp_rata,vc_trend_vol_cvar,vc_trend_vol_kurt,vc_trend_vol_maks,vc_trend_vol_mean,vc_trend_vol_min,vc_trend_vol_skew,vc_trend_vol_std,vc_trend_vol_var,label
CONT_s10_bola_BigBuckBunny,1,,,1.01069,,,,,,,,,,,,,,1,22.625,2877869.0,2427.0,220.0,0.314586,6.865248,33.0,10.932432,0.0,0.953089,3.439185,11.827993,0.990991,13657.62658,126551.903085,0.029,0.078,1.017589,1.012799,0.298646,0.453599,26500.0,12963.373874,0.0,0.016764,3871.463993,14988233.447821,9.832,1254957.0,1033.0,95.0,0.378295,8.627978,33.0,10.649485,0.0,1.465374,4.028651,16.230026,0.979381,14883.511257,125501.193702,0.09,0.078,1.02112,1.003966,0.332789,0.713548,26500.0,12937.701031,0.0,-0.142002,4305.530441,18537592.378436,22.625,2877869.0,2427.0,220.0,0.314586,6.865248,33.0,10.932432,0.0,0.953089,3.439185,11.827993,0.990991,13657.62658,126551.903085,0.029,0.078,1.017589,1.012799,0.298646,0.453599,26500.0,12963.373874,0.0,0.016764,3871.463993,14988233.447821,Good
CONT_s10_bola_BigBuckBunny,2,,,1.076606,,,,,,,,,,,,,,2,32.676,4230704.0,3596.0,318.0,0.288459,5.697572,33.0,11.2375,0.0,0.613304,3.241555,10.50768,0.99375,-3185.16087,128321.150798,0.029,0.027,1.035795,1.034023,0.275051,0.422849,26500.0,13220.95,0.0,-0.07262,3636.43075,13223628.599373,9.948,1352835.0,1169.0,98.0,0.220407,-0.535054,18.0,11.928571,6.0,-0.524162,2.629139,6.912371,1.0,10070.993568,134865.043916,0.025,0.027,1.087925,1.082268,0.215427,-0.676324,21104.0,13804.438776,7552.0,-0.112069,2973.845166,8843755.073533,32.676,4230704.0,3596.0,318.0,0.288459,5.697572,33.0,11.2375,0.0,0.613304,3.241555,10.50768,0.99375,-3185.16087,128321.150798,0.029,0.027,1.035795,1.034023,0.275051,0.422849,26500.0,13220.95,0.0,-0.07262,3636.43075,13223628.599373,Good
CONT_s10_bola_BigBuckBunny,3,,,1.07701,,,,,,,,,,,,,,3,42.644,5572637.0,4828.0,415.0,0.262814,5.60253,33.0,11.577938,0.0,0.385298,3.04285,9.258935,0.995204,-26841.816528,130225.614233,0.029,0.059,1.045425,1.043272,0.249788,0.814035,26500.0,13363.63789,0.0,-0.162011,3338.0763,11142753.385388,9.865,1341933.0,1232.0,97.0,0.148243,0.876062,19.0,12.701031,8.0,0.013862,1.882844,3.545103,1.0,13249.78367,134769.768162,0.076,0.059,1.088238,1.073546,0.145513,0.069959,18208.0,13834.360825,9104.0,-0.18542,2013.080844,4052494.483033,29.851,3949725.0,3434.0,290.0,0.262689,7.577123,33.0,11.760274,0.0,0.501503,3.089289,9.543709,0.993151,-26225.81866,132578.175026,0.09,0.059,1.058517,1.05326,0.240395,1.622572,26500.0,13526.455479,0.0,-0.359902,3251.689986,10573487.767771,Good
CONT_s10_bola_BigBuckBunny,4,,,0.91738,,,,,,,,,,,,,,4,51.192,6718104.0,5851.0,498.0,0.304945,4.475562,33.0,11.383268,0.0,-0.611168,3.471268,12.0497,0.968872,-40475.934149,131128.008117,0.029,1.511,1.049868,1.019207,0.294749,2.48508,26500.0,13070.241245,0.0,-0.993898,3852.440317,14841296.393929,8.446,1145467.0,1023.0,83.0,0.458637,0.622136,19.0,10.546392,0.0,-1.310939,4.836968,23.396263,0.85567,41895.231508,125911.655618,0.043,1.511,1.084979,0.916374,0.456351,0.681485,21260.0,11808.938144,0.0,-1.335806,5389.020207,29041538.787801,28.464,3840235.0,3424.0,278.0,0.295254,3.998184,19.0,11.726027,0.0,-1.79942,3.462158,11.986537,0.952055,20798.473176,133760.415994,0.025,1.511,1.079324,1.024063,0.292178,4.229991,21260.0,13151.489726,0.0,-1.779089,3842.573277,14765369.391647,Good
CONT_s10_bola_BigBuckBunny,5,,,1.524773,,,,,,,,,,,,,,5,62.518,8622219.0,7413.0,570.0,2.546567,585.212592,768.0,12.13257,0.0,24.019577,30.896396,954.587315,0.932897,43229.818209,126747.892644,0.029,0.185,1.103326,1.099562,2.600559,586.848522,912541.0,14111.651391,0.0,24.069685,36698.177389,1346756223.676633,9.268,1904115.0,1562.0,72.0,4.803127,91.000757,768.0,16.103093,0.0,9.616736,77.345206,5982.280928,0.742268,-67127.811992,108536.464704,0.547,0.185,1.643604,1.523292,4.680494,90.888443,912541.0,19630.051546,0.0,9.607915,91878.335798,8441628589.049399,29.739,4391515.0,3817.0,252.0,3.404779,279.452176,768.0,13.116838,0.0,16.677812,44.659942,1994.51044,0.865979,163510.094613,115113.007602,0.076,0.185,1.181348,1.171071,3.516653,279.966975,912541.0,15091.116838,0.0,16.700998,53070.217495,2816447985.013888,Good
CONT_s10_bola_BigBuckBunny,6,,,0.606969,,,,,,,,,,,,,,6,72.606,9379939.0,8033.0,638.0,2.540268,669.805197,768.0,11.346045,0.0,25.604255,28.821997,830.707523,0.90113,-12829.04026,129337.912489,0.029,0.097,1.033517,1.031726,2.583405,672.092066,912541.0,13248.501412,0.0,25.669506,34226.242522,1171435677.175387,7.001,757720.0,620.0,68.0,0.757942,-1.170155,16.0,6.391753,0.0,-0.075129,4.844578,23.469931,0.701031,-148687.578297,85450.61817,2.902,0.097,0.865842,0.606176,0.75748,-1.177217,18634.0,7811.546392,0.0,-0.073307,5917.091005,35011965.958763,29.86,3807302.0,3205.0,223.0,4.072402,277.742151,768.0,11.013746,0.0,16.602172,44.8524,2011.737741,0.766323,-76100.121454,130161.354531,0.043,0.097,1.020041,1.015281,4.073083,277.821575,912541.0,13083.512027,0.0,16.605741,53290.232947,2839848927.505887,Excellent
CONT_s10_bola_BigBuckBunny,7,,,0.850887,,,,,,,,,,,,,,7,82.635,10446515.0,9059.0,735.0,2.402741,761.051002,768.0,11.253416,0.0,27.277173,27.039043,731.10983,0.913043,11580.994853,128408.331535,0.029,0.068,1.01134,1.010155,2.474465,763.982849,912541.0,12977.037267,0.0,27.355938,32111.230838,1031131145.901595,9.926,1066576.0,1026.0,97.0,0.205069,0.998681,17.0,10.57732,4.0,-0.099461,2.169077,4.704897,1.0,7958.805018,106693.666231,0.006,0.068,0.859622,0.853261,0.18364,1.349178,17422.0,10995.628866,4552.0,0.188399,2019.238369,4077323.589991,29.385,3728411.0,3208.0,237.0,4.062322,279.464204,768.0,11.024055,0.0,16.679128,44.783265,2005.540799,0.814433,-30235.342736,132503.012463,0.547,0.068,1.015051,0.994243,4.153828,279.63569,912541.0,12812.408935,0.0,16.687004,53220.539991,2832425876.973574,Excellent
CONT_s10_bola_BigBuckBunny,8,,,0.852636,,,,,,,,,,,,,,8,92.685,11517580.0,10116.0,832.0,2.277953,852.57988,768.0,11.215078,0.0,28.860369,25.54742,652.670671,0.922395,64641.579106,126591.607743,0.029,0.018,0.994127,0.993623,2.376363,856.049754,912541.0,12768.935698,0.0,28.948749,30343.628809,920735809.27444,9.946,1071065.0,1057.0,97.0,0.142959,-0.994527,15.0,10.896907,9.0,-0.060495,1.557807,2.426761,1.0,9394.404426,106756.502912,0.036,0.018,0.861504,0.856852,0.13998,-1.545771,14549.0,11041.907216,9156.0,-0.268372,1545.647296,2389025.564218,27.08,2895361.0,2703.0,262.0,0.407934,1.085888,17.0,9.28866,0.0,-1.231283,3.789164,14.357768,0.900344,-241566.014273,103795.469336,2.902,0.018,0.85535,0.772096,0.402334,1.463434,18634.0,9949.694158,0.0,-1.167823,4003.10266,16024830.90269,Excellent
CONT_s10_bola_BigBuckBunny,9,,,0.985187,,,,,,,,,,,,,,9,102.617,12740789.0,11301.0,928.0,2.180456,883.649955,768.0,11.323647,0.0,29.058943,24.690714,609.631356,0.92986,127686.515456,124648.989438,0.029,0.086,0.993269,0.992157,2.295887,889.634924,912541.0,12766.321643,0.0,29.197516,29310.029886,859077851.919511,9.829,1223209.0,1185.0,96.0,1.164699,89.032943,151.0,12.34375,9.0,9.487944,14.376756,206.691118,1.0,8562.34456,107522.322629,0.085,0.086,0.995592,0.978567,1.321073,89.532015,175305.0,12741.760417,9156.0,9.527453,16832.796975,283343054.01568,29.908,3360850.0,3268.0,290.0,0.747221,260.303344,151.0,11.268966,4.0,15.829265,8.420403,70.903186,1.0,6869.723271,106726.276725,0.006,0.086,0.898984,0.896227,0.845216,267.9537,175305.0,11589.137931,4552.0,16.177559,9795.330372,95948497.088176,Good
CONT_s10_bola_BigBuckBunny,10,,,0.411594,,,,,,,,,,,,,,10,112.654,13257174.0,11726.0,994.0,2.210902,955.791515,768.0,10.708676,0.0,30.108805,23.675828,560.544852,0.907763,225783.354404,121921.446408,0.029,0.049,0.941444,0.940792,2.320095,964.133915,912541.0,12107.008219,0.0,30.296311,28089.409894,789014948.207428,6.933,516385.0,425.0,66.0,0.797765,-1.088784,12.0,4.381443,0.0,0.055277,3.495364,12.217569,0.680412,-101706.411074,58158.589649,3.018,0.049,0.595857,0.413108,0.809865,-1.041701,15710.0,5323.556701,0.0,0.100495,4311.363819,18587857.978522,29.915,2810659.0,2667.0,259.0,1.001618,192.122359,151.0,9.196552,0.0,12.536695,9.211433,84.850507,0.893103,99994.574962,96449.205327,0.036,0.049,0.751639,0.749509,1.083203,212.11514,175305.0,9691.927586,0.0,13.521507,10498.328859,110214908.828648,Good
