run_id,window_index,n_samples,rtt_samples,throughput_mean,throughput_std,throughput_min,throughput_max,jitter_mean,jitter_p95,reorder_rate,reorder_count,rtt_mean,rtt_p95,rtt_std,total_bytes,total_packets,active_flows,rq_akhir_durasi,rq_akhir_laju_efektif,rq_akhir_slack,rq_akhir_ukuran,rq_akhir_unduh,rq_n_chunk_100s,rq_n_chunk_10s,rq_n_chunk_110s,rq_n_chunk_120s,rq_n_chunk_130s,rq_n_chunk_140s,rq_n_chunk_150s,rq_n_chunk_160s,rq_n_chunk_170s,rq_n_chunk_180s,rq_n_chunk_190s,rq_n_chunk_200s,rq_n_chunk_20s,rq_n_chunk_30s,rq_n_chunk_40s,rq_n_chunk_50s,rq_n_chunk_60s,rq_n_chunk_70s,rq_n_chunk_80s,rq_n_chunk_90s,rq_ukuran_rata_100s,rq_ukuran_rata_10s,rq_ukuran_rata_110s,rq_ukuran_rata_120s,rq_ukuran_rata_130s,rq_ukuran_rata_140s,rq_ukuran_rata_150s,rq_ukuran_rata_160s,rq_ukuran_rata_170s,rq_ukuran_rata_180s,rq_ukuran_rata_190s,rq_ukuran_rata_200s,rq_ukuran_rata_20s,rq_ukuran_rata_30s,rq_ukuran_rata_40s,rq_ukuran_rata_50s,rq_ukuran_rata_60s,rq_ukuran_rata_70s,rq_ukuran_rata_80s,rq_ukuran_rata_90s,rq_unduh_rata_100s,rq_unduh_rata_10s,rq_unduh_rata_110s,rq_unduh_rata_120s,rq_unduh_rata_130s,rq_unduh_rata_140s,rq_unduh_rata_150s,rq_unduh_rata_160s,rq_unduh_rata_170s,rq_unduh_rata_180s,rq_unduh_rata_190s,rq_unduh_rata_200s,rq_unduh_rata_20s,rq_unduh_rata_30s,rq_unduh_rata_40s,rq_unduh_rata_50s,rq_unduh_rata_60s,rq_unduh_rata_70s,rq_unduh_rata_80s,rq_unduh_rata_90s,label
CONT_s10_bola_BigBuckBunny,1,,,1.01069,,,,,,,,,,,,,,0.918,0.120845,0.714,13867.0,0.204,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,13867.0,0.0,13867.0,13867.0,13867.0,13867.0,13867.0,13867.0,13867.0,13867.0,13867.0,13867.0,0.0,13867.0,13867.0,13867.0,13867.0,13867.0,13867.0,13867.0,0.204,0.0,0.204,0.204,0.204,0.204,0.204,0.204,0.204,0.204,0.204,0.204,0.0,0.204,0.204,0.204,0.204,0.204,0.204,0.204,Good
CONT_s10_bola_BigBuckBunny,2,,,1.076606,,,,,,,,,,,,,,0.918,0.120845,0.714,13867.0,0.204,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,13867.0,0.0,13867.0,13867.0,13867.0,13867.0,13867.0,13867.0,13867.0,13867.0,13867.0,13867.0,0.0,0.0,13867.0,13867.0,13867.0,13867.0,13867.0,13867.0,0.204,0.0,0.204,0.204,0.204,0.204,0.204,0.204,0.204,0.204,0.204,0.204,0.0,0.0,0.204,0.204,0.204,0.204,0.204,0.204,Good
CONT_s10_bola_BigBuckBunny,3,,,1.07701,,,,,,,,,,,,,,0.918,0.120845,0.714,13867.0,0.204,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,13867.0,0.0,13867.0,13867.0,13867.0,13867.0,13867.0,13867.0,13867.0,13867.0,13867.0,13867.0,0.0,0.0,0.0,13867.0,13867.0,13867.0,13867.0,13867.0,0.204,0.0,0.204,0.204,0.204,0.204,0.204,0.204,0.204,0.204,0.204,0.204,0.0,0.0,0.0,0.204,0.204,0.204,0.204,0.204,Good
CONT_s10_bola_BigBuckBunny,4,,,0.91738,,,,,,,,,,,,,,55.09,1.009533,2.058,6951896.0,53.032,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,3482881.5,6951896.0,3482881.5,3482881.5,3482881.5,3482881.5,3482881.5,3482881.5,3482881.5,3482881.5,3482881.5,3482881.5,6951896.0,6951896.0,6951896.0,6951896.0,3482881.5,3482881.5,3482881.5,3482881.5,26.618,53.032,26.618,26.618,26.618,26.618,26.618,26.618,26.618,26.618,26.618,26.618,53.032,53.032,53.032,53.032,26.618,26.618,26.618,26.618,Good
CONT_s10_bola_BigBuckBunny,5,,,1.524773,,,,,,,,,,,,,,8.133,1.571467,3.087,1597593.0,5.046,4,2,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,2217469.5,952057.5,2217469.5,2217469.5,2217469.5,2217469.5,2217469.5,2217469.5,2217469.5,2217469.5,2217469.5,2217469.5,2952003.667,2952003.667,2952003.667,2952003.667,2952003.667,2217469.5,2217469.5,2217469.5,15.1115,3.605,15.1115,15.1115,15.1115,15.1115,15.1115,15.1115,15.1115,15.1115,15.1115,15.1115,20.080667,20.080667,20.080667,20.080667,20.080667,15.1115,15.1115,15.1115,Good
CONT_s10_bola_BigBuckBunny,6,,,0.606969,,,,,,,,,,,,,,8.133,1.571467,3.087,1597593.0,5.046,4,0,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,3,4,4,2217469.5,0.0,2217469.5,2217469.5,2217469.5,2217469.5,2217469.5,2217469.5,2217469.5,2217469.5,2217469.5,2217469.5,952057.5,2952003.667,2952003.667,2952003.667,2952003.667,2952003.667,2217469.5,2217469.5,15.1115,0.0,15.1115,15.1115,15.1115,15.1115,15.1115,15.1115,15.1115,15.1115,15.1115,15.1115,3.605,20.080667,20.080667,20.080667,20.080667,20.080667,15.1115,15.1115,Excellent
CONT_s10_bola_BigBuckBunny,7,,,0.850887,,,,,,,,,,,,,,8.133,1.571467,3.087,1597593.0,5.046,4,0,4,4,4,4,4,4,4,4,4,4,0,2,3,3,3,3,3,4,2217469.5,0.0,2217469.5,2217469.5,2217469.5,2217469.5,2217469.5,2217469.5,2217469.5,2217469.5,2217469.5,2217469.5,0.0,952057.5,2952003.667,2952003.667,2952003.667,2952003.667,2952003.667,2217469.5,15.1115,0.0,15.1115,15.1115,15.1115,15.1115,15.1115,15.1115,15.1115,15.1115,15.1115,15.1115,0.0,3.605,20.080667,20.080667,20.080667,20.080667,20.080667,15.1115,Excellent
CONT_s10_bola_BigBuckBunny,8,,,0.852636,,,,,,,,,,,,,,8.133,1.571467,3.087,1597593.0,5.046,4,0,4,4,4,4,4,4,4,4,4,4,0,0,2,3,3,3,3,3,2217469.5,0.0,2217469.5,2217469.5,2217469.5,2217469.5,2217469.5,2217469.5,2217469.5,2217469.5,2217469.5,2217469.5,0.0,0.0,952057.5,2952003.667,2952003.667,2952003.667,2952003.667,2952003.667,15.1115,0.0,15.1115,15.1115,15.1115,15.1115,15.1115,15.1115,15.1115,15.1115,15.1115,15.1115,0.0,0.0,3.605,20.080667,20.080667,20.080667,20.080667,20.080667,Excellent
CONT_s10_bola_BigBuckBunny,9,,,0.985187,,,,,,,,,,,,,,40.116,0.821332,3.104,4118570.0,37.012,4,1,5,5,5,5,5,5,5,5,5,5,1,1,1,3,4,4,4,4,3243645.25,4118570.0,2597689.6,2597689.6,2597689.6,2597689.6,2597689.6,2597689.6,2597689.6,2597689.6,2597689.6,2597689.6,4118570.0,4118570.0,4118570.0,2007561.667,3243645.25,3243645.25,3243645.25,3243645.25,24.3135,37.012,19.4916,19.4916,19.4916,19.4916,19.4916,19.4916,19.4916,19.4916,19.4916,19.4916,37.012,37.012,37.012,14.740667,24.3135,24.3135,24.3135,24.3135,Good
CONT_s10_bola_BigBuckBunny,10,,,0.411594,,,,,,,,,,,,,,40.116,0.821332,3.104,4118570.0,37.012,4,0,4,5,5,5,5,5,5,5,5,5,1,1,1,1,3,4,4,4,3243645.25,0.0,3243645.25,2597689.6,2597689.6,2597689.6,2597689.6,2597689.6,2597689.6,2597689.6,2597689.6,2597689.6,4118570.0,4118570.0,4118570.0,4118570.0,2007561.667,3243645.25,3243645.25,3243645.25,24.3135,0.0,24.3135,19.4916,19.4916,19.4916,19.4916,19.4916,19.4916,19.4916,19.4916,19.4916,37.012,37.012,37.012,37.012,14.740667,24.3135,24.3135,24.3135,Good
