run_id,window_index,n_samples,rtt_samples,throughput_mean,throughput_std,throughput_min,throughput_max,jitter_mean,jitter_p95,reorder_rate,reorder_count,rtt_mean,rtt_p95,rtt_std,total_bytes,total_packets,active_flows,label
CONT_s12_bola_BigBuckBunny,1,67,67,0.410001,0.055855,0.244078,0.570964,65.68491,80.665089,9.193548,57,204.473831,305.933471,55.298823,532928,620,5,Degraded
CONT_s12_bola_BigBuckBunny,2,66,66,0.411075,0.046547,0.316686,0.562967,64.674312,144.245831,13.387097,83,179.892544,314.664156,90.935125,525819,620,5,Critical
CONT_s12_bola_BigBuckBunny,3,69,65,0.381788,0.117182,0.0,0.557573,67.292707,112.992627,8.406305,48,242.663097,322.683487,80.231143,501915,571,4,Degraded
CONT_s12_bola_BigBuckBunny,4,67,10,0.064829,0.192939,0.0,0.91039,22.619469,172.675742,5.681818,5,142.629337,491.157242,205.856315,82225,88,2,Critical
CONT_s12_bola_BigBuckBunny,5,65,5,0.038111,0.153841,0.0,0.825161,38.205787,371.206657,0.0,0,147.575105,386.047638,179.666927,48260,38,2,Critical
CONT_s12_bola_BigBuckBunny,6,66,22,0.112006,0.178809,0.0,0.788407,162.866482,599.677588,0.833333,1,344.33973,679.729516,253.894397,144443,120,2,Critical
CONT_s12_bola_BigBuckBunny,7,66,43,0.180675,0.168607,0.0,0.715145,95.175483,176.243852,0.0,0,346.676856,675.250452,248.058528,230309,201,2,Degraded
CONT_s12_bola_BigBuckBunny,8,66,37,0.175955,0.194072,0.0,0.694895,70.664532,134.268594,1.041667,2,317.709194,679.732332,272.850743,225459,192,2,Critical
CONT_s12_bola_BigBuckBunny,9,68,55,0.407298,1.376954,0.0,11.594568,113.154077,233.053976,2.795699,13,373.771366,644.589043,204.900669,524347,465,4,Degraded
CONT_s12_bola_BigBuckBunny,10,67,67,0.26088,0.071449,0.081523,0.474548,134.112315,196.701959,0.0,0,306.273693,469.033826,136.022157,331271,306,4,Degraded
CONT_s12_bola_BigBuckBunny,11,67,62,0.255908,0.122204,0.0,0.591133,93.203031,231.674901,0.330033,1,311.006714,588.086571,166.420434,321584,303,4,Critical
CONT_s12_bola_BigBuckBunny,12,66,32,2.661493,13.549948,0.0,110.821317,29.718394,184.624136,0.215285,6,200.90349,653.088675,229.914143,3461000,2787,4,Critical
CONT_s12_bola_BigBuckBunny,13,68,51,1.872295,3.316624,0.0,20.419765,20.101062,45.430189,0.0,0,91.9821,210.630923,97.925122,2392116,1902,4,Degraded
CONT_s12_bola_BigBuckBunny,14,65,3,0.271466,1.238241,0.0,6.330279,8.906522,52.489082,0.0,0,0.507008,0.522274,0.019887,340073,277,2,Degraded
CONT_s12_bola_BigBuckBunny,15,65,26,0.113888,0.174704,0.0,0.923061,108.304406,391.55956,1.587302,2,431.147032,774.133194,302.934837,143872,126,2,Degraded
CONT_s12_bola_BigBuckBunny,16,65,34,0.157195,0.18172,0.0,0.539718,74.788553,162.957414,1.169591,2,532.215666,779.419241,289.699814,198812,171,2,Degraded
CONT_s12_bola_BigBuckBunny,17,65,33,0.220235,0.517063,0.0,4.012158,67.68966,138.565468,7.364341,19,480.088204,784.789628,352.530699,279067,258,4,Degraded
CONT_s12_bola_BigBuckBunny,18,68,48,0.128447,0.125616,0.0,0.597028,86.596834,218.123795,10.471204,20,531.58876,845.62246,241.994615,164943,191,2,Critical
CONT_s12_bola_BigBuckBunny,19,66,39,0.122963,0.134062,0.0,0.393346,73.036713,156.991068,6.578947,10,628.150234,968.344759,333.07802,156187,152,2,Critical
CONT_s12_bola_BigBuckBunny,20,68,58,0.133518,0.072349,0.0,0.443134,137.667154,262.958153,15.625,35,677.697828,968.481906,321.44795,168757,224,4,Critical
CONT_s12_bola_BigBuckBunny,21,65,63,0.13087,0.045876,0.0,0.233137,145.814233,273.662708,9.313725,19,442.60323,900.683404,286.589034,165985,204,3,Critical
CONT_s12_bola_BigBuckBunny,22,65,45,0.112634,0.112934,0.0,0.723976,48.991596,175.904215,4.268293,7,276.260551,520.131635,151.248119,143286,164,2,Critical
CONT_s12_bola_BigBuckBunny,23,65,6,0.040627,0.158723,0.0,0.916311,37.692312,403.18038,0.0,0,200.831322,517.336673,199.304967,51147,45,2,Critical
CONT_s12_bola_BigBuckBunny,24,65,9,0.059611,0.168363,0.0,0.724949,72.21538,548.238524,0.0,0,106.962617,385.879247,152.195731,76341,63,2,Critical
CONT_s12_bola_BigBuckBunny,25,68,14,0.066443,0.179664,0.0,0.919508,113.142158,663.541681,0.0,0,345.693105,1096.883947,417.174505,85652,73,2,Critical
CONT_s12_bola_BigBuckBunny,26,74,31,0.121145,0.15707,0.0,0.599975,111.43406,336.571645,1.30719,2,530.344523,805.105319,326.953392,176002,153,2,Critical
CONT_s12_bola_BigBuckBunny,27,66,23,0.108111,0.182831,0.0,0.917296,74.37724,244.218447,1.6,2,501.589912,1037.716994,396.380241,138476,125,2,Critical
CONT_s12_bola_BigBuckBunny,28,68,6,0.036584,0.118217,0.0,0.464113,18.080165,199.652463,2.564103,1,746.811718,1006.940216,259.811504,44328,39,2,Critical
CONT_s12_dynamic_BigBuckBunny,1,122,121,0.408032,0.047027,0.301245,0.565932,76.594491,114.987794,9.981516,108,222.065496,320.597534,70.230159,946307,1082,5,Critical
CONT_s12_dynamic_BigBuckBunny,2,67,67,0.407975,0.053265,0.249819,0.549676,77.064437,116.144937,5.882353,34,213.300206,319.092849,52.890753,519970,578,4,Critical
CONT_s12_dynamic_BigBuckBunny,3,71,54,0.319216,0.347342,0.0,2.813495,46.367455,110.640208,8.009153,35,251.125534,675.050092,216.417001,430837,437,4,Degraded
CONT_s12_dynamic_BigBuckBunny,4,67,40,0.181438,0.153888,0.0,0.329585,64.584676,113.076935,0.0,0,442.840631,539.166739,185.97916,232090,196,2,Critical
CONT_s12_dynamic_BigBuckBunny,5,66,37,0.179953,0.159777,0.0,0.40361,61.281022,112.683366,0.0,0,442.010457,539.171953,175.79738,226675,190,2,Critical
CONT_s12_dynamic_BigBuckBunny,6,67,29,0.145658,0.206022,0.0,0.955756,57.672393,202.149598,0.0,0,366.046755,604.441252,239.624363,186014,155,2,Critical
CONT_s12_dynamic_BigBuckBunny,7,67,20,0.084282,0.170441,0.0,0.833816,75.801085,318.772061,0.0,0,245.780504,673.920584,262.846693,107544,95,2,Critical
CONT_s12_dynamic_BigBuckBunny,8,66,37,0.204878,0.216796,0.0,0.962265,108.305926,397.102355,5.737705,14,394.798844,602.938577,160.899491,260111,244,4,Critical
CONT_s12_dynamic_BigBuckBunny,9,66,53,0.214928,0.143364,0.0,0.826702,141.381109,306.725925,0.0,0,381.303303,516.031955,157.387271,270442,258,4,Critical
CONT_s12_dynamic_BigBuckBunny,10,67,54,0.243909,0.166682,0.0,0.818749,107.612994,207.453034,0.0,0,379.477945,699.82763,221.320294,311521,285,4,Degraded
CONT_s12_dynamic_BigBuckBunny,11,66,27,2.973096,16.899066,0.0,138.253652,24.702398,190.341091,0.292683,9,179.644185,652.966049,237.880446,3797124,3075,4,Degraded
CONT_s12_dynamic_BigBuckBunny,12,66,54,1.926728,2.663066,0.0,12.934579,19.142172,45.247206,0.0,0,95.856525,210.497072,95.311481,2448648,1932,4,Degraded
CONT_s12_dynamic_BigBuckBunny,13,66,2,0.155081,0.880536,0.0,5.552727,2.166465,0.0,0.0,0,0.602065,0.693627,0.091562,199436,165,2,Degraded
CONT_s12_dynamic_BigBuckBunny,14,66,30,0.148976,0.185832,0.0,0.84,108.981717,356.796906,1.257862,2,517.474456,775.500257,300.848343,187091,159,2,Degraded
CONT_s12_dynamic_BigBuckBunny,15,67,29,0.16259,0.197777,0.0,0.548096,58.398518,141.019092,1.136364,2,615.89097,779.53338,249.241454,207636,176,2,Degraded
CONT_s12_dynamic_BigBuckBunny,16,66,29,0.245648,0.69588,0.0,5.599084,56.542791,133.577796,6.737589,19,495.746618,779.349825,331.67447,308117,282,4,Critical
CONT_s12_dynamic_BigBuckBunny,17,69,38,0.115764,0.142514,0.0,0.697135,96.250085,282.617887,9.638554,16,563.683228,951.854083,273.383731,147068,166,2,Critical
CONT_s12_dynamic_BigBuckBunny,18,66,53,0.12541,0.107046,0.0,0.643109,77.131659,125.2877,5.978261,11,392.479145,666.131612,189.67008,158776,184,2,Critical
CONT_s12_dynamic_BigBuckBunny,19,66,57,0.134204,0.089419,0.0,0.398522,99.304967,166.851082,11.162791,24,656.898725,1013.316084,347.086031,170386,215,4,Critical
CONT_s12_dynamic_BigBuckBunny,20,81,75,0.12934,0.06751,0.0,0.250073,114.455269,356.984931,11.020408,27,500.215167,1006.590278,363.607109,201225,245,4,Critical
CONT_s12_dynamic_BigBuckBunny,21,66,49,0.130854,0.141656,0.0,0.860152,72.023484,118.615349,13.265306,26,342.492533,574.239494,183.242425,167368,196,2,Critical
CONT_s12_dynamic_BigBuckBunny,22,66,37,0.123627,0.116535,0.0,0.308579,81.939702,161.233553,0.0,0,460.578944,598.179745,216.961263,157118,143,2,Critical
CONT_s12_dynamic_BigBuckBunny,23,66,37,0.121807,0.117197,0.0,0.298452,83.097039,155.486225,0.0,0,447.692587,598.196042,227.970341,155197,142,2,Critical
CONT_s12_dynamic_BigBuckBunny,24,71,36,0.121628,0.125246,0.0,0.384114,76.020528,157.249971,0.0,0,486.537255,598.170477,200.644075,159792,144,2,Degraded
