run_id,t_epoch,dt,delta_bytes,delta_packets,active_flows
S5F_TearsOfSteel_rep1,1786983674.402,1.0001,0,0,0
S5F_TearsOfSteel_rep1,1786983675.415,1.0124,0,0,0
S5F_TearsOfSteel_rep1,1786983676.426,1.0114,0,0,0
S5F_TearsOfSteel_rep1,1786983677.438,1.0113,0,0,0
S5F_TearsOfSteel_rep1,1786983678.449,1.0115,4634,6,1
S5F_TearsOfSteel_rep1,1786983679.466,1.0171,53556,42,3
S5F_TearsOfSteel_rep1,1786983680.484,1.0176,481551,325,3
S5F_TearsOfSteel_rep1,1786983681.501,1.0176,163500,109,1
S5F_TearsOfSteel_rep1,1786983682.522,1.0204,90447,62,3
S5F_TearsOfSteel_rep1,1786983683.54,1.018,266753,179,2
S5F_TearsOfSteel_rep1,1786983684.566,1.026,114000,76,1
S5F_TearsOfSteel_rep1,1786983685.583,1.0173,67500,45,1
S5F_TearsOfSteel_rep1,1786983686.6,1.0173,54000,36,1
S5F_TearsOfSteel_rep1,1786983687.618,1.0176,85500,57,1
S5F_TearsOfSteel_rep1,1786983688.638,1.0197,94500,63,1
S5F_TearsOfSteel_rep1,1786983689.655,1.0174,28397,20,2
S5F_TearsOfSteel_rep1,1786983690.671,1.0165,151254,102,3
S5F_TearsOfSteel_rep1,1786983691.688,1.0165,213623,143,2
S5F_TearsOfSteel_rep1,1786983692.705,1.0166,117462,79,2
S5F_TearsOfSteel_rep1,1786983693.721,1.0165,140850,95,2
S5F_TearsOfSteel_rep1,1786983694.738,1.0166,125713,84,1
S5F_TearsOfSteel_rep1,1786983695.754,1.0166,23714,16,1
S5F_TearsOfSteel_rep1,1786983696.771,1.0167,82500,55,1
S5F_TearsOfSteel_rep1,1786983697.788,1.0167,97576,66,1
S5F_TearsOfSteel_rep1,1786983698.804,1.0168,72059,49,1
S5F_TearsOfSteel_rep1,1786983699.821,1.0166,0,0,0
S5F_TearsOfSteel_rep1,1786983700.838,1.0172,49500,33,1
S5F_TearsOfSteel_rep1,1786983701.856,1.0175,43500,29,1
S5F_TearsOfSteel_rep1,1786983702.874,1.0181,48057,33,1
S5F_TearsOfSteel_rep1,1786983703.891,1.0175,60000,40,1
S5F_TearsOfSteel_rep1,1786983704.909,1.0177,113440,76,2
S5F_TearsOfSteel_rep1,1786983705.927,1.0177,129000,86,1
S5F_TearsOfSteel_rep1,1786983706.944,1.0178,91482,61,1
S5F_TearsOfSteel_rep1,1786983707.962,1.0176,36000,24,1
S5F_TearsOfSteel_rep1,1786983708.98,1.0177,37500,25,1
S5F_TearsOfSteel_rep1,1786983709.997,1.0177,66540,45,2
S5F_TearsOfSteel_rep1,1786983711.015,1.0179,127500,85,2
S5F_TearsOfSteel_rep1,1786983712.039,1.0238,136182,91,2
S5F_TearsOfSteel_rep1,1786983713.057,1.0177,129860,87,2
S5F_TearsOfSteel_rep1,1786983714.074,1.0168,117000,78,2
S5F_TearsOfSteel_rep1,1786983715.091,1.0178,83790,57,2
S5F_TearsOfSteel_rep1,1786983716.108,1.0167,97236,65,1
S5F_TearsOfSteel_rep1,1786983717.126,1.0178,78000,52,1
S5F_TearsOfSteel_rep1,1786983718.145,1.0194,58730,40,1
S5F_TearsOfSteel_rep1,1786983719.162,1.0171,87000,58,1
S5F_TearsOfSteel_rep1,1786983720.179,1.0169,19700,14,1
S5F_TearsOfSteel_rep1,1786983721.196,1.0167,72000,48,1
S5F_TearsOfSteel_rep1,1786983722.213,1.0167,32194,22,1
S5F_TearsOfSteel_rep1,1786983723.229,1.0166,79500,53,1
S5F_TearsOfSteel_rep1,1786983724.246,1.0166,27767,19,1
S5F_TearsOfSteel_rep1,1786983725.263,1.0168,84000,56,1
S5F_TearsOfSteel_rep1,1786983726.28,1.0176,43956,30,1
S5F_TearsOfSteel_rep1,1786983727.297,1.0166,57000,38,1
S5F_TearsOfSteel_rep1,1786983728.315,1.0177,71983,49,1
S5F_TearsOfSteel_rep1,1786983729.337,1.0219,72000,48,1
S5F_TearsOfSteel_rep1,1786983730.354,1.0178,26714,18,1
S5F_TearsOfSteel_rep1,1786983731.373,1.0185,0,0,0
S5F_TearsOfSteel_rep1,1786983732.391,1.018,61582,42,1
S5F_TearsOfSteel_rep1,1786983733.409,1.0185,62714,42,1
S5F_TearsOfSteel_rep1,1786983734.427,1.0182,0,0,0
S5F_TearsOfSteel_rep1,1786983735.445,1.0173,0,0,0
S5F_TearsOfSteel_rep1,1786983736.463,1.0183,22500,15,1
S5F_TearsOfSteel_rep1,1786983737.481,1.0176,45000,30,1
S5F_TearsOfSteel_rep1,1786983738.498,1.0177,31562,22,1
S5F_TearsOfSteel_rep1,1786983739.518,1.0199,25500,17,1
S5F_TearsOfSteel_rep1,1786983740.537,1.0191,31038,21,1
S5F_TearsOfSteel_rep1,1786983741.555,1.0177,22500,15,1
S5F_TearsOfSteel_rep1,1786983742.573,1.0175,51000,34,1
S5F_TearsOfSteel_rep1,1786983743.589,1.0166,78742,53,2
S5F_TearsOfSteel_rep1,1786983744.607,1.0174,70500,47,2
S5F_TearsOfSteel_rep1,1786983745.625,1.0179,88213,59,2
S5F_TearsOfSteel_rep1,1786983746.646,1.0215,71876,48,2
S5F_TearsOfSteel_rep1,1786983747.664,1.0178,129000,86,2
S5F_TearsOfSteel_rep1,1786983748.68,1.0167,43214,29,2
S5F_TearsOfSteel_rep1,1786983749.697,1.0167,60000,40,1
S5F_TearsOfSteel_rep1,1786983750.714,1.0167,118256,79,2
S5F_TearsOfSteel_rep1,1786983751.731,1.0168,83806,56,2
S5F_TearsOfSteel_rep1,1786983752.749,1.0182,91214,61,2
S5F_TearsOfSteel_rep1,1786983753.767,1.0178,109500,73,2
S5F_TearsOfSteel_rep1,1786983754.783,1.0167,74826,51,2
S5F_TearsOfSteel_rep1,1786983755.801,1.0176,52500,35,1
S5F_TearsOfSteel_rep1,1786983756.819,1.0179,85214,57,2
S5F_TearsOfSteel_rep1,1786983757.837,1.0178,31500,21,1
S5F_TearsOfSteel_rep1,1786983758.854,1.0174,78000,52,1
S5F_TearsOfSteel_rep1,1786983759.872,1.0177,114562,81,3
S5F_TearsOfSteel_rep1,1786983760.89,1.0181,156431,105,1
S5F_TearsOfSteel_rep1,1786983761.907,1.0176,34480,23,1
S5F_TearsOfSteel_rep1,1786983762.926,1.0181,0,0,0
S5F_TearsOfSteel_rep1,1786983763.943,1.0179,0,0,0
S5F_TearsOfSteel_rep1,1786983764.962,1.0181,106719,72,1
S5F_TearsOfSteel_rep1,1786983765.98,1.0182,52500,35,1
S5F_TearsOfSteel_rep1,1786983766.996,1.0166,46314,31,1
S5F_TearsOfSteel_rep1,1786983768.015,1.0187,16500,11,1
S5F_TearsOfSteel_rep1,1786983769.034,1.0192,73500,49,1
S5F_TearsOfSteel_rep1,1786983770.052,1.0176,44088,30,1
S5F_TearsOfSteel_rep1,1786983771.069,1.0177,37500,25,1
S5F_TearsOfSteel_rep1,1786983772.087,1.0171,45896,31,1
S5F_TearsOfSteel_rep1,1786983773.104,1.0175,66000,44,1
S5F_TearsOfSteel_rep1,1786983774.122,1.0179,66082,45,1
S5F_TearsOfSteel_rep1,1786983775.141,1.0193,72000,48,1
S5F_TearsOfSteel_rep1,1786983776.158,1.017,34403,23,1
S5F_TearsOfSteel_rep1,1786983777.175,1.0168,99000,66,1
S5F_TearsOfSteel_rep1,1786983778.192,1.0168,91500,61,1
S5F_TearsOfSteel_rep1,1786983779.209,1.0167,44124,30,1
S5F_TearsOfSteel_rep1,1786983780.225,1.0167,54000,36,1
S5F_TearsOfSteel_rep1,1786983781.243,1.0175,55500,37,1
S5F_TearsOfSteel_rep1,1786983782.26,1.017,49500,33,1
S5F_TearsOfSteel_rep1,1786983783.277,1.017,82500,55,1
S5F_TearsOfSteel_rep1,1786983784.294,1.0168,58477,39,1
S5F_TearsOfSteel_rep1,1786983785.31,1.0168,52500,35,1
S5F_TearsOfSteel_rep1,1786983786.328,1.0173,60000,40,1
S5F_TearsOfSteel_rep1,1786983787.344,1.0167,169161,116,2
S5F_TearsOfSteel_rep1,1786983788.362,1.0174,78000,52,1
S5F_TearsOfSteel_rep1,1786983789.38,1.0183,123940,84,2
S5F_TearsOfSteel_rep1,1786983790.398,1.0183,52500,35,1
S5F_TearsOfSteel_rep1,1786983791.417,1.0186,100084,67,2
S5F_TearsOfSteel_rep1,1786983792.435,1.0183,100439,67,2
S5F_TearsOfSteel_rep1,1786983793.453,1.0178,63000,42,1
S5F_TearsOfSteel_rep1,1786983794.471,1.0182,49314,33,2
S5F_TearsOfSteel_rep1,1786983795.49,1.0189,105000,70,2
S5F_TearsOfSteel_rep1,1786983796.512,1.0221,79500,53,2
S5F_TearsOfSteel_rep1,1786983797.531,1.0191,40194,27,2
S5F_TearsOfSteel_rep1,1786983798.549,1.0174,49885,34,2
S5F_TearsOfSteel_rep1,1786983799.567,1.018,103500,69,2
S5F_TearsOfSteel_rep1,1786983800.584,1.0173,130143,88,2
S5F_TearsOfSteel_rep1,1786983801.602,1.018,132761,89,2
S5F_TearsOfSteel_rep1,1786983802.619,1.0172,46500,31,1
S5F_TearsOfSteel_rep1,1786983803.636,1.0173,49500,33,1
S5F_TearsOfSteel_rep1,1786983804.655,1.019,22214,15,1
S5F_TearsOfSteel_rep1,1786983805.672,1.0167,50226,34,1
S5F_TearsOfSteel_rep1,1786983806.689,1.0167,43500,29,1
S5F_TearsOfSteel_rep1,1786983807.706,1.0176,55429,37,1
S5F_TearsOfSteel_rep1,1786983808.723,1.0167,49500,33,1
S5F_TearsOfSteel_rep1,1786983809.74,1.017,58150,39,1
S5F_TearsOfSteel_rep1,1786983810.757,1.0171,55500,37,1
S5F_TearsOfSteel_rep1,1786983811.774,1.0167,52070,35,1
S5F_TearsOfSteel_rep1,1786983812.791,1.0167,91500,61,1
S5F_TearsOfSteel_rep1,1786983813.807,1.0166,58021,39,1
S5F_TearsOfSteel_rep1,1786983814.824,1.0167,46500,31,1
S5F_TearsOfSteel_rep1,1786983815.842,1.0178,40223,27,1
S5F_TearsOfSteel_rep1,1786983816.859,1.0174,40500,27,1
S5F_TearsOfSteel_rep1,1786983817.878,1.0184,66000,44,1
S5F_TearsOfSteel_rep1,1786983818.895,1.0179,49870,34,1
S5F_TearsOfSteel_rep1,1786983819.914,1.0186,58146,39,1
S5F_TearsOfSteel_rep1,1786983820.932,1.0178,73500,49,1
S5F_TearsOfSteel_rep1,1786983821.95,1.0186,77640,52,1
S5F_TearsOfSteel_rep1,1786983822.968,1.0178,49500,33,1
S5F_TearsOfSteel_rep1,1786983823.986,1.0183,52200,35,1
S5F_TearsOfSteel_rep1,1786983825.004,1.0176,82500,55,1
S5F_TearsOfSteel_rep1,1786983826.025,1.0207,75000,50,1
S5F_TearsOfSteel_rep1,1786983827.043,1.0179,71441,48,1
S5F_TearsOfSteel_rep1,1786983828.06,1.0176,31214,21,1
S5F_TearsOfSteel_rep1,1786983829.078,1.0178,72000,48,1
S5F_TearsOfSteel_rep1,1786983830.095,1.0167,67500,45,1
S5F_TearsOfSteel_rep1,1786983831.113,1.0177,55854,38,1
S5F_TearsOfSteel_rep1,1786983832.135,1.0226,86714,58,1
S5F_TearsOfSteel_rep1,1786983833.154,1.0185,79500,53,1
S5F_TearsOfSteel_rep1,1786983834.171,1.0169,30000,20,1
S5F_TearsOfSteel_rep1,1786983835.187,1.0168,51000,34,1
S5F_TearsOfSteel_rep1,1786983836.204,1.0169,52500,35,1
S5F_TearsOfSteel_rep1,1786983837.222,1.0181,34500,23,1
S5F_TearsOfSteel_rep1,1786983838.239,1.0171,31500,21,1
S5F_TearsOfSteel_rep1,1786983839.256,1.017,43500,29,1
S5F_TearsOfSteel_rep1,1786983840.273,1.0168,29433,20,1
S5F_TearsOfSteel_rep1,1786983841.29,1.0167,69000,46,1
S5F_TearsOfSteel_rep1,1786983842.307,1.0169,49500,33,1
S5F_TearsOfSteel_rep1,1786983843.324,1.0168,1500,1,1
S5F_TearsOfSteel_rep1,1786983844.341,1.0176,94500,63,2
S5F_TearsOfSteel_rep1,1786983845.359,1.018,145989,98,2
S5F_TearsOfSteel_rep1,1786983846.377,1.0181,137966,93,2
S5F_TearsOfSteel_rep1,1786983847.395,1.0182,177957,119,2
S5F_TearsOfSteel_rep1,1786983848.413,1.0181,160739,108,2
S5F_TearsOfSteel_rep1,1786983849.432,1.0185,83878,56,2
S5F_TearsOfSteel_rep1,1786983850.45,1.0184,94500,63,2
S5F_TearsOfSteel_rep1,1786983851.469,1.0186,64460,43,2
S5F_TearsOfSteel_rep1,1786983852.487,1.018,94278,63,2
S5F_TearsOfSteel_rep1,1786983853.505,1.0181,95498,64,2
S5F_TearsOfSteel_rep1,1786983854.526,1.0206,67500,45,1
S5F_TearsOfSteel_rep1,1786983855.544,1.0179,48935,33,1
S5F_TearsOfSteel_rep1,1786983856.561,1.0179,158175,106,2
S5F_TearsOfSteel_rep1,1786983857.578,1.0167,87560,59,1
S5F_TearsOfSteel_rep1,1786983858.596,1.0177,8620,6,1
S5F_TearsOfSteel_rep1,1786983859.614,1.0178,0,0,0
S5F_TearsOfSteel_rep1,1786983860.637,1.0238,76500,51,1
S5F_TearsOfSteel_rep1,1786983861.656,1.0181,63199,43,1
S5F_TearsOfSteel_rep1,1786983862.676,1.0208,66904,45,1
S5F_TearsOfSteel_rep1,1786983863.693,1.0167,0,0,0
S5F_TearsOfSteel_rep1,1786983864.71,1.0169,30000,20,1
S5F_TearsOfSteel_rep1,1786983865.727,1.0172,39000,26,1
S5F_TearsOfSteel_rep1,1786983866.744,1.0166,28500,19,1
S5F_TearsOfSteel_rep1,1786983867.761,1.0173,37500,25,1
S5F_TearsOfSteel_rep1,1786983868.778,1.0168,78000,52,1
S5F_TearsOfSteel_rep1,1786983869.795,1.0172,64392,43,1
S5F_TearsOfSteel_rep1,1786983870.812,1.0168,46500,31,1
S5F_TearsOfSteel_rep1,1786983871.83,1.0183,30000,20,1
S5F_TearsOfSteel_rep1,1786983872.848,1.0177,48817,33,2
S5F_TearsOfSteel_rep1,1786983873.865,1.0169,139097,93,2
S5F_TearsOfSteel_rep1,1786983874.883,1.0179,36000,24,1
S5F_TearsOfSteel_rep1,1786983875.901,1.0178,128003,86,2
S5F_TearsOfSteel_rep1,1786983876.928,1.0269,78914,53,2
S5F_TearsOfSteel_rep1,1786983877.946,1.0181,115087,77,2
S5F_TearsOfSteel_rep1,1786983878.964,1.0182,105582,71,2
S5F_TearsOfSteel_rep1,1786983879.982,1.018,48000,32,1
S5F_TearsOfSteel_rep1,1786983881.0,1.0179,37500,25,1
S5F_TearsOfSteel_rep1,1786983882.019,1.0197,36000,24,1
S5F_TearsOfSteel_rep1,1786983883.037,1.0179,59380,40,1
S5F_TearsOfSteel_rep1,1786983884.055,1.0173,106500,71,2
S5F_TearsOfSteel_rep1,1786983885.073,1.0181,106500,71,2
S5F_TearsOfSteel_rep1,1786983886.09,1.0172,84465,57,2
S5F_TearsOfSteel_rep1,1786983887.107,1.0171,78971,53,2
S5F_TearsOfSteel_rep1,1786983888.125,1.018,33000,22,1
S5F_TearsOfSteel_rep1,1786983889.146,1.0215,63000,42,1
S5F_TearsOfSteel_rep1,1786983890.163,1.0171,52500,35,1
S5F_TearsOfSteel_rep1,1786983891.18,1.0169,43857,30,2
S5F_TearsOfSteel_rep1,1786983892.197,1.0171,123939,83,2
S5F_TearsOfSteel_rep1,1786983893.215,1.0178,87260,59,1
S5F_TearsOfSteel_rep1,1786983894.232,1.0172,106500,71,2
S5F_TearsOfSteel_rep1,1786983895.25,1.0176,73214,49,2
S5F_TearsOfSteel_rep1,1786983896.268,1.0178,68478,46,2
S5F_TearsOfSteel_rep1,1786983897.286,1.0179,106214,71,2
S5F_TearsOfSteel_rep1,1786983898.303,1.0173,72593,49,2
S5F_TearsOfSteel_rep1,1786983899.321,1.0182,48000,32,1
S5F_TearsOfSteel_rep1,1786983900.338,1.0171,112216,75,2
S5F_TearsOfSteel_rep1,1786983901.355,1.0171,85239,57,2
S5F_TearsOfSteel_rep1,1786983902.374,1.0182,64120,43,1
S5F_TearsOfSteel_rep1,1786983903.392,1.0181,52228,35,1
S5F_TearsOfSteel_rep1,1786983904.41,1.0183,15000,10,1
S5F_TearsOfSteel_rep1,1786983905.428,1.0184,42000,28,1
S5F_TearsOfSteel_rep1,1786983906.447,1.0184,57000,38,1
S5F_TearsOfSteel_rep1,1786983907.465,1.0185,18511,13,1
S5F_TearsOfSteel_rep1,1786983908.483,1.0181,132000,88,2
S5F_TearsOfSteel_rep1,1786983909.501,1.0178,51193,36,2
S5F_TearsOfSteel_rep1,1786983910.521,1.0198,31500,21,1
S5F_TearsOfSteel_rep1,1786983911.539,1.0179,67329,45,1
S5F_TearsOfSteel_rep1,1786983912.557,1.0176,43500,29,1
S5F_TearsOfSteel_rep1,1786983913.574,1.0178,35552,24,1
S5F_TearsOfSteel_rep1,1786983914.591,1.0167,21000,14,1
S5F_TearsOfSteel_rep1,1786983915.608,1.0168,57000,38,1
S5F_TearsOfSteel_rep1,1786983916.628,1.0199,77319,52,1
S5F_TearsOfSteel_rep1,1786983917.648,1.0206,55936,38,1
S5F_TearsOfSteel_rep1,1786983918.666,1.0172,73500,49,1
S5F_TearsOfSteel_rep1,1786983919.683,1.0173,2674,2,1
S5F_TearsOfSteel_rep1,1786983920.7,1.0167,66000,44,1
S5F_TearsOfSteel_rep1,1786983921.716,1.0168,72041,49,1
S5F_TearsOfSteel_rep1,1786983922.733,1.0168,91500,61,1
S5F_TearsOfSteel_rep1,1786983923.751,1.0178,9244,7,1
S5F_TearsOfSteel_rep1,1786983924.768,1.0169,37500,25,1
S5F_TearsOfSteel_rep1,1786983925.785,1.0173,99000,66,1
S5F_TearsOfSteel_rep1,1786983926.803,1.0175,72514,49,1
S5F_TearsOfSteel_rep1,1786983927.821,1.0183,36771,25,1
S5F_TearsOfSteel_rep1,1786983928.839,1.0185,112500,75,1
S5F_TearsOfSteel_rep1,1786983929.86,1.0204,70500,47,1
S5F_TearsOfSteel_rep1,1786983930.878,1.0182,79500,53,1
S5F_TearsOfSteel_rep1,1786983931.896,1.0182,95592,64,1
S5F_TearsOfSteel_rep1,1786983932.915,1.0183,48000,32,1
S5F_TearsOfSteel_rep1,1786983933.933,1.0181,30000,20,1
S5F_TearsOfSteel_rep1,1786983934.95,1.0173,34500,23,1
S5F_TearsOfSteel_rep1,1786983935.968,1.0182,31500,21,1
S5F_TearsOfSteel_rep1,1786983936.986,1.0181,56613,38,1
S5F_TearsOfSteel_rep1,1786983938.004,1.0177,75000,50,1
S5F_TearsOfSteel_rep1,1786983939.025,1.0214,90000,60,1
S5F_TearsOfSteel_rep1,1786983940.044,1.0182,152826,102,2
S5F_TearsOfSteel_rep1,1786983941.061,1.0175,189885,127,2
S5F_TearsOfSteel_rep1,1786983942.079,1.0175,210614,141,2
S5F_TearsOfSteel_rep1,1786983943.096,1.017,154336,103,2
S5F_TearsOfSteel_rep1,1786983944.113,1.0176,93873,63,2
