run_id,t_epoch,dt,delta_bytes,delta_packets,active_flows
S2B_BigBuckBunny_rep1,1786964861.762,1.0001,0,0,0
S2B_BigBuckBunny_rep1,1786964862.767,1.005,0,0,0
S2B_BigBuckBunny_rep1,1786964863.773,1.0052,0,0,0
S2B_BigBuckBunny_rep1,1786964864.778,1.0051,5108,6,1
S2B_BigBuckBunny_rep1,1786964865.783,1.0052,87439,61,1
S2B_BigBuckBunny_rep1,1786964866.788,1.0055,87000,58,1
S2B_BigBuckBunny_rep1,1786964867.794,1.0051,88500,59,1
S2B_BigBuckBunny_rep1,1786964868.799,1.0054,85540,58,2
S2B_BigBuckBunny_rep1,1786964869.804,1.0054,83139,56,1
S2B_BigBuckBunny_rep1,1786964870.81,1.0054,93000,62,1
S2B_BigBuckBunny_rep1,1786964871.815,1.0057,85500,57,1
S2B_BigBuckBunny_rep1,1786964872.821,1.0055,87894,59,1
S2B_BigBuckBunny_rep1,1786964873.826,1.0054,78000,52,1
S2B_BigBuckBunny_rep1,1786964874.832,1.0055,91500,61,1
S2B_BigBuckBunny_rep1,1786964875.837,1.0055,89149,60,1
S2B_BigBuckBunny_rep1,1786964876.843,1.0055,85500,57,1
S2B_BigBuckBunny_rep1,1786964877.848,1.0053,91500,61,1
S2B_BigBuckBunny_rep1,1786964878.854,1.0055,83731,56,1
S2B_BigBuckBunny_rep1,1786964879.859,1.0055,90000,60,1
S2B_BigBuckBunny_rep1,1786964880.865,1.0055,87000,58,1
S2B_BigBuckBunny_rep1,1786964881.87,1.0056,84131,57,1
S2B_BigBuckBunny_rep1,1786964882.876,1.0055,90000,60,1
S2B_BigBuckBunny_rep1,1786964883.881,1.0055,87432,59,1
S2B_BigBuckBunny_rep1,1786964884.887,1.0055,85215,57,1
S2B_BigBuckBunny_rep1,1786964885.892,1.0052,85500,57,1
S2B_BigBuckBunny_rep1,1786964886.897,1.0057,87270,59,1
S2B_BigBuckBunny_rep1,1786964887.905,1.0079,90000,60,1
S2B_BigBuckBunny_rep1,1786964888.911,1.0057,85500,57,1
S2B_BigBuckBunny_rep1,1786964889.917,1.0057,88500,59,1
S2B_BigBuckBunny_rep1,1786964890.922,1.0057,86104,58,1
S2B_BigBuckBunny_rep1,1786964891.928,1.0058,88500,59,1
S2B_BigBuckBunny_rep1,1786964892.934,1.0056,88500,59,1
S2B_BigBuckBunny_rep1,1786964893.939,1.0055,81160,55,1
S2B_BigBuckBunny_rep1,1786964894.945,1.0055,91500,61,1
S2B_BigBuckBunny_rep1,1786964895.95,1.0055,88500,59,1
S2B_BigBuckBunny_rep1,1786964896.956,1.0055,84978,57,1
S2B_BigBuckBunny_rep1,1786964897.961,1.0055,90000,60,1
S2B_BigBuckBunny_rep1,1786964898.967,1.0055,87000,58,1
S2B_BigBuckBunny_rep1,1786964899.972,1.0055,88500,59,1
S2B_BigBuckBunny_rep1,1786964900.978,1.0057,83346,56,1
S2B_BigBuckBunny_rep1,1786964901.984,1.0057,85500,57,1
S2B_BigBuckBunny_rep1,1786964902.989,1.0056,91500,61,1
S2B_BigBuckBunny_rep1,1786964903.995,1.0054,86507,58,1
S2B_BigBuckBunny_rep1,1786964905.0,1.0055,88500,59,1
S2B_BigBuckBunny_rep1,1786964906.006,1.0055,87000,58,1
S2B_BigBuckBunny_rep1,1786964907.011,1.0055,87000,58,1
S2B_BigBuckBunny_rep1,1786964908.017,1.0055,79193,53,1
S2B_BigBuckBunny_rep1,1786964909.023,1.0064,90000,60,1
S2B_BigBuckBunny_rep1,1786964910.028,1.0054,88500,59,1
S2B_BigBuckBunny_rep1,1786964911.034,1.0054,86244,58,1
S2B_BigBuckBunny_rep1,1786964912.039,1.0055,88500,59,1
S2B_BigBuckBunny_rep1,1786964913.045,1.0056,87000,58,1
S2B_BigBuckBunny_rep1,1786964914.05,1.0054,88500,59,1
