run_id,t_epoch,dt,delta_bytes,delta_packets,active_flows
S2C_TearsOfSteel_rep1,1787003925.936,1.0001,0,0,0
S2C_TearsOfSteel_rep1,1787003926.958,1.0221,0,0,0
S2C_TearsOfSteel_rep1,1787003927.981,1.0227,0,0,0
S2C_TearsOfSteel_rep1,1787003929.004,1.0229,9164,10,2
S2C_TearsOfSteel_rep1,1787003930.029,1.0251,54922,40,2
S2C_TearsOfSteel_rep1,1787003931.053,1.0234,56871,41,3
S2C_TearsOfSteel_rep1,1787003932.075,1.023,49402,33,2
S2C_TearsOfSteel_rep1,1787003933.099,1.0232,52620,38,3
S2C_TearsOfSteel_rep1,1787003934.122,1.0232,51173,36,2
S2C_TearsOfSteel_rep1,1787003935.148,1.0261,48000,32,2
S2C_TearsOfSteel_rep1,1787003936.17,1.022,51000,34,2
S2C_TearsOfSteel_rep1,1787003937.192,1.0219,53335,36,2
S2C_TearsOfSteel_rep1,1787003938.214,1.0219,48000,32,1
S2C_TearsOfSteel_rep1,1787003939.236,1.022,52500,35,2
S2C_TearsOfSteel_rep1,1787003940.258,1.022,49500,33,2
S2C_TearsOfSteel_rep1,1787003941.28,1.0219,51956,36,2
S2C_TearsOfSteel_rep1,1787003942.302,1.0219,51000,34,1
S2C_TearsOfSteel_rep1,1787003943.324,1.022,46500,31,2
S2C_TearsOfSteel_rep1,1787003944.346,1.0224,54000,36,2
S2C_TearsOfSteel_rep1,1787003945.369,1.0234,50317,34,2
S2C_TearsOfSteel_rep1,1787003946.393,1.0239,51000,34,1
S2C_TearsOfSteel_rep1,1787003947.416,1.0223,51000,34,1
S2C_TearsOfSteel_rep1,1787003948.439,1.0238,49288,33,1
S2C_TearsOfSteel_rep1,1787003949.463,1.0239,49500,33,2
S2C_TearsOfSteel_rep1,1787003950.487,1.0233,53881,36,2
S2C_TearsOfSteel_rep1,1787003951.51,1.0234,50123,34,1
S2C_TearsOfSteel_rep1,1787003952.535,1.0249,51000,34,1
S2C_TearsOfSteel_rep1,1787003953.558,1.0235,49962,34,1
S2C_TearsOfSteel_rep1,1787003954.582,1.0234,49500,33,2
S2C_TearsOfSteel_rep1,1787003955.605,1.0234,50631,34,2
S2C_TearsOfSteel_rep1,1787003956.631,1.0254,52636,36,1
S2C_TearsOfSteel_rep1,1787003957.654,1.0237,51000,34,2
S2C_TearsOfSteel_rep1,1787003958.676,1.0222,49500,33,2
S2C_TearsOfSteel_rep1,1787003959.699,1.0221,50680,34,2
S2C_TearsOfSteel_rep1,1787003960.721,1.0222,51000,34,1
S2C_TearsOfSteel_rep1,1787003961.743,1.0225,49576,34,2
S2C_TearsOfSteel_rep1,1787003962.77,1.0263,50856,34,2
S2C_TearsOfSteel_rep1,1787003963.792,1.0222,51000,34,1
S2C_TearsOfSteel_rep1,1787003964.814,1.0222,51057,35,2
S2C_TearsOfSteel_rep1,1787003965.837,1.0229,49047,33,2
S2C_TearsOfSteel_rep1,1787003966.861,1.024,51000,34,1
S2C_TearsOfSteel_rep1,1787003967.885,1.0242,51540,35,2
S2C_TearsOfSteel_rep1,1787003968.911,1.026,50698,34,2
S2C_TearsOfSteel_rep1,1787003969.935,1.0236,51000,34,1
S2C_TearsOfSteel_rep1,1787003970.957,1.0228,51000,34,1
S2C_TearsOfSteel_rep1,1787003971.981,1.0235,51000,34,1
S2C_TearsOfSteel_rep1,1787003973.005,1.0244,48860,33,2
S2C_TearsOfSteel_rep1,1787003974.032,1.027,52069,35,2
S2C_TearsOfSteel_rep1,1787003975.056,1.0234,51000,34,1
S2C_TearsOfSteel_rep1,1787003976.078,1.0221,51000,34,1
S2C_TearsOfSteel_rep1,1787003977.1,1.0222,49576,34,2
S2C_TearsOfSteel_rep1,1787003978.122,1.0224,50773,34,2
S2C_TearsOfSteel_rep1,1787003979.15,1.027,51000,34,1
S2C_TearsOfSteel_rep1,1787003980.172,1.0222,51000,34,1
S2C_TearsOfSteel_rep1,1787003981.194,1.0221,48230,33,2
S2C_TearsOfSteel_rep1,1787003982.218,1.0238,52174,35,2
