run_id,t_epoch,dt,delta_bytes,delta_packets,active_flows
S4C_TheSwissAccount_rep1,1786982107.422,1.0001,0,0,0
S4C_TheSwissAccount_rep1,1786982108.433,1.0114,0,0,0
S4C_TheSwissAccount_rep1,1786982109.444,1.0104,0,0,0
S4C_TheSwissAccount_rep1,1786982110.454,1.0104,4750,6,1
S4C_TheSwissAccount_rep1,1786982111.465,1.0105,52,1,1
S4C_TheSwissAccount_rep1,1786982112.481,1.0161,21092,17,2
S4C_TheSwissAccount_rep1,1786982113.497,1.0162,124123,84,1
S4C_TheSwissAccount_rep1,1786982114.513,1.0162,167976,113,1
S4C_TheSwissAccount_rep1,1786982115.531,1.0179,469996,315,2
S4C_TheSwissAccount_rep1,1786982116.547,1.0161,473588,316,1
S4C_TheSwissAccount_rep1,1786982117.563,1.0159,1983839,1324,1
S4C_TheSwissAccount_rep1,1786982118.578,1.0151,4376616,2919,1
S4C_TheSwissAccount_rep1,1786982119.594,1.0157,517046,345,1
S4C_TheSwissAccount_rep1,1786982120.61,1.0165,0,0,0
S4C_TheSwissAccount_rep1,1786982121.626,1.0161,533942,356,1
S4C_TheSwissAccount_rep1,1786982122.642,1.0155,0,0,0
S4C_TheSwissAccount_rep1,1786982123.658,1.0161,0,0,0
S4C_TheSwissAccount_rep1,1786982124.673,1.0153,0,0,0
S4C_TheSwissAccount_rep1,1786982125.689,1.0156,45000,30,1
S4C_TheSwissAccount_rep1,1786982126.704,1.0154,29767,20,1
S4C_TheSwissAccount_rep1,1786982127.72,1.0154,0,0,0
S4C_TheSwissAccount_rep1,1786982128.735,1.0154,0,0,0
S4C_TheSwissAccount_rep1,1786982129.75,1.0154,45000,30,1
S4C_TheSwissAccount_rep1,1786982130.766,1.0152,163853,110,1
S4C_TheSwissAccount_rep1,1786982131.781,1.0154,0,0,0
S4C_TheSwissAccount_rep1,1786982132.797,1.0163,0,0,0
S4C_TheSwissAccount_rep1,1786982133.814,1.0161,45000,30,1
S4C_TheSwissAccount_rep1,1786982134.83,1.0163,435080,292,2
S4C_TheSwissAccount_rep1,1786982135.846,1.0162,210000,140,1
S4C_TheSwissAccount_rep1,1786982136.862,1.0162,199651,134,1
S4C_TheSwissAccount_rep1,1786982137.879,1.0165,303573,203,1
S4C_TheSwissAccount_rep1,1786982138.895,1.0167,0,0,0
S4C_TheSwissAccount_rep1,1786982139.912,1.0167,0,0,0
S4C_TheSwissAccount_rep1,1786982140.929,1.0166,0,0,0
S4C_TheSwissAccount_rep1,1786982141.945,1.0165,45000,30,1
S4C_TheSwissAccount_rep1,1786982142.962,1.0168,333601,223,1
S4C_TheSwissAccount_rep1,1786982143.979,1.0168,0,0,0
S4C_TheSwissAccount_rep1,1786982144.995,1.0158,0,0,0
S4C_TheSwissAccount_rep1,1786982146.011,1.0164,16331,11,1
S4C_TheSwissAccount_rep1,1786982147.031,1.0197,450000,300,1
S4C_TheSwissAccount_rep1,1786982148.047,1.0165,847170,565,1
S4C_TheSwissAccount_rep1,1786982149.063,1.0162,4231271,2822,1
S4C_TheSwissAccount_rep1,1786982150.079,1.0154,1472645,982,1
S4C_TheSwissAccount_rep1,1786982151.094,1.0156,0,0,0
S4C_TheSwissAccount_rep1,1786982152.11,1.0152,0,0,0
S4C_TheSwissAccount_rep1,1786982153.126,1.0159,27000,18,1
S4C_TheSwissAccount_rep1,1786982154.145,1.0196,378000,252,1
S4C_TheSwissAccount_rep1,1786982155.161,1.0156,1126321,751,1
S4C_TheSwissAccount_rep1,1786982156.176,1.0157,0,0,0
S4C_TheSwissAccount_rep1,1786982157.192,1.0157,0,0,0
S4C_TheSwissAccount_rep1,1786982158.208,1.0158,336000,224,1
S4C_TheSwissAccount_rep1,1786982159.223,1.0154,1187690,792,1
S4C_TheSwissAccount_rep1,1786982160.239,1.0156,0,0,0
S4C_TheSwissAccount_rep1,1786982161.255,1.0155,0,0,0
S4C_TheSwissAccount_rep1,1786982162.27,1.0154,1462500,975,1
S4C_TheSwissAccount_rep1,1786982163.289,1.0191,61315,41,1
S4C_TheSwissAccount_rep1,1786982164.304,1.0154,0,0,0
S4C_TheSwissAccount_rep1,1786982165.321,1.0162,0,0,0
S4C_TheSwissAccount_rep1,1786982166.337,1.0164,730500,487,1
S4C_TheSwissAccount_rep1,1786982167.353,1.0163,781457,521,1
S4C_TheSwissAccount_rep1,1786982168.37,1.0167,0,0,0
S4C_TheSwissAccount_rep1,1786982169.387,1.0167,0,0,0
S4C_TheSwissAccount_rep1,1786982170.403,1.0167,336000,224,1
S4C_TheSwissAccount_rep1,1786982171.42,1.0166,1233604,823,1
S4C_TheSwissAccount_rep1,1786982172.437,1.0169,0,0,0
S4C_TheSwissAccount_rep1,1786982173.453,1.0167,100500,67,1
S4C_TheSwissAccount_rep1,1786982174.471,1.0171,1352720,902,1
S4C_TheSwissAccount_rep1,1786982175.487,1.0167,0,0,0
S4C_TheSwissAccount_rep1,1786982176.504,1.0164,0,0,0
S4C_TheSwissAccount_rep1,1786982177.523,1.0189,0,0,0
S4C_TheSwissAccount_rep1,1786982178.539,1.0165,168000,112,1
S4C_TheSwissAccount_rep1,1786982179.555,1.0162,14422,10,1
S4C_TheSwissAccount_rep1,1786982180.572,1.0164,0,0,0
S4C_TheSwissAccount_rep1,1786982181.587,1.0153,15000,10,1
S4C_TheSwissAccount_rep1,1786982182.603,1.0162,210000,140,1
S4C_TheSwissAccount_rep1,1786982183.621,1.0177,345184,234,3
S4C_TheSwissAccount_rep1,1786982184.638,1.0171,416760,278,1
S4C_TheSwissAccount_rep1,1786982185.654,1.0164,663534,444,1
S4C_TheSwissAccount_rep1,1786982186.67,1.0156,0,0,0
S4C_TheSwissAccount_rep1,1786982187.685,1.0154,0,0,0
S4C_TheSwissAccount_rep1,1786982188.701,1.0156,0,0,0
S4C_TheSwissAccount_rep1,1786982189.717,1.0159,45000,30,1
S4C_TheSwissAccount_rep1,1786982190.733,1.0161,247645,166,1
S4C_TheSwissAccount_rep1,1786982191.757,1.0243,0,0,0
S4C_TheSwissAccount_rep1,1786982192.773,1.0156,80,2,2
S4C_TheSwissAccount_rep1,1786982193.788,1.0155,15144,13,2
S4C_TheSwissAccount_rep1,1786982194.804,1.0156,210000,140,1
S4C_TheSwissAccount_rep1,1786982195.82,1.0156,345080,232,2
S4C_TheSwissAccount_rep1,1786982196.836,1.0163,389921,260,1
S4C_TheSwissAccount_rep1,1786982197.853,1.0167,229429,153,1
S4C_TheSwissAccount_rep1,1786982198.869,1.0167,0,0,0
S4C_TheSwissAccount_rep1,1786982199.886,1.0165,0,0,0
