run_id,window_index,t_media_start,t_wall_start,t_wall_end,throughput_mean,throughput_std,throughput_min,throughput_max,total_bytes,total_packets,active_flows,n_samples
S5A_Valkaama_rep1,0,0.0,1786986187.472,1786986197.472,0.867517,0.381711,0.315425,1.548281,1215048,816,2,11
S5A_Valkaama_rep1,1,10.0,1786986197.472,1786986207.472,0.686157,0.223402,0.376766,1.071113,961899,643,1,11
S5A_Valkaama_rep1,2,20.0,1786986207.472,1786986217.472,0.635497,0.221016,0.318209,1.018633,890720,596,1,11
S5A_Valkaama_rep1,3,30.0,1786986217.472,1786986227.472,0.627352,0.112411,0.494457,0.835868,879228,588,1,11
S5A_Valkaama_rep1,4,40.0,1786986227.472,1786986237.472,0.426399,0.310505,0.011773,0.883306,543838,364,1,10
S5A_Valkaama_rep1,5,50.0,1786986237.472,1786986247.472,0.43543,0.266933,0.0,0.883306,610338,409,1,11
S5A_Valkaama_rep1,6,60.0,1786986247.472,1786986257.472,0.463514,0.377012,0.0,1.152941,649634,434,1,11
S5A_Valkaama_rep1,7,70.0,1786986257.472,1786986267.472,0.625916,0.213498,0.247204,0.965274,877300,586,1,11
S5A_Valkaama_rep1,8,80.0,1786986267.472,1786986277.472,1.010914,0.909196,0.306223,3.792481,1415634,949,2,11
S5A_Valkaama_rep1,9,90.0,1786986277.472,1786986287.472,0.517113,0.24641,0.010291,0.788699,659007,441,1,10
S5A_Valkaama_rep1,10,100.0,1786986287.472,1786986297.472,0.438709,0.184426,0.010291,0.754124,614793,411,1,11
S5A_Valkaama_rep1,11,110.0,1786986297.472,1786986307.472,0.757259,0.32694,0.0,1.283234,1061630,710,1,11
S5A_Valkaama_rep1,12,120.0,1786986307.472,1786986317.472,0.725551,0.292236,0.153076,1.175031,1016991,684,2,11
S5A_Valkaama_rep1,13,130.0,1786986317.472,1786986327.472,0.243916,0.352826,0.0,1.175031,341723,233,2,11
S5A_Valkaama_rep1,14,140.0,1786986327.472,1786986337.472,0.86938,0.960261,0.0,3.149824,1107510,743,2,10
S5A_Valkaama_rep1,15,150.0,1786986337.472,1786986347.472,0.526993,0.479374,0.0,1.202121,738859,494,1,11
S5A_Valkaama_rep1,16,160.0,1786986347.472,1786986357.472,0.841514,0.291668,0.494797,1.425626,1178833,787,1,11
S5A_Valkaama_rep1,17,170.0,1786986357.472,1786986368.856,0.511176,0.192069,0.270721,0.908825,781970,524,1,12
S5A_Valkaama_rep1,18,180.0,1786986368.856,1786986378.856,0.585222,0.391805,0.0,1.083734,820976,550,1,11
S5A_Valkaama_rep1,19,190.0,1786986378.856,1786986388.856,0.243384,0.289292,0.0,0.933077,341019,229,1,11
S5A_Valkaama_rep1,20,200.0,1786986388.856,1786986398.856,0.674144,0.176317,0.365279,0.933077,945239,633,1,11
S5A_Valkaama_rep1,21,210.0,1786986398.856,1786986408.856,0.473786,0.13727,0.243441,0.706714,663556,444,1,11
S5A_Valkaama_rep1,22,220.0,1786986408.856,1786986418.856,0.629247,0.239327,0.243441,1.047264,802206,537,1,10
S5A_Valkaama_rep1,23,230.0,1786986418.856,1786986428.856,0.438613,0.311896,0.0,0.912052,615095,413,1,11
S5A_Valkaama_rep1,24,240.0,1786986428.856,1786986438.856,0.150651,0.201075,0.0,0.480776,211078,142,1,11
S5A_Valkaama_rep1,25,250.0,1786986438.856,1786986448.856,0.555996,0.377659,0.0,1.059447,779650,521,1,11
S5A_Valkaama_rep1,26,260.0,1786986448.856,1786986458.856,0.695442,0.169661,0.500326,1.016847,974740,652,1,11
S5A_Valkaama_rep1,27,270.0,1786986458.856,1786986468.856,0.74408,0.277852,0.363741,1.177048,948282,636,1,10
S5A_Valkaama_rep1,28,280.0,1786986468.856,1786986478.856,0.352692,0.285968,0.0,0.716103,494642,332,1,11
S5A_Valkaama_rep1,29,290.0,1786986478.856,1786986488.856,0.000885,0.001384,0.0,0.003142,1240,4,1,11
