run_id,window_index,t_start,mean_o22,stall_s,label
S2A_ElephantsDream_rep1,0,0.0,4.3397,0.979,Degraded
S2A_ElephantsDream_rep1,1,10.0,4.3476,0,Excellent
S2A_ElephantsDream_rep1,2,20.0,4.3591,0,Excellent
S2A_ElephantsDream_rep1,3,30.0,4.358,0,Excellent
S2A_ElephantsDream_rep1,4,40.0,4.3552,0,Excellent
S2A_ElephantsDream_rep1,5,50.0,4.3552,0,Excellent
S2A_ElephantsDream_rep1,6,60.0,4.3749,0,Excellent
S2A_ElephantsDream_rep1,7,70.0,4.3632,0,Excellent
S2A_ElephantsDream_rep1,8,80.0,4.3552,0,Excellent
S2A_ElephantsDream_rep1,9,90.0,4.1161,0,Excellent
S2A_ElephantsDream_rep1,10,100.0,4.3707,0,Excellent
S2A_ElephantsDream_rep1,11,110.0,4.3341,0,Excellent
S2A_ElephantsDream_rep1,12,120.0,4.3552,0,Excellent
S2A_ElephantsDream_rep1,13,130.0,4.3552,0,Excellent
S2A_ElephantsDream_rep1,14,140.0,4.3932,0,Excellent
S2A_ElephantsDream_rep1,15,150.0,4.358,0,Excellent
S2A_ElephantsDream_rep1,16,160.0,4.3552,0,Excellent
S2A_ElephantsDream_rep1,17,170.0,4.3552,0,Excellent
S2A_ElephantsDream_rep1,18,180.0,4.392,0,Excellent
S2A_ElephantsDream_rep1,19,190.0,4.358,0,Excellent
S2A_ElephantsDream_rep1,20,200.0,4.3552,0,Excellent
S2A_ElephantsDream_rep1,21,210.0,4.3798,0,Excellent
S2A_ElephantsDream_rep1,22,220.0,4.4043,0,Excellent
S2A_ElephantsDream_rep1,23,230.0,4.4043,0,Excellent
S2A_ElephantsDream_rep1,24,240.0,4.4043,0,Excellent
S2A_ElephantsDream_rep1,25,250.0,4.4043,0,Excellent
S2A_ElephantsDream_rep1,26,260.0,4.4043,0,Excellent
S2A_ElephantsDream_rep1,27,270.0,4.4043,0,Excellent
S2A_ElephantsDream_rep1,28,280.0,4.4043,0,Excellent
S2A_ElephantsDream_rep1,29,290.0,4.4043,0,Excellent
