run_id,window_index,t_media_start,t_wall_start,t_wall_end,throughput_mean,throughput_std,throughput_min,throughput_max,total_bytes,total_packets,active_flows,n_samples
S4B_RedBullPlayStreets_rep1,0,0.0,1786978969.868,1786978979.868,37.252444,32.080813,0.008628,91.584925,51876865,34603,2,11
S4B_RedBullPlayStreets_rep1,1,10.0,1786978979.868,1786978989.868,4.370373,7.403198,0.0,22.340399,6088181,4060,1,11
S4B_RedBullPlayStreets_rep1,2,20.0,1786978989.868,1786978999.868,6.836148,9.369344,0.0,24.385174,9538030,6360,1,11
S4B_RedBullPlayStreets_rep1,3,30.0,1786978999.868,1786979009.868,3.680488,6.3407,0.0,16.516038,5130508,3421,1,11
S4B_RedBullPlayStreets_rep1,4,40.0,1786979009.868,1786979019.868,6.64369,10.601343,0.0,25.818853,9254468,6171,1,11
S4B_RedBullPlayStreets_rep1,5,50.0,1786979019.868,1786979029.868,4.487332,8.582909,0.0,21.67884,5685669,3791,1,10
S4B_RedBullPlayStreets_rep1,6,60.0,1786979029.868,1786979039.868,6.982984,10.331436,0.0,24.902842,9746905,6499,1,11
S4B_RedBullPlayStreets_rep1,7,70.0,1786979039.868,1786979049.868,6.296885,9.24549,0.0,23.234879,8784403,5857,1,11
S4B_RedBullPlayStreets_rep1,8,80.0,1786979049.868,1786979059.868,6.919268,8.97629,0.0,25.442227,9638323,6427,1,11
S4B_RedBullPlayStreets_rep1,9,90.0,1786979059.868,1786979069.868,6.388033,8.823913,0.0,22.566634,8909477,5941,1,11
S4B_RedBullPlayStreets_rep1,10,100.0,1786979069.868,1786979079.868,5.122939,7.526147,0.0,18.568964,7148405,4767,1,11
S4B_RedBullPlayStreets_rep1,11,110.0,1786979079.868,1786979089.868,4.29628,9.006689,0.0,27.200624,5984174,3991,1,11
S4B_RedBullPlayStreets_rep1,12,120.0,1786979089.868,1786979099.868,7.203033,9.099292,0.0,23.121689,9126974,6086,1,10
S4B_RedBullPlayStreets_rep1,13,130.0,1786979099.868,1786979109.868,6.433143,10.274189,0.0,24.997336,8968278,5980,1,11
S4B_RedBullPlayStreets_rep1,14,140.0,1786979109.868,1786979119.868,6.739689,10.35789,0.0,25.981876,9392318,6264,1,11
S4B_RedBullPlayStreets_rep1,15,150.0,1786979119.868,1786979129.868,6.253091,9.728615,0.0,25.450419,8713394,5811,1,11
S4B_RedBullPlayStreets_rep1,16,160.0,1786979129.868,1786979139.868,6.844464,8.810027,0.0,24.052081,9541046,6362,1,11
S4B_RedBullPlayStreets_rep1,17,170.0,1786979139.868,1786979149.868,5.638891,8.346949,0.0,25.06447,7862023,5242,1,11
S4B_RedBullPlayStreets_rep1,18,180.0,1786979149.868,1786979159.868,5.407066,7.883577,0.0,23.62276,7538157,5027,1,11
S4B_RedBullPlayStreets_rep1,19,190.0,1786979159.868,1786979169.868,4.63404,6.145346,0.0,16.550499,6461623,4309,1,11
S4B_RedBullPlayStreets_rep1,20,200.0,1786979169.868,1786979179.868,6.355859,9.374035,0.0,22.191413,8052884,5370,1,10
S4B_RedBullPlayStreets_rep1,21,210.0,1786979179.868,1786979189.868,6.581116,10.287767,0.0,25.47629,9180962,6122,1,11
S4B_RedBullPlayStreets_rep1,22,220.0,1786979189.868,1786979199.868,6.827913,9.941634,0.0,23.51872,9513462,6344,1,11
S4B_RedBullPlayStreets_rep1,23,230.0,1786979199.868,1786979209.868,6.537715,9.564126,0.0,23.885358,9117488,6080,1,11
S4B_RedBullPlayStreets_rep1,24,240.0,1786979209.868,1786979219.868,0.001148,0.001519,0.0,0.003157,1600,4,1,11
S4B_RedBullPlayStreets_rep1,25,250.0,1786979219.868,1786979229.868,0.0,0.0,0.0,0.0,0,0,0,11
S4B_RedBullPlayStreets_rep1,26,260.0,1786979229.868,1786979239.868,0.0,0.0,0.0,0.0,0,0,0,11
S4B_RedBullPlayStreets_rep1,27,270.0,1786979239.868,1786979249.868,0.0,0.0,0.0,0.0,0,0,0,10
S4B_RedBullPlayStreets_rep1,28,280.0,1786979249.868,1786979259.868,3.7e-05,0.000118,0.0,0.00041,52,1,1,11
S4B_RedBullPlayStreets_rep1,29,290.0,1786979259.868,1786979269.868,3.7e-05,0.000118,0.0,0.00041,52,1,1,11
S4B_RedBullPlayStreets_rep1,30,300.0,1786979269.868,1786979279.868,0.000105,0.000149,0.0,0.000316,40,1,1,3
