run_id,window_index,t_start,mean_o22,stall_s,label
S3A_OfForestAndMen_rep1,0,0.0,3.3555,6.269,Critical
S3A_OfForestAndMen_rep1,1,10.0,2.9206,0,Degraded
S3A_OfForestAndMen_rep1,2,20.0,2.8572,0,Degraded
S3A_OfForestAndMen_rep1,3,30.0,2.8572,0,Degraded
S3A_OfForestAndMen_rep1,4,40.0,3.0624,0,Good
S3A_OfForestAndMen_rep1,5,50.0,3.0091,0,Good
S3A_OfForestAndMen_rep1,6,60.0,2.9276,0,Degraded
S3A_OfForestAndMen_rep1,7,70.0,3.5202,0,Good
S3A_OfForestAndMen_rep1,8,80.0,3.6245,13.347,Critical
S3A_OfForestAndMen_rep1,9,90.0,2.8572,0,Degraded
S3A_OfForestAndMen_rep1,10,100.0,1.9767,2.025,Critical
S3A_OfForestAndMen_rep1,11,110.0,1.6084,0,Critical
S3A_OfForestAndMen_rep1,12,120.0,1.5251,0,Critical
S3A_OfForestAndMen_rep1,13,130.0,1.469,0,Critical
S3A_OfForestAndMen_rep1,14,140.0,2.5292,0,Degraded
S3A_OfForestAndMen_rep1,15,150.0,2.8643,0,Degraded
S3A_OfForestAndMen_rep1,16,160.0,2.8572,0,Degraded
S3A_OfForestAndMen_rep1,17,170.0,2.9523,0,Degraded
S3A_OfForestAndMen_rep1,18,180.0,3.8858,0,Good
S3A_OfForestAndMen_rep1,19,190.0,4.1458,0,Excellent
S3A_OfForestAndMen_rep1,20,200.0,3.4204,21.215,Critical
S3A_OfForestAndMen_rep1,21,210.0,2.4873,5.684,Critical
S3A_OfForestAndMen_rep1,22,220.0,1.8021,0,Critical
S3A_OfForestAndMen_rep1,23,230.0,1.9213,0,Critical
S3A_OfForestAndMen_rep1,24,240.0,1.6265,0,Critical
