run_id,t_epoch,dt,delta_bytes,delta_packets,active_flows
S5C_OfForestAndMen_rep1,1786989628.307,1.0001,0,0,0
S5C_OfForestAndMen_rep1,1786989629.328,1.0208,0,0,0
S5C_OfForestAndMen_rep1,1786989630.348,1.0195,0,0,0
S5C_OfForestAndMen_rep1,1786989631.367,1.0197,4927,6,1
S5C_OfForestAndMen_rep1,1786989632.389,1.0215,254260,173,1
S5C_OfForestAndMen_rep1,1786989633.41,1.0218,977476,654,1
S5C_OfForestAndMen_rep1,1786989634.433,1.0225,1789415,1194,1
S5C_OfForestAndMen_rep1,1786989635.454,1.0214,2000624,1335,2
S5C_OfForestAndMen_rep1,1786989636.476,1.0212,2118256,1413,1
S5C_OfForestAndMen_rep1,1786989637.498,1.0219,1413062,943,1
S5C_OfForestAndMen_rep1,1786989638.521,1.0234,0,0,0
S5C_OfForestAndMen_rep1,1786989639.542,1.0211,728582,486,1
S5C_OfForestAndMen_rep1,1786989640.564,1.0214,0,0,0
S5C_OfForestAndMen_rep1,1786989641.583,1.0198,0,0,0
S5C_OfForestAndMen_rep1,1786989642.604,1.0211,0,0,0
S5C_OfForestAndMen_rep1,1786989643.625,1.0209,550500,367,1
S5C_OfForestAndMen_rep1,1786989644.652,1.0264,380385,254,1
S5C_OfForestAndMen_rep1,1786989645.673,1.0217,0,0,0
S5C_OfForestAndMen_rep1,1786989646.695,1.0214,0,0,0
S5C_OfForestAndMen_rep1,1786989647.716,1.0215,1096500,731,1
S5C_OfForestAndMen_rep1,1786989648.738,1.0217,201299,135,1
S5C_OfForestAndMen_rep1,1786989649.759,1.0207,0,0,0
S5C_OfForestAndMen_rep1,1786989650.78,1.0216,0,0,0
S5C_OfForestAndMen_rep1,1786989651.8,1.0201,1239000,826,1
S5C_OfForestAndMen_rep1,1786989652.821,1.0206,521228,348,1
S5C_OfForestAndMen_rep1,1786989653.842,1.0205,0,0,0
S5C_OfForestAndMen_rep1,1786989654.863,1.0213,51000,34,1
S5C_OfForestAndMen_rep1,1786989655.884,1.0215,1811387,1208,1
S5C_OfForestAndMen_rep1,1786989656.906,1.0213,0,0,0
S5C_OfForestAndMen_rep1,1786989657.927,1.0212,0,0,0
S5C_OfForestAndMen_rep1,1786989658.949,1.0216,15000,10,1
S5C_OfForestAndMen_rep1,1786989659.97,1.0213,1167095,779,1
S5C_OfForestAndMen_rep1,1786989660.991,1.0213,0,0,0
S5C_OfForestAndMen_rep1,1786989662.012,1.0212,0,0,0
S5C_OfForestAndMen_rep1,1786989663.035,1.0228,93000,62,1
S5C_OfForestAndMen_rep1,1786989664.056,1.0213,1032784,689,1
S5C_OfForestAndMen_rep1,1786989665.082,1.026,0,0,0
S5C_OfForestAndMen_rep1,1786989666.102,1.0199,0,0,0
S5C_OfForestAndMen_rep1,1786989667.123,1.021,0,0,0
S5C_OfForestAndMen_rep1,1786989668.148,1.0251,1990500,1327,1
S5C_OfForestAndMen_rep1,1786989669.169,1.0204,244717,164,1
S5C_OfForestAndMen_rep1,1786989670.189,1.0204,0,0,0
S5C_OfForestAndMen_rep1,1786989671.21,1.0207,210000,140,1
S5C_OfForestAndMen_rep1,1786989672.23,1.0206,2363833,1576,1
S5C_OfForestAndMen_rep1,1786989673.251,1.0204,0,0,0
S5C_OfForestAndMen_rep1,1786989674.271,1.0201,0,0,0
S5C_OfForestAndMen_rep1,1786989675.291,1.02,87000,58,1
S5C_OfForestAndMen_rep1,1786989676.312,1.0206,2457515,1639,1
S5C_OfForestAndMen_rep1,1786989677.333,1.021,0,0,0
S5C_OfForestAndMen_rep1,1786989678.354,1.0215,0,0,0
S5C_OfForestAndMen_rep1,1786989679.375,1.0214,1648500,1099,1
