run_id,t_epoch,dt,delta_bytes,delta_packets,active_flows
S1_TearsOfSteel_rep1,1787002986.029,1.0001,0,0,0
S1_TearsOfSteel_rep1,1787002987.044,1.0142,0,0,0
S1_TearsOfSteel_rep1,1787002988.058,1.0142,0,0,0
S1_TearsOfSteel_rep1,1787002989.072,1.0143,4582,5,1
S1_TearsOfSteel_rep1,1787002990.093,1.0207,32891823,21939,2
S1_TearsOfSteel_rep1,1787002991.112,1.0189,48045135,32038,2
S1_TearsOfSteel_rep1,1787002992.126,1.0147,0,0,0
S1_TearsOfSteel_rep1,1787002993.144,1.018,40,1,1
S1_TearsOfSteel_rep1,1787002994.159,1.0147,0,0,0
S1_TearsOfSteel_rep1,1787002995.174,1.0146,1796691,1198,1
S1_TearsOfSteel_rep1,1787002996.188,1.0148,0,0,0
S1_TearsOfSteel_rep1,1787002997.209,1.0212,0,0,0
S1_TearsOfSteel_rep1,1787002998.232,1.0222,0,0,0
S1_TearsOfSteel_rep1,1787002999.253,1.0213,5171374,3448,1
S1_TearsOfSteel_rep1,1787003000.275,1.022,0,0,0
S1_TearsOfSteel_rep1,1787003001.297,1.0225,0,0,0
S1_TearsOfSteel_rep1,1787003002.32,1.0223,0,0,0
S1_TearsOfSteel_rep1,1787003003.342,1.0226,7436853,4959,1
S1_TearsOfSteel_rep1,1787003004.365,1.0226,0,0,0
S1_TearsOfSteel_rep1,1787003005.388,1.0226,0,0,0
S1_TearsOfSteel_rep1,1787003006.411,1.0237,0,0,0
S1_TearsOfSteel_rep1,1787003007.434,1.0228,7635388,5091,1
S1_TearsOfSteel_rep1,1787003008.457,1.0227,0,0,0
S1_TearsOfSteel_rep1,1787003009.48,1.0231,0,0,0
S1_TearsOfSteel_rep1,1787003010.503,1.0236,0,0,0
S1_TearsOfSteel_rep1,1787003011.533,1.0291,6281039,4188,1
S1_TearsOfSteel_rep1,1787003012.555,1.0226,0,0,0
S1_TearsOfSteel_rep1,1787003013.576,1.0213,0,0,0
S1_TearsOfSteel_rep1,1787003014.598,1.0211,0,0,0
S1_TearsOfSteel_rep1,1787003015.62,1.0227,4745087,3164,1
S1_TearsOfSteel_rep1,1787003016.653,1.0331,98714,66,1
S1_TearsOfSteel_rep1,1787003017.674,1.0212,0,0,0
S1_TearsOfSteel_rep1,1787003018.696,1.0214,0,0,0
S1_TearsOfSteel_rep1,1787003019.718,1.0224,0,0,0
S1_TearsOfSteel_rep1,1787003020.739,1.0211,5543277,3696,1
S1_TearsOfSteel_rep1,1787003021.762,1.0226,0,0,0
S1_TearsOfSteel_rep1,1787003022.789,1.0267,0,0,0
S1_TearsOfSteel_rep1,1787003023.811,1.0226,0,0,0
S1_TearsOfSteel_rep1,1787003024.833,1.0214,4986856,3325,1
S1_TearsOfSteel_rep1,1787003025.853,1.0203,98980,66,1
S1_TearsOfSteel_rep1,1787003026.884,1.0306,0,0,0
S1_TearsOfSteel_rep1,1787003027.906,1.0226,0,0,0
S1_TearsOfSteel_rep1,1787003028.929,1.0227,5066312,3378,1
S1_TearsOfSteel_rep1,1787003029.952,1.0228,0,0,0
S1_TearsOfSteel_rep1,1787003030.974,1.0225,0,0,0
S1_TearsOfSteel_rep1,1787003031.997,1.0227,0,0,0
S1_TearsOfSteel_rep1,1787003033.023,1.0262,5141226,3428,1
S1_TearsOfSteel_rep1,1787003034.046,1.0228,98396,66,1
S1_TearsOfSteel_rep1,1787003035.069,1.0228,0,0,0
S1_TearsOfSteel_rep1,1787003036.092,1.0228,52,1,1
S1_TearsOfSteel_rep1,1787003037.121,1.03,5373744,3583,1
S1_TearsOfSteel_rep1,1787003038.145,1.0234,98903,66,1
S1_TearsOfSteel_rep1,1787003039.169,1.024,0,0,0
S1_TearsOfSteel_rep1,1787003040.19,1.0211,0,0,0
S1_TearsOfSteel_rep1,1787003041.212,1.0215,5555659,3704,1
S1_TearsOfSteel_rep1,1787003042.232,1.0208,98475,66,1
S1_TearsOfSteel_rep1,1787003043.254,1.0212,0,0,0
S1_TearsOfSteel_rep1,1787003044.275,1.0213,0,0,0
S1_TearsOfSteel_rep1,1787003045.296,1.0213,0,0,0
S1_TearsOfSteel_rep1,1787003046.318,1.0217,6045584,4031,1
S1_TearsOfSteel_rep1,1787003047.341,1.0227,0,0,0
S1_TearsOfSteel_rep1,1787003048.371,1.0299,0,0,0
S1_TearsOfSteel_rep1,1787003049.393,1.0226,0,0,0
S1_TearsOfSteel_rep1,1787003050.416,1.0229,3957095,2639,1
S1_TearsOfSteel_rep1,1787003051.439,1.0228,0,0,0
S1_TearsOfSteel_rep1,1787003052.462,1.0228,0,0,0
S1_TearsOfSteel_rep1,1787003053.483,1.0217,757500,505,1
S1_TearsOfSteel_rep1,1787003054.505,1.0217,5161575,3442,1
S1_TearsOfSteel_rep1,1787003055.53,1.0254,0,0,0
S1_TearsOfSteel_rep1,1787003056.552,1.0217,0,0,0
S1_TearsOfSteel_rep1,1787003057.575,1.0228,3280500,2187,1
S1_TearsOfSteel_rep1,1787003058.598,1.023,2933854,1957,1
S1_TearsOfSteel_rep1,1787003059.619,1.0214,0,0,0
S1_TearsOfSteel_rep1,1787003060.645,1.0254,0,0,0
S1_TearsOfSteel_rep1,1787003061.667,1.0228,5433434,3623,1
S1_TearsOfSteel_rep1,1787003062.688,1.0208,98713,66,1
