run_id,window_index,t_media_start,t_wall_start,t_wall_end,throughput_mean,throughput_std,throughput_min,throughput_max,total_bytes,total_packets,active_flows,n_samples
S2C_OfForestAndMen_rep1,0,0.0,1786967689.475,1786967699.475,0.39545,0.017634,0.366575,0.429125,547919,368,1,11
S2C_OfForestAndMen_rep1,1,10.0,1786967699.475,1786967709.475,0.395965,0.021993,0.35764,0.42904,548070,367,1,11
S2C_OfForestAndMen_rep1,2,20.0,1786967709.475,1786967719.475,0.368359,0.096414,0.073831,0.453055,509927,342,1,11
S2C_OfForestAndMen_rep1,3,30.0,1786967719.475,1786967729.475,0.302413,0.128547,0.0,0.45292,418667,280,1,11
S2C_OfForestAndMen_rep1,4,40.0,1786967729.475,1786967739.475,0.378402,0.052414,0.226438,0.42904,523921,351,1,11
S2C_OfForestAndMen_rep1,5,50.0,1786967739.475,1786967749.475,0.395627,0.01739,0.367472,0.428997,547741,368,1,11
S2C_OfForestAndMen_rep1,6,60.0,1786967749.475,1786967759.475,0.352602,0.110821,0.11919,0.464931,488297,326,1,11
S2C_OfForestAndMen_rep1,7,70.0,1786967759.475,1786967769.475,0.22387,0.14756,0.0,0.417288,310124,208,1,11
S2C_OfForestAndMen_rep1,8,80.0,1786967769.475,1786967779.475,0.377853,0.069161,0.165762,0.417246,523216,350,1,11
S2C_OfForestAndMen_rep1,9,90.0,1786967779.475,1786967789.475,0.396652,0.020309,0.363835,0.429167,549056,368,1,11
S2C_OfForestAndMen_rep1,10,100.0,1786967789.475,1786967799.475,0.396329,0.019808,0.356183,0.417246,548800,370,2,11
S2C_OfForestAndMen_rep1,11,110.0,1786967799.475,1786967809.475,0.300591,0.130199,0.0,0.417122,416429,279,1,11
S2C_OfForestAndMen_rep1,12,120.0,1786967809.475,1786967819.475,0.379591,0.046974,0.290487,0.428997,478175,320,1,10
S2C_OfForestAndMen_rep1,13,130.0,1786967819.475,1786967829.475,0.399354,0.014044,0.381293,0.428385,553017,370,1,11
S2C_OfForestAndMen_rep1,14,140.0,1786967829.475,1786967839.475,0.395499,0.023918,0.345547,0.439654,547643,366,1,11
S2C_OfForestAndMen_rep1,15,150.0,1786967839.475,1786967849.475,0.271301,0.167138,0.0,0.403521,375808,252,1,11
S2C_OfForestAndMen_rep1,16,160.0,1786967849.475,1786967859.475,0.353923,0.115211,0.0,0.424675,490428,328,1,11
S2C_OfForestAndMen_rep1,17,170.0,1786967859.475,1786967869.475,0.395155,0.016352,0.365807,0.42904,547088,367,1,11
S2C_OfForestAndMen_rep1,18,180.0,1786967869.475,1786967879.475,0.386966,0.043464,0.270662,0.440914,536238,359,1,11
S2C_OfForestAndMen_rep1,19,190.0,1786967879.475,1786967889.475,0.325273,0.100465,0.119142,0.42904,451133,303,1,11
S2C_OfForestAndMen_rep1,20,200.0,1786967889.475,1786967899.475,0.396228,0.023764,0.357675,0.42904,548473,368,1,11
S2C_OfForestAndMen_rep1,21,210.0,1786967899.475,1786967909.475,0.395465,0.016448,0.368974,0.419766,547496,367,1,11
S2C_OfForestAndMen_rep1,22,220.0,1786967909.475,1786967919.475,0.361928,0.063272,0.201132,0.429082,500985,335,1,11
S2C_OfForestAndMen_rep1,23,230.0,1786967919.475,1786967929.475,0.367287,0.079079,0.124248,0.4257,508792,341,1,11
S2C_OfForestAndMen_rep1,24,240.0,1786967929.475,1786967939.475,0.396464,0.032075,0.333602,0.464747,548887,368,1,11
S2C_OfForestAndMen_rep1,25,250.0,1786967939.475,1786967949.475,0.351622,0.115487,0.0,0.464931,486882,328,1,11
S2C_OfForestAndMen_rep1,26,260.0,1786967949.475,1786967959.475,0.274441,0.153367,0.0,0.41708,345425,231,1,10
S2C_OfForestAndMen_rep1,27,270.0,1786967959.475,1786967969.475,0.354063,0.120988,0.0,0.441176,490159,328,1,11
S2C_OfForestAndMen_rep1,28,280.0,1786967969.475,1786967979.475,0.396628,0.019515,0.357356,0.437963,549174,368,1,11
S2C_OfForestAndMen_rep1,29,290.0,1786967979.475,1786967989.475,0.121572,0.1729,0.000318,0.405244,107094,76,1,7
