run_id,window_index,t_start,mean_o22,stall_s,label
S5F_ElephantsDream_rep1,0,0.0,3.9292,1.935,Critical
S5F_ElephantsDream_rep1,1,10.0,3.619,1.09,Critical
S5F_ElephantsDream_rep1,2,20.0,2.4326,0,Degraded
S5F_ElephantsDream_rep1,3,30.0,2.9367,0,Degraded
S5F_ElephantsDream_rep1,4,40.0,2.9367,0,Degraded
S5F_ElephantsDream_rep1,5,50.0,2.9367,0,Degraded
S5F_ElephantsDream_rep1,6,60.0,2.8979,0,Degraded
S5F_ElephantsDream_rep1,7,70.0,2.8979,0,Degraded
S5F_ElephantsDream_rep1,8,80.0,2.9847,0,Degraded
S5F_ElephantsDream_rep1,9,90.0,2.9581,0,Degraded
S5F_ElephantsDream_rep1,10,100.0,2.8979,0,Degraded
S5F_ElephantsDream_rep1,11,110.0,2.8979,0,Degraded
S5F_ElephantsDream_rep1,12,120.0,3.2451,0,Good
S5F_ElephantsDream_rep1,13,130.0,2.5155,0,Degraded
S5F_ElephantsDream_rep1,14,140.0,2.9367,0,Degraded
S5F_ElephantsDream_rep1,15,150.0,2.9367,0,Degraded
S5F_ElephantsDream_rep1,16,160.0,3.4887,0,Good
S5F_ElephantsDream_rep1,17,170.0,2.7666,0,Degraded
S5F_ElephantsDream_rep1,18,180.0,2.5315,0,Degraded
S5F_ElephantsDream_rep1,19,190.0,2.8478,0,Degraded
S5F_ElephantsDream_rep1,20,200.0,2.8422,0,Degraded
S5F_ElephantsDream_rep1,21,210.0,2.9346,0,Degraded
S5F_ElephantsDream_rep1,22,220.0,3.4958,0,Good
S5F_ElephantsDream_rep1,23,230.0,2.3288,1.818,Critical
S5F_ElephantsDream_rep1,24,240.0,2.8499,0,Degraded
S5F_ElephantsDream_rep1,25,250.0,2.874,0,Degraded
S5F_ElephantsDream_rep1,26,260.0,2.8422,0,Degraded
S5F_ElephantsDream_rep1,27,270.0,2.8422,0,Degraded
S5F_ElephantsDream_rep1,28,280.0,3.4887,0,Good
S5F_ElephantsDream_rep1,29,290.0,3.1025,0,Good
