run_id,t_epoch,dt,delta_bytes,delta_packets,active_flows
S4A_RedBullPlayStreets_rep1,1786976768.091,1.0001,0,0,0
S4A_RedBullPlayStreets_rep1,1786976769.105,1.0135,0,0,0
S4A_RedBullPlayStreets_rep1,1786976770.117,1.012,0,0,0
S4A_RedBullPlayStreets_rep1,1786976771.131,1.0136,4728,6,1
S4A_RedBullPlayStreets_rep1,1786976772.145,1.0141,10675,11,1
S4A_RedBullPlayStreets_rep1,1786976773.157,1.0124,10059863,6710,1
S4A_RedBullPlayStreets_rep1,1786976774.168,1.0115,14361895,9577,1
S4A_RedBullPlayStreets_rep1,1786976775.18,1.0116,12204477,8139,2
S4A_RedBullPlayStreets_rep1,1786976776.193,1.0131,10057628,6707,1
S4A_RedBullPlayStreets_rep1,1786976777.205,1.0122,3367574,2246,1
S4A_RedBullPlayStreets_rep1,1786976778.227,1.0212,0,0,0
S4A_RedBullPlayStreets_rep1,1786976779.238,1.0119,0,0,0
S4A_RedBullPlayStreets_rep1,1786976780.25,1.012,0,0,0
S4A_RedBullPlayStreets_rep1,1786976781.262,1.012,465000,310,1
S4A_RedBullPlayStreets_rep1,1786976782.274,1.012,2627593,1752,1
S4A_RedBullPlayStreets_rep1,1786976783.287,1.012,0,0,0
S4A_RedBullPlayStreets_rep1,1786976784.298,1.0119,0,0,0
S4A_RedBullPlayStreets_rep1,1786976785.311,1.0122,945000,630,1
S4A_RedBullPlayStreets_rep1,1786976786.323,1.012,2107736,1406,1
S4A_RedBullPlayStreets_rep1,1786976787.335,1.012,0,0,0
S4A_RedBullPlayStreets_rep1,1786976788.347,1.0128,0,0,0
S4A_RedBullPlayStreets_rep1,1786976789.36,1.0127,1905000,1270,1
S4A_RedBullPlayStreets_rep1,1786976790.372,1.012,1106852,738,1
S4A_RedBullPlayStreets_rep1,1786976791.385,1.0128,0,0,0
S4A_RedBullPlayStreets_rep1,1786976792.398,1.0127,0,0,0
S4A_RedBullPlayStreets_rep1,1786976793.411,1.0131,3199054,2133,1
S4A_RedBullPlayStreets_rep1,1786976794.424,1.0131,0,0,0
S4A_RedBullPlayStreets_rep1,1786976795.437,1.0128,0,0,0
S4A_RedBullPlayStreets_rep1,1786976796.45,1.0128,0,0,0
S4A_RedBullPlayStreets_rep1,1786976797.462,1.0128,3216206,2145,1
S4A_RedBullPlayStreets_rep1,1786976798.475,1.0129,0,0,0
S4A_RedBullPlayStreets_rep1,1786976799.489,1.0134,0,0,0
