run_id,window_index,t_start,mean_o22,stall_s,label
S2B_ElephantsDream_rep1,0,0.0,3.8842,4.016,Critical
S2B_ElephantsDream_rep1,1,10.0,3.3899,0,Good
S2B_ElephantsDream_rep1,2,20.0,3.1476,0,Good
S2B_ElephantsDream_rep1,3,30.0,2.9367,0,Degraded
S2B_ElephantsDream_rep1,4,40.0,2.9367,0,Degraded
S2B_ElephantsDream_rep1,5,50.0,3.1926,0,Good
S2B_ElephantsDream_rep1,6,60.0,3.4035,0,Good
S2B_ElephantsDream_rep1,7,70.0,3.0196,0,Good
S2B_ElephantsDream_rep1,8,80.0,2.9367,0,Degraded
S2B_ElephantsDream_rep1,9,90.0,3.2778,0,Good
S2B_ElephantsDream_rep1,10,100.0,3.3429,0,Good
S2B_ElephantsDream_rep1,11,110.0,2.9818,0,Degraded
S2B_ElephantsDream_rep1,12,120.0,2.9367,0,Degraded
S2B_ElephantsDream_rep1,13,130.0,2.9367,0,Degraded
S2B_ElephantsDream_rep1,14,140.0,3.6971,0,Good
S2B_ElephantsDream_rep1,15,150.0,3.0196,0,Good
S2B_ElephantsDream_rep1,16,160.0,2.9367,0,Degraded
S2B_ElephantsDream_rep1,17,170.0,3.022,0,Good
S2B_ElephantsDream_rep1,18,180.0,3.6956,0,Good
S2B_ElephantsDream_rep1,19,190.0,3.0196,0,Good
S2B_ElephantsDream_rep1,20,200.0,2.9367,0,Degraded
S2B_ElephantsDream_rep1,21,210.0,3.3631,0,Good
S2B_ElephantsDream_rep1,22,220.0,3.7729,0,Good
S2B_ElephantsDream_rep1,23,230.0,3.7657,0,Good
S2B_ElephantsDream_rep1,24,240.0,3.7657,0,Good
S2B_ElephantsDream_rep1,25,250.0,3.7848,0,Good
S2B_ElephantsDream_rep1,26,260.0,3.1854,0,Good
S2B_ElephantsDream_rep1,27,270.0,2.9367,0,Degraded
S2B_ElephantsDream_rep1,28,280.0,3.1926,0,Good
S2B_ElephantsDream_rep1,29,290.0,3.7896,0,Good
