run_id,window_index,t_start,mean_o22,stall_s,label
FASE2_v4,0,0.0,2.4326,16.458,Critical
FASE2_v4,1,10.0,2.6857,0,Degraded
FASE2_v4,2,20.0,2.9381,0,Degraded
FASE2_v4,3,30.0,2.9381,0,Degraded
FASE2_v4,4,40.0,2.9381,0,Degraded
FASE2_v4,5,50.0,2.7888,0,Degraded
FASE2_v4,6,60.0,1.4897,0,Critical
FASE2_v4,7,70.0,1.6343,0,Critical
FASE2_v4,8,80.0,2.4356,0,Degraded
FASE2_v4,9,90.0,2.815,0,Degraded
FASE2_v4,10,100.0,2.0119,0,Degraded
FASE2_v4,11,110.0,1.6911,0,Critical
FASE2_v4,12,120.0,1.6764,0,Critical
FASE2_v4,13,130.0,1.885,0,Critical
FASE2_v4,14,140.0,3.4856,0,Good
FASE2_v4,15,150.0,2.8393,0,Degraded
FASE2_v4,16,160.0,2.8393,0,Degraded
FASE2_v4,17,170.0,3.5627,0,Good
FASE2_v4,18,180.0,4.2533,0,Excellent
FASE2_v4,19,190.0,4.2533,0,Excellent
FASE2_v4,20,200.0,4.2989,0,Excellent
FASE2_v4,21,210.0,4.2685,0,Excellent
FASE2_v4,22,220.0,2.1864,0,Degraded
FASE2_v4,23,230.0,2.3032,0,Degraded
FASE2_v4,24,240.0,2.8979,0,Degraded
FASE2_v4,25,250.0,2.8979,0,Degraded
FASE2_v4,26,260.0,2.8979,0,Degraded
FASE2_v4,27,270.0,2.7693,0,Degraded
FASE2_v4,28,280.0,2.9381,0,Degraded
